GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,A_PTS,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg,H_PTS
201010290DET,OKC,0.52,0.41800000000000004,0.20350000000000001,0.5605,29.55,67.95,49.25,50.8,13.0,9.1,10.55,109.65,103.55,105.0,DET,0.5315000000000001,0.506,0.185,0.298,28.15,67.95,46.75,48.4,4.45,7.25,11.0,110.05,112.25,104.0
201010290MIA,ORL,0.516,0.47150000000000003,0.32999999999999996,0.4545,25.549999999999997,81.44999999999999,55.95,35.15,5.35,4.949999999999999,16.5,96.35,96.55,70.0,MIA,0.5249999999999999,0.47266666666666673,0.24133333333333332,0.37333333333333335,23.333333333333332,78.73333333333333,51.13333333333333,50.86666666666667,8.933333333333334,10.533333333333333,14.766666666666666,101.89999999999999,91.43333333333334,96.0
201010290CHA,IND,0.592,0.5545,0.318,0.33199999999999996,24.4,68.75,46.85,59.1,7.25,14.25,15.2,112.44999999999999,117.2,104.0,CHA,0.5385,0.4515,0.1745,0.486,28.25,78.45,51.9,65.35,6.05,9.35,17.6,103.30000000000001,113.15,101.0
201010290GSW,LAC,0.473,0.4265,0.2225,0.383,29.65,65.3,45.55,56.25,8.25,6.800000000000001,14.05,97.95,113.05,91.0,GSW,0.627,0.6074999999999999,0.2565,0.2465,31.25,69.95,53.55,61.7,6.7,10.350000000000001,13.25,123.35,111.94999999999999,109.0
201010290NOH,DEN,0.5665,0.5015000000000001,0.22899999999999998,0.43,29.049999999999997,72.94999999999999,51.25,60.0,9.649999999999999,3.4,15.950000000000001,109.45,101.6,95.0,NOH,0.5475,0.494,0.218,0.3395,21.85,75.6,49.0,64.05,8.35,7.0,11.75,108.19999999999999,102.65,101.0
201010290MIN,MIL,0.47150000000000003,0.4275,0.2645,0.3255,17.5,73.0,44.6,50.25,4.199999999999999,5.550000000000001,11.75,93.0,100.85,85.0,MIN,0.5185,0.46399999999999997,0.2285,0.366,33.1,76.9,55.95,45.900000000000006,6.55,13.6,13.149999999999999,106.2,101.0,96.0
201010290PHO,LAL,0.5425,0.5055000000000001,0.2515,0.209,28.5,69.25,48.55,49.1,9.6,4.949999999999999,9.55,115.0,109.85,114.0,PHO,0.5613333333333332,0.5313333333333333,0.28,0.26033333333333336,24.5,65.39999999999999,45.4,47.833333333333336,6.366666666666666,7.133333333333333,13.666666666666666,110.33333333333333,112.73333333333335,106.0
201010290DAL,MEM,0.5055000000000001,0.4505,0.1465,0.3705,24.0,78.2,48.5,43.65,10.05,5.949999999999999,12.25,101.94999999999999,108.95,91.0,DAL,0.577,0.5435,0.225,0.2865,20.25,76.75,51.6,70.65,10.3,8.75,17.049999999999997,103.6,96.0,90.0
201010300MIL,CHA,0.5569999999999999,0.48066666666666674,0.2153333333333333,0.44366666666666665,24.2,73.03333333333335,48.333333333333336,58.0,6.3999999999999995,9.633333333333333,18.233333333333334,103.5,114.0,88.0,MIL,0.5113333333333333,0.461,0.2796666666666667,0.34366666666666673,24.266666666666666,76.63333333333334,49.333333333333336,53.300000000000004,5.566666666666666,7.400000000000001,13.766666666666666,100.56666666666666,101.86666666666667,98.0
201010300IND,PHI,0.49499999999999994,0.4643333333333333,0.16,0.23866666666666667,24.766666666666666,74.46666666666665,47.333333333333336,57.13333333333333,10.000000000000002,11.9,13.466666666666669,97.73333333333333,106.89999999999999,86.0,IND,0.5596666666666666,0.5213333333333333,0.302,0.315,26.933333333333334,70.66666666666667,48.76666666666667,55.6,8.266666666666667,12.333333333333334,15.233333333333334,108.96666666666665,107.66666666666667,99.0
201010300ATL,WAS,0.506,0.4615,0.201,0.3305,13.9,66.7,38.150000000000006,50.35,9.35,13.35,14.55,93.25,110.0,95.0,ATL,0.594,0.5276666666666667,0.22599999999999998,0.4003333333333334,28.599999999999998,77.8,54.96666666666666,56.73333333333334,4.8999999999999995,9.6,15.866666666666667,113.3,105.76666666666667,99.0
201010300CLE,SAC,0.5479999999999999,0.5019999999999999,0.17966666666666664,0.38166666666666665,26.666666666666668,76.93333333333334,48.833333333333336,59.29999999999999,7.466666666666666,6.033333333333334,11.700000000000001,110.13333333333333,110.7,107.0,CLE,0.515,0.4803333333333333,0.237,0.247,21.433333333333334,73.63333333333334,45.333333333333336,56.666666666666664,7.900000000000001,4.366666666666667,14.466666666666669,100.5,105.76666666666667,104.0
201010300CHI,DET,0.5100000000000001,0.4736666666666667,0.19666666666666666,0.34099999999999997,26.933333333333334,68.5,46.6,47.333333333333336,5.7,8.266666666666667,12.033333333333333,104.3,109.16666666666667,91.0,CHI,0.485,0.45,0.18,0.2985,30.2,77.75,53.7,49.2,8.649999999999999,12.8,12.55,99.55,100.0,101.0
201010300NYK,POR,0.5306666666666667,0.49900000000000005,0.20433333333333334,0.27233333333333337,36.36666666666667,71.10000000000001,53.833333333333336,59.6,10.0,8.366666666666667,11.766666666666667,112.16666666666667,101.39999999999999,100.0,NYK,0.5046666666666667,0.47333333333333333,0.303,0.26499999999999996,27.566666666666666,73.66666666666667,49.6,46.56666666666666,6.933333333333333,11.133333333333333,12.566666666666668,101.83333333333333,103.23333333333333,95.0
201010300HOU,DEN,0.5483333333333333,0.47866666666666674,0.25266666666666665,0.409,28.399999999999995,75.13333333333333,51.56666666666666,55.699999999999996,9.466666666666667,4.433333333333334,14.066666666666668,109.03333333333335,99.43333333333332,107.0,HOU,0.5449999999999999,0.47700000000000004,0.213,0.38833333333333336,29.3,69.53333333333333,49.6,58.56666666666666,6.266666666666667,7.733333333333334,13.733333333333333,110.33333333333333,116.66666666666667,94.0
201010300SAS,NOH,0.5579999999999999,0.511,0.19233333333333333,0.299,17.6,76.1,49.13333333333333,59.79999999999999,8.033333333333333,7.5,12.533333333333333,107.13333333333333,100.23333333333335,99.0,SAS,0.5475,0.492,0.27349999999999997,0.3405,23.95,82.6,49.95,70.85,11.15,8.95,12.25,108.2,106.55,90.0
201010300MEM,MIN,0.48966666666666664,0.4366666666666667,0.22733333333333336,0.36400000000000005,34.0,78.23333333333333,56.300000000000004,46.73333333333334,7.166666666666667,10.433333333333332,15.899999999999999,98.46666666666665,101.2,89.0,MEM,0.517,0.46866666666666673,0.16933333333333334,0.3116666666666667,22.366666666666664,73.53333333333335,46.666666666666664,50.03333333333333,13.533333333333333,5.8999999999999995,12.966666666666667,101.83333333333333,100.3,109.0
201010310NJN,MIA,0.54775,0.49825,0.24075,0.40675000000000006,21.8,75.25,50.400000000000006,58.3,9.625,10.025,13.299999999999999,105.9,91.325,101.0,NJN,0.5413333333333333,0.49,0.17333333333333334,0.4363333333333334,26.46666666666667,79.93333333333334,54.73333333333333,51.06666666666666,4.1000000000000005,3.9333333333333336,16.233333333333334,102.7,108.59999999999998,78.0
201010310LAC,DAL,0.5683333333333334,0.5333333333333333,0.21933333333333335,0.31666666666666665,20.0,74.10000000000001,49.76666666666667,68.4,9.366666666666667,9.666666666666666,15.866666666666665,104.46666666666665,93.7,99.0,LAC,0.45999999999999996,0.40633333333333327,0.2336666666666667,0.38133333333333336,30.2,70.36666666666666,48.333333333333336,57.73333333333333,8.0,6.166666666666667,14.133333333333335,95.0,110.76666666666667,83.0
201010310OKC,UTA,0.5363333333333333,0.4749999999999999,0.158,0.432,25.099999999999998,76.1,50.666666666666664,67.76666666666667,7.166666666666667,7.6000000000000005,15.866666666666667,102.8,108.90000000000002,120.0,OKC,0.5203333333333333,0.4223333333333334,0.219,0.5153333333333333,25.400000000000002,71.8,48.666666666666664,44.300000000000004,11.666666666666666,8.366666666666667,11.300000000000002,106.06666666666668,108.96666666666665,99.0
201010310LAL,GSW,0.564,0.5493333333333333,0.246,0.213,30.266666666666666,66.63333333333334,50.0,66.13333333333334,8.233333333333334,8.833333333333334,13.9,110.73333333333333,111.36666666666666,83.0,LAL,0.5379999999999999,0.496,0.23966666666666667,0.253,32.333333333333336,70.06666666666666,51.4,54.1,9.5,5.699999999999999,11.866666666666667,113.39999999999999,101.73333333333333,107.0
201011010CHI,POR,0.523,0.47750000000000004,0.197,0.3325,36.575,70.30000000000001,52.7,56.075,10.05,7.125,11.150000000000002,111.825,107.15,98.0,CHI,0.5386666666666667,0.5136666666666666,0.18099999999999997,0.34933333333333333,30.833333333333332,72.76666666666667,52.70000000000001,53.73333333333333,7.266666666666666,10.566666666666668,13.366666666666667,107.83333333333333,103.60000000000001,110.0
201011010LAC,SAS,0.5539999999999999,0.5073333333333333,0.27099999999999996,0.29033333333333333,22.266666666666666,80.46666666666665,49.76666666666667,71.8,11.299999999999999,7.3999999999999995,13.966666666666667,106.36666666666667,102.10000000000001,97.0,LAC,0.46849999999999997,0.42674999999999996,0.21500000000000002,0.33475000000000005,28.599999999999998,73.05,48.9,60.4,8.65,7.2,14.600000000000001,94.55,108.75,88.0
201011010SAC,TOR,0.5196666666666667,0.47433333333333333,0.19899999999999998,0.272,32.63333333333333,70.73333333333333,52.43333333333334,55.26666666666667,7.033333333333334,6.466666666666666,13.133333333333333,107.39999999999999,103.2,108.0,SAC,0.55,0.5029999999999999,0.16874999999999998,0.363,29.75,72.325,48.825,53.39999999999999,6.975,6.1000000000000005,11.25,113.3,112.9,111.0
201011020MIL,POR,0.5256000000000001,0.48580000000000007,0.21760000000000002,0.2886,34.38,70.74000000000001,52.04,55.92,10.4,8.5,11.420000000000002,110.66,103.62,90.0,MIL,0.498,0.44475,0.26175,0.34450000000000003,25.075,76.075,49.65,54.8,5.35,7.325000000000001,14.575,97.8,102.9,76.0
201011020DET,BOS,0.55725,0.522,0.2085,0.26849999999999996,24.725,76.875,52.475,75.57499999999999,7.225,5.199999999999999,15.099999999999998,106.4,98.64999999999999,109.0,DET,0.5062500000000001,0.47075,0.17625,0.31975,27.625,69.625,47.800000000000004,44.775,4.8500000000000005,7.025,13.125,102.89999999999999,113.15,86.0
201011020MIA,MIN,0.48774999999999996,0.42875,0.224,0.386,31.75,77.95,53.725,46.35000000000001,7.875,8.674999999999999,15.724999999999998,98.05,108.10000000000001,97.0,MIA,0.5773999999999999,0.5302,0.24580000000000002,0.40380000000000005,22.02,75.2,51.120000000000005,60.120000000000005,9.5,10.14,13.26,110.48000000000002,92.42,129.0
201011020WAS,PHI,0.52625,0.492,0.16699999999999998,0.26975,23.725,74.77499999999999,47.825,62.175,9.875,10.05,14.900000000000002,100.525,107.625,115.0,WAS,0.5366666666666666,0.47866666666666663,0.18533333333333335,0.4040000000000001,17.366666666666667,70.93333333333334,42.333333333333336,55.20000000000001,10.966666666666667,9.933333333333334,15.633333333333335,98.76666666666667,109.63333333333333,116.0
201011020CLE,ATL,0.5740000000000001,0.51325,0.21999999999999997,0.3895,28.75,76.95,53.574999999999996,60.125,5.675,10.275,13.575000000000001,113.5,104.45,100.0,CLE,0.515,0.47674999999999995,0.23525,0.273,22.475,72.925,46.65,54.225,6.500000000000001,4.775,14.375000000000002,100.5,107.85,88.0
201011020LAL,MEM,0.513,0.46425000000000005,0.165,0.3125,23.724999999999998,67.95,44.475,52.0,13.25,6.475,12.3,103.55,107.32499999999999,105.0,LAL,0.563,0.52075,0.24825,0.279,36.45,70.6,54.074999999999996,53.375,9.2,5.549999999999999,13.0,117.15,103.475,124.0
201011030PHI,IND,0.5169999999999999,0.47950000000000004,0.28825,0.284,25.1,72.875,48.075,58.675000000000004,7.800000000000001,11.05,14.4,101.725,107.675,75.0,PHI,0.5307999999999999,0.49239999999999995,0.16319999999999998,0.27759999999999996,23.080000000000002,75.9,49.06,60.8,9.82,10.42,13.88,101.96000000000001,102.1,101.0
201011030BOS,MIL,0.5008,0.44539999999999996,0.23959999999999998,0.3476,25.72,75.74000000000001,49.6,53.279999999999994,5.1,6.160000000000001,14.279999999999998,99.22,103.9,102.0,BOS,0.5586,0.5164,0.1972,0.29579999999999995,24.9,75.84,52.1,73.43999999999998,7.640000000000001,5.799999999999999,15.02,106.7,99.9,105.0
201011030NJN,CHA,0.54725,0.47675000000000006,0.22749999999999998,0.4125,25.2,74.5,49.55,60.425,6.824999999999999,8.525,17.75,102.325,109.6,85.0,NJN,0.53325,0.4825,0.18675,0.37725000000000003,25.125,77.9,52.75,54.699999999999996,4.225,6.25,16.275,101.125,106.14999999999999,83.0
201011030ORL,MIN,0.47939999999999994,0.4168,0.2172,0.3754,30.4,74.64,51.32000000000001,44.94000000000001,7.5200000000000005,8.26,15.719999999999999,95.9,112.46000000000001,86.0,ORL,0.545,0.5083333333333333,0.3323333333333333,0.41900000000000004,29.899999999999995,79.3,56.73333333333333,43.0,6.599999999999999,10.666666666666666,14.633333333333333,107.53333333333335,93.46666666666665,128.0
201011030ATL,DET,0.49300000000000005,0.45999999999999996,0.1788,0.2892,29.04,73.2,48.660000000000004,47.48,5.540000000000001,6.380000000000001,12.02,102.43999999999998,112.76000000000002,85.0,ATL,0.5810000000000001,0.5226,0.2178,0.3802,25.5,74.62,52.44,61.98,5.26,9.040000000000001,13.74,113.04,103.67999999999999,94.0
201011030GSW,MEM,0.5276,0.48360000000000003,0.176,0.311,23.72,66.6,44.54,54.94,12.559999999999999,5.819999999999999,13.24,104.32000000000001,108.51999999999998,109.0,GSW,0.5575,0.5329999999999999,0.266,0.25225,32.4,69.05,51.3,66.7,8.875,9.75,14.200000000000001,111.375,110.375,115.0
201011030DEN,DAL,0.56425,0.5265,0.20925,0.294,22.9,73.5,50.725,65.4,8.700000000000001,9.3,14.974999999999998,106.725,98.375,102.0,DEN,0.54525,0.4882500000000001,0.26825,0.34049999999999997,28.374999999999996,73.44999999999999,50.275,57.025,9.049999999999999,4.4,13.15,109.875,102.94999999999999,101.0
201011030HOU,NOH,0.55575,0.505,0.1855,0.35725,19.725,75.82499999999999,49.35,58.74999999999999,8.4,9.6,11.3,108.57499999999999,101.30000000000001,107.0,HOU,0.53125,0.47325,0.22425,0.33975,28.225,70.625,49.7,58.025,5.75,8.075000000000001,12.95,108.875,115.725,99.0
201011030UTA,TOR,0.5282500000000001,0.47450000000000003,0.1905,0.337,31.05,72.75,52.0,52.550000000000004,7.525,6.3,13.375,107.5,108.60000000000001,108.0,UTA,0.565,0.5077499999999999,0.16549999999999998,0.3975,24.125,75.5,50.325,66.45,7.625,7.225,15.075,108.3,108.62500000000001,125.0
201011030LAC,OKC,0.505,0.41675000000000006,0.2365,0.4505,27.05,74.25,49.85,45.725,9.825,7.050000000000001,11.150000000000002,104.10000000000001,110.27499999999999,92.0,LAC,0.49119999999999997,0.45640000000000003,0.21200000000000002,0.33540000000000003,26.559999999999995,72.03999999999999,48.44,58.8,7.9799999999999995,7.640000000000001,14.0,98.47999999999999,106.64000000000001,107.0
201011030SAC,LAL,0.5666,0.5226000000000001,0.2486,0.2898,32.34,71.47999999999999,52.6,55.0,8.219999999999999,5.6,11.58,117.54,104.03999999999999,112.0,SAC,0.5388,0.4969999999999999,0.18339999999999998,0.341,28.8,74.67999999999999,49.720000000000006,52.71999999999999,6.4399999999999995,6.140000000000001,10.459999999999999,111.9,114.14000000000001,100.0
201011030PHO,SAS,0.56925,0.5265,0.24874999999999997,0.32175,24.549999999999997,77.35,50.550000000000004,66.94999999999999,10.0,6.949999999999999,15.524999999999999,108.10000000000001,104.375,112.0,PHO,0.55575,0.52075,0.267,0.25775000000000003,26.375,66.19999999999999,45.824999999999996,48.075,7.049999999999999,8.125,13.075,110.55,112.87500000000001,110.0
201011040CHI,NYK,0.54025,0.505,0.30225,0.2895,26.925,72.75,49.075,51.8,8.25,10.774999999999999,13.3,106.8,105.82499999999999,120.0,CHI,0.5547500000000001,0.5287499999999999,0.19449999999999998,0.34525,30.625,73.325,52.650000000000006,56.375,7.475,10.600000000000001,14.45,109.275,108.125,112.0
201011040POR,OKC,0.5198,0.4358000000000001,0.2262,0.42460000000000003,29.54,73.02000000000001,50.94,42.58,8.52,6.960000000000001,11.88,106.62,111.33999999999999,107.0,POR,0.5256666666666666,0.48633333333333334,0.21033333333333334,0.27666666666666667,33.96666666666667,69.03333333333335,50.81666666666666,57.06666666666667,10.116666666666667,7.583333333333333,11.016666666666667,111.48333333333333,105.80000000000001,106.0
201011050PHI,CLE,0.54,0.49479999999999996,0.22279999999999997,0.34640000000000004,25.860000000000003,73.08,48.86,54.120000000000005,6.44,4.12,14.5,105.84,110.25999999999999,123.0,PHI,0.5451666666666667,0.5086666666666666,0.17016666666666666,0.2815,23.61666666666667,73.35000000000001,47.93333333333334,60.083333333333336,9.9,10.566666666666668,13.733333333333334,104.95,106.28333333333335,116.0
201011050BOS,CHI,0.5568000000000001,0.5266,0.17919999999999997,0.3186,28.5,77.12,53.74000000000001,57.0,7.339999999999999,9.040000000000001,14.959999999999999,107.94000000000001,108.0,105.0,BOS,0.5640000000000001,0.5198333333333333,0.18666666666666668,0.2973333333333333,22.03333333333333,76.53333333333333,50.4,71.91666666666666,8.15,5.5,14.699999999999998,106.83333333333333,100.35000000000001,110.0
201011050IND,MIL,0.4988333333333333,0.4435,0.23983333333333334,0.3498333333333334,24.5,78.11666666666667,49.76666666666667,52.73333333333333,5.75,5.783333333333334,14.149999999999999,98.26666666666667,101.5,94.0,IND,0.5155999999999998,0.46900000000000003,0.29460000000000003,0.30720000000000003,22.080000000000002,74.62,48.34,54.52,7.44,11.7,15.059999999999999,99.28,104.84,90.0
201011050ORL,NJN,0.529,0.48360000000000003,0.20179999999999998,0.32320000000000004,23.28,75.3,49.86,54.879999999999995,4.959999999999999,6.4,15.059999999999999,101.32000000000001,108.73999999999998,90.0,ORL,0.563,0.52025,0.34775,0.42700000000000005,31.199999999999996,80.5,57.974999999999994,44.025,6.374999999999999,9.2,15.149999999999999,110.42500000000001,95.625,105.0
201011050DET,CHA,0.563,0.5052000000000001,0.24179999999999996,0.36279999999999996,25.5,74.97999999999999,50.66,63.48,7.08,9.72,18.880000000000003,102.78,110.23999999999998,90.0,DET,0.5038333333333335,0.4621666666666666,0.17783333333333332,0.301,28.049999999999997,73.21666666666667,48.03333333333333,46.86666666666667,6.75,6.383333333333334,12.033333333333333,104.16666666666664,111.40000000000002,97.0
201011050NYK,WAS,0.53675,0.479,0.19225,0.37625000000000003,19.1,70.275,43.6,50.95,9.775,8.3,17.075000000000003,97.55000000000001,111.125,91.0,NYK,0.5502,0.5189999999999999,0.3084,0.273,27.880000000000003,73.34,49.78,51.9,8.879999999999999,12.34,13.820000000000002,108.55999999999999,103.43999999999998,112.0
201011050GSW,UTA,0.5436,0.489,0.16919999999999996,0.37320000000000003,24.18,73.03999999999999,49.64,65.16,8.040000000000001,7.3,15.7,103.38,105.14000000000001,78.0,GSW,0.5288,0.5037999999999999,0.24300000000000002,0.2492,33.279999999999994,70.35999999999999,51.660000000000004,62.5,9.459999999999999,8.76,14.060000000000002,107.34,105.04,85.0
201011050DEN,LAC,0.49866666666666665,0.4656666666666667,0.20566666666666666,0.328,26.716666666666665,73.18333333333334,49.13333333333333,59.85,7.733333333333333,6.900000000000001,13.216666666666667,100.78333333333332,108.85000000000001,104.0,DEN,0.556,0.5002000000000001,0.2652,0.32539999999999997,26.919999999999998,73.25999999999999,49.7,57.720000000000006,8.54,4.36,12.3,111.88,104.81999999999998,111.0
201011050MIN,ATL,0.586,0.5301666666666667,0.2185,0.37033333333333335,25.166666666666668,73.61666666666667,52.13333333333333,61.883333333333326,5.25,9.266666666666667,13.783333333333333,113.73333333333335,104.21666666666665,113.0,MIN,0.48183333333333334,0.42483333333333334,0.218,0.333,30.566666666666666,74.95,51.0,46.966666666666676,7.650000000000001,9.0,14.683333333333332,97.73333333333333,113.25000000000001,103.0
201011050NOH,MIA,0.5686666666666665,0.5176666666666667,0.2496666666666667,0.3878333333333333,21.683333333333334,74.95,50.300000000000004,59.70000000000001,9.033333333333333,9.733333333333334,13.183333333333332,109.43333333333335,94.95,93.0,NOH,0.5556,0.5078,0.18380000000000002,0.32880000000000004,21.04,76.66,50.239999999999995,60.339999999999996,8.74,8.04,11.66,108.38,101.88000000000001,96.0
201011050LAL,TOR,0.5306000000000001,0.4796,0.1822,0.31320000000000003,33.68,74.42,53.86,52.78000000000001,7.94,5.76,14.3,107.96,109.92,103.0,LAL,0.571,0.5231666666666667,0.25266666666666665,0.31083333333333335,30.100000000000005,68.86666666666666,50.300000000000004,55.75,8.983333333333333,5.8,11.583333333333334,117.15000000000002,104.99999999999999,108.0
201011050PHO,MEM,0.5283333333333333,0.48633333333333334,0.17966666666666667,0.31816666666666665,25.099999999999998,65.56666666666666,44.88333333333333,53.56666666666666,13.016666666666666,6.616666666666666,14.200000000000001,103.64999999999999,107.84999999999998,118.0,PHO,0.5513999999999999,0.5156000000000001,0.28300000000000003,0.2696,29.02,66.55999999999999,47.339999999999996,49.160000000000004,7.839999999999999,7.0200000000000005,14.38,109.34,110.36000000000001,123.0
