GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,A_PTS,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg,H_PTS
201211280ATL,CHA,0.496357142857143,0.4427857142857143,0.2277857142857143,0.3067142857142858,26.092857142857145,70.81428571428572,47.95,53.41428571428571,9.692857142857145,12.035714285714286,12.385714285714284,100.55714285714285,106.62857142857142,91.0,ATL,0.5296923076923077,0.5062307692307692,0.2774615384615384,0.22538461538461535,22.523076923076925,73.85384615384616,48.092307692307685,62.62307692307692,9.561538461538461,8.976923076923077,14.138461538461538,102.39230769230768,99.13846153846156,94.0
201211280OKC,HOU,0.5361999999999999,0.49153333333333327,0.3116666666666666,0.30139999999999995,29.04666666666667,73.60666666666665,51.74000000000001,59.70666666666668,8.946666666666667,6.306666666666666,14.700000000000001,106.53333333333333,105.9066666666667,98.0,OKC,0.5938749999999999,0.5353125000000001,0.25225,0.3580625,25.162499999999998,73.80624999999999,51.918749999999996,61.474999999999994,7.8687499999999995,11.606250000000001,15.206249999999999,113.25,103.56875000000001,120.0
201211280LAC,MIN,0.5076428571428571,0.4572857142857143,0.23600000000000002,0.3477857142857142,30.842857142857138,73.40714285714286,52.47857142857142,62.36428571428571,8.657142857142857,10.457142857142857,14.028571428571428,102.76428571428572,103.72857142857143,95.0,LAC,0.5599333333333333,0.5181333333333333,0.2475333333333333,0.315,27.0,70.97999999999999,49.95333333333334,58.940000000000005,11.46,11.206666666666665,14.800000000000004,108.31333333333335,103.85333333333332,101.0
201211280NOH,UTA,0.5228125,0.47631249999999986,0.2185625,0.327625,31.075000000000003,72.1625,51.44375,61.637499999999996,8.5625,10.9125,13.39375,106.65000000000002,105.53750000000001,96.0,NOH,0.5354285714285715,0.4916428571428571,0.24107142857142858,0.2730714285714285,25.757142857142856,73.27857142857142,49.84285714285714,62.057142857142864,6.3999999999999995,9.150000000000002,13.97857142857143,104.92142857142858,111.47857142857143,84.0
201211280MEM,TOR,0.5087500000000001,0.46456250000000004,0.24718749999999998,0.27918750000000003,24.4875,74.59375,48.074999999999996,58.268750000000004,7.6125000000000025,7.15625,12.10625,102.1375,107.9375,82.0,MEM,0.5367692307692308,0.4863846153846154,0.18923076923076923,0.30346153846153845,31.45384615384615,70.74615384615385,51.19230769230769,58.5,10.384615384615385,8.861538461538462,12.569230769230767,110.76153846153845,101.23076923076923,103.0
201211290MIA,SAS,0.5651176470588234,0.5298823529411765,0.2610588235294118,0.2633529411764706,22.5,72.52352941176471,48.92941176470588,63.01176470588234,8.670588235294117,7.28235294117647,13.84705882352941,109.20588235294117,101.94117647058823,100.0,MIA,0.5861428571428571,0.5492142857142858,0.2601428571428572,0.30200000000000005,22.057142857142857,72.49285714285713,48.885714285714286,59.785714285714285,8.057142857142859,8.221428571428572,13.457142857142857,112.67857142857144,107.97857142857147,105.0
201211290GSW,DEN,0.5248750000000001,0.496,0.22187500000000002,0.2803125,34.56875,73.01249999999999,53.68750000000001,56.6375,8.03125,10.75,14.21875,107.31875000000001,106.2875,105.0,GSW,0.531,0.4906,0.23026666666666668,0.28753333333333336,28.013333333333332,75.79333333333334,52.71333333333334,58.07333333333333,7.1133333333333315,5.319999999999999,14.646666666666668,104.17333333333333,104.66666666666666,106.0
201211300TOR,PHO,0.5160588235294118,0.481235294117647,0.20788235294117646,0.2398235294117647,27.011764705882346,73.61764705882352,49.21764705882353,55.04705882352941,8.958823529411765,9.923529411764706,12.352941176470587,104.93529411764705,109.11764705882352,97.0,TOR,0.5115882352941178,0.46847058823529414,0.24282352941176466,0.27876470588235297,24.51764705882353,75.41764705882352,48.46470588235294,58.45882352941177,7.611764705882355,7.123529411764705,12.129411764705882,102.54117647058824,107.74705882352941,101.0
201211300BOS,POR,0.5221250000000001,0.4825625,0.271875,0.28737499999999994,27.037499999999998,73.68125,48.09375000000001,52.58125000000001,9.612499999999999,7.55,13.825000000000001,104.2,109.21874999999999,78.0,BOS,0.5571249999999999,0.509125,0.178625,0.30375,18.05,74.725,46.656249999999986,62.65625,8.793750000000001,5.45,13.6875,105.4,105.78750000000001,96.0
201211300ORL,BRK,0.5257333333333333,0.489,0.25900000000000006,0.28353333333333336,30.68,71.56,50.82000000000001,60.42666666666667,7.973333333333333,8.813333333333333,12.166666666666668,109.20666666666666,103.13333333333335,98.0,ORL,0.5008000000000001,0.46880000000000005,0.18213333333333334,0.2033333333333333,26.146666666666665,72.99333333333334,50.080000000000005,59.22666666666667,6.173333333333334,6.886666666666667,14.100000000000001,98.79333333333334,104.82666666666667,86.0
201211300CHA,PHI,0.5121874999999999,0.47487500000000005,0.2266875,0.23037500000000002,24.25625,73.50625000000001,48.324999999999996,60.606249999999996,8.76875,9.30625,11.83125,103.18749999999999,103.7,104.0,CHA,0.4992000000000001,0.4478,0.2262666666666667,0.30073333333333335,26.573333333333334,70.64666666666668,48.17333333333333,54.126666666666665,9.440000000000001,11.813333333333333,12.219999999999999,101.52666666666666,107.66666666666667,98.0
201211300ATL,CLE,0.5083125,0.4709375,0.26337499999999997,0.275625,32.287499999999994,75.54374999999999,51.7,54.47500000000001,9.4375,4.20625,14.06875,104.12500000000001,109.76250000000002,113.0,ATL,0.5349285714285713,0.5103571428571428,0.2759285714285714,0.23857142857142857,22.657142857142855,72.15,47.25714285714285,62.85,9.828571428571427,8.914285714285715,13.95,103.85714285714286,100.99285714285715,111.0
201211300NYK,WAS,0.4832142857142857,0.4440714285714285,0.25771428571428573,0.2367142857142857,27.707142857142856,73.79285714285713,49.73571428571428,58.664285714285704,9.085714285714285,8.035714285714286,14.342857142857145,96.53571428571429,105.66428571428571,87.0,NYK,0.5668666666666666,0.5317333333333333,0.3436,0.25806666666666667,22.266666666666666,74.05999999999999,47.64,53.7,10.106666666666666,6.0,10.82,113.25333333333334,103.82,108.0
201211300OKC,UTA,0.5204705882352941,0.47482352941176453,0.22041176470588233,0.316,31.623529411764707,71.11176470588235,51.12352941176471,61.72941176470587,8.63529411764706,10.98235294117647,13.523529411764706,106.41764705882355,106.14117647058823,94.0,OKC,0.5937647058823529,0.5360000000000001,0.2444705882352941,0.3628823529411765,26.370588235294115,72.9705882352941,52.04117647058823,61.0235294117647,8.11176470588235,12.11764705882353,15.429411764705879,113.39999999999999,103.51764705882354,106.0
201211300SAC,IND,0.49131250000000004,0.4504999999999999,0.2411875,0.2843125,28.49375,76.00000000000001,52.2625,58.0,6.54375,10.799999999999999,13.962500000000002,99.23750000000001,99.91875000000002,97.0,SAC,0.5132,0.4792666666666667,0.20706666666666668,0.24259999999999998,26.613333333333337,70.33999999999999,47.79999999999999,49.21333333333333,9.433333333333335,7.3133333333333335,12.939999999999998,103.02666666666667,108.58000000000001,92.0
201211300LAL,DEN,0.5256470588235295,0.4969411764705883,0.22523529411764706,0.2788823529411765,34.27058823529412,72.3941176470588,53.18823529411765,56.54117647058824,8.058823529411764,10.229411764705883,14.18235294117647,107.45294117647059,107.6705882352941,103.0,LAL,0.5516875,0.5135625,0.2925,0.40299999999999997,31.268750000000004,74.10625,53.41249999999999,58.36250000000002,8.41875,8.374999999999998,15.493749999999999,107.89375000000001,103.1,122.0
201211300MIN,MIL,0.5125714285714287,0.4809285714285715,0.2116428571428572,0.21171428571428572,24.435714285714287,74.20714285714287,49.32142857142857,59.17857142857144,9.22857142857143,11.749999999999998,12.457142857142857,102.9357142857143,103.98571428571427,85.0,MIN,0.5058,0.45593333333333336,0.2348,0.34526666666666656,30.919999999999998,73.54666666666667,52.60666666666666,61.14666666666666,8.499999999999998,10.293333333333333,13.973333333333333,102.59333333333333,102.79333333333334,95.0
201211300MEM,DET,0.5255294117647059,0.48564705882352943,0.19005882352941178,0.3101764705882353,26.323529411764703,71.30588235294118,49.04705882352941,60.529411764705884,7.017647058823529,8.070588235294117,14.423529411764706,103.22352941176469,106.40588235294116,78.0,MEM,0.5325714285714286,0.4819285714285715,0.18578571428571428,0.29942857142857143,30.91428571428571,70.82142857142857,50.81428571428571,58.521428571428565,10.507142857142856,8.864285714285716,12.478571428571428,109.93571428571428,100.14285714285714,90.0
201212010MIL,BOS,0.5532941176470587,0.5057058823529412,0.18176470588235297,0.29805882352941176,18.458823529411767,74.91764705882352,46.888235294117635,63.470588235294116,8.788235294117648,5.929411764705883,13.776470588235293,104.85882352941178,105.41764705882353,88.0,MIL,0.5129333333333334,0.4809333333333334,0.20853333333333338,0.21446666666666667,24.273333333333333,74.26,49.32666666666667,59.680000000000014,9.053333333333335,11.599999999999998,12.546666666666669,102.70666666666668,103.46666666666665,91.0
201212010MIA,BRK,0.524875,0.48843749999999997,0.26612500000000006,0.2883125,30.325,71.98750000000001,50.900000000000006,60.43750000000001,7.89375,8.69375,12.481250000000001,108.58125,103.79375000000002,89.0,MIA,0.5864666666666666,0.5498,0.2598666666666667,0.29813333333333336,22.026666666666667,72.66,48.82,59.13333333333333,8.413333333333334,8.100000000000001,13.253333333333334,112.74666666666668,107.39333333333337,102.0
201212010CHI,PHI,0.5108235294117647,0.4738235294117648,0.22194117647058823,0.22976470588235298,24.147058823529413,73.20588235294119,47.982352941176465,59.817647058823525,8.917647058823531,9.158823529411766,11.776470588235295,102.96470588235293,103.78235294117647,88.0,CHI,0.5186000000000001,0.46986666666666665,0.14833333333333334,0.3012666666666667,30.419999999999998,74.29333333333332,53.07333333333334,64.46000000000001,7.953333333333334,8.126666666666665,14.3,103.62666666666665,101.01333333333334,93.0
201212010CLE,POR,0.525,0.485764705882353,0.27152941176470585,0.2835882352941176,27.017647058823528,73.22352941176472,47.9764705882353,52.682352941176475,9.447058823529412,7.935294117647059,13.711764705882354,104.80588235294118,109.4705882352941,118.0,CLE,0.5100588235294117,0.4726470588235294,0.26870588235294113,0.27247058823529413,32.39411764705882,75.41176470588233,51.82941176470588,55.64705882352942,9.223529411764707,4.3,13.994117647058824,104.6764705882353,110.04117647058825,117.0
201212010GSW,IND,0.4951176470588236,0.45423529411764696,0.2444705882352941,0.28347058823529414,28.058823529411764,75.7529411764706,51.94117647058823,58.04705882352941,6.547058823529412,10.852941176470587,14.094117647058825,99.38235294117648,100.74117647058826,92.0,GSW,0.53425,0.493125,0.2315,0.2844375,28.025,75.98750000000001,52.743750000000006,58.06249999999999,7.012499999999998,5.35,14.7375,104.78125,104.48124999999999,103.0
201212010HOU,UTA,0.5241666666666667,0.48005555555555546,0.22,0.30494444444444446,31.533333333333335,71.17222222222222,51.06111111111111,61.19444444444443,8.61111111111111,10.916666666666666,13.461111111111112,107.0777777777778,107.27222222222223,116.0,HOU,0.54375,0.49956249999999996,0.3087499999999999,0.3021249999999999,28.968750000000004,73.38125,51.63125000000001,59.50625000000001,8.9625,6.506249999999999,14.687500000000002,107.78125,106.68125000000002,124.0
201212010SAS,MEM,0.5262,0.4754000000000001,0.18353333333333335,0.29426666666666673,31.119999999999997,70.92,50.89333333333333,59.24666666666666,10.46,8.72,12.639999999999999,108.83999999999999,99.96666666666667,95.0,SAS,0.5613333333333332,0.5257222222222223,0.26466666666666666,0.2637222222222222,22.788888888888888,72.16111111111111,48.87777777777777,62.66666666666666,8.844444444444443,7.21111111111111,13.844444444444443,108.55555555555556,101.47222222222223,99.0
201212010LAC,SAC,0.5113125000000001,0.476875,0.21306250000000002,0.24225,26.406250000000004,70.875,47.89999999999999,51.09374999999999,8.987500000000002,7.15625,13.181249999999999,102.30625,109.98125000000002,81.0,LAC,0.5638749999999999,0.52425,0.24949999999999997,0.3069375,26.63125,71.33749999999999,49.993750000000006,58.84375,11.59375,11.212499999999999,14.193750000000003,109.73125000000002,103.08125,116.0
201212010DAL,DET,0.5193333333333334,0.4792777777777778,0.19322222222222224,0.30472222222222217,26.49444444444444,71.45555555555556,49.18333333333333,60.233333333333334,7.05,8.194444444444445,14.394444444444446,102.14999999999999,106.06666666666666,77.0,DAL,0.5376470588235294,0.4967058823529412,0.2510588235294118,0.2715882352941177,21.958823529411767,71.18823529411763,47.300000000000004,60.14705882352941,8.223529411764705,8.729411764705883,13.494117647058822,104.77058823529413,105.83529411764705,92.0
201212010NOH,OKC,0.5928888888888888,0.5368333333333335,0.24216666666666667,0.3546666666666667,26.511111111111106,72.69444444444443,51.98888888888889,60.54999999999999,8.299999999999999,12.616666666666667,15.344444444444441,113.50555555555555,102.82777777777778,100.0,NOH,0.5293333333333334,0.48599999999999993,0.24473333333333333,0.26966666666666667,26.173333333333332,73.13333333333331,49.779999999999994,61.92,6.513333333333333,9.066666666666668,14.006666666666668,104.0,111.73333333333333,79.0
201212020NYK,PHO,0.5185,0.48438888888888887,0.21233333333333332,0.2397222222222222,27.11666666666666,73.30555555555554,49.32222222222222,54.977777777777774,8.772222222222222,9.372222222222224,12.56111111111111,105.26666666666667,109.64999999999999,99.0,NYK,0.5654375,0.5304374999999999,0.34225,0.25375,22.875,73.87499999999999,47.71875,53.625,9.9625,6.175,10.5625,113.59375000000001,104.2625,106.0
201212020LAL,ORL,0.50675,0.47368750000000004,0.1874375,0.2051875,25.3125,73.2125,50.00625,60.46875,6.1000000000000005,7.3625,13.918750000000001,99.67500000000001,104.70625000000001,113.0,LAL,0.5485882352941177,0.51,0.28694117647058826,0.40594117647058825,30.811764705882357,74.87647058823529,53.276470588235284,58.20000000000002,8.217647058823529,8.070588235294116,15.147058823529411,107.60000000000002,103.67647058823529,103.0
201212030DET,CLE,0.5031111111111111,0.46599999999999997,0.2655,0.26727777777777784,32.65,75.04444444444442,51.83888888888889,55.85555555555556,9.155555555555557,4.4833333333333325,13.755555555555555,103.89444444444445,109.60000000000001,79.0,DET,0.5173684210526316,0.4778421052631579,0.19431578947368422,0.300578947368421,26.747368421052627,71.01052631578948,49.12105263157895,60.13157894736842,7.042105263157894,8.673684210526316,14.194736842105266,102.14736842105262,105.25263157894736,89.0
201212030CHA,POR,0.5275000000000001,0.48838888888888893,0.27755555555555556,0.2835555555555555,27.12222222222222,73.57222222222224,48.305555555555564,53.372222222222234,9.36111111111111,8.133333333333333,13.572222222222223,105.48333333333333,109.55555555555554,118.0,CHA,0.5038125000000001,0.4535625,0.23131250000000003,0.2975625,26.19375,70.675,48.04375,55.012499999999996,9.218750000000002,11.73125,12.2875,102.11874999999999,108.25,112.0
201212030GSW,ORL,0.5072352941176471,0.47394117647058825,0.19111764705882353,0.20335294117647057,25.258823529411764,73.49411764705883,50.00588235294118,61.1764705882353,6.252941176470589,7.3,13.541176470588237,100.34705882352942,104.57058823529414,102.0,GSW,0.5339411764705883,0.49352941176470594,0.23023529411764707,0.28076470588235297,27.670588235294115,75.96470588235294,52.582352941176474,58.305882352941175,6.917647058823528,5.458823529411765,14.623529411764707,104.64117647058823,104.87058823529411,94.0
201212030DEN,TOR,0.5155555555555558,0.47250000000000003,0.24744444444444438,0.2755555555555556,24.43888888888889,74.27777777777777,48.05555555555556,57.72222222222222,7.700000000000001,7.444444444444445,12.261111111111111,103.07222222222222,108.16111111111111,110.0,DEN,0.5266666666666668,0.49744444444444447,0.2225,0.29150000000000004,34.87222222222223,72.64444444444445,53.50555555555556,56.87222222222223,8.233333333333333,10.333333333333334,14.177777777777777,107.88333333333334,107.91666666666666,113.0
201212030UTA,LAC,0.561705882352941,0.5224705882352941,0.24870588235294117,0.3047647058823529,26.764705882352942,71.37058823529412,49.80588235294118,58.04117647058824,11.494117647058824,10.88235294117647,13.894117647058826,110.0823529411765,103.75882352941176,105.0,UTA,0.5305263157894737,0.4878421052631578,0.22263157894736843,0.29957894736842106,31.35263157894737,71.16842105263157,51.17368421052632,61.105263157894726,8.505263157894737,10.73157894736842,13.668421052631578,107.47368421052633,107.71578947368421,104.0
201212030NOH,MIL,0.5102500000000001,0.47800000000000004,0.21112500000000003,0.22,25.51875,73.48125,49.4875,60.26250000000001,8.887500000000001,11.681249999999999,12.74375,102.71875000000001,105.09999999999998,81.0,NOH,0.5329375000000001,0.49031249999999993,0.23856249999999998,0.2611875,26.924999999999997,72.04999999999998,49.675,62.2625,6.981249999999999,8.718750000000002,13.656250000000002,105.6,111.18125,102.0
201212040PHI,MIN,0.513,0.466,0.24043750000000003,0.3374999999999999,30.275,73.66875,52.693749999999994,61.59374999999999,8.375,9.85,14.04375,103.3375,102.36250000000001,105.0,PHI,0.5087222222222222,0.4726111111111112,0.22299999999999998,0.23238888888888892,24.166666666666668,73.55000000000001,47.87222222222222,60.30555555555556,8.966666666666669,8.861111111111112,11.805555555555557,102.57222222222222,104.37777777777778,88.0
201212040BRK,OKC,0.5997368421052631,0.543263157894737,0.24057894736842103,0.36310526315789476,25.521052631578943,72.34210526315788,51.63157894736842,60.2578947368421,8.152631578947368,12.600000000000001,15.215789473684206,114.27368421052631,103.81052631578947,117.0,BRK,0.5262941176470588,0.4894117647058824,0.27247058823529413,0.2862352941176471,30.541176470588237,73.18235294117648,51.129411764705885,60.2,7.882352941176471,8.294117647058824,12.370588235294118,109.34117647058824,105.22352941176472,111.0
201212040WAS,MIA,0.5826874999999999,0.5470625,0.26331250000000006,0.29075,22.212500000000002,73.08749999999999,48.856249999999996,59.55625,8.287500000000001,7.800000000000001,13.11875,112.48125000000002,107.73125000000003,101.0,WAS,0.4891333333333333,0.4494666666666666,0.25660000000000005,0.2454,27.226666666666667,73.87333333333332,49.79333333333333,60.19333333333332,8.979999999999999,7.826666666666667,14.040000000000003,97.61999999999999,105.85333333333332,105.0
201212040CHI,IND,0.49177777777777787,0.4498333333333332,0.2378333333333333,0.28650000000000003,28.316666666666666,75.42222222222223,51.833333333333336,58.07777777777777,6.833333333333333,10.616666666666665,13.955555555555556,99.0777777777778,100.10000000000002,80.0,CHI,0.5152500000000001,0.4661875,0.14931250000000001,0.2995625,30.406249999999996,73.85624999999999,52.88125,64.45,7.675000000000001,8.243749999999999,14.58125,102.725,100.56875000000001,76.0
201212040HOU,LAL,0.5478888888888889,0.5094444444444445,0.28505555555555556,0.4061666666666667,30.99444444444445,74.29444444444445,53.17777777777777,57.30555555555557,8.155555555555555,8.533333333333331,15.166666666666666,107.52777777777779,103.93333333333334,105.0,HOU,0.539235294117647,0.4943529411764706,0.3104117647058823,0.3024117647058823,29.35882352941177,72.94117647058823,51.44705882352942,59.41176470588236,8.852941176470589,6.505882352941176,14.294117647058826,107.81176470588235,106.65882352941178,107.0
201212040MEM,PHO,0.5193157894736843,0.4852105263157894,0.21015789473684207,0.24121052631578943,26.76842105263157,72.63157894736841,48.77894736842106,55.13157894736842,8.957894736842107,9.278947368421052,12.684210526315788,105.02631578947368,109.72105263157894,98.0,MEM,0.5275000000000001,0.47656250000000006,0.18606250000000002,0.29868750000000005,31.643749999999997,71.45625,51.525,57.574999999999996,10.512500000000001,9.0,12.862499999999999,108.975,100.0125,108.0
201212050BOS,MIN,0.5112941176470588,0.4665882352941177,0.23958823529411766,0.33864705882352936,29.96470588235294,74.18235294117648,52.4,60.994117647058815,8.547058823529412,9.558823529411764,13.911764705882353,102.96470588235294,102.65294117647059,94.0,BOS,0.5548333333333333,0.5082222222222224,0.1837777777777778,0.30000000000000004,18.41111111111111,74.92222222222222,47.188888888888876,63.19444444444444,8.644444444444444,6.111111111111111,13.855555555555554,104.99444444444445,104.95,104.0
201212050IND,POR,0.5270526315789474,0.4873157894736842,0.277578947368421,0.28326315789473683,26.821052631578944,73.29473684210527,48.11052631578948,53.347368421052636,9.173684210526316,8.0,13.389473684210527,105.52631578947368,109.80526315789473,92.0,IND,0.49536842105263174,0.4527894736842104,0.24242105263157895,0.2839473684210527,28.49473684210526,75.58947368421053,52.02105263157895,57.94736842105262,6.836842105263158,10.705263157894736,13.894736842105264,99.87894736842107,100.4263157894737,99.0
201212050ATL,DEN,0.5293684210526317,0.49889473684210534,0.22210526315789472,0.29278947368421054,34.521052631578954,72.0,53.11052631578948,57.20526315789474,8.352631578947367,10.078947368421053,14.389473684210525,107.9421052631579,108.19473684210526,104.0,ATL,0.5340666666666666,0.5085999999999999,0.27299999999999996,0.23600000000000002,23.78666666666667,72.12666666666668,47.70666666666666,62.46666666666667,10.08,8.860000000000001,13.813333333333333,104.48,101.52666666666667,108.0
201212050DET,GSW,0.5363888888888888,0.4946111111111111,0.23522222222222222,0.2903333333333334,27.45,75.26666666666668,52.12222222222223,58.98888888888889,7.088888888888888,5.8277777777777775,14.366666666666667,105.27222222222223,105.04999999999998,104.0,DET,0.5176999999999999,0.47800000000000004,0.19790000000000002,0.30515,27.24,71.275,49.45,60.27,6.914999999999999,8.73,14.260000000000002,102.44499999999998,105.78999999999999,97.0
201212050CHA,NYK,0.5622941176470588,0.5283529411764705,0.3483529411764706,0.2471176470588235,22.75294117647059,73.55294117647058,47.37647058823529,53.94117647058823,9.964705882352941,6.511764705882353,10.388235294117647,113.46470588235296,104.5529411764706,100.0,CHA,0.5063529411764707,0.457,0.2290588235294118,0.2907058823529412,26.511764705882356,71.17647058823529,48.635294117647064,55.699999999999996,8.805882352941177,11.5,12.258823529411766,102.53529411764706,108.43529411764706,98.0
201212050CLE,CHI,0.5182352941176472,0.46817647058823525,0.15276470588235297,0.304,30.205882352941178,73.71176470588235,52.84705882352941,64.46470588235294,7.5588235294117645,8.270588235294115,14.617647058823529,103.05882352941177,100.35882352941178,95.0,CLE,0.4999473684210526,0.46221052631578946,0.26142105263157894,0.2686842105263158,32.43684210526315,74.93684210526314,51.62105263157895,55.46315789473685,9.15263157894737,4.43157894736842,13.526315789473685,103.53157894736843,109.53684210526318,85.0
201212050UTA,ORL,0.5056666666666667,0.47250000000000003,0.19133333333333333,0.20433333333333334,25.53333333333333,73.88333333333334,50.27222222222222,60.227777777777774,6.277777777777779,7.472222222222222,13.811111111111112,99.79444444444445,104.15000000000002,81.0,UTA,0.5284500000000001,0.4845499999999999,0.21800000000000003,0.30215000000000003,30.76,71.1,50.87500000000001,60.704999999999984,8.805,10.52,13.579999999999998,106.95,106.85,87.0
201212050SAS,MIL,0.5103529411764707,0.4761176470588236,0.20711764705882355,0.2273529411764706,25.01764705882353,73.08235294117648,48.95294117647058,60.7529411764706,9.029411764705884,11.36470588235294,12.594117647058823,102.65294117647059,105.55882352941175,99.0,SAS,0.5615263157894735,0.5246842105263159,0.26373684210526316,0.2671578947368421,23.342105263157894,72.73157894736842,49.44210526315789,62.92105263157894,8.705263157894736,7.126315789473683,13.899999999999999,108.78421052631579,101.47894736842105,110.0
201212050LAC,DAL,0.5348333333333333,0.49327777777777787,0.24966666666666665,0.2690555555555556,22.01111111111111,71.19999999999999,47.205555555555556,60.07222222222222,8.205555555555556,8.722222222222221,13.81111111111111,103.8777777777778,106.08888888888889,90.0,LAC,0.5618333333333332,0.5230555555555555,0.24722222222222223,0.3007777777777777,26.866666666666667,71.68888888888888,50.06111111111111,58.522222222222226,11.838888888888889,10.788888888888886,13.933333333333335,110.10000000000002,102.92222222222222,112.0
201212050SAC,TOR,0.5152105263157897,0.4708947368421053,0.24847368421052626,0.2782105263157895,24.27368421052632,74.3157894736842,47.94736842105263,58.4421052631579,7.615789473684211,7.757894736842106,12.147368421052631,103.03157894736842,108.23157894736842,100.0,SAC,0.5137058823529412,0.478235294117647,0.21129411764705883,0.25241176470588234,26.32352941176471,71.33529411764707,48.25882352941176,50.876470588235286,8.758823529411767,7.388235294117647,13.194117647058823,102.72941176470589,109.5294117647059,107.0
201212050NOH,LAL,0.5492631578947368,0.5112631578947369,0.2884736842105263,0.3992631578947369,30.463157894736845,74.35789473684211,53.01052631578946,57.705263157894755,8.373684210526315,8.721052631578946,14.847368421052632,107.91578947368421,103.57368421052631,103.0,NOH,0.5291176470588236,0.48811764705882343,0.23770588235294116,0.25829411764705884,26.78235294117647,72.46470588235292,49.69411764705882,62.30000000000001,6.699999999999999,9.000000000000002,13.523529411764708,105.1,111.4,87.0
201212060MIA,NYK,0.5623888888888889,0.5294999999999999,0.35588888888888887,0.24499999999999997,22.788888888888888,74.09444444444443,47.61666666666667,53.65555555555555,9.95,6.522222222222222,10.177777777777777,113.8388888888889,104.22777777777779,112.0,MIA,0.5790588235294117,0.542,0.2602352941176471,0.2952941176470589,21.88823529411765,73.29411764705881,48.823529411764696,59.1764705882353,8.241176470588236,7.841176470588236,13.152941176470588,111.67058823529413,108.46470588235297,92.0
201212060PHO,DAL,0.5355263157894736,0.4936315789473685,0.2446315789473684,0.2711052631578948,22.3,71.22631578947369,47.415789473684214,59.04210526315789,8.231578947368419,8.594736842105263,13.889473684210525,103.9842105263158,105.91052631578947,97.0,PHO,0.51785,0.48329999999999995,0.21199999999999997,0.24384999999999996,26.84499999999999,72.62499999999999,48.78,55.17,9.110000000000001,9.120000000000001,12.604999999999999,104.91,109.53,94.0
201212070MIL,CHA,0.5053888888888891,0.4573333333333333,0.22522222222222224,0.2965,26.59444444444445,70.41111111111111,48.33888888888889,55.38333333333333,8.866666666666667,11.277777777777779,12.155555555555557,102.5,108.98333333333333,93.0,MIL,0.5097777777777779,0.47388888888888897,0.2038888888888889,0.2336111111111111,25.994444444444447,73.02222222222223,49.38333333333333,60.300000000000004,8.833333333333336,11.877777777777776,12.366666666666667,103.52222222222223,105.35555555555555,108.0
201212070PHI,BOS,0.5525263157894735,0.5061578947368421,0.18842105263157896,0.30047368421052634,18.278947368421054,74.82105263157894,47.31052631578946,63.478947368421046,8.505263157894737,6.2105263157894735,13.989473684210523,104.37368421052632,104.3842105263158,94.0,PHI,0.504578947368421,0.4679473684210527,0.2171052631578947,0.23400000000000004,24.31578947368421,74.10526315789475,48.01052631578947,59.836842105263166,9.12105263157895,8.752631578947371,11.578947368421055,102.13157894736842,103.78947368421052,95.0
201212070IND,DEN,0.52715,0.4969,0.2209,0.2898,33.96,72.15,52.795,57.50500000000001,8.489999999999998,9.95,14.059999999999999,107.655,107.72999999999999,92.0,IND,0.4971000000000001,0.45579999999999987,0.24545,0.2816000000000001,28.32,75.64500000000001,52.08,59.019999999999996,6.775,10.819999999999999,14.084999999999999,99.83000000000001,100.51500000000001,89.0
201212070BRK,GSW,0.5385263157894736,0.4981052631578948,0.23394736842105265,0.2808947368421053,27.799999999999997,74.88947368421053,52.09473684210527,58.63157894736842,7.236842105263157,5.621052631578947,14.157894736842104,106.06842105263159,105.45263157894735,109.0,BRK,0.5262222222222221,0.48938888888888893,0.27838888888888896,0.28500000000000003,30.616666666666667,72.77777777777779,50.97777777777778,60.31111111111112,7.75,8.144444444444444,12.33888888888889,109.52777777777777,106.06666666666668,102.0
201212070DET,CHI,0.5223333333333335,0.473,0.1537777777777778,0.30133333333333334,30.533333333333335,74.32777777777777,53.21111111111111,63.85555555555556,7.533333333333333,8.205555555555554,14.255555555555556,104.46666666666667,101.65,108.0,DET,0.5226666666666666,0.48242857142857143,0.198,0.31171428571428567,26.666666666666668,70.92380952380952,49.028571428571425,59.25238095238096,6.923809523809522,8.385714285714286,13.995238095238097,103.45238095238093,106.86666666666666,104.0
201212070ATL,WAS,0.492375,0.45262499999999994,0.25325000000000003,0.245875,26.643749999999997,73.1625,49.2125,60.24999999999999,8.837499999999999,7.7625,13.856250000000003,98.1625,106.5125,95.0,ATL,0.5355,0.510625,0.2750625,0.23525000000000001,24.64375,72.75,48.443749999999994,62.06875,9.9375,8.40625,13.7625,105.22500000000001,101.825,104.0
