GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
200910300ATL,WAS,0.5205,0.4815,0.16,0.28200000000000003,20.35,75.75,49.15,51.5,6.050000000000001,7.75,11.149999999999999,105.25,105.05,ATL,0.5695,0.5055,0.197,0.3845,22.3,81.8,50.35,60.75,10.65,10.75,10.25,113.75,102.35
200910300DET,OKC,0.5555,0.5065,0.16449999999999998,0.329,21.9,78.35,51.85,60.5,5.6,9.45,11.7,108.45,96.65,DET,0.5269999999999999,0.48150000000000004,0.23249999999999998,0.4445,21.9,71.05,46.599999999999994,50.150000000000006,6.4,7.2,12.3,105.05,96.1
200910300UTA,LAC,0.5473333333333333,0.521,0.1723333333333333,0.3313333333333333,20.733333333333334,71.43333333333334,47.833333333333336,61.63333333333333,9.066666666666668,9.666666666666668,13.699999999999998,103.59999999999998,111.23333333333333,UTA,0.555,0.5025,0.1115,0.318,26.8,79.85,52.95,64.05,3.1500000000000004,6.75,11.4,112.7,110.55
200910300LAL,DAL,0.508,0.4345,0.216,0.4315,27.7,74.6,50.6,56.349999999999994,6.65,8.95,12.35,102.44999999999999,100.9,LAL,0.474,0.4365,0.242,0.304,30.200000000000003,67.1,47.25,54.0,10.5,3.5999999999999996,15.75,94.75,98.85
200910300NOH,SAC,0.46299999999999997,0.4175,0.2265,0.28099999999999997,31.1,76.35,51.05,49.45,7.4,6.699999999999999,10.149999999999999,102.6,112.8,NOH,0.552,0.509,0.1735,0.36,19.15,66.45,44.65,46.05,6.15,9.5,10.7,107.85,114.30000000000001
200910300MIN,CLE,0.5156666666666667,0.4656666666666667,0.24066666666666667,0.38033333333333336,21.233333333333334,77.93333333333334,48.0,61.36666666666667,7.966666666666666,9.1,12.133333333333333,102.3,101.90000000000002,MIN,0.4515,0.40349999999999997,0.119,0.28700000000000003,31.700000000000003,72.9,50.6,45.6,10.9,3.6,11.9,95.5,103.7
200910300MEM,TOR,0.543,0.485,0.23149999999999998,0.40549999999999997,26.0,64.85,46.95,59.449999999999996,5.8,8.3,12.35,109.2,108.25,MEM,0.511,0.4525,0.1385,0.429,41.6,70.25,55.650000000000006,47.8,7.699999999999999,6.5,14.5,106.4,115.55
200910310MIL,DET,0.5239999999999999,0.47600000000000003,0.22999999999999998,0.4136666666666667,23.766666666666666,68.0,46.099999999999994,51.70000000000001,6.533333333333334,6.5,14.733333333333334,102.3,100.5,MIL,0.49,0.4515,0.2575,0.3235,30.8,78.35,52.15,53.15,9.25,5.55,15.350000000000001,98.55,98.94999999999999
200910300PHO,GSW,0.5295000000000001,0.488,0.1385,0.2935,25.4,72.3,47.35,50.599999999999994,6.800000000000001,9.05,16.15,100.94999999999999,111.5,PHO,0.607,0.5815,0.225,0.37150000000000005,25.0,79.85,53.0,56.5,6.4,8.75,16.049999999999997,113.9,102.8
200910310WAS,NJN,0.5036666666666667,0.4426666666666666,0.13233333333333333,0.35566666666666674,25.2,72.43333333333334,47.63333333333333,53.93333333333334,6.166666666666667,8.0,11.866666666666667,101.60000000000001,113.0,WAS,0.5796666666666667,0.5453333333333333,0.16633333333333333,0.28633333333333333,23.100000000000005,73.83333333333333,50.4,53.76666666666667,6.233333333333334,6.1000000000000005,11.733333333333333,115.46666666666665,108.33333333333333
200910310NYK,PHI,0.6173333333333333,0.5566666666666666,0.19433333333333333,0.457,23.566666666666666,77.0,53.26666666666667,48.06666666666666,9.733333333333333,9.299999999999999,14.766666666666666,114.83333333333333,111.06666666666666,NYK,0.5096666666666666,0.4703333333333333,0.40833333333333327,0.22166666666666668,21.96666666666667,74.33333333333333,44.666666666666664,55.86666666666667,7.066666666666667,6.833333333333333,12.300000000000002,102.16666666666667,114.73333333333333
200910310CLE,CHA,0.4446666666666667,0.39299999999999996,0.17400000000000002,0.341,26.433333333333334,79.8,51.43333333333334,53.46666666666667,7.266666666666667,7.5,15.933333333333332,86.93333333333332,103.8,CLE,0.5517500000000001,0.5125,0.245,0.34175,20.4,76.7,48.3,61.3,8.774999999999999,10.924999999999999,14.1,104.625,100.9
200910310HOU,POR,0.5463333333333332,0.47500000000000003,0.25033333333333335,0.4036666666666667,34.300000000000004,77.63333333333334,56.43333333333334,58.93333333333334,6.566666666666666,14.5,14.766666666666667,110.5,110.10000000000001,HOU,0.5493333333333333,0.506,0.276,0.30666666666666664,28.166666666666668,65.5,45.23333333333333,60.833333333333336,11.166666666666666,4.8,14.4,109.0,110.23333333333333
200910310SAS,SAC,0.48566666666666664,0.4403333333333333,0.22766666666666668,0.336,31.600000000000005,76.46666666666665,50.93333333333334,49.13333333333333,8.200000000000001,6.199999999999999,12.399999999999999,102.5,116.2,SAS,0.582,0.5533333333333333,0.25466666666666665,0.28400000000000003,23.099999999999998,74.7,50.36666666666667,52.13333333333333,6.933333333333334,6.566666666666667,13.033333333333331,113.63333333333333,103.13333333333333
200910310LAC,DAL,0.5033333333333333,0.4346666666666667,0.19966666666666666,0.379,25.433333333333334,76.86666666666666,50.800000000000004,61.36666666666667,8.366666666666667,10.566666666666666,11.733333333333334,101.66666666666667,97.40000000000002,LAC,0.53725,0.5075,0.18599999999999997,0.3085,20.200000000000003,73.35,48.075,64.2,7.875000000000001,9.025,14.924999999999999,100.29999999999998,108.44999999999999
200911010TOR,ORL,0.6183333333333333,0.5766666666666667,0.3426666666666667,0.34766666666666673,26.03333333333333,78.36666666666666,52.20000000000001,61.9,6.133333333333333,8.8,12.266666666666666,123.53333333333335,111.53333333333335,TOR,0.5783333333333334,0.5259999999999999,0.23099999999999998,0.42799999999999994,26.7,65.7,48.20000000000001,55.46666666666666,4.6000000000000005,9.533333333333333,12.733333333333334,115.03333333333335,117.66666666666667
200911010BOS,NOH,0.5396666666666667,0.506,0.23099999999999998,0.27299999999999996,17.266666666666666,73.46666666666667,45.699999999999996,52.26666666666667,6.966666666666666,8.533333333333333,12.433333333333332,103.2,111.10000000000001,BOS,0.6004999999999999,0.56375,0.29175,0.27975,22.1,77.05,52.3,72.475,9.05,9.725,14.549999999999999,112.85,90.94999999999999
200911010MIA,CHI,0.47100000000000003,0.42733333333333334,0.16966666666666666,0.285,30.53333333333333,75.33333333333333,50.13333333333333,49.699999999999996,7.0,10.200000000000001,11.433333333333332,99.23333333333333,109.96666666666665,MIA,0.5816666666666667,0.5213333333333333,0.16333333333333333,0.40633333333333327,25.333333333333332,72.93333333333332,52.0,46.96666666666667,6.933333333333333,7.3999999999999995,15.733333333333334,110.66666666666667,95.23333333333333
200911010DEN,MEM,0.5546666666666668,0.5106666666666667,0.16466666666666666,0.40233333333333327,36.63333333333333,72.66666666666667,55.666666666666664,50.633333333333326,7.3999999999999995,8.266666666666667,15.433333333333332,110.5,119.8,DEN,0.6006666666666667,0.5336666666666666,0.17533333333333334,0.525,23.133333333333336,71.96666666666668,47.06666666666666,55.699999999999996,6.966666666666666,7.5,10.233333333333334,120.06666666666668,112.60000000000001
200911010OKC,POR,0.5395,0.47225,0.26375,0.39325,32.875,75.275,54.975,58.475,7.675,12.65,14.8,108.25,105.2,OKC,0.517,0.4589999999999999,0.17633333333333331,0.37166666666666665,25.2,76.03333333333333,51.03333333333333,48.666666666666664,5.766666666666666,11.166666666666666,13.133333333333333,102.46666666666665,98.26666666666667
200911010LAL,ATL,0.5623333333333334,0.5,0.21733333333333335,0.35366666666666663,25.233333333333334,77.96666666666665,49.833333333333336,58.0,9.766666666666667,8.566666666666666,12.133333333333333,112.3,107.36666666666667,LAL,0.5166666666666666,0.47666666666666674,0.21866666666666665,0.29833333333333334,30.033333333333335,67.7,48.56666666666666,54.833333333333336,11.633333333333333,5.433333333333333,14.933333333333332,102.3,102.36666666666667
200911010PHO,MIN,0.4753333333333334,0.4323333333333333,0.11699999999999999,0.27033333333333337,32.733333333333334,72.4,51.166666666666664,48.166666666666664,11.033333333333333,3.0,10.766666666666666,102.10000000000001,110.3,PHO,0.6146666666666666,0.5826666666666667,0.25566666666666665,0.36966666666666664,26.2,74.96666666666665,51.23333333333333,55.56666666666666,6.333333333333333,7.766666666666667,15.499999999999998,117.10000000000001,106.96666666666665
200911020CHA,NJN,0.49125,0.43099999999999994,0.1365,0.3340000000000001,23.9,68.525,45.55,51.45,6.925,10.225,15.15,95.725,107.425,CHA,0.444,0.37749999999999995,0.18125000000000002,0.374,30.625,79.85,53.75,52.6,9.475000000000001,8.25,16.325,87.87499999999999,97.375
200911020NYK,NOH,0.5517500000000001,0.51625,0.24874999999999997,0.26,17.424999999999997,73.425,46.175,53.475,6.0,7.825,11.924999999999999,105.85000000000001,113.30000000000001,NYK,0.521,0.47775,0.368,0.2415,23.150000000000002,76.275,46.6,55.849999999999994,6.8500000000000005,6.375,11.200000000000001,106.6,114.5
200911020UTA,HOU,0.56,0.5195000000000001,0.2635,0.3075,29.45,69.0,47.625,62.875,10.775,5.275,14.0,111.725,108.15,UTA,0.556,0.4923333333333333,0.126,0.37166666666666665,24.7,75.46666666666665,50.366666666666674,61.46666666666666,4.933333333333334,8.1,13.633333333333335,109.10000000000001,113.66666666666667
200911020SAC,MEM,0.5467500000000001,0.503,0.14625,0.37,37.475,74.175,56.45,47.425,6.925,7.675000000000001,15.549999999999999,109.575,119.1,SAC,0.51,0.47,0.23800000000000002,0.34875,29.025000000000002,72.35,48.5,51.3,8.0,7.424999999999999,11.974999999999998,106.125,113.85000000000001
200911020LAC,MIN,0.47475,0.43224999999999997,0.10475,0.24825000000000003,32.0,70.15,49.75,50.325,11.075,4.875,10.875,101.7,108.675,LAC,0.5342,0.49659999999999993,0.19679999999999997,0.3322,23.48,72.72,49.36,65.74000000000001,8.080000000000002,9.66,15.3,100.99999999999999,106.85999999999999
200911030IND,DEN,0.58925,0.51925,0.17725000000000002,0.51875,25.85,72.85000000000001,49.3,54.625,7.225,8.15,11.475000000000001,117.87500000000001,107.775,IND,0.522,0.46900000000000003,0.26,0.3116666666666667,23.333333333333332,71.5,47.9,50.1,5.833333333333333,11.566666666666668,16.133333333333333,98.26666666666667,112.8
200911030PHI,BOS,0.6148,0.5843999999999999,0.28900000000000003,0.2626,22.34,76.52000000000001,52.519999999999996,71.16,9.5,9.04,15.219999999999999,113.92,89.41999999999999,PHI,0.5662499999999999,0.5097499999999999,0.19574999999999998,0.4115,24.075000000000003,76.925,51.6,48.974999999999994,9.274999999999999,8.424999999999999,14.85,106.95,112.85
200911030DET,ORL,0.58,0.54,0.36775,0.31150000000000005,25.075,78.275,51.35000000000001,61.949999999999996,6.324999999999999,8.875,12.899999999999999,115.625,108.05000000000001,DET,0.5127499999999999,0.45075000000000004,0.19324999999999998,0.44225000000000003,23.325,70.45,47.375,46.175000000000004,6.9,7.15,13.350000000000001,101.125,98.35
200911030MIA,PHO,0.60725,0.5782499999999999,0.2665,0.365,23.825,75.1,51.074999999999996,55.125,6.1,10.0,15.024999999999999,115.67500000000001,105.94999999999999,MIA,0.55925,0.5035000000000001,0.18925,0.352,25.125,75.52499999999999,51.35,50.5,7.35,6.475,13.925,108.725,99.275
200911030CHI,MIL,0.4683333333333333,0.4403333333333333,0.245,0.25233333333333335,27.333333333333332,75.83333333333333,49.9,53.96666666666667,9.066666666666666,6.333333333333333,13.666666666666666,95.0,95.96666666666665,CHI,0.47175,0.427,0.1645,0.3185,30.2,76.4,51.25,52.8,7.15,11.875,12.825,96.925,104.44999999999999
200911030CLE,WAS,0.564,0.514,0.1755,0.36324999999999996,24.650000000000002,73.75,51.125,51.425000000000004,5.825000000000001,6.65,12.049999999999999,112.32499999999999,110.425,CLE,0.5456000000000001,0.5065999999999999,0.2564,0.3362,21.619999999999997,75.5,47.98,62.92,8.86,9.84,12.620000000000001,107.04,101.3
200911030POR,ATL,0.557,0.4985,0.21000000000000002,0.33399999999999996,26.35,77.925,51.4,57.7,8.475,9.15,11.825,112.125,106.7,POR,0.5304,0.46959999999999996,0.2604,0.35219999999999996,30.74,74.28,52.760000000000005,59.0,7.76,11.360000000000001,13.440000000000001,107.54,106.47999999999999
200911030OKC,LAL,0.5355,0.4962500000000001,0.20174999999999998,0.31975,28.175000000000004,68.025,48.75,53.625,12.7,4.85,16.875,101.875,101.17500000000001,OKC,0.515,0.46074999999999994,0.19749999999999998,0.33275,26.65,76.375,50.95,51.625,7.799999999999999,11.2,14.325,101.25,98.85
200911030DAL,UTA,0.534,0.479,0.128,0.33975,23.174999999999997,73.07499999999999,48.400000000000006,61.55,6.4,8.65,13.575000000000001,104.725,111.1,DAL,0.50225,0.435,0.20199999999999999,0.351,27.6,78.0,52.475,59.25,8.425,12.149999999999999,12.175,102.1,95.95000000000002
200911040TOR,DET,0.5156,0.45940000000000003,0.19559999999999997,0.41400000000000003,23.9,70.52000000000001,47.9,46.120000000000005,6.2,7.640000000000001,12.780000000000001,103.08,103.33999999999999,TOR,0.5760000000000001,0.51625,0.25225,0.4754999999999999,27.325,67.725,48.650000000000006,56.74999999999999,5.4,9.8,11.0,117.10000000000001,115.975
200911040WAS,MIA,0.5631999999999999,0.5112,0.1902,0.3344,24.54,74.38,50.7,51.260000000000005,6.56,6.7,14.64,108.05999999999999,99.58000000000001,WAS,0.5456,0.493,0.1794,0.35879999999999995,25.76,74.56,51.279999999999994,50.82000000000001,6.24,7.040000000000001,11.9,110.01999999999998,109.42
200911040NJN,DEN,0.5976000000000001,0.5334,0.1852,0.4896000000000001,25.18,71.98,49.22,55.06,8.219999999999999,7.82,11.720000000000002,119.08000000000001,105.3,NJN,0.48319999999999996,0.42299999999999993,0.1418,0.32800000000000007,25.419999999999998,70.32000000000001,46.66,48.02,6.959999999999999,8.8,14.34,95.66,110.72
200911040ORL,PHO,0.5892,0.5613999999999999,0.2632,0.33740000000000003,25.6,73.41999999999999,50.54,54.6,5.9,8.0,15.16,113.06000000000002,109.8,ORL,0.5878,0.5502,0.34640000000000004,0.3038,26.72,76.08000000000001,51.40000000000001,60.85999999999999,6.7,8.0,12.959999999999999,117.54,106.96000000000001
200911040NYK,IND,0.52525,0.47525,0.259,0.319,24.425,72.375,49.05,47.45,6.65,12.0,16.65,99.15,107.02499999999999,NYK,0.5115999999999999,0.4694,0.3548,0.23500000000000001,23.520000000000003,75.48,46.78,56.44,7.1,7.4,12.180000000000001,103.22,111.96
200911040GSW,MEM,0.547,0.5035999999999999,0.1396,0.386,36.32,75.84,56.52,50.239999999999995,7.159999999999999,7.2,15.459999999999999,109.0,118.23999999999998,GSW,0.5523333333333333,0.5186666666666667,0.13833333333333334,0.26066666666666666,22.766666666666666,70.96666666666665,45.96666666666667,54.29999999999999,7.933333333333334,7.900000000000001,14.799999999999999,105.56666666666666,109.89999999999999
200911040SAC,ATL,0.5666,0.514,0.2056,0.31199999999999994,27.74,75.3,51.56,53.56,7.2,9.780000000000001,12.379999999999999,113.82000000000001,107.78,SAC,0.5054000000000001,0.4646,0.22160000000000002,0.33520000000000005,30.26,71.22,48.36,50.04,8.74,6.519999999999999,10.799999999999999,107.32000000000001,115.2
200911040MIN,BOS,0.5963333333333333,0.5663333333333332,0.279,0.257,21.78333333333333,77.5,51.66666666666666,69.66666666666666,9.583333333333334,9.1,14.183333333333332,111.95,91.16666666666667,MIN,0.492,0.4524,0.1132,0.2306,29.119999999999997,72.32000000000001,50.32,51.54,9.959999999999999,4.5200000000000005,12.2,101.34,107.35999999999999
200911040NOH,DAL,0.5138,0.45280000000000004,0.22279999999999997,0.3372,27.8,75.74,51.5,57.14,7.5600000000000005,11.379999999999999,12.760000000000002,103.85999999999999,100.4,NOH,0.556,0.5216000000000001,0.2424,0.24500000000000002,20.599999999999998,73.02000000000001,47.42,53.220000000000006,7.08,7.959999999999999,11.86,108.32000000000001,112.82000000000001
200911050CLE,CHI,0.4688,0.42679999999999996,0.1544,0.2866,26.76,77.2,50.339999999999996,55.019999999999996,7.459999999999999,10.76,11.459999999999999,96.3,102.1,CLE,0.5335,0.49733333333333335,0.25066666666666665,0.3213333333333333,21.28333333333333,77.41666666666667,48.86666666666667,63.03333333333334,8.116666666666665,9.916666666666666,12.483333333333334,104.65000000000002,100.05
200911050UTA,SAS,0.56725,0.53225,0.2405,0.30875,26.625,70.725,49.474999999999994,49.1,6.35,6.9,12.374999999999998,113.69999999999999,109.85,UTA,0.5446,0.4904,0.1192,0.344,26.779999999999994,71.02,49.36,59.7,7.2,8.46,12.74,109.78,111.66
200911060PHI,NJN,0.4883333333333333,0.43483333333333335,0.14633333333333334,0.31150000000000005,25.833333333333332,71.0,47.21666666666666,50.70000000000001,6.933333333333333,8.516666666666667,14.033333333333333,97.36666666666666,110.46666666666668,PHI,0.5698,0.5189999999999999,0.20099999999999998,0.39859999999999995,24.380000000000003,75.96,51.279999999999994,52.519999999999996,8.999999999999998,8.76,14.940000000000001,107.4,111.46
200911060BOS,PHO,0.5961666666666666,0.5658333333333333,0.2733333333333334,0.3486666666666667,24.483333333333334,73.3,50.13333333333333,57.21666666666667,6.166666666666667,7.383333333333333,15.083333333333334,113.78333333333335,109.81666666666666,BOS,0.5887142857142856,0.5625714285714285,0.26871428571428574,0.24985714285714286,22.571428571428573,78.01428571428572,51.69999999999999,69.24285714285713,9.585714285714285,9.799999999999999,13.757142857142856,111.65714285714286,94.91428571428571
200911060IND,WAS,0.5298333333333333,0.48133333333333334,0.18116666666666667,0.3506666666666666,26.26666666666667,73.73333333333333,50.73333333333333,50.43333333333334,5.900000000000001,8.016666666666667,12.683333333333332,106.64999999999998,108.95,IND,0.5214000000000001,0.46840000000000004,0.26139999999999997,0.33999999999999997,25.619999999999997,72.14,49.64,49.14,7.82,12.540000000000001,15.279999999999998,100.64000000000001,103.58
200911060ORL,DET,0.5246666666666666,0.47300000000000003,0.1878333333333333,0.4283333333333334,23.25,71.26666666666667,47.9,44.13333333333333,6.633333333333333,7.416666666666667,12.466666666666669,104.71666666666665,106.21666666666665,ORL,0.5901666666666666,0.5461666666666667,0.35000000000000003,0.33,26.433333333333334,76.73333333333333,51.51666666666668,59.51666666666666,6.133333333333333,7.983333333333333,12.583333333333334,118.05000000000001,107.95
200911060CHA,ATL,0.5465000000000001,0.49666666666666665,0.20350000000000001,0.30616666666666664,25.399999999999995,74.41666666666667,49.38333333333333,49.68333333333334,7.283333333333334,10.966666666666669,11.483333333333334,109.96666666666668,108.58333333333333,CHA,0.46840000000000004,0.40919999999999995,0.1884,0.3426,30.5,81.14,55.3,54.379999999999995,8.020000000000001,8.68,15.9,92.81999999999998,96.03999999999999
200911060MIA,DEN,0.5868333333333334,0.5255,0.1845,0.4635000000000001,24.8,70.81666666666668,48.56666666666666,50.78333333333333,8.716666666666667,7.083333333333333,12.883333333333335,115.65000000000002,105.66666666666667,MIA,0.5628333333333333,0.5148333333333334,0.19633333333333336,0.332,26.28333333333333,74.83333333333333,51.36666666666667,49.916666666666664,6.766666666666666,7.0,14.966666666666669,107.96666666666665,99.40000000000002
200911060NYK,CLE,0.5439999999999999,0.5098571428571429,0.24899999999999997,0.32771428571428574,21.814285714285713,79.24285714285715,50.41428571428571,61.92857142857144,8.299999999999999,9.314285714285715,13.6,104.6857142857143,99.39999999999999,NYK,0.5141666666666667,0.47350000000000003,0.35333333333333333,0.2205,21.233333333333334,75.4,45.699999999999996,56.300000000000004,7.833333333333333,7.1000000000000005,12.75,101.93333333333334,110.78333333333332
200911060GSW,LAC,0.5543333333333335,0.5168333333333333,0.19249999999999998,0.347,23.099999999999998,72.46666666666665,49.76666666666667,65.38333333333334,8.600000000000001,10.466666666666667,15.266666666666666,104.14999999999999,104.3,GSW,0.5285,0.48575,0.16925,0.29375,24.275,72.925,46.525000000000006,56.24999999999999,7.725,6.7250000000000005,15.149999999999999,102.05,112.4
200911060HOU,OKC,0.5064,0.45779999999999993,0.17539999999999997,0.3032,26.439999999999998,76.78,50.760000000000005,48.8,7.9,11.54,13.779999999999998,100.6,100.97999999999999,HOU,0.5696000000000001,0.531,0.2518,0.2948,27.880000000000003,70.08,48.1,62.67999999999999,9.879999999999999,6.6,14.48,111.28,106.12
200911060POR,SAS,0.5466,0.5067999999999999,0.24559999999999998,0.3128,25.22,70.94,48.279999999999994,49.94,6.919999999999999,6.220000000000001,11.719999999999999,110.31999999999998,110.02000000000001,POR,0.5336666666666666,0.46900000000000003,0.25533333333333336,0.361,30.316666666666663,75.30000000000001,53.38333333333333,54.9,7.816666666666666,11.483333333333334,13.216666666666667,108.06666666666668,104.86666666666666
200911060MIN,MIL,0.47225,0.4445,0.24475,0.24425,29.55,77.125,51.75,55.175,9.55,5.575,14.6,95.125,91.725,MIN,0.4836666666666667,0.44683333333333336,0.12583333333333332,0.2305,27.433333333333334,70.9,49.050000000000004,49.26666666666666,9.766666666666666,5.383333333333333,13.583333333333334,97.61666666666667,105.38333333333333
200911060NOH,TOR,0.5836,0.5324,0.2772,0.4401999999999999,27.0,69.96,49.60000000000001,57.2,5.7,9.3,10.86,118.34,113.52000000000001,NOH,0.5533333333333333,0.5213333333333333,0.24650000000000002,0.24633333333333338,20.683333333333334,73.23333333333333,47.28333333333333,55.46666666666667,7.05,6.983333333333333,12.283333333333333,107.55000000000001,114.56666666666666
