GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,A_PTS,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg,H_PTS
200811010IND,BOS,0.48700000000000004,0.43,0.18499999999999997,0.48066666666666674,25.96666666666667,75.5,50.5,50.333333333333336,9.1,5.8999999999999995,17.933333333333334,92.26666666666667,90.73333333333335,79.0,IND,0.55,0.483,0.2255,0.383,20.55,69.05000000000001,48.05,57.55,8.45,12.05,16.1,99.9,94.65,95.0
200811010DET,WAS,0.5285,0.47250000000000003,0.21200000000000002,0.34299999999999997,21.049999999999997,69.55,42.75,56.85,6.050000000000001,5.8,10.95,107.05,117.0,109.0,DET,0.569,0.5215,0.15999999999999998,0.2905,37.75,85.6,59.5,57.3,8.55,12.55,13.95,117.05000000000001,109.45,117.0
200811010CHA,MIA,0.5336666666666666,0.4956666666666667,0.25066666666666665,0.37633333333333335,28.433333333333334,67.43333333333332,46.73333333333333,53.599999999999994,10.166666666666666,9.133333333333333,12.0,107.46666666666665,105.06666666666666,87.0,CHA,0.5265,0.46499999999999997,0.1535,0.4415,36.35,66.55,51.4,65.8,5.95,8.9,16.15,106.45,109.0,100.0
200811010ORL,SAC,0.53,0.47900000000000004,0.22199999999999998,0.30000000000000004,22.899999999999995,69.06666666666666,48.03333333333334,49.79999999999999,5.0,7.3999999999999995,16.466666666666665,99.5,116.06666666666666,103.0,ORL,0.5326666666666666,0.49466666666666664,0.3273333333333333,0.3583333333333334,29.400000000000002,74.7,51.96666666666666,47.76666666666667,8.1,11.033333333333333,14.0,107.23333333333333,106.23333333333333,121.0
200811010ATL,PHI,0.505,0.4726666666666666,0.16066666666666665,0.23700000000000002,39.4,74.10000000000001,58.6,52.63333333333333,4.8,8.433333333333334,15.933333333333332,104.7,102.06666666666666,88.0,ATL,0.4965,0.472,0.254,0.2405,34.45,65.8,50.1,49.25,11.600000000000001,9.25,10.45,106.85,95.4,95.0
200811010CHI,MEM,0.4626666666666666,0.4126666666666667,0.137,0.3006666666666667,24.0,75.10000000000001,49.06666666666666,37.6,7.199999999999999,11.233333333333334,13.766666666666666,91.7,98.89999999999999,86.0,CHI,0.5056666666666666,0.42733333333333334,0.165,0.4506666666666666,34.06666666666667,73.63333333333333,52.4,60.166666666666664,8.6,11.5,15.0,102.60000000000001,99.43333333333332,96.0
200811010HOU,OKC,0.46399999999999997,0.4225,0.0645,0.283,21.2,69.2,44.599999999999994,51.45,9.7,9.75,15.7,88.85,101.30000000000001,77.0,HOU,0.5213333333333333,0.44300000000000006,0.22033333333333335,0.379,22.733333333333334,78.7,51.96666666666666,53.5,8.066666666666668,3.266666666666667,12.266666666666666,102.96666666666665,90.93333333333332,89.0
200811010DEN,LAL,0.5539999999999999,0.5006666666666667,0.18666666666666668,0.37833333333333335,30.46666666666667,82.3,57.43333333333334,58.06666666666666,8.133333333333333,8.9,13.866666666666667,111.59999999999998,88.3,104.0,DEN,0.5443333333333333,0.49100000000000005,0.20633333333333334,0.41333333333333333,18.766666666666666,70.46666666666667,46.5,61.800000000000004,9.133333333333335,7.866666666666667,15.166666666666666,101.33333333333333,101.89999999999999,97.0
200811010UTA,LAC,0.46366666666666667,0.4106666666666667,0.18999999999999997,0.30666666666666664,26.033333333333335,65.76666666666667,44.699999999999996,55.76666666666667,7.1000000000000005,8.866666666666667,15.366666666666667,91.73333333333333,117.0,79.0,UTA,0.527,0.4905,0.1015,0.302,30.95,77.35,53.4,56.650000000000006,7.95,7.8,9.4,111.55,96.55,101.0
200811010MIN,DAL,0.516,0.45799999999999996,0.1915,0.323,19.6,77.25,47.3,57.150000000000006,9.2,6.85,9.1,106.1,106.05,95.0,MIN,0.491,0.4495,0.139,0.27849999999999997,23.9,79.19999999999999,49.8,53.95,7.449999999999999,8.55,12.25,97.9,102.25,85.0
200811010NOH,CLE,0.5443333333333333,0.508,0.2733333333333334,0.38033333333333336,27.833333333333332,74.39999999999999,53.56666666666666,59.73333333333333,7.5,9.1,17.4,102.46666666666665,101.86666666666667,92.0,NOH,0.5863333333333333,0.5403333333333333,0.22866666666666668,0.35666666666666663,23.433333333333334,77.23333333333333,49.46666666666667,56.23333333333334,9.733333333333334,8.0,11.933333333333332,115.26666666666667,104.36666666666667,104.0
200811010PHO,POR,0.504,0.4723333333333333,0.255,0.211,26.599999999999998,80.96666666666667,48.5,52.93333333333334,10.166666666666666,6.566666666666666,9.366666666666665,106.10000000000001,117.43333333333332,96.0,PHO,0.611,0.574,0.2336666666666667,0.36200000000000004,21.066666666666666,78.23333333333333,53.46666666666666,49.800000000000004,5.333333333333333,6.133333333333333,15.133333333333335,115.2,113.80000000000001,107.0
200811020NYK,MIL,0.5232500000000001,0.488,0.178,0.30075,29.799999999999997,73.775,51.525,57.60000000000001,7.449999999999999,6.625,15.575,103.07499999999999,102.6,94.0,NYK,0.49033333333333334,0.4466666666666667,0.33899999999999997,0.287,25.399999999999995,71.2,45.53333333333333,62.333333333333336,9.766666666666666,0.8666666666666666,12.133333333333333,98.13333333333333,109.0,86.0
200811020OKC,MIN,0.496,0.449,0.1446666666666667,0.25499999999999995,23.433333333333334,72.93333333333332,47.6,56.166666666666664,6.866666666666666,7.266666666666667,12.933333333333332,97.8,101.83333333333333,85.0,OKC,0.461,0.42366666666666664,0.05433333333333334,0.2643333333333333,27.333333333333332,71.96666666666667,48.666666666666664,47.800000000000004,9.9,9.566666666666666,14.4,92.89999999999999,100.06666666666668,88.0
200811030PHI,SAC,0.533,0.48425,0.21575,0.28425,22.999999999999996,68.19999999999999,47.325,54.699999999999996,5.925,6.75,16.975,99.25,120.875,91.0,PHI,0.5497500000000001,0.519,0.16325,0.29300000000000004,38.15,74.75,57.650000000000006,52.8,5.7749999999999995,7.975,15.274999999999999,112.35000000000001,101.175,125.0
200811030ORL,CHI,0.503,0.43825000000000003,0.1615,0.39025,31.8,72.375,51.4,53.675,8.275,10.05,15.075,101.05000000000001,99.44999999999999,93.0,ORL,0.5277499999999999,0.48824999999999996,0.33,0.36575,29.9,74.775,51.87499999999999,47.95,9.175,11.025,14.725,105.3,103.775,96.0
200811030CHA,DET,0.5686666666666667,0.5303333333333333,0.17,0.2373333333333333,38.833333333333336,82.56666666666666,58.833333333333336,56.46666666666666,7.400000000000001,11.133333333333335,12.066666666666668,121.30000000000001,108.5,101.0,CHA,0.537,0.4653333333333333,0.16433333333333333,0.492,32.06666666666667,64.03333333333333,48.43333333333334,60.53333333333333,6.533333333333334,7.900000000000001,15.733333333333333,106.5,115.93333333333334,83.0
200811030LAC,UTA,0.515,0.4656666666666667,0.111,0.3356666666666667,30.03333333333333,77.13333333333333,53.5,57.56666666666667,10.733333333333334,5.833333333333333,9.266666666666667,108.83333333333333,92.63333333333333,89.0,LAC,0.46075,0.419,0.2085,0.2995,25.35,67.27499999999999,45.099999999999994,55.625,6.475,8.9,16.075,90.0,113.6,73.0
200811030DAL,CLE,0.5425,0.49975,0.24925000000000003,0.3865,31.1,75.57499999999999,55.125,58.375,8.9,9.5,15.474999999999998,106.52499999999999,100.42500000000001,100.0,DAL,0.5076666666666667,0.4486666666666666,0.19799999999999998,0.3373333333333333,20.033333333333335,71.2,44.93333333333334,56.5,8.1,6.099999999999999,10.9,102.76666666666665,110.26666666666667,81.0
200811030MEM,GSW,0.49550000000000005,0.45625,0.26175,0.35550000000000004,31.325000000000003,74.325,50.6,49.849999999999994,8.15,7.625000000000001,12.825,103.925,107.15,79.0,MEM,0.476,0.43125,0.1315,0.29275,24.55,73.30000000000001,49.175,43.475,7.324999999999999,10.075000000000001,14.0,93.55000000000001,95.925,90.0
200811040NJN,PHO,0.6407499999999999,0.61075,0.24150000000000002,0.35600000000000004,19.5,77.425,53.425,55.375,5.875,8.3,16.25,117.05000000000001,108.47500000000001,114.0,NJN,0.5056666666666667,0.4503333333333333,0.25,0.2936666666666667,25.8,74.56666666666666,48.79999999999999,59.833333333333336,8.666666666666666,11.766666666666666,12.766666666666666,100.16666666666667,109.33333333333333,86.0
200811040HOU,BOS,0.51,0.45725000000000005,0.17775,0.44825000000000004,28.225,73.65,51.1,50.875,9.575,6.4,17.275,97.65,95.4,103.0,HOU,0.5155000000000001,0.44000000000000006,0.23425,0.36475,25.025,75.275,50.74999999999999,54.1,8.525,2.825,11.7,104.57499999999999,96.64999999999999,99.0
200811040SAS,DAL,0.528,0.48,0.20099999999999998,0.2685,21.45,73.85,47.95,55.175,7.35,5.049999999999999,10.125,108.02499999999999,108.275,98.0,SAS,0.5733333333333334,0.5403333333333334,0.2336666666666667,0.24566666666666667,18.099999999999998,72.83333333333333,46.0,49.4,4.0,2.6,10.366666666666667,111.23333333333333,120.7,81.0
200811050TOR,DET,0.5585,0.51675,0.16275,0.24275,35.075,83.07499999999999,57.4,55.8,7.275,10.425,10.3,119.60000000000001,107.975,100.0,TOR,0.5785,0.5225,0.2015,0.322,16.225,67.0,43.800000000000004,63.225,7.199999999999999,8.625,13.175,108.69999999999999,105.325,93.0
200811050MIL,WAS,0.525,0.46466666666666673,0.21833333333333335,0.4466666666666666,23.966666666666665,70.16666666666667,44.96666666666667,56.53333333333333,7.900000000000001,6.133333333333333,12.6,104.73333333333333,113.93333333333334,104.0,MIL,0.5280000000000001,0.4948,0.17980000000000002,0.2978,29.559999999999995,73.06,51.339999999999996,62.52,7.5,6.959999999999999,15.3,104.01999999999998,102.1,112.0
200811050IND,PHO,0.6384,0.6068,0.23480000000000004,0.3602,20.04,78.22,53.61999999999999,58.260000000000005,7.56,9.74,16.02,116.68000000000002,107.78000000000002,113.0,IND,0.5476666666666667,0.48866666666666664,0.25066666666666665,0.36366666666666664,19.900000000000002,71.96666666666668,47.23333333333333,52.76666666666667,8.366666666666665,9.666666666666666,15.300000000000002,101.60000000000001,101.5,103.0
200811050MIA,PHI,0.5392,0.49720000000000003,0.1722,0.30660000000000004,36.019999999999996,74.46000000000001,56.480000000000004,50.379999999999995,6.3,7.639999999999999,16.839999999999996,107.38000000000002,103.28,83.0,MIA,0.53925,0.49825,0.24825,0.3665,28.0,68.69999999999999,47.099999999999994,53.64999999999999,12.375,10.35,12.2,108.52499999999999,100.675,106.0
200811050CLE,CHI,0.5048,0.43920000000000003,0.1824,0.3806,29.160000000000004,72.12,49.760000000000005,56.48,8.120000000000001,9.24,14.4,100.9,102.63999999999999,93.0,CLE,0.5448000000000001,0.4962,0.23600000000000004,0.3896,30.660000000000004,76.73999999999998,55.46,55.879999999999995,9.059999999999999,9.32,14.599999999999998,108.3,100.4,107.0
200811050NYK,CHA,0.538,0.4785,0.153,0.41375,34.05,66.6,50.075,55.15,8.45,6.9,15.95,106.725,114.625,98.0,NYK,0.5195000000000001,0.47775,0.33875,0.26075,25.474999999999998,68.4,45.4,60.575,10.075,2.0,14.149999999999999,101.27499999999999,108.6,101.0
200811050GSW,DEN,0.53575,0.48200000000000004,0.19725,0.381,22.225,69.525,47.65,62.375,9.375,7.925000000000001,15.575,101.475,104.425,101.0,GSW,0.5012000000000001,0.4606,0.24499999999999997,0.3644,31.720000000000006,72.94000000000001,50.260000000000005,49.879999999999995,8.14,9.120000000000001,11.98,105.54,106.1,111.0
200811050UTA,POR,0.5195,0.481,0.25625,0.25075000000000003,29.1,76.35,48.35,54.550000000000004,10.0,7.3,11.0,108.05000000000001,118.64999999999999,96.0,UTA,0.54,0.48775,0.1205,0.326,31.9,73.69999999999999,53.15,58.550000000000004,10.125,4.85,10.975000000000001,112.2,97.94999999999999,103.0
200811050OKC,BOS,0.511,0.461,0.18319999999999997,0.41400000000000003,27.919999999999998,73.72,51.2,54.58,9.86,6.5200000000000005,16.1,99.14000000000001,94.5,96.0,OKC,0.458,0.419,0.0795,0.25475,27.0,72.3,48.6,47.95,8.8,9.075,14.3,92.4,101.32500000000002,83.0
200811050SAC,MEM,0.49239999999999995,0.4478,0.17,0.3244,26.139999999999997,72.22,48.76,47.04,8.639999999999999,8.06,14.2,96.80000000000001,99.85999999999999,95.0,SAC,0.5452,0.501,0.1996,0.28959999999999997,24.82,68.05999999999999,48.440000000000005,56.05999999999999,6.58,6.24,16.94,102.52000000000001,118.66,100.0
200811050LAL,LAC,0.4596,0.4218,0.21799999999999997,0.273,24.98,67.43999999999998,45.059999999999995,55.92,6.8199999999999985,9.02,15.7,90.02000000000001,112.58,88.0,LAL,0.542,0.48425,0.20475000000000002,0.41600000000000004,30.825000000000003,80.85,56.85,54.15,9.175,10.025,12.975000000000001,110.82499999999999,88.75,106.0
200811050MIN,SAS,0.5775,0.5417500000000001,0.20875000000000002,0.2565,18.7,74.025,47.125,49.55,3.675,2.5250000000000004,10.25,112.35,118.55000000000001,129.0,MIN,0.504,0.45699999999999996,0.15325,0.25725,23.174999999999997,74.57499999999999,48.075,60.75,6.2749999999999995,7.825,11.649999999999999,101.375,105.3,125.0
200811050NOH,ATL,0.502,0.48333333333333334,0.296,0.21533333333333335,33.800000000000004,70.53333333333333,52.166666666666664,51.46666666666667,10.566666666666668,8.766666666666667,11.699999999999998,106.43333333333332,95.56666666666668,87.0,NOH,0.567,0.52325,0.242,0.32025,22.575,74.80000000000001,48.05,62.175000000000004,10.025,8.55,12.774999999999999,110.42500000000001,104.67500000000001,79.0
200811060ORL,PHI,0.5221666666666667,0.48183333333333334,0.17333333333333334,0.2783333333333334,35.46666666666667,74.89999999999999,56.06666666666667,50.31666666666666,6.1499999999999995,7.533333333333332,16.066666666666666,105.35000000000002,103.73333333333333,88.0,ORL,0.5269999999999999,0.4917999999999999,0.325,0.356,28.5,73.28,50.699999999999996,49.720000000000006,8.860000000000001,10.620000000000001,13.719999999999999,105.44000000000001,102.06,98.0
200811060POR,HOU,0.5248000000000002,0.4546,0.2182,0.3508,22.72,73.42,49.17999999999999,54.64,8.16,2.8200000000000003,11.02,105.71999999999998,99.82,99.0,POR,0.5202,0.48360000000000003,0.24539999999999998,0.23880000000000004,30.080000000000002,78.38,50.1,55.84000000000001,8.440000000000001,7.659999999999999,11.02,108.94000000000001,116.97999999999999,101.0
200811070NJN,DET,0.5509999999999999,0.5014000000000001,0.1968,0.2982,33.06,80.38,55.279999999999994,60.35999999999999,6.74,9.5,10.02,117.74000000000001,110.03999999999999,96.0,NJN,0.51075,0.449,0.22725,0.33,26.950000000000003,74.675,49.89999999999999,57.025,7.925,10.325,11.024999999999999,104.7,109.575,103.0
200811070BOS,MIL,0.5221666666666668,0.48500000000000004,0.18183333333333332,0.308,28.98333333333333,73.88333333333334,51.21666666666667,61.23333333333334,7.616666666666667,6.333333333333333,16.016666666666666,101.8,102.23333333333333,89.0,BOS,0.5185000000000001,0.46849999999999997,0.1885,0.4020000000000001,26.933333333333334,73.75,50.9,57.76666666666666,10.416666666666666,8.35,16.166666666666668,99.76666666666667,93.86666666666667,101.0
200811070CHA,NOH,0.5591999999999999,0.5172,0.2672,0.30619999999999997,23.839999999999996,74.28,48.44,62.86,10.16,8.88,13.579999999999998,109.44000000000001,105.54,89.0,CHA,0.5444,0.4768,0.1762,0.4236,32.8,67.5,50.06,54.839999999999996,9.12,6.36,15.719999999999999,107.17999999999999,112.8,92.0
200811070ATL,TOR,0.5642,0.5094,0.1834,0.312,16.4,69.22,43.8,67.72,5.9799999999999995,9.2,12.88,106.85999999999999,108.05999999999999,92.0,ATL,0.535,0.51675,0.28375,0.2015,30.825000000000003,73.625,53.175,57.925,9.275,8.65,12.249999999999998,109.57499999999999,96.55000000000001,110.0
200811070CHI,PHO,0.6166666666666666,0.5781666666666666,0.21983333333333335,0.3701666666666667,18.683333333333334,77.46666666666667,51.56666666666666,58.666666666666664,7.216666666666666,9.216666666666667,16.349999999999998,112.46666666666668,108.18333333333335,83.0,CHI,0.5158333333333333,0.4590000000000001,0.18666666666666668,0.36916666666666664,28.683333333333337,74.78333333333335,51.26666666666667,56.23333333333333,9.516666666666667,9.116666666666667,14.016666666666666,102.45,100.76666666666665,100.0
200811070CLE,IND,0.5517500000000001,0.49975,0.2575,0.30325,26.225,73.5,50.3,55.85,8.125,9.0,16.525000000000002,104.325,105.3,107.0,CLE,0.5575,0.5076666666666666,0.24000000000000002,0.3853333333333333,29.200000000000003,73.08333333333333,52.96666666666667,55.73333333333333,9.133333333333333,10.333333333333334,14.566666666666665,109.7,102.41666666666667,111.0
200811070WAS,NYK,0.5316000000000001,0.49879999999999997,0.34219999999999995,0.2508,22.16,70.32000000000001,44.7,64.12,9.44,1.6,13.16,103.6,108.28,114.0,WAS,0.5325,0.48475,0.20875,0.38825,23.474999999999998,75.4,48.25,57.075,6.675000000000001,7.625,12.2,105.3,113.67500000000001,108.0
200811070GSW,MEM,0.4991666666666666,0.4546666666666666,0.17350000000000002,0.3265,28.083333333333332,72.60000000000001,50.18333333333333,47.333333333333336,7.716666666666666,7.650000000000001,13.716666666666667,99.33333333333333,101.01666666666665,109.0,GSW,0.5018333333333334,0.45716666666666667,0.22799999999999998,0.389,30.683333333333337,71.15,49.0,49.9,7.983333333333334,9.916666666666666,11.716666666666667,105.75,107.08333333333333,104.0
200811070DEN,DAL,0.5244,0.4788,0.2338,0.24820000000000003,24.24,73.11999999999999,48.88,56.44,7.1,6.139999999999999,10.940000000000001,107.9,108.7,105.0,DEN,0.5307999999999999,0.46620000000000006,0.185,0.39580000000000004,23.740000000000002,68.54,47.6,61.08,9.540000000000001,7.980000000000001,14.34,103.25999999999999,105.02000000000001,108.0
200811070UTA,OKC,0.4694,0.42779999999999996,0.0834,0.27779999999999994,26.139999999999997,71.9,47.760000000000005,46.940000000000005,9.14,8.959999999999999,14.020000000000001,94.36,102.98000000000002,97.0,UTA,0.5504,0.49860000000000004,0.1326,0.3608,31.459999999999997,74.41999999999999,53.64,64.06,9.58,5.52,12.34,111.67999999999999,98.79999999999998,104.0
200811070SAS,MIA,0.5456,0.5012000000000001,0.24020000000000002,0.3504,25.98,70.16,47.8,55.69999999999999,12.4,9.879999999999999,11.44,109.25999999999999,99.34,99.0,SAS,0.5534,0.5216000000000001,0.2494,0.2358,19.759999999999998,75.64000000000001,47.58,53.4,3.4,3.3400000000000007,10.879999999999999,108.67999999999999,117.28000000000002,83.0
200811070LAC,HOU,0.5241666666666668,0.45683333333333337,0.21566666666666667,0.33666666666666667,23.816666666666666,73.78333333333335,49.9,54.349999999999994,7.566666666666667,3.733333333333334,11.316666666666665,105.76666666666665,99.11666666666666,92.0,LAC,0.46049999999999996,0.42683333333333334,0.2038333333333333,0.25566666666666665,24.883333333333336,67.98333333333332,45.29999999999999,54.46666666666667,7.216666666666666,9.1,14.916666666666666,90.95,111.48333333333333,83.0
200811070SAC,MIN,0.5138,0.4608,0.1774,0.2844,24.9,73.78,48.2,61.94,6.359999999999999,6.56,10.819999999999999,105.3,111.12,109.0,SAC,0.5615,0.5156666666666666,0.20199999999999999,0.287,25.583333333333332,68.08333333333333,48.916666666666664,53.599999999999994,6.033333333333332,6.566666666666666,15.716666666666667,107.83333333333333,119.05,121.0
200811080IND,NJN,0.5012000000000001,0.4446,0.2298,0.33340000000000003,25.9,72.6,48.31999999999999,52.52,7.040000000000001,9.48,11.44,102.26,110.32000000000001,80.0,IND,0.5482000000000001,0.501,0.2864,0.2962,28.120000000000005,74.46000000000001,51.839999999999996,57.46,8.120000000000001,8.959999999999999,15.540000000000001,106.12,102.74000000000001,98.0
