DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
4/13/2019,201904130TOR,ORL,240,0.526,0.478,0.322,0.222,20.4,86.4,51.6,52.8,9.2,7.7,10,100,106.2,103.2,TOR,240,0.536,0.523,0.409,0.159,13.6,79.6,48.4,57.5,4.1,6.6,11.3,100,103.2,106.2
4/13/2019,201904130PHI,BRK,240,0.558,0.494,0.295,0.295,22.7,68.6,47.4,39.5,9.2,3.3,10,100,113.3,104.1,PHI,240,0.488,0.424,0.291,0.488,31.4,77.3,52.6,57.1,6.1,17.7,11.1,100,104.1,113.3
4/13/2019,201904130GSW,LAC,240,0.497,0.458,0.316,0.232,14.3,73.3,42.6,63.2,9.1,11.3,13.3,100,95.1,110.7,GSW,240,0.6,0.565,0.326,0.217,26.7,85.7,57.4,68.9,8.2,21.5,17.2,100,110.7,95.1
4/13/2019,201904130DEN,SAS,240,0.55,0.524,0.181,0.241,23.3,74,50.5,50,4.3,6.7,10.7,100,109.4,103.9,DEN,240,0.487,0.455,0.318,0.273,26,76.7,49.5,67.6,8.7,4.4,9.2,100,103.9,109.4
4/14/2019,201904140MIL,DET,240,0.44,0.424,0.293,0.141,13.2,83,46,62.9,6.9,4.3,11.7,100,84.2,118.5,MIL,240,0.596,0.572,0.478,0.289,17,86.8,54,70.5,6.9,12.3,9,100,118.5,84.2
4/14/2019,201904140BOS,IND,240,0.397,0.369,0.321,0.25,15.8,82.5,43.3,78.6,8.4,10.2,12.2,100,78.1,88.6,BOS,240,0.485,0.429,0.364,0.286,17.5,84.2,56.7,64.3,8.4,3.5,16.4,100,88.6,78.1
4/14/2019,201904140HOU,UTA,240,0.506,0.435,0.351,0.351,17.1,81,49.4,56.7,6.1,3.7,16.8,100,91.2,123.6,HOU,240,0.608,0.584,0.432,0.126,19,82.9,50.6,52.1,6.1,12,9.1,100,123.6,91.2
4/14/2019,201904140POR,OKC,240,0.48,0.425,0.355,0.247,34,70.5,50.5,48.6,10.2,6.6,13.4,100,100.6,105.7,POR,240,0.531,0.483,0.291,0.314,29.5,66,49.5,38.9,8.1,15,15.5,100,105.7,100.6
4/15/2019,201904150PHI,BRK,240,0.598,0.561,0.4,0.322,26.1,57.1,39.5,46.5,2.9,2.7,12,100,119.7,141.1,PHI,240,0.647,0.607,0.235,0.327,42.9,73.9,60.5,52.7,7.8,5.6,9.7,100,141.1,119.7
4/15/2019,201904150GSW,LAC,240,0.684,0.647,0.365,0.365,20.5,78.8,47.2,70.8,13,2.1,16.2,100,125.4,121.7,GSW,240,0.691,0.607,0.373,0.6,21.2,79.5,52.8,77.5,10.2,11.1,18.8,100,121.7,125.4
4/16/2019,201904160TOR,ORL,240,0.448,0.426,0.42,0.296,25,84.6,51.7,56.7,2.1,7.7,15.7,100,87.5,118.5,TOR,240,0.587,0.546,0.402,0.195,15.4,75,48.3,59.5,10.7,10.6,6.9,100,118.5,87.5
4/16/2019,201904160DEN,SAS,240,0.541,0.483,0.209,0.291,24.4,84.8,54.9,51.3,3.1,4.6,9.3,100,110.2,119.6,DEN,240,0.568,0.539,0.27,0.292,15.2,75.6,45.1,67.4,5.2,2.9,4.7,100,119.6,110.2
4/16/2019,201904160POR,OKC,240,0.478,0.436,0.326,0.326,26,82.9,51.6,60,6,10.3,14,100,93.7,113.6,POR,240,0.574,0.539,0.356,0.233,17.1,74,48.4,40.5,9,10.3,10.8,100,113.6,93.7
4/17/2019,201904170MIL,DET,240,0.465,0.434,0.364,0.172,19.3,80,44.3,62.2,4.9,10.9,7,100,97.9,118.7,MIL,240,0.605,0.583,0.289,0.233,20,80.7,55.7,68.1,4.9,17.5,10.8,100,118.7,97.9
