DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
4/18/2015,201504180TOR,WAS,265,0.44,0.424,0.212,0.152,33.3,80.8,56,56.4,6.3,4.8,8.7,100,97.1,89.8,TOR,265,0.438,0.413,0.315,0.152,19.2,66.7,44,60,5.2,5.1,10.9,100,89.8,97.1
4/18/2015,201504180CHI,MIL,240,0.453,0.416,0.18,0.292,23.6,73.7,44.1,62.9,11.2,5.9,11.5,100,92.4,104.6,CHI,240,0.556,0.53,0.386,0.265,26.3,76.4,55.9,78.9,8.1,9.6,17,100,104.6,92.4
4/18/2015,201504180GSW,NOP,240,0.527,0.476,0.265,0.301,21.3,77.3,48.4,68.6,8.2,9.6,13,100,101.6,108.7,GSW,240,0.552,0.525,0.358,0.42,22.7,78.7,51.6,64.9,11.3,9.8,13.5,100,108.7,101.6
4/18/2015,201504180HOU,DAL,240,0.507,0.475,0.172,0.172,28,81.4,52.7,43.2,4.7,6.7,13.8,100,101.4,110.8,HOU,240,0.563,0.506,0.294,0.529,18.6,72,47.3,68.4,10.3,11,11,100,110.8,101.4
4/19/2015,201504190ATL,BRK,240,0.519,0.487,0.253,0.278,26.7,85.4,54.7,50,8.5,0,16.1,100,98.2,105.7,ATL,240,0.558,0.494,0.38,0.278,14.6,73.3,45.3,55.9,11.7,5.1,13.6,100,105.7,98.2
4/19/2015,201504190CLE,BOS,240,0.564,0.519,0.278,0.278,18.4,64.3,42.5,64.9,7.6,7.8,13.6,100,109,123.1,CLE,240,0.585,0.53,0.378,0.402,35.7,81.6,57.5,51.4,6.5,8.8,11.1,100,123.1,109
4/19/2015,201504190LAC,SAS,240,0.44,0.419,0.355,0.28,29.8,84.2,51.6,73.5,9.3,5,11.8,100,94.7,110.1,LAC,240,0.592,0.577,0.231,0.359,15.8,70.2,48.4,40,9.3,13.3,12.6,100,110.1,94.7
4/19/2015,201504190MEM,POR,240,0.416,0.379,0.274,0.2,28.6,83.3,53.8,56.3,5.2,8.9,11.2,100,88.7,103.1,MEM,240,0.503,0.46,0.102,0.295,16.7,71.4,46.2,53.8,8.2,13,7.4,100,103.1,88.7
4/20/2015,201504200CHI,MIL,240,0.421,0.378,0.189,0.189,15.3,73.6,42.9,40.6,11,18.8,3.9,100,90.1,100,CHI,240,0.49,0.457,0.407,0.333,26.4,84.7,57.1,83.9,2.2,13.7,12.3,100,100,90.1
4/20/2015,201504200GSW,NOP,240,0.475,0.426,0.247,0.296,22.2,68.9,45.6,67.7,11,7.1,12.4,100,95.4,106.4,GSW,240,0.514,0.494,0.349,0.221,31.1,77.8,54.4,71.1,8.8,9.8,12.1,100,106.4,95.4
