DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
4/17/2010,201004170BOS,MIA,240,0.454,0.423,0.218,0.167,27.3,84.8,51.9,58.1,10.1,7.8,18.5,100,85.7,95.8,BOS,240,0.516,0.45,0.086,0.4,15.2,72.7,48.1,58.1,12.4,9.8,14.5,100,95.8,85.7
4/17/2010,201004170CLE,CHI,240,0.452,0.431,0.08,0.126,15.9,70.5,43.2,51.4,12.5,6.6,13.2,100,86.7,100.3,CLE,240,0.525,0.5,0.274,0.202,29.5,84.1,56.8,69.2,7.3,15,16.4,100,100.3,86.7
4/17/2010,201004170ATL,MIL,240,0.514,0.488,0.244,0.207,27.5,68.6,46.7,29.7,12.8,1.5,11.8,100,106.7,118.3,ATL,240,0.605,0.579,0.145,0.25,31.4,72.5,53.3,43.9,9.3,17.7,13.4,100,118.3,106.7
4/17/2010,201004170DEN,UTA,240,0.634,0.593,0.227,0.427,11.1,73,42.5,63.4,4.3,10.3,10.1,100,121.9,136,DEN,240,0.663,0.637,0.31,0.298,27,88.9,57.5,60.4,6.5,5.2,7.8,100,136,121.9
4/18/2010,201004180ORL,CHA,240,0.534,0.486,0.169,0.394,27.8,79.5,54.7,57.6,3.6,11.4,14.4,100,106.1,116.9,ORL,240,0.571,0.534,0.405,0.365,20.5,72.2,45.3,39.4,7.2,16.9,7.5,100,116.9,106.1
4/18/2010,201004180LAL,OKC,240,0.478,0.417,0.222,0.333,23.7,69.2,46.8,48.3,7.2,5.4,12.7,100,95,104.6,LAL,240,0.496,0.462,0.282,0.282,30.8,76.3,53.2,43.8,7.2,14.3,12,100,104.6,95
4/18/2010,201004180DAL,SAS,240,0.558,0.526,0.141,0.179,20,69,45.1,48.7,7.7,1.7,16.8,100,103.3,109.9,DAL,240,0.562,0.507,0.189,0.459,31,80,54.9,65.7,11,6,14.4,100,109.9,103.3
4/18/2010,201004180PHO,POR,240,0.555,0.506,0.21,0.383,25,66.7,48.4,42.1,5.5,11.9,9.6,100,115.1,109.7,PHO,240,0.51,0.478,0.352,0.176,33.3,75,51.6,52.6,1.1,6.3,10.9,100,109.7,115.1
4/19/2010,201004190DEN,UTA,240,0.643,0.574,0.191,0.691,18.8,81.3,50,72.2,7,7,16.9,100,114,111,DEN,240,0.588,0.493,0.24,0.587,18.8,81.3,50,62.9,9,10.9,15.3,100,111,114
4/19/2010,201004190CLE,CHI,240,0.508,0.462,0.14,0.183,29.5,82.8,50.7,61,3.5,5.9,3.8,100,117.8,129.3,CLE,240,0.687,0.634,0.282,0.338,17.2,70.5,49.3,60,2.3,11.3,11.9,100,129.3,117.8
4/20/2010,201004200BOS,MIA,240,0.464,0.441,0.237,0.211,13,73,39.8,55.2,4.5,12.7,13.5,100,87.3,120.2,BOS,240,0.61,0.56,0.267,0.36,27,87,60.2,72.2,7.9,6.9,13,100,120.2,87.3
