GAME_ID,AWAY,HOME,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,POINT_DIFF
201010260BOS,MIA,BOS,-0.02704878048780479,-0.027073170731707008,-0.008792682926829304,-0.035829268292683125,3.3841463414634063,0.7865853658536679,1.425609756097586,-11.5280487804878,-1.152439024390242,1.3658536585365892,-1.690243902439022,-1.0256097560975377,0.436585365853702,-8.0
201010260POR,PHO,POR,0.037487804878049036,0.04669512195121939,0.04550000000000015,-0.003121951219511976,-0.591463414634152,-4.053658536585388,-0.912195121951207,1.103658536585371,-1.0621951219512216,0.41219512195121855,1.6768292682926838,4.203658536585365,2.9158536585366335,-14.0
201010260LAL,HOU,LAL,-0.0004390243902437918,-0.0018780487804878065,0.03775609756097567,0.0038170731707318217,-0.5390243902438883,-0.44146341463417116,-1.6768292682926997,2.8317073170731817,-0.51219512195122,-1.859756097560977,0.5670731707317014,-1.1317073170732073,4.21707317073168,-2.0
201010270TOR,NYK,TOR,-0.018987804878049075,-0.015073170731707108,0.1004878048780487,-0.06645121951219518,-1.1012195121951365,-0.7829268292682912,-1.9158536585365837,0.4548780487805004,1.4121951219512168,-1.7121951219512166,0.3024390243902406,-3.9743902439024197,-1.690243902439022,5.0
201010270PHI,MIA,PHI,-0.06425609756097572,-0.07846341463414658,0.06331707317073182,0.06619512195121963,-2.840243902439024,4.549999999999997,-1.7939024390243858,-0.21707317073171595,2.4073170731707343,2.587804878048784,3.554878048780484,-16.534146341463398,-11.853658536585385,10.0
201010270NJN,DET,NJN,0.0065853658536585424,0.016512195121951123,0.00024390243902444597,-0.00418292682926813,5.078048780487812,1.596341463414646,3.1170731707317003,-0.7195121951219292,0.6060975609756092,-0.7134146341463437,-0.8195121951219431,5.049999999999983,0.8560975609755843,-3.0
201010270CLE,BOS,CLE,-0.0204878048780488,-0.010902439024390365,-0.01613414634146343,0.0164634146341463,-2.686585365853656,-1.8024390243902388,-0.49268292682928205,19.146341463414622,-0.7500000000000009,-0.8719512195121961,5.710975609756101,-12.774390243902445,-14.6621951219512,-8.0
201010270DEN,UTA,DEN,0.005402439024390193,0.017804878048780504,-0.04456097560975614,-0.0375487804878048,0.7390243902439089,3.136585365853648,2.4475609756097754,12.99999999999995,0.02317073170732087,0.16219512195121677,1.1902439024390237,-0.7536585365853767,-2.398780487804842,-22.0
201010270GSW,HOU,GSW,-0.025731707317073194,-0.05293902439024384,-0.01693902439024389,0.010670731707317027,13.969512195121954,3.778048780487822,10.1780487804878,10.639024390243904,-3.4487804878048793,3.226829268292682,3.4573170731707332,-1.5036585365853767,-3.2146341463414814,-4.0
201010270LAC,POR,LAC,0.0008048780487808216,0.021646341463414598,-0.0055731707317072665,-0.12636585365853673,17.232926829268294,6.963414634146332,11.175609756097558,11.858536585365847,5.262195121951217,-5.112195121951219,-3.3707317073170717,14.229268292682917,-8.317073170731717,10.0
201010270SAS,IND,SAS,-0.017243902439024406,-0.024402439024390044,0.04619512195121958,0.002439024390243849,-5.143902439024387,-3.275609756097566,-4.915853658536605,-0.48414634146345037,0.5658536585365859,1.0353658536585337,0.7853658536585346,-6.01951219512199,2.470731707317057,-13.0
201010270OKC,CHI,OKC,-0.027292682926829515,-0.016060975609756,-0.029109756097561112,-0.04563414634146318,-1.7792682926829322,0.7475609756097583,-0.723170731707313,2.1670731707316975,-1.6158536585365777,0.2878048780487781,-0.5609756097561007,-4.942682926829278,0.5878048780487717,-11.0
201010270NOH,MIL,NOH,-0.02513414634146338,-0.024817073170731674,0.02968292682926832,-0.0025853658536585666,1.6158536585365937,2.5621951219511914,1.2707317073170543,-0.5073170731707393,-0.547560975609751,1.8463414634146327,-0.27926829268292686,-2.443902439024413,-7.108536585365854,-4.0
201010270MIN,SAC,MIN,0.010048780487804998,0.012756097560975843,0.029341463414634145,0.009719512195121793,1.110975609756082,0.07804878048780495,0.6341463414634063,1.1890243902438868,-0.31707317073170405,0.7792682926829215,-1.0975609756097615,3.7231707317073557,-1.4914634146341967,1.0
201010270MEM,ATL,MEM,0.010317073170731272,0.013719512195121464,0.06523170731707312,-0.041329268292683075,-3.0853658536585407,-0.740243902439019,-2.042682926829251,8.179268292682941,-0.42317073170732034,0.18902439024390105,-2.158536585365855,3.525609756097566,-3.1097560975609895,15.0
201010270DAL,CHA,DAL,-0.01398780487804896,-0.01573170731707313,-0.009609756097561012,0.07039024390243892,1.9695121951219647,0.4060975609756383,1.284146341463419,-2.823170731707293,0.32439024390244064,0.6646341463414593,2.6012195121951276,-4.742682926829275,-3.2926829268292863,-15.0
201010280ORL,WAS,ORL,-0.04853658536585381,-0.053939024390243784,-0.1689024390243904,-0.05968292682926818,2.7097560975609767,-4.90609756097561,-2.2829268292682627,-2.2158536585365667,-0.2524390243902461,-0.3963414634146236,0.19390243902438797,-7.020731707317111,6.4195121951218965,-29.0
201010280UTA,PHO,UTA,0.07299999999999995,0.14000000000000007,0.07100000000000001,-0.398,-5.5,-17.199999999999996,-10.399999999999999,-36.099999999999994,-3.8,-1.2000000000000002,-0.8000000000000007,13.100000000000009,6.299999999999997,16.0
201010290PHI,ATL,PHI,0.14,0.09899999999999998,-0.016999999999999987,0.255,-0.6999999999999993,-5.299999999999997,2.299999999999997,-19.1,-3.8000000000000007,4.199999999999999,-1.5999999999999996,25.10000000000001,-0.9000000000000057,3.0
201010290TOR,CLE,TOR,0.08100000000000002,0.08199999999999996,0.14100000000000001,0.0040000000000000036,-5.0,11.200000000000003,1.3999999999999986,11.100000000000001,-0.7999999999999998,-1.0999999999999996,3.9000000000000004,6.0,-7.799999999999997,-20.0
201010290BOS,NYK,BOS,-0.02949999999999997,-0.03550000000000009,0.07350000000000001,-0.13399999999999995,8.650000000000002,-2.799999999999997,0.8000000000000043,-42.74999999999999,-3.5999999999999996,7.4,-5.1,4.75,-0.20000000000000284,-4.0
201010290NJN,SAC,NJN,-0.0040000000000000036,-0.04300000000000004,-0.045999999999999985,0.25300000000000006,3.6000000000000014,-4.0,-4.799999999999997,20.499999999999993,3.3,-0.7999999999999998,0.1999999999999993,2.0,4.400000000000006,-6.0
201010290DET,OKC,DET,0.028000000000000025,-0.057999999999999996,0.0020000000000000018,0.242,-2.1999999999999993,-5.0,0.5999999999999943,-3.6999999999999957,3.3,8.2,4.9,-1.8999999999999915,-16.30000000000001,1.0
201010290MIA,ORL,MIA,0.08600000000000008,0.13249999999999995,0.061,0.022499999999999964,13.5,16.299999999999997,19.200000000000003,-4.049999999999997,-5.0,-5.15,2.25,14.799999999999997,-13.5,-26.0
201010290CHA,IND,CHA,0.09499999999999997,0.15199999999999997,0.09500000000000003,0.034999999999999976,6.699999999999999,-5.0,3.9000000000000057,-27.10000000000001,0.20000000000000107,4.5,1.1999999999999993,14.899999999999991,11.5,3.0
201010290GSW,LAC,GSW,-0.16100000000000003,-0.16099999999999998,0.01100000000000001,0.09700000000000003,-4.9999999999999964,-11.100000000000009,-9.0,10.399999999999999,4.199999999999999,1.9000000000000004,3.5999999999999996,-31.999999999999986,-16.599999999999994,-18.0
201010290NOH,DEN,NOH,0.04300000000000004,0.01899999999999996,0.035,0.14600000000000002,12.7,-7.0,1.7000000000000028,-1.8999999999999915,4.8999999999999995,3.5,4.4,9.200000000000003,-8.800000000000011,-6.0
201010290MIN,MIL,MIN,-0.052000000000000046,-0.03500000000000003,0.10099999999999998,0.055999999999999994,-8.8,14.599999999999994,0.10000000000000142,-8.800000000000004,-0.6000000000000005,-7.6000000000000005,0.6000000000000014,-15.099999999999994,-11.600000000000009,-11.0
201010290PHO,LAL,PHO,-0.056499999999999884,-0.07200000000000001,-0.07200000000000004,-0.028500000000000025,4.100000000000001,2.3500000000000085,1.4499999999999957,4.599999999999994,3.25,0.04999999999999982,-5.9,-0.15000000000000568,-1.4500000000000028,8.0
201010290DAL,MEM,DAL,-0.07299999999999995,-0.08499999999999996,-0.09500000000000001,0.05099999999999999,0.5,-4.099999999999994,-6.200000000000003,-38.2,-5.9,-2.000000000000001,-3.5999999999999996,-4.400000000000006,27.0,1.0
201010300MIL,CHA,MIL,0.06699999999999995,0.02400000000000002,-0.09000000000000002,0.16049999999999998,10.75,5.450000000000003,7.299999999999997,15.099999999999994,1.8500000000000005,3.799999999999999,5.850000000000001,10.300000000000011,12.300000000000011,-10.0
201010300IND,PHI,IND,-0.09099999999999997,-0.09599999999999997,-0.14500000000000002,-0.07149999999999995,0.0,8.949999999999989,0.44999999999999574,8.550000000000004,3.1000000000000014,-4.85,-3.799999999999999,-10.149999999999991,-7.8500000000000085,-13.0
201010300ATL,WAS,ATL,-0.17350000000000004,-0.16900000000000004,0.022499999999999992,-0.03049999999999997,-19.55,-10.549999999999997,-22.449999999999996,1.4499999999999957,4.9,-5.55,-4.050000000000001,-32.650000000000006,5.700000000000003,-4.0
201010300CLE,SAC,CLE,0.024499999999999966,0.006000000000000005,-0.0645,0.22750000000000004,4.450000000000003,1.5499999999999972,0.15000000000000568,2.1499999999999986,-0.10000000000000053,0.7999999999999998,-4.9,12.799999999999997,9.049999999999983,3.0
201010300CHI,DET,CHI,0.06850000000000006,0.065,0.034,0.061,-1.8500000000000014,-12.049999999999997,-6.950000000000003,-4.100000000000001,-1.6499999999999995,-2.75,-1.0,13.950000000000003,5.049999999999997,-10.0
201010300NYK,POR,NYK,-0.0014999999999999458,0.00550000000000006,-0.07449999999999998,-0.044499999999999984,20.499999999999993,3.450000000000003,11.75,11.399999999999999,5.150000000000001,-5.249999999999999,-0.6499999999999986,12.849999999999994,-0.09999999999999432,5.0
