DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS
2010-10-30,201010300CHI,DET,240,.467,.409,.220,.427,24.5,69.6,46.3,45.2,8.2,10.3,14.1,100.0,92.8,103.0,91,CHI,240,.507,.459,.209,.360,30.4,75.5,53.7,45.9,11.2,15.6,13.1,100.0,103.0,92.8,101
2010-10-30,201010300NYK,POR,240,.561,.526,.171,.395,21.4,64.0,44.6,59.5,7.4,11.7,13.6,100.0,106.1,100.8,100,NYK,240,.480,.460,.318,.284,36.0,78.6,55.4,43.2,8.5,9.5,14.7,100.0,100.8,106.1,95
2010-10-30,201010300HOU,DEN,240,.512,.433,.300,.367,27.1,79.5,52.2,47.1,9.1,6.5,10.3,100.0,108.2,95.1,107,HOU,240,.521,.475,.235,.259,20.5,72.9,47.8,51.4,4.0,11.1,17.4,100.0,95.1,108.2,94
2010-10-30,201010300SAS,NOH,240,.579,.545,.141,.218,9.1,77.1,49.4,51.3,7.4,8.5,14.1,100.0,105.0,95.4,99,SAS,240,.478,.424,.306,.247,22.9,90.9,50.6,72.7,7.4,9.0,12.1,100.0,95.4,105.0,90
2010-10-30,201010300MEM,MIN,240,.432,.382,.225,.360,35.8,80.9,57.0,48.4,8.4,4.1,21.4,100.0,83.0,101.6,89,MEM,240,.540,.505,.215,.194,19.1,64.2,43.0,62.8,20.5,5.8,14.4,100.0,101.6,83.0,109
2010-10-31,201010310NJN,MIA,240,.616,.575,.239,.507,17.2,64.8,48.2,80.6,11.7,8.5,8.9,100.0,117.9,91.0,101,NJN,240,.410,.371,.165,.271,35.2,82.8,51.8,53.3,5.8,0.0,13.6,100.0,91.0,117.9,78
2010-10-31,201010310LAC,DAL,240,.551,.513,.208,.377,19.5,68.8,46.1,63.9,7.5,11.5,13.5,100.0,106.2,89.1,99,LAC,240,.434,.366,.256,.378,31.3,80.5,53.9,60.7,7.5,4.9,14.3,100.0,89.1,106.2,83
2010-10-31,201010310OKC,UTA,240,.624,.572,.133,.361,20.5,82.9,52.5,72.7,6.0,5.0,13.5,100.0,119.8,98.9,120,OKC,240,.521,.431,.250,.425,17.1,79.5,47.5,31.3,9.0,6.9,12.8,100.0,98.9,119.8,99
2010-10-31,201010310LAL,GSW,240,.438,.433,.225,.146,28.3,60.0,42.9,75.0,11.3,5.8,15.2,100.0,85.5,110.2,83,LAL,240,.529,.477,.216,.341,40.0,71.7,57.1,64.1,9.3,7.2,16.5,100.0,110.2,85.5,107
2010-11-01,201011010CHI,POR,240,.500,.413,.175,.513,37.2,67.9,49.3,45.5,10.2,3.4,9.3,100.0,110.8,124.4,98,CHI,240,.646,.641,.183,.451,32.1,62.8,50.7,62.8,4.5,6.1,15.0,100.0,124.4,110.8,110
2010-11-01,201011010LAC,SAS,240,.567,.538,.266,.190,18.9,76.2,49.4,73.7,11.6,4.3,17.4,100.0,102.7,93.2,97,LAC,240,.494,.488,.159,.195,23.8,81.1,50.6,68.4,10.6,10.3,16.0,100.0,93.2,102.7,88
2010-11-01,201011010SAC,TOR,240,.552,.512,.247,.341,41.5,61.0,51.2,48.7,3.3,3.9,12.5,100.0,119.5,122.8,108,SAC,240,.556,.506,.136,.307,39.0,58.5,48.8,35.7,5.5,6.3,9.9,100.0,122.8,119.5,111
2010-11-02,201011020MIL,POR,240,.536,.519,.300,.113,25.6,72.5,49.4,55.3,11.8,14.0,12.5,100.0,106.0,89.5,90,MIL,240,.458,.396,.208,.347,27.5,74.4,50.6,59.3,4.7,7.1,17.0,100.0,89.5,106.0,76
2010-11-02,201011020DET,BOS,240,.613,.562,.259,.222,27.0,70.3,48.6,78.6,11.5,10.1,8.3,100.0,125.1,98.7,109,DET,240,.495,.462,.115,.256,29.7,73.0,51.4,37.1,2.3,3.3,16.4,100.0,98.7,125.1,86
2010-11-02,201011020MIA,MIN,240,.482,.405,.214,.452,25.0,77.1,46.0,45.2,10.0,3.4,15.2,100.0,96.8,128.8,97,MIA,240,.696,.658,.266,.392,22.9,75.0,54.0,67.4,9.0,10.6,13.1,100.0,128.8,96.8,129
2010-11-02,201011020WAS,PHI,265,.620,.575,.188,.363,20.6,75.7,49.3,77.3,9.5,4.5,19.2,100.0,108.9,109.8,115,WAS,265,.598,.513,.154,.551,24.3,79.4,50.7,64.9,14.2,3.1,17.8,100.0,109.8,108.9,116
2010-11-02,201011020CLE,ATL,240,.514,.470,.202,.357,29.2,74.4,49.4,70.3,8.0,12.3,6.7,100.0,114.1,100.5,100,CLE,240,.515,.466,.230,.351,25.6,70.8,50.6,46.9,2.3,6.0,14.1,100.0,100.5,114.1,88
2010-11-02,201011020LAL,MEM,240,.501,.451,.152,.315,27.8,51.2,37.9,57.9,12.4,8.2,10.3,100.0,108.7,128.4,105,LAL,240,.638,.595,.274,.357,48.8,72.2,62.1,51.2,8.3,5.1,16.4,100.0,128.4,108.7,124
2010-11-03,201011030PHI,IND,240,.389,.354,.247,.191,19.6,79.5,46.0,67.9,6.4,7.2,11.9,100.0,80.0,107.7,75,PHI,240,.549,.494,.148,.309,20.5,80.4,54.0,55.3,9.6,11.9,9.8,100.0,107.7,80.0,101
2010-11-03,201011030BOS,MIL,265,.512,.448,.151,.360,28.3,74.4,49.4,47.2,4.1,1.5,13.1,100.0,104.9,107.9,102,BOS,265,.564,.494,.152,.405,25.6,71.7,50.6,64.9,9.3,8.2,14.7,100.0,107.9,104.9,105
2010-11-03,201011030NJN,CHA,240,.518,.465,.264,.319,28.2,78.9,53.2,67.7,8.1,5.2,16.3,100.0,98.8,96.4,85,NJN,240,.509,.460,.227,.200,21.1,71.8,46.8,65.6,4.6,13.2,16.4,100.0,96.4,98.8,83
2010-11-03,201011030ORL,MIN,240,.446,.369,.190,.333,25.0,61.4,41.7,39.3,6.1,6.6,15.7,100.0,87.3,129.9,86,ORL,240,.603,.582,.337,.348,38.6,75.0,58.3,58.7,9.1,22.1,10.9,100.0,129.9,87.3,128
2010-11-03,201011030ATL,DET,240,.440,.417,.189,.167,34.7,87.5,52.1,58.3,8.3,3.8,7.6,100.0,100.6,111.2,85,ATL,240,.609,.560,.209,.343,12.5,65.3,47.9,69.4,3.6,4.1,14.4,100.0,111.2,100.6,94
2010-11-03,201011030GSW,MEM,240,.586,.561,.220,.305,23.7,61.2,44.8,66.7,9.8,3.2,17.0,100.0,107.4,113.3,109,GSW,240,.538,.484,.326,.370,38.8,76.3,55.2,68.4,10.8,12.5,15.1,100.0,113.3,107.4,115
2010-11-03,201011030DEN,DAL,240,.552,.506,.179,.226,31.6,71.7,53.6,56.4,6.7,8.2,12.3,100.0,113.5,112.4,102,DEN,240,.536,.517,.315,.135,28.3,68.4,46.4,61.0,7.8,4.3,10.4,100.0,112.4,113.5,101
2010-11-03,201011030HOU,NOH,240,.549,.487,.165,.532,26.1,75.0,50.0,55.6,9.5,15.9,7.6,100.0,112.9,104.5,107,HOU,240,.490,.462,.258,.194,25.0,73.9,50.0,56.4,4.2,9.1,10.6,100.0,104.5,112.9,99
2010-11-03,201011030UTA,TOR,240,.554,.475,.165,.532,26.3,78.8,50.7,44.4,9.0,5.8,14.1,100.0,107.8,124.8,108,UTA,240,.651,.606,.188,.294,21.2,73.7,49.3,62.5,9.0,6.1,12.7,100.0,124.8,107.8,125
2010-11-03,201011030LAC,OKC,240,.459,.400,.289,.256,32.0,81.6,53.4,50.0,4.3,3.1,10.7,100.0,98.2,114.2,92,LAC,240,.582,.575,.200,.338,18.4,68.0,46.6,52.4,5.3,9.4,11.6,100.0,114.2,98.2,107
2010-11-03,201011030SAC,LAL,240,.581,.530,.250,.333,15.9,75.0,46.7,61.5,4.3,5.8,5.9,100.0,119.1,106.3,112,SAC,240,.494,.473,.242,.253,25.0,84.1,53.3,50.0,4.3,6.3,7.3,100.0,106.3,119.1,100
2010-11-03,201011030PHO,SAS,240,.615,.584,.182,.416,31.4,68.0,52.9,52.4,6.1,5.6,20.2,100.0,113.3,111.2,112,PHO,240,.539,.489,.228,.250,32.0,68.6,47.1,48.8,9.1,11.1,11.3,100.0,111.2,113.3,110
2010-11-04,201011040CHI,NYK,240,.647,.600,.300,.363,25.0,70.0,47.5,67.5,12.2,9.7,15.5,100.0,121.7,113.6,120,CHI,240,.603,.574,.235,.333,30.0,75.0,52.5,64.3,8.1,10.7,17.7,100.0,113.6,121.7,112
2010-11-04,201011040POR,OKC,265,.579,.512,.185,.321,39.5,68.1,55.3,30.0,3.3,6.6,14.8,100.0,116.7,115.6,107,POR,265,.526,.489,.174,.217,31.9,60.5,44.7,62.8,8.7,3.0,9.0,100.0,115.6,116.7,106
2010-11-05,201011050PHI,CLE,240,.640,.567,.173,.640,39.4,73.7,57.7,53.7,6.2,1.5,15.0,100.0,127.2,119.9,123,PHI,240,.617,.590,.205,.301,26.3,60.6,42.3,56.5,10.3,11.3,13.0,100.0,119.9,127.2,116
2010-11-05,201011050BOS,CHI,265,.565,.518,.118,.212,20.0,92.3,58.1,59.5,6.8,2.8,17.0,100.0,102.6,107.5,105,BOS,265,.591,.537,.134,.305,7.7,80.0,41.9,64.3,10.7,4.0,13.1,100.0,107.5,102.6,110
2010-11-05,201011050IND,MIL,240,.489,.434,.241,.361,18.4,90.0,50.6,50.0,9.0,3.9,13.5,100.0,93.5,89.5,94,IND,240,.510,.427,.320,.400,10.0,81.6,49.4,37.9,6.0,14.3,17.7,100.0,89.5,93.5,90
2010-11-05,201011050ORL,NJN,240,.512,.488,.262,.107,15.9,64.9,38.3,55.6,7.9,7.0,10.2,100.0,102.1,119.1,90,ORL,240,.617,.556,.394,.451,35.1,84.1,61.7,47.1,5.7,4.8,16.7,100.0,119.1,102.1,105
2010-11-05,201011050DET,CHA,240,.626,.619,.299,.164,26.7,76.9,55.1,75.7,8.1,14.5,23.4,100.0,104.6,112.8,90,DET,240,.558,.473,.173,.360,23.1,73.3,44.9,43.8,12.8,6.4,12.1,100.0,112.8,104.6,97
2010-11-05,201011050NYK,WAS,240,.537,.480,.213,.293,24.3,68.3,47.4,38.2,6.2,3.4,21.4,100.0,93.9,115.6,91,NYK,240,.590,.575,.333,.207,31.7,75.7,52.6,52.3,11.4,18.6,15.9,100.0,115.6,93.9,112
2010-11-05,201011050GSW,UTA,240,.458,.414,.184,.276,24.4,63.2,46.9,60.0,9.7,7.6,18.2,100.0,83.7,91.2,78,GSW,240,.414,.387,.151,.237,36.8,75.6,53.1,45.7,11.8,4.8,13.5,100.0,91.2,83.7,85
2010-11-05,201011050DEN,LAC,240,.536,.512,.174,.291,27.5,78.9,52.6,65.1,6.5,3.2,9.3,100.0,112.3,119.9,104,DEN,240,.599,.548,.253,.265,21.1,72.5,47.4,60.5,6.5,4.2,8.9,100.0,119.9,112.3,111
2010-11-05,201011050MIN,ATL,240,.611,.568,.222,.321,23.5,68.6,50.6,61.4,5.2,10.4,14.0,100.0,117.2,106.9,113,MIN,240,.494,.465,.222,.121,31.4,76.5,49.4,57.1,8.3,12.7,9.5,100.0,106.9,117.2,103
2010-11-05,201011050NOH,MIA,240,.525,.455,.269,.308,20.0,73.7,46.2,57.6,6.7,7.7,12.8,100.0,104.2,107.6,93,NOH,240,.555,.519,.177,.215,26.3,80.0,53.8,66.7,10.1,1.8,13.1,100.0,107.6,104.2,96
2010-11-05,201011050LAL,TOR,240,.540,.500,.149,.218,44.2,81.1,61.3,53.7,9.6,3.6,18.0,100.0,109.8,115.2,103,LAL,240,.593,.526,.273,.416,18.9,55.8,38.8,59.5,12.8,6.8,11.6,100.0,115.2,109.8,108
2010-11-05,201011050PHO,MEM,290,.532,.500,.198,.354,32.0,60.4,46.6,46.7,15.3,10.6,19.0,100.0,100.3,104.5,118,PHO,290,.534,.495,.347,.317,39.6,68.0,53.4,53.5,11.0,2.6,19.6,100.0,104.5,100.3,123
2010-11-06,201011060MIL,NOH,240,.553,.500,.246,.319,24.4,77.1,52.8,54.8,6.8,7.5,19.5,100.0,99.2,92.4,87,MIL,240,.441,.410,.193,.241,22.9,75.6,47.2,53.1,9.1,0.0,9.8,100.0,92.4,99.2,81
2010-11-06,201011060MIA,NJN,240,.481,.459,.235,.200,22.4,83.3,48.2,48.6,5.4,5.1,12.3,100.0,96.9,110.0,89,MIA,240,.582,.527,.203,.392,16.7,77.6,51.8,52.8,7.6,10.8,12.2,100.0,110.0,96.9,101
2010-11-06,201011060CHA,ORL,240,.499,.476,.390,.256,15.9,90.9,48.1,64.7,4.4,10.0,7.1,100.0,100.6,97.3,91,CHA,240,.551,.520,.200,.147,9.1,84.1,51.9,61.1,3.3,12.0,16.7,100.0,97.3,100.6,88
2010-11-06,201011060WAS,CLE,240,.573,.524,.220,.317,13.2,74.4,45.7,48.7,7.2,3.0,11.4,100.0,109.8,104.7,107,WAS,240,.527,.489,.239,.227,25.6,86.8,54.3,66.7,8.2,10.9,12.6,100.0,104.7,109.8,102
2010-11-06,201011060POR,TOR,240,.462,.375,.224,.447,37.0,65.9,50.6,39.3,11.3,1.7,15.7,100.0,95.0,109.7,84,POR,240,.555,.480,.213,.373,34.1,63.0,49.4,55.9,11.3,8.5,17.1,100.0,109.7,95.0,97
2010-11-06,201011060UTA,LAC,290,.535,.459,.233,.372,35.0,68.5,54.3,43.2,5.9,11.4,18.0,100.0,105.6,107.6,107,UTA,290,.493,.443,.186,.320,31.5,65.0,45.7,52.5,5.9,10.6,8.3,100.0,107.6,105.6,109
2010-11-06,201011060SAS,HOU,265,.559,.520,.202,.212,29.2,72.3,50.5,51.1,4.7,3.8,12.9,100.0,113.2,116.0,121,SAS,265,.554,.530,.208,.248,27.7,70.8,49.5,57.1,10.3,7.6,8.9,100.0,116.0,113.2,124
2010-11-06,201011060SAC,MEM,240,.537,.500,.181,.277,33.3,66.7,51.2,32.5,7.6,8.5,13.9,100.0,108.5,98.7,100,SAC,240,.508,.462,.253,.304,33.3,66.7,48.8,47.1,8.7,14.7,18.3,100.0,98.7,108.5,91
2010-11-06,201011060DAL,DEN,240,.564,.530,.256,.256,20.5,72.5,45.2,56.8,17.1,3.3,11.6,100.0,109.8,98.1,103,DAL,240,.526,.474,.197,.342,27.5,79.5,54.8,35.3,7.5,8.2,19.4,100.0,98.1,109.8,92
2010-11-07,201011070DET,GSW,240,.515,.464,.274,.274,31.3,70.5,50.0,52.8,6.6,3.1,12.9,100.0,107.1,112.6,97,DET,240,.541,.506,.207,.341,29.5,68.8,50.0,73.0,8.8,6.6,10.4,100.0,112.6,107.1,102
2010-11-07,201011070ATL,PHO,240,.651,.623,.284,.272,28.9,64.9,46.7,62.2,7.6,1.7,13.4,100.0,128.1,123.8,118,ATL,240,.615,.584,.277,.265,35.1,71.1,53.3,64.4,6.5,6.9,13.1,100.0,123.8,128.1,114
2010-11-07,201011070NYK,PHI,240,.567,.519,.231,.449,18.6,72.5,47.9,54.1,9.0,4.5,14.6,100.0,106.1,96.1,106,NYK,240,.478,.418,.224,.412,27.5,81.4,52.1,58.8,12.0,10.0,13.7,100.0,96.1,106.1,96
2010-11-07,201011070HOU,MIN,240,.445,.390,.143,.363,32.8,77.8,52.4,32.4,5.0,7.1,13.2,100.0,94.2,120.2,94,HOU,240,.562,.471,.186,.547,22.2,67.2,47.6,60.5,9.0,5.1,5.3,100.0,120.2,94.2,120
2010-11-07,201011070OKC,BOS,240,.542,.500,.132,.263,20.5,78.0,50.0,61.1,10.2,4.6,11.5,100.0,104.6,94.4,92,OKC,240,.503,.453,.133,.227,22.0,79.5,50.0,53.1,10.2,3.0,17.9,100.0,94.4,104.6,83
2010-11-07,201011070LAL,POR,240,.542,.467,.267,.413,14.6,57.6,33.8,65.6,4.3,2.7,12.8,100.0,102.6,129.4,96,LAL,240,.620,.593,.187,.165,42.4,85.4,66.2,66.0,6.4,7.3,13.3,100.0,129.4,102.6,121
2010-11-08,201011080ORL,ATL,240,.536,.500,.171,.211,22.0,77.1,51.7,50.0,6.6,4.7,15.3,100.0,98.0,102.4,89,ORL,240,.482,.453,.256,.279,22.9,78.0,48.3,43.2,9.9,3.2,9.4,100.0,102.4,98.0,93
2010-11-08,201011080TOR,GSW,240,.619,.561,.216,.432,34.4,73.8,56.8,48.7,13.6,10.1,18.5,100.0,114.1,106.7,109,TOR,240,.538,.482,.169,.325,26.2,65.6,43.2,50.0,12.6,5.2,14.4,100.0,106.7,114.1,102
2010-11-08,201011080CHA,SAS,240,.514,.494,.306,.200,36.6,67.4,52.9,61.1,10.2,14.1,14.7,100.0,107.5,103.0,95,CHA,240,.486,.434,.229,.289,32.6,63.4,47.1,57.6,7.9,16.9,12.2,100.0,103.0,107.5,91
2010-11-08,201011080CHI,DEN,240,.519,.481,.231,.308,13.3,82.6,48.4,44.1,8.0,10.1,16.9,100.0,91.7,93.7,92,CHI,240,.487,.445,.159,.402,17.4,86.7,51.6,58.8,6.0,20.0,13.5,100.0,93.7,91.7,94
2010-11-08,201011080MEM,PHO,240,.555,.531,.388,.263,31.0,63.6,47.7,60.5,5.3,5.8,19.8,100.0,105.0,115.6,99,MEM,240,.566,.506,.179,.333,36.4,69.0,52.3,47.5,12.7,4.1,12.7,100.0,115.6,105.0,109
2010-11-08,201011080DAL,BOS,240,.462,.440,.088,.077,29.2,87.5,52.5,63.2,12.5,3.9,11.3,100.0,99.0,101.2,87,DAL,240,.595,.545,.227,.303,12.5,70.8,47.5,60.6,6.8,9.6,18.5,100.0,101.2,99.0,89
2010-11-09,201011090MIL,NYK,240,.481,.412,.257,.284,21.4,67.6,43.0,67.9,6.6,9.7,19.4,100.0,88.5,118.3,80,MIL,240,.592,.545,.205,.359,32.4,78.6,57.0,45.0,10.0,9.1,12.6,100.0,118.3,88.5,107
2010-11-09,201011090IND,DEN,240,.547,.478,.189,.333,27.1,65.5,41.6,56.4,9.2,7.0,8.8,100.0,115.8,147.6,113,IND,240,.748,.736,.345,.241,34.5,72.9,58.4,66.1,7.2,9.6,12.7,100.0,147.6,115.8,144
2010-11-09,201011090NJN,CLE,240,.507,.494,.207,.268,27.3,71.1,49.4,75.0,2.3,3.3,8.0,100.0,108.2,105.9,93,NJN,240,.504,.444,.247,.259,28.9,72.7,50.6,54.5,5.8,10.8,11.7,100.0,105.9,108.2,91
