GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,A_PTS,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg,H_PTS
201710200MIL,CLE,0.5995,0.5495,0.29300000000000004,0.2555,24.3,81.7,55.8,53.4,5.8,6.75,15.700000000000001,113.95,102.2,116.0,MIL,0.5805,0.538,0.35150000000000003,0.2705,17.200000000000003,74.5,45.8,55.25,7.8999999999999995,4.95,14.100000000000001,107.55000000000001,113.7,97.0
201710200PHI,BOS,0.5063333333333334,0.47333333333333333,0.33899999999999997,0.2986666666666667,23.266666666666666,79.7,50.23333333333333,57.13333333333333,9.133333333333333,6.166666666666667,12.033333333333331,101.46666666666665,101.83333333333333,102.0,PHI,0.5155,0.489,0.362,0.189,24.45,70.0,47.05,57.6,6.4,7.65,14.15,101.35,108.8,92.0
201710200BRK,ORL,0.5985,0.5645,0.302,0.2455,23.2,72.7,49.35,58.95,8.0,8.649999999999999,15.35,111.44999999999999,110.44999999999999,121.0,BRK,0.5965,0.546,0.306,0.36,28.8,74.1,51.15,48.349999999999994,9.15,6.8,15.0,116.5,118.1,126.0
201710200IND,POR,0.581,0.5495,0.2335,0.245,32.25,83.9,60.0,45.65,6.6,10.65,10.8,121.3,87.75,114.0,IND,0.5609999999999999,0.5189999999999999,0.28200000000000003,0.3685,21.7,75.0,47.75,48.8,5.8,9.7,11.15,111.05,116.35,96.0
201710200CHO,ATL,0.516,0.48750000000000004,0.2535,0.1535,21.1,76.35,47.45,47.25,10.8,11.3,11.4,102.5,108.0,91.0,CHO,0.537,0.47650000000000003,0.415,0.373,17.3,85.6,55.0,50.55,4.4,5.25,17.0,97.4,94.94999999999999,109.0
201710200WAS,DET,0.5415,0.513,0.2675,0.1775,21.0,84.7,48.55,51.35,13.149999999999999,4.35,11.950000000000001,107.69999999999999,103.65,111.0,WAS,0.5820000000000001,0.5185,0.227,0.4295,26.75,75.8,52.45,56.25,9.9,14.05,11.15,115.5,111.05,115.0
201710200MIN,UTA,0.588,0.5505,0.291,0.20950000000000002,16.65,78.35,47.45,65.25,10.0,11.8,16.5,107.1,103.4,97.0,MIN,0.5305,0.485,0.248,0.29600000000000004,23.4,77.5,49.7,54.7,9.5,4.75,13.0,105.0,107.65,100.0
201710200NOP,GSW,0.6565000000000001,0.6234999999999999,0.4105,0.24,18.8,74.35,48.9,70.4,5.25,14.5,15.6,118.94999999999999,115.69999999999999,128.0,NOP,0.5265,0.48250000000000004,0.3415,0.2955,31.95,73.9,52.05,53.9,5.9,13.4,14.6,104.69999999999999,114.85,120.0
201710200DAL,SAC,0.5215000000000001,0.503,0.2625,0.1315,28.8,79.35,55.05,49.650000000000006,7.15,8.8,14.3,104.9,104.65,93.0,DAL,0.5525,0.514,0.48150000000000004,0.262,17.3,67.0,41.900000000000006,66.19999999999999,7.1,8.1,13.05,106.4,112.30000000000001,88.0
201710200PHO,LAL,0.5345,0.505,0.228,0.304,16.65,74.45,46.25,51.3,7.199999999999999,7.15,15.05,99.80000000000001,106.45,132.0,PHO,0.495,0.45949999999999996,0.309,0.3075,20.25,74.7,45.5,36.75,7.949999999999999,12.75,14.55,93.95,119.15,130.0
201710210TOR,PHI,0.5036666666666666,0.4723333333333333,0.33899999999999997,0.2723333333333333,21.53333333333333,73.5,46.23333333333333,57.166666666666664,5.833333333333333,8.066666666666668,15.1,96.7,112.23333333333333,94.0,TOR,0.611,0.5465,0.4215,0.3765,25.25,81.3,55.55,60.75,7.35,12.1,13.05,118.15,93.75,128.0
201710210MIL,POR,0.5776666666666667,0.529,0.27099999999999996,0.3073333333333333,32.06666666666667,82.8,58.166666666666664,48.06666666666666,7.866666666666667,10.333333333333334,11.933333333333332,118.83333333333333,97.5,110.0,MIL,0.589,0.5483333333333333,0.30933333333333335,0.30533333333333335,17.933333333333334,72.43333333333334,45.699999999999996,54.300000000000004,8.366666666666667,8.333333333333334,13.766666666666667,110.7,113.76666666666667,113.0
201710210CLE,ORL,0.5913333333333334,0.556,0.331,0.23766666666666666,24.366666666666664,74.33333333333333,50.63333333333333,62.63333333333333,7.733333333333333,9.033333333333333,13.833333333333334,113.09999999999998,105.3,114.0,CLE,0.5579999999999999,0.5076666666666666,0.29233333333333333,0.27499999999999997,23.666666666666668,78.89999999999999,52.79999999999999,50.76666666666667,5.233333333333333,8.733333333333333,15.133333333333335,107.63333333333333,106.93333333333334,93.0
201710210NYK,DET,0.5506666666666666,0.5196666666666667,0.28833333333333333,0.17333333333333334,25.900000000000002,79.8,49.833333333333336,50.13333333333333,10.6,4.2,11.600000000000001,112.39999999999999,108.23333333333335,111.0,NYK,0.5229999999999999,0.47750000000000004,0.33699999999999997,0.312,29.1,67.05,48.8,56.75,7.35,5.5,16.75,101.2,114.0,107.0
201710210MIA,IND,0.5449999999999999,0.5073333333333333,0.254,0.31866666666666665,22.8,78.06666666666666,48.5,46.5,6.866666666666667,8.966666666666667,10.333333333333334,110.06666666666666,114.96666666666665,108.0,MIA,0.5515,0.5365,0.344,0.1645,18.9,75.0,48.4,57.349999999999994,5.85,10.05,11.899999999999999,107.9,109.19999999999999,112.0
201710210DEN,SAC,0.49266666666666675,0.4726666666666666,0.26133333333333336,0.1386666666666667,26.900000000000002,72.89999999999999,50.1,49.23333333333334,7.0,7.7,13.700000000000001,99.46666666666665,105.66666666666667,79.0,DEN,0.5475,0.523,0.352,0.1955,29.45,80.35,55.599999999999994,62.949999999999996,6.050000000000001,4.25,17.1,104.65,100.4,96.0
201710210CHI,SAS,0.49250000000000005,0.45999999999999996,0.1825,0.1925,26.9,80.1,53.15,59.75,8.45,11.149999999999999,10.05,102.4,92.85,87.0,CHI,0.482,0.4495,0.35050000000000003,0.156,19.549999999999997,71.55,46.15,58.8,5.1,4.95,17.25,90.5,104.35,77.0
201710210HOU,DAL,0.531,0.49133333333333334,0.444,0.258,16.46666666666667,71.5,42.333333333333336,64.56666666666666,6.8,5.3999999999999995,13.066666666666668,102.40000000000002,111.86666666666667,91.0,HOU,0.5703333333333332,0.525,0.5126666666666667,0.27099999999999996,22.8,82.60000000000001,53.06666666666666,53.6,9.5,7.366666666666667,11.799999999999999,113.23333333333333,105.63333333333333,107.0
201710210UTA,OKC,0.5155000000000001,0.4875,0.4225,0.244,24.6,76.44999999999999,49.05,56.8,14.649999999999999,10.5,15.85,99.9,94.15,87.0,UTA,0.5843333333333333,0.551,0.31966666666666665,0.20033333333333334,17.4,79.23333333333333,48.93333333333334,62.800000000000004,10.6,10.833333333333334,16.933333333333334,105.83333333333333,100.13333333333333,96.0
201710210LAC,PHO,0.49733333333333335,0.4473333333333333,0.31866666666666665,0.3833333333333333,16.400000000000002,75.2,43.96666666666667,47.96666666666667,7.933333333333333,10.1,15.633333333333335,91.53333333333335,122.13333333333333,88.0,LAC,0.5605,0.5315,0.3015,0.231,26.8,84.55,56.150000000000006,54.5,11.55,4.15,10.8,115.05,86.80000000000001,130.0
201710210MEM,GSW,0.6133333333333334,0.5703333333333332,0.4243333333333333,0.26699999999999996,21.233333333333334,77.89999999999999,50.43333333333334,67.13333333333334,6.8999999999999995,14.333333333333334,15.433333333333332,113.53333333333332,114.73333333333333,101.0,MEM,0.5445,0.5025,0.33299999999999996,0.39249999999999996,22.5,69.55000000000001,46.7,52.150000000000006,8.85,11.75,11.25,111.6,100.15,111.0
201710220BRK,ATL,0.5016666666666666,0.45100000000000007,0.26466666666666666,0.22999999999999998,23.933333333333337,74.6,47.800000000000004,53.36666666666667,9.1,8.633333333333335,11.833333333333334,101.5,108.96666666666665,104.0,BRK,0.5873333333333334,0.542,0.3073333333333333,0.37033333333333335,28.833333333333332,72.86666666666666,51.26666666666667,54.199999999999996,9.933333333333334,8.5,15.0,114.63333333333333,111.89999999999999,116.0
201710220OKC,MIN,0.5529999999999999,0.5093333333333333,0.2623333333333333,0.2863333333333334,24.599999999999998,78.16666666666667,51.666666666666664,55.833333333333336,7.966666666666666,3.6666666666666665,13.666666666666666,107.89999999999999,109.03333333333335,115.0,OKC,0.5263333333333334,0.5036666666666667,0.3893333333333333,0.21833333333333335,23.233333333333334,75.3,47.5,56.699999999999996,12.733333333333333,10.266666666666667,13.766666666666666,103.86666666666667,100.66666666666667,113.0
201710220LAL,NOP,0.566,0.5306666666666667,0.35633333333333334,0.2813333333333333,27.0,75.93333333333334,52.199999999999996,54.36666666666667,8.433333333333334,11.566666666666668,15.166666666666666,107.93333333333332,112.46666666666665,119.0,LAL,0.5453333333333333,0.5163333333333333,0.252,0.27666666666666667,17.766666666666666,77.26666666666667,46.666666666666664,54.666666666666664,7.033333333333332,8.700000000000001,14.933333333333332,102.43333333333334,109.10000000000001,112.0
201710230MIL,CHO,0.525,0.4736666666666667,0.38766666666666666,0.4026666666666667,18.633333333333336,86.53333333333335,54.43333333333334,50.86666666666667,3.966666666666667,6.333333333333333,15.666666666666666,97.06666666666668,98.53333333333332,94.0,MIL,0.58175,0.54225,0.3085,0.276,16.35,74.0,45.95,55.725,8.325,8.175,13.425,109.45,109.42500000000001,103.0
201710230DET,PHI,0.5195,0.486,0.33425,0.28425,21.424999999999997,75.625,48.599999999999994,60.725,7.225,6.050000000000001,16.25,97.625,106.425,97.0,DET,0.52825,0.49575,0.3045,0.186,23.925,79.575,48.45,48.2,9.25,4.125,11.950000000000001,106.55,106.275,86.0
201710230MIA,ATL,0.51475,0.46825000000000006,0.2545,0.23174999999999998,22.000000000000004,75.39999999999999,48.35,49.75,9.125,7.000000000000001,13.675,99.775,108.175,93.0,MIA,0.5543333333333333,0.5379999999999999,0.37433333333333335,0.18033333333333335,20.0,77.93333333333334,48.93333333333334,56.166666666666664,7.966666666666666,10.1,13.6,107.2,104.33333333333333,104.0
201710230DEN,WAS,0.5766666666666667,0.5103333333333333,0.2703333333333333,0.3973333333333333,25.233333333333334,75.76666666666667,50.4,59.13333333333333,10.933333333333332,11.133333333333333,11.933333333333332,113.23333333333333,108.60000000000001,109.0,DEN,0.5573333333333333,0.528,0.33066666666666666,0.22633333333333336,27.733333333333334,79.5,54.96666666666666,65.03333333333333,5.7,4.066666666666666,18.166666666666668,104.33333333333333,103.16666666666667,104.0
201710230HOU,MEM,0.5566666666666666,0.492,0.315,0.443,18.033333333333335,72.86666666666667,47.6,53.166666666666664,7.733333333333333,9.533333333333333,11.666666666666666,110.03333333333335,99.5,98.0,HOU,0.5569999999999999,0.5122500000000001,0.508,0.27799999999999997,22.225,84.67500000000001,52.449999999999996,59.725,8.5,6.550000000000001,12.725,109.475,105.94999999999999,90.0
201710230SAS,TOR,0.586,0.527,0.43533333333333335,0.351,20.8,74.76666666666667,49.76666666666667,57.166666666666664,8.633333333333333,9.966666666666667,13.166666666666666,111.7,96.76666666666667,97.0,SAS,0.49633333333333335,0.46399999999999997,0.19566666666666666,0.21366666666666667,30.7,82.76666666666667,56.03333333333333,55.666666666666664,7.0,16.73333333333333,12.266666666666666,102.53333333333335,94.83333333333333,101.0
201710230DAL,GSW,0.6305000000000001,0.589,0.4315,0.27575,22.5,76.94999999999999,51.400000000000006,67.55,6.625,13.725,15.1,117.5,111.1,133.0,DAL,0.51625,0.47925,0.40850000000000003,0.27175,18.825000000000003,72.05,43.175000000000004,62.25,7.7749999999999995,4.05,12.275,101.85000000000001,116.25,103.0
201710230PHO,SAC,0.49800000000000005,0.4745,0.2515,0.17725000000000002,26.425,74.675,48.85,47.97500000000001,8.425,6.8500000000000005,12.15,102.64999999999999,107.8,115.0,PHO,0.5375,0.488,0.3365,0.37525,17.3,75.15,46.7,47.875,7.424999999999999,9.2,16.325000000000003,97.2,119.64999999999999,117.0
201710240BOS,NYK,0.5033333333333333,0.4613333333333334,0.27166666666666667,0.306,27.2,73.53333333333333,49.6,56.36666666666667,7.733333333333333,5.1000000000000005,15.4,98.86666666666667,114.8,89.0,BOS,0.538,0.5017499999999999,0.351,0.314,20.825,78.92500000000001,49.875,60.425,9.75,7.025,12.049999999999999,105.19999999999999,99.925,110.0
201710240ORL,BRK,0.57675,0.525,0.32175,0.36624999999999996,28.35,76.0,51.625,53.775,9.35,8.05,14.225,114.52499999999999,113.425,121.0,ORL,0.59875,0.5525,0.3175,0.29874999999999996,21.924999999999997,74.025,49.8,59.175,7.699999999999999,8.825,12.85,114.32499999999999,107.52499999999999,125.0
201710240CLE,CHI,0.5206666666666666,0.49099999999999994,0.3586666666666667,0.15333333333333332,19.866666666666664,74.2,47.43333333333334,61.43333333333334,4.5,5.533333333333334,14.433333333333332,100.89999999999999,112.66666666666667,112.0,CLE,0.579,0.53425,0.33375,0.27249999999999996,22.875,79.05,52.099999999999994,54.35,5.275,7.925,13.575000000000001,113.05,110.625,119.0
201710240POR,NOP,0.5535,0.5115000000000001,0.366,0.31625,22.3,73.92500000000001,49.15,54.95,7.550000000000001,11.65,15.35,103.94999999999999,109.82499999999999,93.0,POR,0.55875,0.50475,0.28575,0.32425,32.075,85.05,58.625,48.925,7.625,11.55,12.674999999999999,114.6,96.125,103.0
201710240LAC,UTA,0.5635,0.532,0.32825,0.185,17.924999999999997,78.175,48.75,61.8,9.85,11.375,17.125,102.125,102.725,84.0,LAC,0.5579999999999999,0.531,0.3173333333333333,0.23833333333333337,26.2,83.2,54.70000000000001,54.26666666666667,12.033333333333333,5.366666666666667,11.333333333333334,113.53333333333335,88.2,102.0
201710240MIN,IND,0.59175,0.5619999999999999,0.256,0.27175,24.8,78.32499999999999,51.6,48.725,7.2,7.5249999999999995,11.775,115.85,113.64999999999999,130.0,MIN,0.5545,0.51725,0.26649999999999996,0.27875000000000005,23.674999999999997,75.925,48.525,57.95,8.274999999999999,4.375,13.45,108.35,115.075,107.0
201710250PHI,HOU,0.5683999999999999,0.5218,0.5104,0.2864,21.46,82.4,51.6,60.0,9.059999999999999,9.5,13.819999999999999,109.05999999999999,106.03999999999999,105.0,PHI,0.5182,0.48979999999999996,0.3416,0.248,22.479999999999997,76.82000000000001,49.239999999999995,62.06,8.64,8.72,15.419999999999998,99.38,106.62,104.0
201710250BRK,CLE,0.579,0.5386,0.3534,0.28219999999999995,23.16,79.08,52.739999999999995,54.239999999999995,5.2,9.32,14.560000000000002,111.52000000000001,110.55999999999999,107.0,BRK,0.571,0.5244,0.3564,0.33819999999999995,26.840000000000003,75.94,50.239999999999995,54.02,9.64,7.74,13.48,113.67999999999999,111.82000000000001,112.0
201710250MIA,SAS,0.53625,0.5025,0.20274999999999999,0.259,28.575,84.57499999999999,56.5,52.475,6.875,13.95,12.375,108.60000000000001,98.225,117.0,MIA,0.558,0.53325,0.362,0.1915,17.5,77.9,47.225,54.975,7.6,8.425,12.524999999999999,107.5,109.95,100.0
201710250DET,MIN,0.5508,0.5114,0.27199999999999996,0.27240000000000003,22.279999999999998,75.02000000000001,47.62,56.64,7.619999999999999,4.88,13.34,107.05999999999999,116.67999999999999,101.0,DET,0.5452,0.5172000000000001,0.3176,0.18580000000000002,24.860000000000003,80.32000000000001,49.96,51.9,8.82,4.3,12.020000000000001,109.85999999999999,105.4,122.0
201710250GSW,TOR,0.57625,0.52025,0.41700000000000004,0.31375,24.45,76.225,50.625,60.325,9.05,10.425,13.25,112.625,102.725,112.0,GSW,0.6394,0.5984,0.4128,0.2778,21.880000000000003,74.47999999999999,50.480000000000004,68.92,7.359999999999999,13.319999999999999,15.36,118.12,111.96,117.0
201710250CHO,DEN,0.527,0.501,0.3255,0.20725000000000002,28.55,78.8,53.849999999999994,60.625,5.825,3.55,16.35,102.325,105.85,93.0,CHO,0.5425,0.49250000000000005,0.3865,0.38225,19.8,82.15,53.2,49.325,4.275,6.55,15.05,101.275,97.975,110.0
201710250OKC,IND,0.571,0.5292,0.2746,0.30179999999999996,25.8,75.22,50.4,48.260000000000005,8.36,6.659999999999999,12.66,111.82000000000001,113.66,96.0,OKC,0.5367500000000001,0.5125000000000001,0.36774999999999997,0.23675000000000002,26.725,74.02499999999999,49.225,57.65,11.549999999999999,11.4,14.649999999999999,106.325,99.425,114.0
201710250LAL,WAS,0.55025,0.49324999999999997,0.27125,0.3585,22.175,78.42500000000001,49.275,57.175,10.674999999999999,10.375,11.7,107.275,104.475,99.0,LAL,0.53775,0.50825,0.2705,0.251,16.724999999999998,79.7,48.525,57.475,7.299999999999999,8.325000000000001,15.575,99.85,104.17500000000001,102.0
201710260MIL,BOS,0.5398000000000001,0.5001999999999999,0.3578,0.3076,19.58,82.16000000000001,50.88,61.06,9.26,7.160000000000001,12.559999999999999,104.23999999999998,98.55999999999999,96.0,MIL,0.5724,0.539,0.31179999999999997,0.2572,14.060000000000002,76.28,45.78,57.160000000000004,7.919999999999999,7.8,13.960000000000003,106.17999999999999,107.62,89.0
201710250DAL,MEM,0.55975,0.5045,0.344,0.4155,17.575,76.7,48.375,50.475,7.699999999999999,8.200000000000001,13.025,108.125,102.675,94.0,DAL,0.5317999999999999,0.49560000000000004,0.397,0.2958,17.42,74.4,44.4,60.92,7.519999999999999,5.2,12.080000000000002,103.92,113.47999999999999,103.0
201710250PHO,UTA,0.5508,0.5166000000000001,0.3276,0.213,17.38,76.5,47.88,61.94,9.48,11.7,17.84,99.22,101.5,88.0,PHO,0.5269999999999999,0.48419999999999996,0.3088,0.319,19.880000000000003,77.08000000000001,48.480000000000004,46.88,7.539999999999999,9.28,15.820000000000002,97.08,113.23999999999998,97.0
201710260CHI,ATL,0.511,0.46720000000000006,0.2728,0.21739999999999998,20.340000000000003,73.25999999999999,46.52,53.56,9.540000000000001,7.460000000000001,13.0,99.06,106.9,86.0,CHI,0.5057499999999999,0.46849999999999997,0.362,0.19924999999999998,23.724999999999998,77.225,50.775000000000006,62.2,4.775,6.025,13.725,101.125,108.55,91.0
201710260POR,LAC,0.5585,0.5297499999999999,0.32899999999999996,0.29575,27.974999999999998,79.075,53.800000000000004,48.35,10.175,6.175000000000001,11.15,114.80000000000001,95.525,104.0,POR,0.5513999999999999,0.49820000000000003,0.2982,0.3088,32.32000000000001,81.38,56.67999999999999,50.0,7.24,10.88,11.819999999999999,115.17999999999999,100.62,103.0
201710260SAC,NOP,0.5614,0.522,0.36719999999999997,0.3064,22.96,76.76000000000002,50.92,54.44,7.0600000000000005,10.3,14.98,106.46,109.53999999999999,114.0,SAC,0.5136000000000001,0.48200000000000004,0.25060000000000004,0.2036,23.520000000000003,74.62,47.480000000000004,51.540000000000006,8.180000000000001,7.340000000000001,12.02,103.8,109.54,106.0
201710260MEM,DAL,0.517,0.47866666666666674,0.39116666666666666,0.28200000000000003,19.96666666666667,75.25,45.916666666666664,61.18333333333334,8.033333333333333,5.616666666666667,12.066666666666668,102.75,111.60000000000001,91.0,MEM,0.5591999999999999,0.49939999999999996,0.36839999999999995,0.41459999999999997,18.16,74.82000000000001,48.0,52.379999999999995,7.659999999999999,8.56,13.88,106.94000000000001,101.52000000000001,96.0
201710270ORL,SAS,0.5152,0.4739999999999999,0.2162,0.2678,28.939999999999998,84.49999999999999,55.620000000000005,54.64,7.12,13.779999999999998,12.78,104.44000000000001,101.6,87.0,ORL,0.6054,0.5694,0.3088,0.2724,20.699999999999996,73.14000000000001,49.42,56.5,7.9799999999999995,9.219999999999999,13.459999999999999,114.47999999999999,103.58,114.0
201710270ATL,DEN,0.5254000000000001,0.4976,0.3044,0.2164,27.96,78.25999999999999,53.419999999999995,60.4,6.340000000000001,4.26,15.040000000000001,103.94000000000001,105.7,105.0,ATL,0.5141666666666667,0.4716666666666667,0.2891666666666666,0.20366666666666666,20.933333333333337,73.44999999999999,46.81666666666667,55.0,9.183333333333334,7.150000000000001,12.716666666666667,100.06666666666666,107.48333333333333,100.0
201710270CHO,HOU,0.5738333333333333,0.5308333333333334,0.5371666666666667,0.26416666666666666,20.8,82.00000000000001,51.949999999999996,59.21666666666667,8.416666666666666,9.616666666666667,13.883333333333333,109.73333333333333,104.44999999999999,109.0,CHO,0.5267999999999999,0.4816000000000001,0.37520000000000003,0.3694,19.84,82.22,51.82000000000001,49.160000000000004,4.66,8.819999999999999,13.680000000000001,100.32000000000001,101.0,93.0
201710270NYK,BRK,0.5608333333333334,0.5158333333333333,0.36366666666666664,0.32849999999999996,24.400000000000002,73.48333333333333,48.349999999999994,55.01666666666667,8.916666666666666,6.683333333333334,13.9,110.06666666666666,112.26666666666667,86.0,NYK,0.50425,0.46975,0.27275,0.27275,30.099999999999998,77.1,52.475,53.075,7.675,7.15,13.9,102.775,109.1,107.0
201710270GSW,WAS,0.5498000000000001,0.49879999999999997,0.28500000000000003,0.3322,22.54,75.92,48.14,59.7,9.879999999999999,10.4,11.68,108.32000000000001,106.66,117.0,GSW,0.6291666666666667,0.5881666666666666,0.4106666666666667,0.26666666666666666,23.916666666666668,74.73333333333333,51.46666666666667,69.38333333333334,7.25,14.483333333333333,15.149999999999999,117.66666666666667,112.05,120.0
201710270MIN,OKC,0.549,0.5194000000000001,0.3594,0.2476,27.160000000000004,70.91999999999999,48.239999999999995,54.96,10.9,11.940000000000001,14.239999999999998,109.2,104.32000000000001,116.0,MIN,0.5568333333333334,0.5153333333333333,0.2693333333333333,0.29483333333333334,25.48333333333333,74.36666666666667,48.96666666666667,56.333333333333336,7.216666666666666,6.083333333333333,13.266666666666667,109.86666666666666,117.35000000000001,119.0
201710270LAL,TOR,0.5602,0.5098,0.396,0.294,23.24,76.47999999999999,49.480000000000004,61.760000000000005,9.620000000000001,9.760000000000002,12.7,110.12,100.41999999999999,101.0,LAL,0.533,0.5016,0.2746,0.2616,17.88,80.08,49.839999999999996,57.1,7.219999999999999,8.540000000000001,16.259999999999998,98.11999999999999,103.36000000000001,92.0
201710280MIA,BOS,0.5363333333333334,0.4929999999999999,0.3455,0.30983333333333335,20.38333333333333,82.35000000000001,50.833333333333336,58.23333333333334,9.666666666666666,7.7,12.383333333333333,103.93333333333332,98.13333333333333,96.0,MIA,0.551,0.5216000000000001,0.368,0.19380000000000003,17.34,77.44000000000001,47.660000000000004,53.98,7.359999999999999,9.84,13.639999999999997,105.2,108.44000000000001,90.0
201710280CHI,OKC,0.5468333333333334,0.519,0.3638333333333333,0.23283333333333334,26.61666666666667,72.0,48.949999999999996,57.76666666666667,11.983333333333334,13.200000000000001,13.616666666666665,109.35000000000001,99.46666666666668,101.0,CHI,0.484,0.44399999999999995,0.38439999999999996,0.21059999999999998,23.5,77.0,50.120000000000005,64.3,5.78,6.6800000000000015,14.580000000000002,95.94,108.85999999999999,69.0
201710280POR,PHO,0.5281666666666666,0.48299999999999993,0.30716666666666664,0.3233333333333333,20.333333333333332,76.55000000000001,48.15,48.53333333333333,8.233333333333333,9.533333333333333,15.600000000000001,98.23333333333333,112.83333333333331,107.0,POR,0.5515,0.4985,0.2961666666666667,0.3086666666666667,31.283333333333335,80.71666666666665,56.15,52.916666666666664,7.333333333333333,10.983333333333334,11.833333333333334,114.44999999999999,101.18333333333334,114.0
