GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
201810160BOS,PHI,0.569573171,0.535939024,0.34402439,0.268378049,25.03414634,78.81219512,52.95121951,66.13902439,8.32804878,8.809756098,14.11097561,110.2768293,105.7695122,BOS,0.553780488,0.518890244,0.357926829,0.245085366,21.20487805,78.60731707,50.31341463,58.40487805,7.665853659,7.974390244,12.39390244,108.3926829,104.647561
201810160GSW,OKC,0.546878049,0.514487805,0.346,0.278621951,27.48170732,77.50243902,51.67926829,53.5402439,9.367073171,9.464634146,11.95609756,111.4780488,108.0121951,GSW,0.60354878,0.569682927,0.339121951,0.240597561,20.71219512,76.50365854,50.57804878,68.2597561,8.054878049,12.37317073,13.72439024,114.3158537,108.4317073
201810170TOR,CLE,0.584609756,0.548121951,0.380195122,0.276268293,19.83780488,77.38536585,49.18414634,57.80487805,7.257317073,6.673170732,12.23902439,113.5804878,112.5560976,TOR,0.57654878,0.54047561,0.378609756,0.25347561,22.87560976,77.9195122,50.96585366,58.85243902,7.832926829,9.940243902,11.62682927,114.604878,106.5707317
201810170ORL,MIA,0.552378049,0.521439024,0.360926829,0.23054878,21.08902439,78.9902439,50.15731707,58.51707317,7.856097561,9.41097561,12.69634146,107.6426829,107.1317073,ORL,0.545682927,0.513256098,0.342195122,0.240609756,19.88292683,75.74146341,47.54878049,60.15731707,7.756097561,8.253658537,12.79390244,105.8329268,110.852439
201810170DET,BRK,0.552707317,0.515621951,0.411914634,0.262060976,20.90609756,77.32804878,48.80121951,61.78780488,6.252439024,7.345121951,12.84268293,107.7085366,111.5,DET,0.542890244,0.512304878,0.333243902,0.230097561,22.49146341,78.56585366,49.96341463,58.16707317,7.976829268,7.097560976,11.72317073,107.9512195,108.1439024
201810170CHO,MIL,0.571158537,0.531573171,0.297621951,0.285670732,20.29390244,76.38658537,48.38170732,58.22682927,9.125609756,9.592682927,12.35,110.6768293,110.9829268,CHO,0.55,0.508463415,0.314560976,0.315597561,22.13658537,80.96097561,50.94146341,55.1902439,6.920731707,7.926829268,11.10243902,109.9573171,109.7329268
201810170IND,MEM,0.53995122,0.500195122,0.317560976,0.258097561,22.16219512,76.82682927,48.80243902,58.52804878,7.923170732,9.314634146,13.54878049,105.2817073,111.8487805,IND,0.558012195,0.525719512,0.284243902,0.224341463,22.55853659,76.42195122,49.66219512,54.17439024,9.159756098,7.717073171,11.87560976,110.2402439,108.8097561
201810170NYK,ATL,0.549134146,0.51352439,0.363634146,0.238073171,20.87073171,76.36219512,48.62317073,62.27439024,7.941463415,7.626829268,13.72195122,105.752439,111.2146341,NYK,0.545085366,0.511780488,0.266317073,0.220341463,24.05243902,77.09512195,50.49146341,57.31829268,6.941463415,9.241463415,12.89390244,107.7304878,111.3804878
201810170HOU,NOP,0.574329268,0.542378049,0.320719512,0.240695122,19.88414634,76.90243902,49.33536585,62.6804878,7.837804878,9.604878049,12.90243902,110.2853659,109.0439024,HOU,0.590146341,0.551280488,0.502182927,0.303378049,21.21341463,80.23414634,50.89756098,55.5695122,8.735365854,8.370731707,12.1402439,115.495122,106.852439
201810170LAC,DEN,0.571,0.536695122,0.357743902,0.259280488,25.4195122,77.6597561,51.69634146,61.38902439,7.843902439,8.501219512,12.92682927,113.0256098,111.4060976,LAC,0.565426829,0.528914634,0.315512195,0.302512195,23.29146341,76.09146341,50.12682927,55.36219512,7.767073171,8.026829268,12.72073171,110.9658537,111.0158537
201810170SAC,UTA,0.564731707,0.527841463,0.357707317,0.262926829,21.52804878,79.78902439,50.92073171,58.39634146,9.025609756,8.993902439,13.26219512,109.0743902,104.5560976,SAC,0.529743902,0.503365854,0.279280488,0.19495122,21.45609756,77.8597561,48.37926829,55.67926829,8.23902439,8.363414634,12.40731707,104.4719512,111.9060976
201810170PHO,DAL,0.545536585,0.514853659,0.383414634,0.218487805,17.82195122,79.18658537,47.3902439,59.36463415,7.364634146,6.958536585,11.09146341,106.9341463,110.0109756,PHO,0.53445122,0.497292683,0.321207317,0.278829268,22.19268293,76.56097561,49.01585366,55.20121951,6.92195122,7.581707317,13.37317073,104.2634146,113.5219512
