GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
200910270CLE,BOS,0.57102439,0.527707317,0.213841463,0.332317073,27.87804878,75.8902439,52.89390244,60.2804878,8.342682927,7.742682927,14.47073171,111.2573171,103.0121951,CLE,0.561158537,0.520304878,0.258890244,0.315829268,27.56463415,74.51097561,52.05243902,55.06219512,8.137804878,8.752439024,11.78170732,113.2841463,103.204878
200910270POR,HOU,0.548902439,0.502060976,0.254634146,0.293926829,26.3695122,75.46219512,51.81219512,56.38780488,7.401219512,6.52804878,12.90853659,109.2207317,104.6695122,POR,0.553853659,0.51147561,0.239073171,0.310195122,32.63780488,75.00365854,53.41463415,55.02439024,7.724390244,8.002439024,11.8902439,114.7341463,108.6804878
200910270LAL,LAC,0.519402439,0.481158537,0.2265,0.276707317,24.97317073,71.31829268,47.45487805,58.54390244,7.507317073,9.030487805,13.44634146,102.8768293,112.5195122,LAL,0.556158537,0.514329268,0.217512195,0.303609756,29.16341463,73.22439024,51.4097561,57.62317073,9.280487805,8.203658537,11.96219512,113.4268293,105.2902439
200910270DAL,WAS,0.524573171,0.479914634,0.179426829,0.296512195,27.58170732,71.69268293,48.9,54.6902439,8.302439024,7.526829268,12.81097561,105.9780488,114.2353659,DAL,0.550814815,0.505333333,0.240753086,0.274592593,26.32469136,74.68641975,50.83333333,56.66666667,7.827160494,7.939506173,11.62592593,111.1975309,109.1320988
200910280TOR,CLE,0.529,0.457,0.243,0.457,15.8,81.3,45.7,58.6,7.9,17,13.4,100.4,107.2,TOR,0.544134146,0.49595122,0.195109756,0.284780488,23.81585366,73.88536585,49.11463415,60.20121951,6.932926829,7.664634146,12.35365854,107.7195122,110.6914634
200910280ORL,PHI,0.533621951,0.487146341,0.164878049,0.344829268,30.88536585,71.50243902,50.98414634,54.86463415,8.929268293,8.532926829,12.82439024,108.7890244,108.7841463,ORL,0.559597561,0.52052439,0.335890244,0.356158537,23.74268293,76.14390244,50.60487805,54.35365854,7.523170732,7.959756098,13.00365854,109.6560976,102.5780488
200910280BOS,CHA,0.53702439,0.494829268,0.212682927,0.316365854,27.7195122,73.00365854,50.59146341,60.52317073,7.901219512,8.179268293,14.57439024,105.4195122,107.0109756,BOS,0.569,0.507,0.264,0.361,18.8,84.2,54.3,62.5,10.2,15.1,14.4,107.2,100.4
200910280MIA,NYK,0.54497561,0.504158537,0.322987805,0.27052439,24.32560976,72.88170732,47.74146341,54.95609756,7.68902439,3.797560976,12.57560976,108.6987805,111.4207317,MIA,0.539304878,0.500878049,0.245658537,0.284365854,24.57073171,72.88780488,48.48536585,55.22804878,8.720731707,9.157317073,11.58658537,108.3402439,108.2804878
200910280ATL,IND,0.5455,0.502219512,0.244512195,0.26945122,25.18658537,74.84756098,49.76341463,55.33780488,7.220731707,8.046341463,12.63780488,108.752439,109.8743902,ATL,0.547109756,0.505414634,0.253926829,0.328560976,25.77317073,71.91341463,48.90365854,55.75609756,8.209756098,7.354878049,11.95609756,110.2780488,108.4414634
200910280GSW,HOU,0.464,0.401,0.222,0.358,20.4,65.7,39.3,60,12.4,3.6,14.6,90.1,99.4,GSW,0.550304878,0.498621951,0.2105,0.344719512,25.82804878,68.19756098,47.03414634,52.76219512,7.856097561,9.143902439,12.60487805,109.9426829,113.7634146
200910280LAC,PHO,0.584585366,0.545926829,0.215939024,0.342646341,27.30853659,71.80121951,50.51585366,56.44390244,7.419512195,7.779268293,14.14634146,114.2036585,112.3012195,LAC,0.489,0.466,0.172,0.184,33.3,67.9,52,69.2,10.3,5.9,17.5,94.4,101.6
200910280OKC,SAC,0.542817073,0.492719512,0.239,0.317987805,24.05609756,70.00121951,46.87560976,54.01829268,7.354878049,6.509756098,13.75731707,106.3036585,115.6353659,OKC,0.522268293,0.47252439,0.141512195,0.311268293,28.51829268,74.01829268,50.91341463,55.38414634,7.915853659,6.959756098,14.26463415,103.5878049,110.0646341
200910280MIN,NJN,0.544634146,0.499243902,0.266268293,0.306134146,24.80243902,73.7902439,49.02195122,56.01219512,7.547560976,8.042682927,12.0195122,109.1365854,111.854878,MIN,0.526777778,0.482358025,0.227901235,0.294,27.55802469,75.29135802,50.49506173,56.01851852,6.75308642,6.341975309,12.69876543,106.7234568,112.1938272
200910280SAS,NOH,0.548487805,0.501585366,0.240865854,0.292378049,24.45243902,74.93414634,49.84512195,55.29634146,8.242682927,7.196341463,11.78780488,109.7487805,108.0756098,SAS,0.548780488,0.514170732,0.248646341,0.252926829,21.85121951,77.95121951,50.27804878,57.03292683,6.498780488,6.08902439,11.16707317,109.1768293,105.0158537
200910280MEM,DET,0.524743902,0.484256098,0.165231707,0.286670732,27.76341463,74.30243902,50.64146341,56.63780488,6.874390244,7.323170732,11.0695122,108.2182927,108.7926829,MEM,0.53295122,0.486158537,0.1755,0.332280488,25.7804878,73.8097561,49.28292683,49.73170732,8.298780488,7.953658537,13.83902439,104.5109756,110.6219512
200910280DEN,UTA,0.555719512,0.505365854,0.170073171,0.359743902,28.04756098,72.71341463,50.42439024,64.32073171,9.397560976,7.392682927,13.21585366,110.8487805,107.8841463,DEN,0.5625,0.51197561,0.227682927,0.386804878,27.26585366,71.96585366,50.2402439,59.13170732,9.193902439,9.495121951,13.8597561,111.0280488,107.6817073
200910290CHI,SAS,0.596,0.576,0.279,0.233,28.2,86.1,56,64.4,4.4,0,9.5,123.7,105.1,CHI,0.541219512,0.493378049,0.189390244,0.303621951,28.03170732,70.99512195,49.68170732,55.47317073,8.007317073,8.269512195,12.74146341,109.3207317,109.5378049
200910290POR,DEN,0.558,0.511,0.146,0.337,32.6,73.7,51.9,51.2,5.2,8.5,11.3,118,108.7,POR,0.554,0.494,0.273,0.286,34.3,79.6,60.7,69.7,9.3,19,23.1,99.4,90.1
200910300BOS,CHI,0.478,0.435,0.19,0.333,29.4,82.2,54.2,57.1,5.5,15.8,8.5,102,94.2,BOS,0.557,0.507,0.323,0.3055,21.3,77.5,51.6,73.65,10.95,13.8,13.45,107.5,84.75
200910300PHI,MIL,0.531597561,0.483670732,0.209341463,0.309195122,27.62195122,74.05121951,49.8402439,59.68536585,8.004878049,6.480487805,12.72439024,107.4378049,108.6097561,PHI,0.581,0.545,0.231,0.385,21.6,76.5,47.9,48.7,9.6,11.5,12.5,112.9,127.9
200910300NJN,ORL,0.678,0.654,0.358,0.21,23.5,78.4,52.1,62.2,5.3,10,14.5,127.9,112.9,NJN,0.496,0.42,0.099,0.358,30.4,67.9,51,58.8,4.1,11.6,19,94.9,96.9
200910300IND,MIA,0.635,0.608,0.181,0.205,20.6,75,52.4,44.7,6.3,6.3,15,119.9,97,IND,0.649,0.603,0.247,0.342,18.2,81,53.3,59,1,5.3,22.9,108.1,119
200910300CHA,NYK,0.483,0.437,0.448,0.241,25,79.4,47.6,57.6,8.3,4.4,11.9,97,119.9,CHA,0.347,0.311,0.135,0.338,29.2,76.2,51.1,43.5,7,8.5,17.5,69.1,107.8
200910300ATL,WAS,0.539,0.488,0.155,0.286,22.5,77.1,52.3,48.7,6.7,6.9,8.7,113.9,101.6,ATL,0.601,0.569,0.138,0.333,19,81.8,46.7,65.2,15.9,10.9,9.1,119,108.1
200910300DET,OKC,0.601,0.566,0.184,0.263,22.9,76.7,52.6,51.3,4.5,9.5,12.4,115,100.3,DET,0.566,0.556,0.222,0.403,23.8,63,44.3,54.1,6.1,6.7,9.6,117.1,90.3
200910300UTA,LAC,0.5455,0.5315,0.1705,0.2675,27.25,70.8,50.65,66,9.9,8.35,15.95,103.85,108.5,UTA,0.56,0.494,0.123,0.358,26.3,67.4,48.1,70.3,3.1,5.3,13.8,108.7,118
200910300LAL,DAL,0.5,0.421,0.237,0.447,22.9,77.5,47.7,53.3,6.7,12.7,9,101.6,113.9,LAL,0.489,0.435,0.2,0.435,32.1,66.7,48,48.6,13.3,5.6,13.6,101.6,94.4
200910300NOH,SAC,0.487,0.424,0.203,0.354,23.3,77.1,47.4,40.6,6.8,8.1,11.6,100.3,115,NOH,0.547,0.532,0.128,0.282,13.9,71.8,44,43.6,5.5,6.5,10.2,105.1,123.7
200910300MIN,CLE,0.4935,0.4305,0.254,0.4515,19.95,82.5,48.1,62.05,6,10.2,12.9,97.2,105.8,MIN,0.438,0.371,0.075,0.376,32.1,69.6,49,41.2,15.3,2.7,8.4,96.9,94.9
200910300MEM,TOR,0.553,0.487,0.213,0.493,16.3,75.9,49.5,67.6,4.1,9.8,12.5,104.4,94,MEM,0.432,0.375,0.167,0.431,37,76.2,55.7,38.5,3.7,5.4,14.1,90.3,117.1
