DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
10/27/2009,200910270CLE,BOS,240,0.569,0.507,0.264,0.361,18.8,84.2,54.3,62.5,10.2,15.1,14.4,100,107.2,100.4,CLE,240,0.529,0.457,0.243,0.457,15.8,81.3,45.7,58.6,7.9,17,13.4,100,100.4,107.2
10/27/2009,200910270POR,HOU,240,0.464,0.401,0.222,0.358,20.4,65.7,39.3,60,12.4,3.6,14.6,100,90.1,99.4,POR,240,0.554,0.494,0.273,0.286,34.3,79.6,60.7,69.7,9.3,19,23.1,100,99.4,90.1
10/27/2009,200910270LAL,LAC,240,0.489,0.466,0.172,0.184,33.3,67.9,52,69.2,10.3,5.9,17.5,100,94.4,101.6,LAL,240,0.489,0.435,0.2,0.435,32.1,66.7,48,48.6,13.3,5.6,13.6,100,101.6,94.4
10/27/2009,200910270DAL,WAS,240,0.539,0.488,0.155,0.286,22.5,77.1,52.3,48.7,6.7,6.9,8.7,100,113.9,101.6,DAL,240,0.5,0.421,0.237,0.447,22.9,77.5,47.7,53.3,6.7,12.7,9,100,101.6,113.9
10/28/2009,200910280TOR,CLE,240,0.458,0.404,0.265,0.446,24.1,83.7,50.5,65.5,4.1,3.4,12.4,100,94,104.4,TOR,240,0.553,0.487,0.213,0.493,16.3,75.9,49.5,67.6,4.1,9.8,12.5,100,104.4,94
10/28/2009,200910280ORL,PHI,240,0.581,0.545,0.231,0.385,21.6,76.5,47.9,48.7,9.6,11.5,12.5,100,112.9,127.9,ORL,240,0.678,0.654,0.358,0.21,23.5,78.4,52.1,62.2,5.3,10,14.5,100,127.9,112.9
10/28/2009,200910280BOS,CHA,240,0.347,0.311,0.135,0.338,29.2,76.2,51.1,43.5,7,8.5,17.5,100,69.1,107.8,BOS,240,0.545,0.507,0.382,0.25,23.8,70.8,48.9,84.8,11.7,12.5,12.5,100,107.8,69.1
10/28/2009,200910280MIA,NYK,240,0.483,0.437,0.448,0.241,25,79.4,47.6,57.6,8.3,4.4,11.9,100,97,119.9,MIA,240,0.635,0.608,0.181,0.205,20.6,75,52.4,44.7,6.3,6.3,15,100,119.9,97
10/28/2009,200910280ATL,IND,240,0.649,0.603,0.247,0.342,18.2,81,53.3,59,1,5.3,22.9,100,108.1,119,ATL,240,0.601,0.569,0.138,0.333,19,81.8,46.7,65.2,15.9,10.9,9.1,100,119,108.1
10/28/2009,200910280GSW,HOU,240,0.57,0.535,0.302,0.233,31.7,68.3,50,75,14.3,9,16,100,110.6,109.6,GSW,240,0.54,0.517,0.124,0.258,31.7,68.3,50,56.8,7.2,13.3,13.9,100,109.6,110.6
10/28/2009,200910280LAC,PHO,240,0.593,0.556,0.188,0.338,26.3,78.8,50.7,46.3,6.4,7.8,13.2,100,115.4,113.3,LAC,240,0.602,0.597,0.169,0.351,21.2,73.7,49.3,62.8,9.5,10.8,14.4,100,113.3,115.4
10/28/2009,200910280OKC,SAC,240,0.487,0.424,0.203,0.354,23.3,77.1,47.4,40.6,6.8,8.1,11.6,100,100.3,115,OKC,240,0.601,0.566,0.184,0.263,22.9,76.7,52.6,51.3,4.5,9.5,12.4,100,115,100.3
10/28/2009,200910280MIN,NJN,240,0.496,0.42,0.099,0.358,30.4,67.9,51,58.8,4.1,11.6,19,100,94.9,96.9,MIN,240,0.438,0.371,0.075,0.376,32.1,69.6,49,41.2,15.3,2.7,8.4,100,96.9,94.9
10/28/2009,200910280SAS,NOH,240,0.547,0.532,0.128,0.282,13.9,71.8,44,43.6,5.5,6.5,10.2,100,105.1,123.7,SAS,240,0.596,0.576,0.279,0.233,28.2,86.1,56,64.4,4.4,0,9.5,100,123.7,105.1
10/28/2009,200910280MEM,DET,240,0.566,0.556,0.222,0.403,23.8,63,44.3,54.1,6.1,6.7,9.6,100,117.1,90.3,MEM,240,0.432,0.375,0.167,0.431,37,76.2,55.7,38.5,3.7,5.4,14.1,100,90.3,117.1
10/28/2009,200910280DEN,UTA,240,0.56,0.494,0.123,0.358,26.3,67.4,48.1,70.3,3.1,5.3,13.8,100,108.7,118,DEN,240,0.558,0.511,0.146,0.337,32.6,73.7,51.9,51.2,5.2,8.5,11.3,100,118,108.7
10/29/2009,200910290CHI,SAS,240,0.482,0.449,0.269,0.295,17.8,70.6,45.8,45.5,5.5,7.4,12.9,100,94.2,102,CHI,240,0.478,0.435,0.19,0.333,29.4,82.2,54.2,57.1,5.5,15.8,8.5,100,102,94.2
10/29/2009,200910290POR,DEN,240,0.587,0.484,0.18,0.803,14.3,68.9,45,39.3,7,4.8,8.8,100,113.9,110.4,POR,240,0.475,0.377,0.235,0.506,31.1,85.7,55,57.1,4.7,10,6.6,100,110.4,113.9
10/30/2009,200910300BOS,CHI,240,0.479,0.427,0.183,0.329,33.3,66.7,46.2,55.9,6.7,6,13.8,100,100.4,131.7,BOS,240,0.698,0.662,0.324,0.324,33.3,66.7,53.8,76.7,7.8,7.5,15.9,100,131.7,100.4
10/30/2009,200910300PHI,MIL,240,0.461,0.441,0.271,0.224,23.5,84.2,49.4,50,7.1,3.8,17.6,100,87.8,101.1,PHI,240,0.583,0.5,0.257,0.486,15.8,76.5,50.6,56.3,12.2,11.3,18.3,100,101.1,87.8
10/30/2009,200910300NJN,ORL,240,0.552,0.533,0.28,0.333,22,84.8,55.2,56.8,1.1,7.6,14,100,106.2,95,NJN,240,0.462,0.414,0.185,0.309,15.2,78,44.8,51.6,8.9,9.3,6.1,100,95,106.2
10/30/2009,200910300IND,MIA,240,0.538,0.442,0.101,0.667,32.5,72.7,53.6,53.3,7.9,5.4,14.4,100,108.1,93.4,IND,240,0.459,0.392,0.291,0.329,27.3,67.5,46.4,55.2,4.5,14.5,13.4,100,93.4,108.1
10/30/2009,200910300CHA,NYK,290,0.472,0.434,0.367,0.184,18.9,76.9,47.6,52.6,4.6,9.5,13.8,100,92,93.8,CHA,290,0.473,0.397,0.196,0.391,23.1,81.1,52.4,51.4,7.4,9.7,12.2,100,93.8,92
10/30/2009,200910300ATL,WAS,240,0.502,0.475,0.165,0.278,18.2,74.4,46,54.3,5.4,8.6,13.6,100,96.6,108.5,ATL,240,0.538,0.442,0.256,0.436,25.6,81.8,54,56.3,5.4,10.6,11.4,100,108.5,96.6
10/30/2009,200910300DET,OKC,240,0.51,0.447,0.145,0.395,20.9,80,51.1,69.7,6.7,9.4,11,100,101.9,93,DET,240,0.488,0.407,0.243,0.486,20,79.1,48.9,46.2,6.7,7.7,15,100,93,101.9
10/30/2009,200910300UTA,LAC,240,0.551,0.5,0.176,0.459,7.7,72.7,42.2,52.9,7.4,12.3,9.2,100,103.1,116.7,UTA,240,0.55,0.511,0.1,0.278,27.3,92.3,57.8,57.8,3.2,8.2,9,100,116.7,103.1
