DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS
2011-12-26,201112260GSW,CHI,240,.496,.463,.293,.268,32.6,82.5,56.6,47.1,3.2,4.8,17.9,100.0,98.0,106.6,91,GSW,240,.546,.494,.195,.403,17.5,67.4,43.4,61.1,17.2,8.6,9.9,100.0,106.6,98.0,99
2011-12-26,201112260POR,PHI,240,.564,.530,.229,.229,21.4,69.1,48.5,52.5,6.0,9.0,18.0,100.0,103.0,107.0,103,POR,240,.499,.459,.196,.237,30.9,78.6,51.5,60.0,11.0,9.4,10.1,100.0,107.0,103.0,107
2011-12-26,201112260SAC,LAL,240,.472,.426,.182,.216,34.8,74.4,52.9,56.8,6.8,10.5,10.2,100.0,103.0,113.2,91,SAC,240,.553,.527,.240,.467,25.6,65.2,47.1,45.7,4.5,8.3,10.8,100.0,113.2,103.0,100
2011-12-26,201112260SAS,MEM,240,.504,.486,.096,.260,26.5,73.3,53.2,52.9,9.6,3.6,22.8,100.0,87.1,100.9,82,SAS,240,.486,.455,.375,.250,26.7,73.5,46.8,65.7,13.8,7.6,11.7,100.0,100.9,87.1,95
2011-12-27,201112270MIL,MIN,240,.529,.443,.200,.643,35.6,70.4,54.5,50.0,6.2,0.0,21.8,100.0,98.0,101.1,95,MIL,240,.477,.436,.170,.213,29.6,64.4,45.5,60.0,13.4,8.9,10.5,100.0,101.1,98.0,98
2011-12-26,201112260DAL,DEN,240,.612,.557,.342,.430,23.8,88.1,56.0,46.2,15.2,6.1,13.8,100.0,116.4,94.1,115,DAL,240,.529,.474,.355,.355,11.9,76.2,44.0,59.4,11.1,5.8,17.8,100.0,94.1,116.4,93
2011-12-26,201112260PHO,NOH,240,.482,.456,.203,.266,26.7,74.5,51.1,28.6,10.2,8.9,12.8,100.0,96.0,94.9,85,PHO,240,.470,.426,.309,.235,25.5,73.3,48.9,71.9,10.2,4.8,13.5,100.0,94.9,96.0,84
2011-12-26,201112260MIN,OKC,240,.567,.481,.205,.397,21.1,77.3,51.2,51.4,6.1,7.7,15.6,100.0,106.4,102.3,104,MIN,240,.508,.466,.253,.299,22.7,78.9,48.8,56.4,4.1,3.2,10.9,100.0,102.3,106.4,100
2011-12-27,201112270NJN,ATL,240,.556,.512,.267,.244,38.6,79.1,58.6,60.5,12.6,8.5,11.2,100.0,121.2,80.0,106,NJN,240,.425,.345,.338,.366,20.9,61.4,41.4,40.9,5.7,7.9,17.9,100.0,80.0,121.2,70
2011-12-27,201112270MIA,BOS,240,.638,.597,.264,.375,11.1,80.0,42.4,54.1,8.8,4.6,22.2,100.0,104.6,112.4,107,MIA,240,.636,.600,.133,.467,20.0,88.9,57.6,52.4,15.6,15.1,18.1,100.0,112.4,104.6,115
2011-12-27,201112270POR,SAC,240,.431,.396,.195,.268,32.6,65.1,48.8,35.5,1.1,6.0,16.4,100.0,87.9,112.4,79,POR,240,.519,.465,.212,.329,34.9,67.4,51.2,65.8,6.7,12.1,9.3,100.0,112.4,87.9,101
2011-12-27,201112270LAL,UTA,240,.364,.328,.144,.189,34.0,71.8,50.0,69.0,7.2,10.9,9.3,100.0,85.0,114.9,71,LAL,240,.550,.465,.225,.521,28.2,66.0,50.0,56.7,9.6,11.7,9.3,100.0,114.9,85.0,96
2011-12-28,201112280TOR,IND,240,.496,.438,.198,.272,29.3,74.4,51.3,62.5,11.0,3.1,15.0,100.0,99.0,93.5,90,TOR,240,.502,.494,.190,.165,25.6,70.7,48.8,58.3,14.3,7.7,18.3,100.0,93.5,99.0,85
2011-12-28,201112280DET,CLE,240,.659,.621,.171,.314,42.9,73.7,60.6,70.0,10.3,5.0,20.9,100.0,120.2,101.8,105,DET,240,.518,.500,.259,.136,26.3,57.1,39.4,44.4,12.6,1.7,15.7,100.0,101.8,120.2,89
2011-12-28,201112280CHA,MIA,240,.531,.468,.077,.359,11.6,62.5,36.1,52.8,7.5,15.6,10.0,100.0,103.2,102.1,96,CHA,240,.533,.518,.220,.195,37.5,88.4,63.9,56.4,5.4,12.5,19.1,100.0,102.1,103.2,95
2011-12-28,201112280ATL,WAS,240,.479,.429,.208,.286,15.0,70.3,41.6,53.3,10.9,5.8,15.6,100.0,90.4,110.0,83,ATL,240,.559,.487,.307,.467,29.7,85.0,58.4,65.6,6.5,8.2,13.4,100.0,110.0,90.4,101
2011-12-28,201112280GSW,NYK,240,.481,.429,.300,.357,10.0,71.1,39.7,53.6,7.9,0.0,15.6,100.0,87.6,103.3,78,GSW,240,.525,.494,.208,.312,28.9,90.0,60.3,57.1,13.5,8.2,13.8,100.0,103.3,87.6,92
2011-12-28,201112280DEN,UTA,240,.556,.525,.203,.316,19.5,72.1,46.4,65.8,9.8,4.5,19.6,100.0,97.6,114.2,100,DEN,240,.600,.570,.221,.302,27.9,80.5,53.6,63.0,16.6,4.8,15.6,100.0,114.2,97.6,117
2011-12-28,201112280SAS,LAC,240,.508,.439,.270,.446,21.7,74.1,41.1,58.6,8.9,8.2,11.9,100.0,100.0,127.8,90,SAS,240,.664,.625,.238,.188,25.9,78.3,58.9,60.0,3.3,1.9,14.8,100.0,127.8,100.0,115
2011-12-28,201112280NOH,BOS,240,.454,.417,.218,.231,26.5,66.7,43.5,55.2,4.8,17.9,12.3,100.0,94.0,116.9,78,NOH,240,.539,.481,.152,.316,33.3,73.5,56.5,44.4,8.4,19.7,9.1,100.0,116.9,94.0,97
2011-12-28,201112280MEM,OKC,240,.523,.442,.325,.494,28.6,60.4,45.6,55.2,4.5,11.3,9.6,100.0,110.6,107.2,98,MEM,240,.468,.402,.184,.379,39.6,71.4,54.4,38.2,5.6,11.5,10.6,100.0,107.2,110.6,95
2011-12-28,201112280PHO,PHI,240,.548,.517,.198,.209,27.9,81.8,55.2,53.7,12.2,2.9,9.6,100.0,114.6,92.3,103,PHO,240,.472,.425,.138,.225,18.2,72.1,44.8,45.5,3.3,4.3,12.0,100.0,92.3,114.6,83
2011-12-29,201112290ORL,NJN,240,.452,.416,.221,.273,20.5,75.0,47.7,58.6,5.5,8.3,14.8,100.0,85.8,103.4,78,ORL,240,.511,.500,.259,.309,25.0,79.5,52.3,69.4,8.8,6.7,12.4,100.0,103.4,85.8,94
2011-12-29,201112290HOU,SAS,240,.417,.387,.183,.215,40.0,64.9,50.0,34.3,4.6,11.9,10.5,100.0,97.9,121.0,85,HOU,240,.579,.559,.306,.153,35.1,60.0,50.0,48.8,8.1,10.5,10.8,100.0,121.0,97.9,105
2011-12-29,201112290OKC,DAL,240,.514,.472,.289,.233,30.4,80.0,50.0,65.8,14.8,2.0,10.8,100.0,107.5,109.6,102,OKC,240,.675,.635,.222,.508,20.0,69.6,50.0,51.4,8.4,12.5,25.2,100.0,109.6,107.5,104
2011-12-29,201112290POR,DEN,240,.502,.425,.230,.379,6.5,79.4,37.5,48.6,15.4,3.4,6.5,100.0,97.9,106.5,102,POR,240,.623,.570,.253,.291,20.6,93.5,62.5,48.8,2.9,13.4,21.9,100.0,106.5,97.9,111
2011-12-29,201112290SAC,CHI,240,.605,.575,.150,.263,25.0,64.7,49.4,58.1,6.4,7.6,16.8,100.0,114.3,103.7,108,SAC,240,.500,.470,.205,.410,35.3,75.0,50.6,37.1,8.5,2.9,12.5,100.0,103.7,114.3,98
2011-12-29,201112290LAL,NYK,240,.482,.358,.328,.612,20.9,79.3,44.4,71.4,12.7,10.5,12.4,100.0,94.7,114.4,82,LAL,240,.599,.582,.219,.301,20.7,79.1,55.6,60.5,6.9,15.6,14.5,100.0,114.4,94.7,99
2011-12-30,201112300MIL,WAS,240,.434,.394,.212,.224,18.4,72.2,41.2,63.3,9.5,9.4,13.0,100.0,85.9,108.1,81,MIL,240,.607,.589,.274,.342,27.8,81.6,58.8,66.7,5.3,10.4,19.2,100.0,108.1,85.9,102
2011-12-30,201112300BOS,DET,240,.496,.449,.203,.190,32.4,82.1,53.8,52.9,3.8,0.0,9.5,100.0,108.4,122.4,85,BOS,240,.637,.575,.239,.284,17.9,67.6,46.2,71.4,5.1,9.5,11.7,100.0,122.4,108.4,96
2011-12-30,201112300IND,CLE,265,.448,.415,.284,.352,17.3,70.2,45.0,38.2,6.6,10.7,15.0,100.0,85.6,92.2,91,IND,265,.453,.394,.106,.340,29.8,82.7,55.0,41.7,8.5,15.9,12.9,100.0,92.2,85.6,98
2011-12-30,201112300ATL,NJN,240,.556,.518,.244,.171,39.5,62.5,51.3,52.6,8.2,3.2,12.9,100.0,115.2,123.4,98,ATL,240,.560,.506,.195,.494,37.5,60.5,48.7,59.5,8.2,9.7,11.4,100.0,123.4,115.2,105
2011-12-30,201112300CHA,ORL,240,.529,.512,.333,.286,32.6,74.5,54.4,62.2,3.4,10.3,10.4,100.0,113.7,89.8,100,CHA,240,.434,.392,.181,.217,25.5,67.4,45.6,63.3,6.8,5.4,11.7,100.0,89.8,113.7,79
2011-12-30,201112300UTA,PHI,240,.551,.506,.169,.377,17.9,78.6,49.4,51.4,7.5,4.8,11.8,100.0,106.4,109.7,99,UTA,240,.545,.481,.203,.418,21.4,82.1,50.6,48.6,8.6,14.1,10.5,100.0,109.7,106.4,102
2011-12-30,201112300LAC,CHI,240,.613,.545,.218,.436,40.5,76.9,59.2,74.4,4.5,3.1,11.4,100.0,129.5,114.7,114,LAC,240,.569,.556,.188,.250,23.1,59.5,40.8,63.4,6.8,4.9,11.0,100.0,114.7,129.5,101
2011-12-30,201112300MIN,MIA,240,.519,.511,.151,.151,19.6,73.3,46.2,63.0,13.5,11.1,13.1,100.0,99.4,97.5,103,MIN,240,.550,.536,.349,.241,26.7,80.4,53.8,53.8,10.6,5.1,21.4,100.0,97.5,99.4,101
2011-12-30,201112300NOH,PHO,240,.530,.468,.295,.282,23.3,60.7,45.2,66.7,3.5,13.2,10.2,100.0,107.6,90.2,93,NOH,240,.381,.306,.156,.311,39.3,76.7,54.8,53.8,4.6,9.1,11.3,100.0,90.2,107.6,78
2011-12-30,201112300MEM,HOU,240,.535,.500,.367,.228,14.6,79.4,44.0,55.9,9.0,5.3,17.9,100.0,93.2,113.2,93,MEM,240,.598,.563,.063,.413,20.6,85.4,56.0,51.1,10.0,14.0,14.5,100.0,113.2,93.2,113
2011-12-30,201112300DAL,TOR,240,.538,.500,.194,.250,13.2,82.5,48.7,60.6,8.9,2.1,17.5,100.0,95.3,109.7,86,DAL,240,.558,.493,.347,.528,17.5,86.8,51.3,65.6,12.2,6.9,10.1,100.0,109.7,95.3,99
2011-12-31,201112310DET,IND,240,.498,.428,.197,.368,13.3,75.0,42.4,56.7,15.1,7.5,11.1,100.0,95.0,103.6,88,DET,240,.547,.524,.183,.159,25.0,86.7,57.6,64.1,4.3,3.3,17.0,100.0,103.6,95.0,96
2011-12-31,201112310GSW,PHI,240,.578,.563,.253,.392,23.8,70.4,50.0,74.4,13.1,8.3,11.5,100.0,116.6,86.1,107,GSW,240,.419,.404,.191,.135,29.6,76.2,50.0,58.8,7.6,3.4,12.9,100.0,86.1,116.6,79
2011-12-31,201112310HOU,ATL,240,.483,.463,.200,.200,15.0,75.6,47.1,45.7,4.5,9.5,12.1,100.0,93.9,106.2,84,HOU,240,.541,.518,.232,.159,24.4,85.0,52.9,68.4,7.8,9.4,12.0,100.0,106.2,93.9,95
2011-12-31,201112310OKC,PHO,240,.494,.443,.295,.261,26.0,75.0,45.1,54.3,9.5,12.7,10.9,100.0,102.1,112.6,97,OKC,240,.630,.591,.286,.234,25.0,74.0,54.9,61.0,9.5,9.7,19.8,100.0,112.6,102.1,107
2011-12-31,201112310SAS,UTA,240,.445,.382,.180,.281,25.5,85.7,48.9,33.3,13.7,15.5,6.5,100.0,93.5,109.3,89,SAS,240,.593,.554,.216,.419,14.3,74.5,51.1,72.2,4.2,6.8,17.8,100.0,109.3,93.5,104
2011-12-31,201112310SAC,NYK,240,.565,.506,.315,.303,37.0,54.2,45.7,65.0,7.8,9.4,10.6,100.0,127.1,102.6,114,SAC,240,.442,.384,.256,.477,45.8,63.0,54.3,50.0,7.8,3.3,10.3,100.0,102.6,127.1,92
2011-12-31,201112310LAL,DEN,240,.496,.469,.325,.275,18.2,66.7,41.9,64.7,11.7,8.1,13.5,100.0,94.6,97.8,89,LAL,240,.497,.465,.279,.174,33.3,81.8,58.1,61.5,6.4,7.4,17.0,100.0,97.8,94.6,92
2012-01-01,201201010ORL,TOR,240,.580,.493,.186,.414,16.7,77.8,50.0,71.9,4.6,4.2,11.7,100.0,110.7,117.7,96,ORL,240,.596,.573,.360,.320,22.2,83.3,50.0,54.1,4.6,10.5,12.3,100.0,117.7,110.7,102
2012-01-01,201201010MIA,CHA,240,.444,.413,.196,.228,20.8,85.3,46.0,57.1,8.7,4.3,13.6,100.0,87.3,125.2,90,MIA,240,.689,.644,.138,.388,14.7,79.2,54.0,68.8,9.7,4.1,13.8,100.0,125.2,87.3,129
2012-01-01,201201010CHI,MEM,240,.355,.315,.107,.167,26.9,60.5,42.1,50.0,11.1,5.6,15.1,100.0,71.3,115.9,64,CHI,240,.537,.494,.155,.345,39.5,73.1,57.9,61.5,11.1,16.0,12.6,100.0,115.9,71.3,104
2012-01-01,201201010CLE,NJN,240,.492,.430,.310,.394,23.5,70.6,47.1,59.3,12.1,11.5,20.1,100.0,90.1,107.7,82,CLE,240,.592,.590,.333,.141,29.4,76.5,52.9,63.2,12.1,20.4,19.4,100.0,107.7,90.1,98
2012-01-01,201201010WAS,BOS,240,.559,.534,.162,.311,21.6,76.7,51.3,70.3,7.8,8.1,16.0,100.0,104.2,95.3,94,WAS,240,.488,.423,.205,.295,23.3,78.4,48.8,46.9,10.0,12.9,13.7,100.0,95.3,104.2,86
2012-01-01,201201010DEN,LAL,240,.457,.420,.261,.273,23.5,86.5,50.0,54.3,8.2,7.5,13.2,100.0,92.5,101.8,90,DEN,240,.567,.479,.254,.521,13.5,76.5,50.0,63.6,9.3,3.1,14.7,100.0,101.8,92.5,99
2012-01-01,201201010MIN,DAL,240,.475,.422,.312,.273,14.0,63.0,39.3,58.6,11.8,14.3,16.5,100.0,88.0,106.2,82,MIN,240,.518,.482,.259,.282,37.0,86.0,60.7,41.7,7.5,5.7,14.3,100.0,106.2,88.0,99
2012-01-01,201201010SAC,NOH,240,.416,.404,.169,.180,43.1,76.0,59.4,66.7,4.4,3.2,16.5,100.0,88.6,106.4,80,SAC,240,.509,.459,.271,.247,24.0,56.9,40.6,45.7,13.3,8.1,9.6,100.0,106.4,88.6,96
2012-01-01,201201010LAC,POR,240,.502,.449,.192,.282,30.2,80.5,54.8,60.6,9.4,3.9,19.3,100.0,92.3,97.5,88,LAC,240,.543,.520,.320,.320,19.5,69.8,45.2,69.4,11.5,3.2,19.7,100.0,97.5,92.3,93
2012-01-02,201201020BOS,WAS,240,.494,.440,.133,.277,29.5,70.7,49.4,40.0,11.1,15.9,10.6,100.0,102.0,110.9,92,BOS,240,.542,.518,.241,.253,29.3,70.5,50.6,73.7,3.3,5.6,14.0,100.0,110.9,102.0,100
2012-01-02,201201020NJN,IND,240,.628,.609,.269,.231,41.2,58.3,51.2,63.4,8.3,9.8,14.9,100.0,128.3,111.7,108,NJN,240,.468,.410,.315,.292,41.7,58.8,48.8,45.5,10.7,17.5,9.1,100.0,111.7,128.3,94
2012-01-02,201201020DET,ORL,240,.540,.508,.349,.333,20.0,65.6,41.8,71.4,14.8,5.6,19.0,100.0,96.5,110.1,78,DET,240,.582,.516,.129,.532,34.4,80.0,58.2,61.3,9.9,7.3,18.2,100.0,110.1,96.5,89
2012-01-02,201201020MIA,ATL,240,.551,.530,.195,.244,24.4,76.9,50.0,48.7,11.2,8.3,9.9,100.0,111.5,102.6,100,MIA,240,.539,.500,.178,.384,23.1,75.6,50.0,67.6,5.6,4.5,15.8,100.0,102.6,111.5,92
2012-01-02,201201020NYK,TOR,240,.557,.493,.250,.426,10.8,87.0,53.0,70.0,5.4,11.6,18.2,100.0,97.2,91.8,90,NYK,240,.478,.423,.449,.321,13.0,89.2,47.0,50.0,8.6,5.9,11.0,100.0,91.8,97.2,85
2012-01-02,201201020DEN,MIL,240,.463,.449,.216,.125,20.0,69.0,43.7,51.4,8.5,12.5,13.1,100.0,91.1,96.4,86,DEN,240,.480,.422,.229,.325,31.0,80.0,56.3,66.7,7.4,8.7,14.4,100.0,96.4,91.1,91
2012-01-02,201201020UTA,NOH,240,.555,.520,.135,.216,20.6,76.9,50.7,59.5,5.7,6.6,15.6,100.0,103.0,107.5,90,UTA,240,.546,.520,.197,.303,23.1,79.4,49.3,54.1,6.9,9.4,12.2,100.0,107.5,103.0,94
2012-01-02,201201020MIN,SAS,240,.526,.482,.244,.256,22.5,75.0,44.1,72.2,10.2,6.0,9.0,100.0,108.9,120.2,96,MIN,240,.683,.662,.296,.211,25.0,77.5,55.9,43.9,4.5,11.3,19.7,100.0,120.2,108.9,106
2012-01-02,201201020DAL,OKC,240,.492,.435,.247,.338,28.6,72.5,50.0,38.7,6.9,7.8,12.8,100.0,99.8,114.8,87,DAL,240,.563,.519,.200,.250,27.5,71.4,50.0,53.8,9.2,6.9,11.9,100.0,114.8,99.8,100
2012-01-02,201201020PHO,GSW,240,.563,.549,.236,.278,17.5,64.4,42.4,75.0,6.7,4.7,17.4,100.0,102.0,114.4,91,PHO,240,.530,.494,.264,.241,35.6,82.5,57.6,59.0,6.7,3.6,10.3,100.0,114.4,102.0,102
2012-01-03,201201030CHI,ATL,240,.407,.375,.188,.313,21.7,75.6,48.4,67.9,9.0,6.7,11.7,100.0,83.2,85.4,74,CHI,240,.430,.364,.221,.338,24.4,78.3,51.6,61.5,7.9,12.3,13.7,100.0,85.4,83.2,76
2012-01-03,201201030CLE,CHA,240,.513,.467,.156,.211,23.8,80.0,52.9,50.0,2.0,8.7,11.7,100.0,102.2,116.4,101,CLE,240,.567,.556,.233,.289,20.0,76.2,47.1,55.6,9.1,10.5,8.1,100.0,116.4,102.2,115
2012-01-03,201201030UTA,MIL,240,.358,.316,.221,.168,36.5,71.4,49.0,55.2,8.9,9.4,12.1,100.0,80.9,94.2,73,UTA,240,.543,.508,.197,.424,28.6,63.5,51.0,75.0,10.0,16.2,23.5,100.0,94.2,80.9,85
2012-01-03,201201030OKC,POR,240,.561,.487,.197,.474,26.8,77.8,53.5,58.8,6.8,6.3,8.9,100.0,116.0,104.7,103,OKC,240,.504,.464,.241,.253,22.2,73.2,46.5,61.1,7.9,9.8,9.8,100.0,104.7,116.0,93
2012-01-03,201201030LAL,HOU,240,.500,.484,.323,.073,18.9,73.7,41.8,65.9,8.5,0.0,7.5,100.0,104.7,114.2,99,LAL,240,.601,.558,.179,.346,26.3,81.1,58.2,61.0,2.1,6.2,14.3,100.0,114.2,104.7,108
2012-01-03,201201030MEM,SAC,240,.515,.464,.289,.277,29.2,64.3,45.6,38.2,11.4,6.0,16.9,100.0,99.7,117.3,96,MEM,240,.576,.560,.088,.176,35.7,70.8,54.4,40.0,14.5,3.4,13.3,100.0,117.3,99.7,113
2012-01-04,201201040TOR,CLE,240,.416,.340,.284,.321,26.5,82.1,51.1,66.7,7.0,12.0,10.6,100.0,89.8,107.3,77,TOR,240,.556,.532,.351,.169,17.9,73.5,48.9,63.9,4.7,6.9,11.7,100.0,107.3,89.8,92
2012-01-04,201201040BOS,NJN,240,.446,.432,.270,.135,23.3,66.7,43.0,50.0,10.0,1.8,14.2,100.0,87.7,111.5,70,BOS,240,.555,.535,.225,.296,33.3,76.7,57.0,68.6,8.8,7.4,13.9,100.0,111.5,87.7,89
2012-01-04,201201040DET,CHI,240,.581,.559,.158,.276,22.9,74.4,51.3,77.5,6.7,6.1,15.0,100.0,109.9,92.1,99,DET,240,.445,.415,.068,.136,25.6,77.1,48.7,50.0,10.0,1.6,10.5,100.0,92.1,109.9,83
2012-01-04,201201040ORL,WAS,240,.421,.376,.129,.194,27.5,63.8,44.9,35.3,7.6,12.1,8.2,100.0,92.4,111.9,85,ORL,240,.536,.506,.224,.294,36.2,72.5,55.1,69.2,4.3,3.7,13.5,100.0,111.9,92.4,103
2012-01-04,201201040MIA,IND,240,.482,.384,.275,.565,20.5,79.4,46.2,50.0,7.2,5.1,21.1,100.0,85.8,121.9,83,MIA,240,.639,.575,.263,.350,20.6,79.5,53.8,59.5,12.4,2.0,12.3,100.0,121.9,85.8,118
2012-01-04,201201040DEN,SAC,240,.401,.333,.226,.258,25.9,75.0,41.9,40.0,15.6,10.4,13.4,100.0,81.0,107.3,83,DEN,240,.642,.625,.118,.289,25.0,74.1,58.1,67.4,13.7,15.3,24.0,100.0,107.3,81.0,110
2012-01-04,201201040NYK,CHA,240,.626,.594,.129,.247,19.4,73.2,48.1,57.4,9.2,0.0,12.1,100.0,120.3,112.2,118,NYK,240,.586,.559,.341,.235,26.8,80.6,51.9,45.2,8.2,6.8,15.3,100.0,112.2,120.3,110
2012-01-04,201201040SAS,GSW,240,.538,.519,.250,.238,12.2,78.0,45.1,48.6,9.8,9.8,10.2,100.0,103.8,110.4,95,SAS,240,.570,.538,.218,.308,22.0,87.8,54.9,62.2,4.4,11.7,12.8,100.0,110.4,103.8,101
2012-01-04,201201040LAC,HOU,240,.533,.507,.211,.224,17.6,84.4,50.0,42.9,3.2,0.0,18.5,100.0,95.3,125.3,89,LAC,240,.632,.610,.195,.293,15.6,82.4,50.0,63.8,12.8,5.0,7.0,100.0,125.3,95.3,117
2012-01-04,201201040MIN,MEM,240,.495,.431,.113,.313,29.8,65.3,47.9,48.5,14.8,3.3,9.9,100.0,102.6,98.0,90,MIN,240,.465,.445,.256,.293,34.7,70.2,52.1,45.5,5.7,4.2,15.5,100.0,98.0,102.6,86
2012-01-04,201201040NOH,PHI,240,.538,.500,.186,.209,26.8,69.2,47.5,53.7,9.1,10.1,7.8,100.0,114.9,105.8,101,NOH,240,.517,.462,.127,.316,30.8,73.2,52.5,60.0,6.8,7.1,12.6,100.0,105.8,114.9,93
2012-01-04,201201040DAL,PHO,240,.502,.482,.207,.183,24.4,62.0,44.2,48.6,6.6,4.3,14.5,100.0,97.8,107.6,89,DAL,240,.489,.462,.242,.231,38.0,75.6,55.8,78.9,11.0,3.1,11.5,100.0,107.6,97.8,98
2012-01-05,201201050ATL,MIA,315,.517,.480,.275,.225,28.0,73.7,52.3,55.6,5.3,8.3,15.8,100.0,101.7,95.5,116,ATL,315,.477,.415,.234,.489,26.3,72.0,47.7,61.1,8.8,6.8,13.0,100.0,95.5,101.7,109
2012-01-05,201201050POR,LAL,240,.528,.468,.139,.342,31.0,77.3,54.7,40.5,2.2,7.8,12.5,100.0,106.3,118.5,96,POR,240,.533,.489,.135,.292,22.7,69.0,45.3,48.8,5.5,10.3,3.8,100.0,118.5,106.3,107
2012-01-05,201201050SAS,DAL,240,.412,.357,.247,.273,25.0,82.0,55.3,40.7,5.6,15.1,14.8,100.0,80.0,104.8,71,SAS,240,.500,.488,.384,.186,18.0,75.0,44.7,64.7,10.1,1.7,7.9,100.0,104.8,80.0,93
2012-01-05,201201050SAC,MIL,240,.587,.572,.250,.276,17.9,51.1,36.0,66.7,12.6,2.9,19.0,100.0,104.7,107.8,100,SAC,240,.494,.429,.231,.330,48.9,82.1,64.0,43.2,10.5,7.0,15.4,100.0,107.8,104.7,103
2012-01-06,201201060BOS,IND,240,.495,.450,.175,.225,34.1,82.5,57.1,53.1,10.0,1.9,11.1,100.0,108.2,92.0,87,BOS,240,.483,.432,.212,.364,17.5,65.9,42.9,61.5,5.0,12.1,13.6,100.0,92.0,108.2,74
2012-01-06,201201060TOR,NJN,240,.528,.481,.388,.338,30.2,77.5,53.0,67.7,7.1,0.0,9.8,100.0,114.8,100.6,97,TOR,240,.522,.493,.233,.260,22.5,69.8,47.0,57.6,8.3,20.4,13.8,100.0,100.6,114.8,85
2012-01-06,201201060PHI,DET,240,.396,.360,.116,.163,28.0,68.3,46.2,58.1,10.2,4.5,13.2,100.0,82.5,108.5,73,PHI,240,.522,.488,.212,.188,31.7,72.0,53.8,59.0,10.2,10.5,11.5,100.0,108.5,82.5,96
2012-01-06,201201060ORL,CHI,240,.519,.488,.163,.198,33.3,78.0,55.4,71.1,11.3,7.3,11.4,100.0,109.3,93.5,97,ORL,240,.493,.447,.267,.280,22.0,66.7,44.6,50.0,5.6,4.2,16.8,100.0,93.5,109.3,83
2012-01-06,201201060CHA,ATL,265,.500,.479,.211,.168,34.8,69.8,51.7,69.0,8.6,5.8,12.1,100.0,109.3,102.9,102,CHA,265,.518,.500,.207,.149,30.2,65.2,48.3,57.5,5.4,12.0,13.1,100.0,102.9,109.3,96
