DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS
2017-10-17,201710170CLE,BOS,240,.500,.455,.364,.284,18.0,80.4,47.9,66.7,11.1,6.6,9.2,100.0,99.7,102.7,99,CLE,240,.543,.488,.265,.301,19.6,82.0,52.1,50.0,3.0,7.1,15.3,100.0,102.7,99.7,102
2017-10-17,201710170GSW,HOU,240,.579,.562,.423,.196,22.2,84.6,51.2,59.6,8.8,10.0,10.2,100.0,119.6,118.6,122,GSW,240,.678,.638,.375,.263,15.4,77.8,48.8,79.1,4.9,16.1,16.0,100.0,118.6,119.6,121
2017-10-18,201710180BOS,MIL,240,.605,.546,.276,.395,15.8,78.0,51.1,50.0,6.1,6.3,14.4,100.0,110.4,102.2,108,BOS,240,.499,.489,.308,.231,22.0,84.2,48.9,59.0,12.3,3.6,10.7,100.0,102.2,110.4,100
2017-10-18,201710180IND,BRK,240,.606,.543,.319,.340,25.0,69.6,47.8,48.9,6.2,2.9,15.6,100.0,115.7,123.6,131,IND,240,.603,.564,.333,.314,30.4,75.0,52.2,54.7,10.6,14.1,10.8,100.0,123.6,115.7,140
2017-10-18,201710180ORL,MIA,240,.502,.475,.297,.168,22.0,75.0,46.8,61.4,5.7,5.8,10.7,100.0,103.6,110.3,109,ORL,240,.564,.522,.233,.322,25.0,78.0,53.2,51.2,7.6,12.7,12.0,100.0,110.3,103.6,116
2017-10-18,201710180DET,CHO,240,.525,.459,.411,.397,7.3,83.0,50.0,55.2,4.1,4.3,16.5,100.0,91.4,103.6,90,DET,240,.504,.474,.271,.125,17.0,92.7,50.0,58.5,14.2,7.0,7.3,100.0,103.6,91.4,102
2017-10-18,201710180WAS,PHI,240,.567,.543,.376,.204,23.4,69.8,48.0,58.1,5.8,8.0,14.4,100.0,110.3,115.1,115,WAS,240,.528,.464,.227,.392,30.2,76.6,52.0,50.0,7.7,17.2,7.3,100.0,115.1,110.3,120
2017-10-18,201710180UTA,DEN,240,.583,.552,.351,.156,18.9,83.8,51.4,58.3,4.2,5.3,19.6,100.0,101.6,112.2,96,UTA,240,.602,.562,.296,.198,16.2,81.1,48.6,68.3,9.5,10.0,14.6,100.0,112.2,101.6,106
2017-10-18,201710180SAS,MIN,240,.520,.482,.224,.271,22.4,72.1,45.7,62.2,7.4,5.9,12.0,100.0,104.8,113.3,99,SAS,240,.550,.506,.236,.213,27.9,77.6,54.3,53.7,8.5,16.7,10.2,100.0,113.3,104.8,107
2017-10-18,201710180SAC,HOU,240,.548,.470,.542,.349,26.7,78.0,51.2,57.6,7.3,4.6,12.8,100.0,109.1,103.9,105,SAC,240,.541,.523,.261,.114,22.0,73.3,48.8,45.2,5.2,10.5,15.5,100.0,103.9,109.1,100
2017-10-18,201710180DAL,ATL,240,.582,.559,.191,.160,30.4,80.0,54.9,41.7,11.2,14.6,11.4,100.0,118.7,112.6,117,DAL,240,.583,.541,.523,.244,20.0,69.6,45.1,71.1,5.1,5.3,13.6,100.0,112.6,118.7,111
2017-10-18,201710180MEM,NOP,240,.496,.424,.316,.367,34.8,70.0,53.1,50.0,4.3,19.0,15.6,100.0,97.6,110.4,91,MEM,240,.494,.473,.315,.304,30.0,65.2,46.9,48.7,9.6,14.8,9.5,100.0,110.4,97.6,103
2017-10-18,201710180PHO,POR,240,.606,.567,.267,.311,39.5,80.8,63.3,50.0,8.1,11.3,13.5,100.0,125.6,77.0,124,PHO,240,.392,.354,.303,.202,19.2,60.5,36.7,35.7,9.1,12.1,14.2,100.0,77.0,125.6,76
2017-10-19,201710190TOR,CHI,240,.516,.472,.360,.202,21.7,69.0,44.3,59.5,7.0,3.7,16.4,100.0,100.1,117.2,100,TOR,240,.614,.548,.349,.337,31.0,78.3,55.7,66.7,10.0,7.0,15.1,100.0,117.2,100.1,117
2017-10-19,201710190OKC,NYK,240,.481,.449,.304,.241,28.2,69.8,50.0,59.4,8.1,7.7,22.2,100.0,85.0,106.2,84,OKC,240,.527,.494,.422,.244,30.2,71.8,50.0,66.7,14.2,12.7,15.3,100.0,106.2,85.0,105
2017-10-19,201710190LAL,LAC,240,.479,.449,.308,.121,29.8,77.8,53.2,54.8,11.3,4.0,11.0,100.0,102.0,86.9,108,LAL,240,.455,.429,.176,.253,22.2,70.2,46.8,56.8,7.6,9.5,15.8,100.0,86.9,102.0,92
2017-10-20,201710200MIL,CLE,240,.656,.611,.321,.210,29.0,81.4,59.5,56.8,8.6,6.4,16.1,100.0,125.2,104.7,116,MIL,240,.556,.530,.427,.146,18.6,71.0,40.5,60.5,9.7,3.6,13.8,100.0,104.7,125.2,97
2017-10-20,201710200PHI,BOS,240,.520,.476,.345,.381,29.8,74.5,53.9,45.7,4.0,8.3,16.2,100.0,102.5,92.4,102,PHI,240,.464,.435,.348,.174,25.5,70.2,46.1,57.1,7.0,7.3,13.9,100.0,92.4,102.5,92
2017-10-20,201710200BRK,ORL,240,.633,.607,.371,.169,21.4,67.4,45.5,66.7,8.4,4.6,18.7,100.0,112.6,117.3,121,BRK,240,.587,.549,.293,.380,32.6,78.6,54.5,47.8,12.1,10.7,14.4,100.0,117.3,112.6,126
2017-10-20,201710200IND,POR,240,.556,.532,.200,.179,25.0,87.0,56.7,41.3,5.1,10.0,8.1,100.0,117.0,98.5,114,IND,240,.519,.474,.231,.423,13.0,75.0,43.3,42.9,1.0,5.3,11.5,100.0,98.5,117.0,96
2017-10-20,201710200CHO,ATL,240,.450,.416,.316,.147,11.8,72.7,40.0,52.8,10.4,8.0,11.4,100.0,86.3,103.4,91,CHO,240,.549,.494,.419,.349,27.3,88.2,60.0,45.9,4.7,6.2,17.5,100.0,103.4,86.3,109
2017-10-20,201710200WAS,DET,240,.579,.552,.264,.230,25.0,76.7,47.1,44.2,12.1,1.7,16.6,100.0,111.8,115.9,111,WAS,240,.636,.573,.227,.467,23.3,75.0,52.9,62.5,12.1,10.9,15.0,100.0,115.9,111.8,115
2017-10-20,201710200MIN,UTA,240,.574,.539,.286,.221,17.1,75.6,46.3,62.2,10.5,13.6,18.4,100.0,102.0,105.2,97,MIN,240,.541,.488,.272,.321,24.4,82.9,53.7,47.2,11.6,3.6,14.0,100.0,105.2,102.0,100
2017-10-20,201710200NOP,GSW,240,.635,.609,.446,.217,22.2,70.9,49.0,61.7,5.6,12.9,15.2,100.0,119.3,111.8,128,NOP,240,.557,.541,.367,.224,29.1,77.8,51.0,57.8,7.5,7.8,13.6,100.0,111.8,119.3,120
2017-10-20,201710200DAL,SAC,240,.502,.483,.264,.149,35.6,85.4,61.3,54.1,9.1,7.1,13.1,100.0,105.9,100.2,93,DAL,240,.522,.487,.440,.280,14.6,64.4,38.7,61.3,9.1,10.9,12.5,100.0,100.2,105.9,88
2017-10-20,201710200PHO,LAL,240,.614,.581,.280,.355,11.1,78.7,45.7,45.8,6.8,4.8,14.3,100.0,112.7,110.9,132,PHO,240,.598,.565,.315,.413,21.3,88.9,54.3,37.8,6.8,13.4,14.9,100.0,110.9,112.7,130
2017-10-21,201710210TOR,PHI,240,.480,.439,.293,.439,15.7,80.5,44.6,56.3,4.7,8.9,17.0,100.0,87.4,119.1,94,TOR,240,.608,.545,.494,.416,19.5,84.3,55.4,54.8,4.7,17.2,11.0,100.0,119.1,87.4,128
2017-10-21,201710210MIL,POR,240,.571,.488,.346,.432,31.7,80.6,54.5,52.9,10.4,9.7,14.2,100.0,113.9,117.0,110,MIL,240,.606,.569,.225,.375,19.4,68.3,45.5,52.4,9.3,15.1,13.1,100.0,117.0,113.9,113
2017-10-21,201710210CLE,ORL,240,.577,.539,.389,.222,26.7,77.6,53.2,70.0,7.2,9.8,10.8,100.0,116.4,95.0,114,CLE,240,.475,.424,.291,.314,22.4,73.3,46.8,45.5,4.1,12.7,14.0,100.0,95.0,116.4,93
2017-10-21,201710210NYK,DET,240,.569,.533,.330,.165,35.7,70.0,52.4,47.7,5.5,3.9,10.9,100.0,121.8,117.4,111,NYK,240,.565,.506,.370,.383,30.0,64.3,47.6,54.1,6.6,3.3,11.3,100.0,117.4,121.8,107
2017-10-21,201710210MIA,IND,240,.513,.484,.198,.219,25.0,84.2,50.0,41.9,9.0,7.5,8.7,100.0,108.1,112.2,108,MIA,240,.601,.598,.391,.161,15.8,75.0,50.0,53.3,6.0,14.3,13.1,100.0,112.2,108.1,112
2017-10-21,201710210DEN,SAC,240,.435,.412,.259,.153,23.1,60.0,40.2,48.4,6.7,5.5,12.5,100.0,88.6,107.7,79,DEN,240,.512,.494,.353,.235,40.0,76.9,59.8,67.6,7.9,3.2,14.6,100.0,107.7,88.6,96
2017-10-21,201710210CHI,SAS,240,.435,.414,.129,.172,25.9,82.6,52.0,65.8,8.4,5.6,9.9,100.0,91.5,80.9,87,CHI,240,.448,.427,.341,.110,17.4,74.1,48.0,58.1,3.2,6.2,18.1,100.0,80.9,91.5,77
2017-10-21,201710210HOU,DAL,240,.488,.446,.369,.250,14.8,80.5,43.2,61.3,6.2,0.0,13.1,100.0,94.4,111.0,91,HOU,240,.584,.543,.573,.268,19.5,85.2,56.8,43.6,12.4,7.5,12.4,100.0,111.0,94.4,107
2017-10-21,201710210UTA,OKC,240,.504,.481,.423,.244,19.0,81.1,48.1,46.9,15.1,8.3,16.4,100.0,93.6,103.3,87,UTA,240,.577,.552,.377,.182,18.9,81.0,51.9,57.9,11.8,8.9,17.8,100.0,103.3,93.6,96
2017-10-21,201710210LAC,PHO,240,.502,.423,.338,.535,8.7,76.2,40.9,70.4,7.9,4.8,17.8,100.0,86.7,128.1,88,LAC,240,.642,.614,.295,.341,23.8,91.3,59.1,54.2,11.8,4.3,10.6,100.0,128.1,86.7,130
