GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
201710170CLE,BOS,0.567939024,0.525792683,0.393609756,0.275121951,20.96707317,75.51829268,48.51463415,65.27439024,7.747560976,7.102439024,11.69268293,111.8853659,109.1597561,CLE,0.580195122,0.5475,0.399207317,0.277060976,21.81829268,75.83170732,49.72073171,56.25731707,6.774390244,6.6,12.1695122,114.2512195,110.9902439
201710170GSW,HOU,0.584536585,0.546085366,0.462378049,0.307134146,24.35853659,76.05487805,50.10243902,62.58658537,8.134146341,7.179268293,12.76707317,115.5865854,109.954878,GSW,0.598634146,0.565121951,0.359060976,0.261317073,22.55243902,75,50.53536585,70.31097561,9.576829268,11.07195122,12.95243902,116.2512195,104.5695122
201710180BOS,MIL,0.56595122,0.529365854,0.291256098,0.277743902,21.37317073,75.67317073,48.79878049,62.19756098,8.570731707,9.832926829,12.68292683,109.9256098,110.1597561,BOS,0.5,0.455,0.364,0.284,18,80.4,47.9,66.7,11.1,6.6,9.2,99.7,102.7
201710180IND,BRK,0.552060976,0.508768293,0.371085366,0.29254878,19.24268293,76.5695122,48.15487805,56.66219512,7.15,7.393902439,14.25365854,104.6134146,111.3280488,IND,0.557888889,0.516111111,0.273234568,0.265395062,20.87037037,75.49382716,48.66419753,57.15061728,8.432098765,9.055555556,12.31851852,109.0975309,109.3777778
201710180ORL,MIA,0.542341463,0.513573171,0.315292683,0.254292683,23.98170732,76.54390244,50.13170732,54.55121951,7.541463415,9.369512195,11.65,108.7280488,107.652439,ORL,0.524170732,0.489243902,0.300341463,0.24754878,21.38780488,77.49268293,48.59146341,57.82439024,7.3,8.057317073,11.74756098,104.2317073,111.1121951
201710180DET,CHO,0.54845122,0.502170732,0.335987805,0.281756098,19.70487805,79.80487805,49.49390244,60.95609756,7.284146341,8.624390244,10.2402439,109.5670732,109.3158537,DET,0.52104878,0.492231707,0.263560976,0.220463415,24.05121951,81.36463415,51.54390244,53.1195122,7.334146341,6.625609756,10.49512195,106.5280488,107.9073171
201710180WAS,PHI,0.539679012,0.502135802,0.348839506,0.259419753,22.1617284,75.57530864,48.8,63.17777778,8.498765432,8.645679012,14.3691358,103.7790123,109.5790123,WAS,0.565829268,0.529353659,0.28502439,0.255719512,23.79878049,75.84512195,49.92195122,57.67926829,8.641463415,7.084146341,12.21707317,111.9792683,110.0536585
201710180SAS,MIN,0.555792683,0.511621951,0.248914634,0.290219512,27.13170732,76.16707317,51.15487805,59.85,8.385365854,7.942682927,12.33414634,111.55,112.7378049,SAS,0.565304878,0.52547561,0.281231707,0.266768293,23.62073171,77.80487805,51.39268293,60.35609756,8.462195122,9.992682927,12.12926829,111.8085366,104.2487805
201710180UTA,DEN,0.569634146,0.531707317,0.329914634,0.280731707,26.97439024,78.80609756,53.30365854,61.38414634,7.043902439,6.309756098,12.81585366,113.8963415,113.4365854,UTA,0.564195122,0.528195122,0.328060976,0.291378049,22.89756098,79.19268293,51.85121951,54.35609756,7.320731707,8.37804878,12.61463415,110.4560976,106.1853659
201710180SAC,HOU,0.579,0.562,0.423,0.196,22.2,84.6,51.2,59.6,8.8,10,10.2,119.6,118.6,SAC,0.557426829,0.517304878,0.292292683,0.287804878,20.87804878,76.52073171,48.94512195,59.50365854,7.984146341,7.514634146,13.22560976,107.9719512,112.1817073
