GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
201510270ATL,DET,0.515646341,0.483231707,0.29147561,0.263378049,27.48780488,75.13414634,50.35243902,58.27439024,8.193902439,7.6,11.66097561,106.2121951,107.3560976,ATL,0.56497561,0.528585366,0.321487805,0.261963415,21.23536585,73.52317073,48.21341463,67.59512195,9.707317073,8.168292683,12.86097561,109.995122,103.9780488
201510270GSW,NOP,0.538695122,0.50195122,0.233390244,0.265756098,26.80853659,75.29512195,51.15365854,58.09268293,7.340243902,9.704878049,11.97682927,108.954878,108.1512195,GSW,0.572963415,0.541439024,0.31154878,0.242865854,23.63292683,74.89878049,50.11341463,65.8195122,9.475609756,9.406097561,12.80487805,112.1756098,101.852439
201510270CHI,CLE,0.557634146,0.520231707,0.335890244,0.290878049,26.62804878,75.00853659,51.06097561,58.61707317,7.957317073,6.815853659,12.84146341,111.9329268,107.1268293,CHI,0.538073171,0.49104878,0.269463415,0.308256098,26.58170732,74.33536585,51.22195122,59.27560976,6.748780488,8.553658537,12.25731707,108.4780488,105.0987805
201510280MIL,NYK,0.509292683,0.471707317,0.240329268,0.238597561,24.31707317,73.35853659,48.07317073,60.65121951,7.668292683,7.869512195,13.18780488,100.8841463,111.0146341,MIL,0.538280488,0.501743902,0.224390244,0.262268293,24.91585366,73.6195122,49.50121951,62.64268293,10.1695122,8.435365854,14.91585366,103.5695122,103.1804878
201510280TOR,IND,0.524792683,0.485865854,0.255658537,0.269341463,23.99390244,78.32926829,51.27439024,58.49756098,6.591463415,7.332926829,12.50365854,104.4378049,104.0426829,TOR,0.553512195,0.509036585,0.302060976,0.298439024,25.44756098,73.39634146,49.48170732,54.89268293,8.05,7.245121951,11.45121951,112.0597561,108.6926829
201510280BOS,PHI,0.49502439,0.460195122,0.318536585,0.290695122,25.28292683,73.05609756,48.02804878,60.68292683,10.09146341,9.858536585,15.34634146,96.39634146,105.7012195,BOS,0.524414634,0.490280488,0.280902439,0.236402439,24.5,75.28780488,49.6097561,62.96219512,8.495121951,5.767073171,12.01463415,105.3207317,105.1719512
201510280ORL,WAS,0.536060976,0.501207317,0.203353659,0.262804878,24.82560976,77.47195122,51.75,62.57560976,7.770731707,7.72195122,13.46219512,104.5573171,103.7219512,ORL,0.52547561,0.494682927,0.235853659,0.232804878,22.71707317,76.47195122,49.04512195,54.86341463,8.404878049,6.434146341,13.54268293,102.2597561,108.3365854
201510280DET,UTA,0.53304878,0.495085366,0.275231707,0.301695122,28.85487805,76.41219512,52.82560976,56.62560976,8.412195122,10.12682927,13.72926829,106.1902439,105.9060976,DET,0.493,0.448,0.302,0.271,41.1,83.7,59.6,62.2,5.2,5.5,12.3,111.2,98.6
201510280BRK,CHI,0.499,0.466,0.218,0.264,15.2,78.4,48.5,35.1,6,15.4,11.8,97.5,95.5,BRK,0.529829268,0.4925,0.241365854,0.270317073,23.53902439,74.0695122,48.90731707,56.11707317,7.543902439,6.87195122,12.61463415,105.1512195,108.2012195
201510280MIA,CHO,0.498695122,0.456804878,0.227231707,0.271658537,22.06341463,79.64390244,50.02926829,56.64512195,6.475609756,8.784146341,10.55731707,100.9195122,104.4402439,MIA,0.541231707,0.500902439,0.263195122,0.311182927,22.97195122,73.84634146,48.83414634,56.32439024,8.632926829,7.93902439,13.65731707,104.8646341,107.9146341
