GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,A_PTS,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg,H_PTS
201810210LAC,HOU,0.5666666666666665,0.5399999999999999,0.451,0.2476666666666667,19.266666666666666,73.36666666666667,45.833333333333336,56.29999999999999,6.8,8.299999999999999,11.233333333333334,112.26666666666667,116.63333333333334,112.0,LAC,0.5423333333333334,0.48100000000000004,0.3066666666666667,0.3363333333333334,22.733333333333334,76.93333333333334,50.633333333333326,57.46666666666667,4.733333333333333,10.700000000000001,11.666666666666666,108.39999999999999,105.0,115.0
201810220MIL,NYK,0.5252500000000001,0.48775,0.32925,0.24525,22.35,72.3,45.875,48.85,8.825,4.675000000000001,9.475,109.175,108.75,113.0,MIL,0.5869999999999999,0.566,0.43733333333333335,0.237,29.5,80.49999999999999,56.4,61.1,6.166666666666667,10.633333333333333,14.733333333333334,115.16666666666667,105.8,124.0
201810220TOR,CHO,0.54975,0.52225,0.39175,0.22225,23.425,76.75,47.35,58.22500000000001,6.175,14.025,10.675,111.89999999999999,109.2,106.0,TOR,0.59575,0.5660000000000001,0.37925,0.2485,23.549999999999997,74.15,52.0,57.075,6.0,9.25,11.3,118.175,105.875,127.0
201810220BOS,ORL,0.494,0.46825,0.3235,0.20775,23.625,75.025,48.625,62.64999999999999,7.05,9.825,10.95,101.15,107.875,93.0,BOS,0.50125,0.4695,0.3725,0.1865,23.674999999999997,80.425,51.35,60.724999999999994,6.2749999999999995,6.925,12.125,100.275,99.3,90.0
201810220GSW,PHO,0.5756666666666667,0.538,0.4403333333333333,0.28733333333333333,20.833333333333332,79.53333333333335,49.73333333333334,70.0,6.366666666666667,4.2,15.5,106.59999999999998,114.7,103.0,GSW,0.58575,0.54775,0.31975,0.24874999999999997,22.925,73.825,50.625,65.175,8.075,11.450000000000001,15.075,111.525,104.975,123.0
201810220POR,WAS,0.5443333333333333,0.49566666666666664,0.365,0.359,18.366666666666667,65.96666666666667,42.4,51.36666666666667,7.600000000000001,16.533333333333335,9.9,108.66666666666667,110.03333333333335,125.0,POR,0.5776666666666667,0.5263333333333333,0.3706666666666667,0.26766666666666666,26.63333333333333,78.83333333333333,54.666666666666664,50.73333333333333,6.166666666666667,8.566666666666666,12.466666666666667,116.26666666666665,109.2,124.0
201810220UTA,MEM,0.523,0.4676666666666667,0.33299999999999996,0.39133333333333337,15.999999999999998,71.89999999999999,43.23333333333333,64.93333333333332,10.266666666666667,5.6000000000000005,10.033333333333333,103.09999999999998,105.86666666666667,92.0,UTA,0.5673333333333334,0.5196666666666667,0.4163333333333334,0.36233333333333334,19.133333333333336,83.83333333333333,51.666666666666664,57.76666666666667,8.2,7.3,14.233333333333334,108.10000000000001,109.3,84.0
201810220LAL,SAS,0.556,0.5223333333333333,0.286,0.2813333333333334,28.666666666666668,73.33333333333333,49.03333333333333,62.666666666666664,5.433333333333334,5.900000000000001,7.6000000000000005,119.0,121.96666666666665,143.0,LAL,0.5650000000000001,0.5403333333333333,0.3356666666666667,0.245,20.233333333333334,75.2,47.800000000000004,56.46666666666667,6.933333333333333,12.233333333333334,10.699999999999998,112.5,118.3,142.0
201810220DAL,CHI,0.5693333333333334,0.5433333333333333,0.2853333333333334,0.227,14.700000000000001,69.93333333333334,44.133333333333326,55.53333333333333,4.6000000000000005,8.033333333333333,12.6,108.76666666666665,117.33333333333333,109.0,DAL,0.5663333333333334,0.529,0.4633333333333334,0.26666666666666666,29.666666666666668,81.39999999999999,52.333333333333336,65.13333333333334,7.666666666666667,9.366666666666667,11.233333333333334,117.7,121.96666666666665,115.0
201810220MIN,IND,0.56125,0.5435,0.266,0.21999999999999997,26.225,79.525,52.775,47.425,6.65,10.2,13.825,109.0,103.2,91.0,MIN,0.5905,0.52425,0.30125,0.36425,22.650000000000002,68.5,47.55,58.474999999999994,9.1,9.35,12.225,116.45,113.95000000000002,101.0
201810230DET,PHI,0.55825,0.5245,0.369,0.24474999999999997,20.674999999999997,78.57499999999999,51.025,64.925,6.999999999999999,8.925,10.825000000000001,110.125,110.00000000000001,132.0,DET,0.5306666666666667,0.49333333333333335,0.321,0.239,28.53333333333333,84.53333333333333,52.46666666666667,49.36666666666667,4.2,7.5,8.633333333333335,113.46666666666665,111.5,133.0
201810230DEN,SAC,0.59825,0.5822499999999999,0.26549999999999996,0.25025000000000003,19.35,72.5,45.075,50.775,7.5,7.1000000000000005,11.825,114.32500000000002,121.25,112.0,DEN,0.548,0.49924999999999997,0.32,0.366,27.75,82.07499999999999,55.375,61.625,10.024999999999999,11.075,10.375,113.1,99.94999999999999,126.0
201810230NOP,LAC,0.5445000000000001,0.48575,0.28750000000000003,0.32975000000000004,22.05,76.7,50.349999999999994,54.075,4.75,9.475,12.225,107.57499999999999,106.725,109.0,NOP,0.604,0.5726666666666667,0.2796666666666667,0.3336666666666666,28.400000000000002,81.63333333333333,55.63333333333333,62.23333333333333,8.266666666666666,8.1,9.799999999999999,124.33333333333333,109.93333333333332,116.0
201810240MIL,PHI,0.5492,0.5142,0.36920000000000003,0.261,19.74,79.33999999999999,50.72,67.2,6.319999999999999,8.9,11.3,107.5,110.1,108.0,MIL,0.576,0.54325,0.4355,0.25275,26.525,81.375,54.925,60.45,6.2,12.274999999999999,13.275,114.0,103.6,123.0
201810240TOR,MIN,0.5744,0.5184,0.3036,0.32480000000000003,24.660000000000004,69.16,48.04,59.279999999999994,9.34,9.24,12.319999999999999,114.74000000000001,114.18000000000002,105.0,TOR,0.5953999999999999,0.5686,0.37539999999999996,0.2258,24.479999999999997,72.78,51.6,56.96,6.640000000000001,9.82,11.940000000000001,117.55999999999999,106.28,112.0
201810240ATL,DAL,0.55175,0.51775,0.4575,0.27149999999999996,26.5,81.32499999999999,51.525,65.3,7.375,11.275,11.975000000000001,112.325,117.14999999999999,104.0,ATL,0.57325,0.5449999999999999,0.41475,0.29225,20.125,78.2,49.275,63.650000000000006,7.175,8.774999999999999,14.6,108.225,108.875,111.0
201810240MIA,NYK,0.5098,0.476,0.33599999999999997,0.227,21.380000000000003,75.78,46.08,51.2,8.059999999999999,4.880000000000001,9.78,104.82000000000001,109.08,87.0,MIA,0.5289999999999999,0.4922500000000001,0.35925000000000007,0.3055,26.95,78.4,54.15,55.150000000000006,5.2,11.625000000000002,12.625,107.85,102.85,110.0
201810240CLE,BRK,0.575,0.5445,0.3875,0.254,21.925,73.45,50.425000000000004,62.75,6.35,6.575,16.6,107.85,108.75,102.0,CLE,0.51675,0.47050000000000003,0.2365,0.273,29.724999999999998,79.9,53.1,52.675000000000004,4.7,2.7249999999999996,13.325,104.475,118.80000000000001,86.0
201810240CHI,CHO,0.5523999999999999,0.5166000000000001,0.3958,0.246,22.380000000000003,76.53999999999999,46.760000000000005,59.02,6.0,13.3,9.7,112.93999999999998,111.2,110.0,CHI,0.5785,0.54375,0.30825,0.28400000000000003,17.1,72.9,46.99999999999999,55.849999999999994,4.525,8.525,12.75,111.37499999999999,117.275,112.0
201810240GSW,WAS,0.5529999999999999,0.50075,0.38675,0.3445,17.675,67.725,42.175,51.625,7.350000000000001,12.825000000000001,9.975000000000001,110.075,116.25,122.0,GSW,0.6083999999999999,0.5698,0.3276,0.25339999999999996,23.740000000000002,75.94000000000001,52.2,66.1,7.58,11.120000000000001,14.6,116.2,106.83999999999999,144.0
201810240HOU,UTA,0.5640000000000001,0.51475,0.40525,0.3615,20.975,82.675,53.075,58.775000000000006,7.975,8.125,14.825000000000001,107.30000000000001,105.3,100.0,HOU,0.5445,0.5215,0.45325,0.22600000000000003,19.65,73.4,45.05,53.64999999999999,8.25,8.774999999999999,11.9,107.525,113.70000000000002,89.0
201810240SAS,IND,0.5772,0.5599999999999999,0.2864,0.19439999999999996,23.76,77.62,51.52,52.720000000000006,7.26,9.639999999999999,13.040000000000001,112.17999999999999,103.22,116.0,SAS,0.5417500000000001,0.501,0.26899999999999996,0.27125,29.0,76.525,50.15,58.425,4.875,5.800000000000001,8.675,115.075,122.69999999999999,96.0
201810240SAC,MEM,0.5075,0.45975,0.34824999999999995,0.32800000000000007,17.9,71.57499999999999,43.974999999999994,61.199999999999996,9.5,6.5,10.8,100.94999999999999,104.325,92.0,SAC,0.578,0.5574,0.25579999999999997,0.2798,21.360000000000003,73.28,46.82000000000001,51.48,7.44,7.44,11.98,111.40000000000002,115.9,97.0
201810240PHO,LAL,0.5725,0.54775,0.32175000000000004,0.24125,21.15,75.9,48.2,58.7,8.35,11.525,9.724999999999998,116.025,116.02499999999999,131.0,PHO,0.58325,0.54925,0.4225,0.278,21.125,78.67500000000001,49.95,67.85,5.75,4.55,15.85,107.24999999999999,117.67500000000001,113.0
201810250ORL,POR,0.59575,0.5485,0.35550000000000004,0.27549999999999997,27.299999999999997,77.725,54.1,50.55,6.2,9.1,11.649999999999999,120.62499999999999,111.67500000000001,128.0,ORL,0.5154,0.48860000000000003,0.3286,0.21280000000000002,24.02,74.16,48.42,63.6,6.68,10.2,11.34,104.74000000000001,113.04,114.0
201810250DET,CLE,0.5212000000000001,0.47759999999999997,0.2432,0.25220000000000004,27.119999999999997,76.7,50.18,50.92,6.0600000000000005,2.5799999999999996,12.379999999999999,105.17999999999999,118.1,103.0,DET,0.5495,0.519,0.3305,0.27225,30.424999999999997,84.225,54.725,49.825,4.2,7.55,11.0,113.925,110.625,110.0
201810250OKC,BOS,0.5014,0.4652,0.3724,0.22599999999999998,22.859999999999996,78.05999999999999,49.9,60.1,6.419999999999999,5.84,11.68,100.42,98.44,101.0,OKC,0.46699999999999997,0.4325,0.35675,0.30075,30.6,73.85,51.050000000000004,54.475,7.949999999999999,10.025,12.05,98.85,108.875,95.0
201810250LAL,DEN,0.5514,0.506,0.306,0.3362,26.860000000000003,81.47999999999999,54.54,58.86,9.54,10.44,11.48,112.03999999999999,102.83999999999999,114.0,LAL,0.5764,0.549,0.3204,0.24299999999999997,21.1,76.06,48.32000000000001,58.7,9.14,10.08,10.039999999999997,115.7,114.38,121.0
201810260TOR,DAL,0.5458000000000001,0.5098,0.4312,0.2694,25.36,79.83999999999999,50.58,63.81999999999999,7.1,10.9,11.98,111.1,116.75999999999999,107.0,TOR,0.593,0.5645,0.36233333333333334,0.22483333333333333,24.75,73.85000000000001,51.86666666666667,56.18333333333334,7.183333333333334,9.533333333333333,11.733333333333334,117.16666666666667,106.26666666666667,116.0
201810260CHO,CHI,0.5748,0.5408,0.33140000000000003,0.279,17.080000000000002,72.38000000000001,45.699999999999996,56.04,4.640000000000001,9.120000000000001,12.620000000000001,110.88,121.55999999999999,106.0,CHO,0.5728333333333332,0.538,0.38716666666666666,0.23366666666666666,23.599999999999998,77.61666666666666,48.88333333333333,58.616666666666674,6.716666666666666,14.483333333333334,9.6,117.2333333333333,110.81666666666666,135.0
201810260NYK,GSW,0.6226666666666666,0.5878333333333333,0.33616666666666667,0.23416666666666663,22.633333333333336,75.78333333333335,51.73333333333333,63.583333333333336,7.983333333333333,11.233333333333334,14.366666666666667,118.23333333333333,105.74999999999999,128.0,NYK,0.5123333333333334,0.48100000000000004,0.3521666666666667,0.21133333333333335,21.983333333333334,76.96666666666665,46.833333333333336,49.93333333333334,7.716666666666666,4.383333333333334,10.916666666666666,104.06666666666666,112.3,100.0
201810260HOU,LAC,0.5746,0.5126000000000001,0.2882,0.36000000000000004,20.860000000000003,75.54,50.519999999999996,51.160000000000004,5.36,8.98,12.48,111.97999999999999,107.4,133.0,HOU,0.5391999999999999,0.51,0.4462,0.23180000000000006,21.54,75.5,45.8,53.98,8.74,9.52,11.66,108.04,116.88000000000002,113.0
201810260SAC,WAS,0.5589999999999999,0.51,0.40700000000000003,0.329,16.42,68.67999999999999,42.58,52.3,7.340000000000001,12.680000000000001,11.56,108.62,114.3,112.0,SAC,0.5736666666666667,0.5539999999999999,0.27799999999999997,0.2735,22.383333333333336,75.83333333333333,48.31666666666667,52.36666666666667,7.416666666666667,7.716666666666668,12.416666666666666,110.58333333333336,113.71666666666665,116.0
201810260MIN,MIL,0.5898,0.5618000000000001,0.4484,0.22619999999999996,24.8,80.38,55.11999999999999,61.42,5.720000000000001,12.139999999999999,13.6,114.75999999999999,100.8,125.0,MIN,0.5446666666666666,0.49300000000000005,0.317,0.29750000000000004,24.483333333333334,71.31666666666666,47.38333333333333,58.199999999999996,9.35,9.866666666666667,11.183333333333332,110.55000000000001,114.78333333333335,95.0
201810260NOP,BRK,0.57,0.5428,0.3916,0.2338,24.34,73.1,51.14,62.3,6.26,7.4,16.220000000000002,108.72,109.82000000000001,115.0,NOP,0.58675,0.55325,0.26849999999999996,0.3165,28.375,77.725,53.225,59.75,8.875,10.825,9.625,121.775,110.49999999999999,117.0
201810270MIL,ORL,0.49933333333333335,0.4698333333333333,0.3448333333333333,0.20533333333333334,22.966666666666665,75.68333333333334,47.31666666666666,63.6,6.983333333333333,10.416666666666666,10.983333333333333,101.66666666666667,112.06666666666668,91.0,MIL,0.5936666666666667,0.5616666666666666,0.4346666666666667,0.23516666666666663,23.45,80.7,55.633333333333326,60.93333333333334,5.716666666666668,12.133333333333333,14.433333333333332,113.5,98.38333333333333,113.0
201810270PHI,CHO,0.5607142857142856,0.5235714285714286,0.3844285714285714,0.2364285714285714,22.74285714285714,77.04285714285713,48.5,57.58571428571429,6.185714285714285,14.22857142857143,9.357142857142858,115.14285714285712,109.92857142857143,103.0,PHI,0.5416666666666666,0.5018333333333332,0.359,0.2725,20.849999999999998,79.84999999999998,51.23333333333333,64.56666666666666,5.933333333333333,9.633333333333333,11.0,107.01666666666667,108.85000000000001,105.0
201810270DET,BOS,0.5115,0.4768333333333334,0.3761666666666667,0.2368333333333333,21.766666666666666,79.8,50.5,60.76666666666667,6.016666666666666,7.433333333333334,11.700000000000001,101.68333333333334,96.73333333333333,109.0,DET,0.5306,0.49720000000000003,0.3476,0.26280000000000003,26.639999999999997,84.11999999999999,53.08,49.56,4.16,7.2,10.82,108.78,110.1,89.0
201810270MIA,POR,0.5871999999999999,0.5366,0.35940000000000005,0.284,25.18,75.78,51.86,48.0,6.36,10.08,10.959999999999999,118.73999999999998,113.38000000000002,111.0,MIA,0.5347999999999999,0.5010000000000001,0.3686000000000001,0.2986,27.96,79.38000000000001,54.739999999999995,53.660000000000004,5.5600000000000005,12.200000000000001,12.1,110.32000000000001,104.52000000000001,120.0
201810270ATL,CHI,0.5688333333333334,0.535,0.3425,0.26466666666666666,17.2,73.65,46.75,58.26666666666667,6.166666666666667,9.866666666666667,13.549999999999999,108.28333333333332,115.23333333333333,97.0,ATL,0.549,0.5146,0.42699999999999994,0.2886,20.1,79.0,49.019999999999996,65.74000000000001,7.5,10.219999999999999,15.459999999999999,103.3,106.16,85.0
201810270CLE,IND,0.597,0.5803333333333333,0.26799999999999996,0.2205,22.26666666666667,73.95,49.28333333333334,53.650000000000006,8.416666666666666,8.85,13.350000000000001,115.13333333333333,105.48333333333333,119.0,CLE,0.5275000000000001,0.48233333333333334,0.25116666666666665,0.25283333333333335,30.0,78.11666666666666,52.13333333333333,51.18333333333334,6.683333333333334,2.6999999999999997,12.583333333333334,107.11666666666666,120.06666666666666,107.0
201810270SAS,LAL,0.5743333333333334,0.5495,0.331,0.2373333333333333,20.233333333333334,75.8,47.96666666666667,56.63333333333333,8.433333333333334,9.516666666666667,10.916666666666664,113.8,113.35000000000001,106.0,SAS,0.5418000000000001,0.5008,0.25039999999999996,0.2698,28.3,78.04,50.879999999999995,55.839999999999996,5.279999999999999,6.5200000000000005,9.2,113.7,119.01999999999998,110.0
