DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
4/16/2016,201604160TOR,IND,240,0.545,0.5,0.266,0.367,22,59.2,42.2,55.9,11.9,13.3,12.4,100,108.2,97.4,TOR,240,0.47,0.405,0.241,0.481,40.8,78,57.8,56.7,6.5,8.6,16.6,100,97.4,108.2
4/16/2016,201604160ATL,BOS,240,0.458,0.417,0.343,0.186,27.3,72.9,48.5,73,6.1,10,8.3,100,102.6,103.6,ATL,240,0.503,0.436,0.302,0.407,27.1,72.7,51.5,65.7,4.1,13.4,9.8,100,103.6,102.6
4/16/2016,201604160GSW,HOU,240,0.412,0.393,0.262,0.286,25.5,71.7,49,53.3,9.9,9.1,20.2,100,77,102.6,GSW,240,0.512,0.484,0.275,0.264,28.3,74.5,51,66.7,9.9,11.3,12.9,100,102.6,77
4/16/2016,201604160OKC,DAL,240,0.367,0.321,0.214,0.31,17.6,63.2,37.1,64,5.3,0,11.2,100,74.8,115.4,OKC,240,0.585,0.525,0.438,0.35,36.8,82.4,62.9,63.9,7.5,9.1,16.3,100,115.4,74.8
4/17/2016,201604170MIA,CHO,240,0.56,0.477,0.262,0.569,20,60,40,39.3,6,3,11.9,100,109.1,147.4,MIA,240,0.653,0.629,0.212,0.247,40,80,60,55.1,8.4,8.3,6,100,147.4,109.1
4/17/2016,201604170CLE,DET,240,0.631,0.61,0.397,0.219,15.2,72.7,48.1,64.9,4.7,3.8,11.1,100,119.1,125,CLE,240,0.545,0.511,0.398,0.239,27.3,84.8,51.9,64.1,8.3,9.1,4,100,125,119.1
4/17/2016,201604170LAC,POR,240,0.503,0.458,0.361,0.313,21.3,73.2,45.5,69.7,6.4,3.3,11.3,100,102,123.5,LAC,240,0.604,0.577,0.218,0.5,26.8,78.7,54.5,54.8,7.5,13.2,8.6,100,123.5,102
4/17/2016,201604170SAS,MEM,240,0.453,0.443,0.228,0.076,22.2,73.5,44.3,54.8,8.1,8.5,16.4,100,85.5,122.4,SAS,240,0.611,0.58,0.272,0.16,26.5,77.8,55.7,52.4,15,14.8,12.2,100,122.4,85.5
4/18/2016,201604180TOR,IND,240,0.523,0.443,0.286,0.429,15.8,69.2,42.9,44.8,7.9,4.8,13.5,100,98.7,111.2,TOR,240,0.538,0.469,0.225,0.313,30.8,84.2,57.1,54.3,9.1,10,12.5,100,111.2,98.7
4/18/2016,201604180GSW,HOU,240,0.567,0.506,0.316,0.418,31.6,65.8,48.7,60,4.2,8.6,16.9,100,111.9,121.4,GSW,240,0.588,0.543,0.284,0.469,34.2,68.4,51.3,67.5,10.6,11.1,10.9,100,121.4,111.9
4/18/2016,201604180OKC,DAL,240,0.47,0.457,0.232,0.232,23.9,64.2,45.5,40,8.9,6.7,11.7,100,94.2,93.1,OKC,240,0.42,0.375,0.348,0.196,35.8,76.1,54.5,35.5,10,6.3,13.1,100,93.1,94.2
4/19/2016,201604190ATL,BOS,240,0.386,0.347,0.318,0.136,17.9,91.7,46.7,57.1,5.1,18.9,13,100,74.1,91.6,ATL,240,0.5,0.457,0.354,0.195,8.3,82.1,53.3,62.5,7.2,25,14.4,100,91.6,74.1
4/19/2016,201604190SAS,MEM,240,0.362,0.337,0.174,0.209,28.1,90.3,50,50,15.6,4.1,12.2,100,75.8,104.8,SAS,240,0.6,0.538,0.258,0.424,9.7,71.9,50,61.3,8.9,14.1,17.8,100,104.8,75.8
4/20/2016,201604200MIA,CHO,240,0.497,0.433,0.18,0.371,31.9,88.9,52.7,23.7,3.3,1.7,6.3,100,114,127.2,MIA,240,0.671,0.638,0.211,0.289,11.1,68.1,47.3,43.2,6.6,8.2,8.5,100,127.2,114
4/20/2016,201604200CLE,DET,240,0.489,0.462,0.218,0.41,26.2,82.9,51.9,55.9,7.7,9.5,11.5,100,99.6,118.4,CLE,240,0.621,0.625,0.475,0.175,17.1,73.8,48.1,57.5,7.7,1.6,12.2,100,118.4,99.6
4/20/2016,201604200LAC,POR,240,0.413,0.368,0.286,0.176,27.3,75.5,50,64.5,6.5,4.5,9.3,100,88.2,111.1,LAC,240,0.52,0.506,0.241,0.287,24.5,72.7,50,50,7.6,13.8,8.4,100,111.1,88.2
4/21/2016,201604210IND,TOR,240,0.5,0.468,0.33,0.17,34.1,76.9,54.2,46.2,6.7,8.7,9.8,100,113.4,95.4,IND,240,0.515,0.426,0.324,0.485,23.1,65.9,45.8,61.5,3.4,9.5,16.2,100,95.4,113.4
4/21/2016,201604210HOU,GSW,240,0.523,0.468,0.316,0.367,18.2,68.6,45.3,67.6,6.2,10.7,13.2,100,98.8,99.9,HOU,240,0.475,0.451,0.391,0.25,31.4,81.8,54.7,50,9.3,7.4,13.5,100,99.9,98.8
4/21/2016,201604210DAL,OKC,240,0.701,0.673,0.346,0.449,28.1,84.6,59.2,62.2,10.4,9.4,13,100,136.8,106.5,DAL,240,0.558,0.513,0.303,0.461,15.4,71.9,40.8,66.7,9.4,5.9,11.6,100,106.5,136.8
4/22/2016,201604220BOS,ATL,240,0.541,0.494,0.419,0.244,15.9,82.9,48.2,50,9.9,14,12,100,102.3,110.2,BOS,240,0.575,0.53,0.39,0.402,17.1,84.1,51.8,60.5,9.9,12,13.5,100,110.2,102.3
4/22/2016,201604220DET,CLE,240,0.583,0.563,0.363,0.188,30.8,87.2,59,61.5,3.6,7.8,10.4,100,121.8,109.7,DET,240,0.552,0.527,0.311,0.257,12.8,69.2,41,61.1,8.4,5.9,7.8,100,109.7,121.8
4/22/2016,201604220MEM,SAS,240,0.562,0.532,0.338,0.247,17.5,68.1,44.8,68.6,11.6,18.8,9.5,100,111,100.6,MEM,240,0.481,0.439,0.22,0.232,31.9,82.5,55.2,50,4.6,7.8,13.4,100,100.6,111
4/23/2016,201604230IND,TOR,240,0.476,0.419,0.405,0.405,28.2,65.9,48.2,44.4,9.1,4.3,16.3,100,94,113.2,IND,240,0.538,0.506,0.188,0.212,34.1,71.8,51.8,60,11.3,11.4,11.4,100,113.2,94
4/23/2016,201604230CHO,MIA,240,0.434,0.386,0.278,0.38,24,82,53,48.1,1.1,11.1,13.2,100,87.5,105,CHO,240,0.482,0.417,0.2,0.244,18,76,47,51.4,5.5,7,2.9,100,105,87.5
4/23/2016,201604230DAL,OKC,240,0.607,0.572,0.193,0.41,31.6,81.1,56,59.1,6.5,5,8.4,100,128.6,116.7,DAL,240,0.597,0.566,0.277,0.205,18.9,68.4,44,58.1,3.2,3,10.8,100,116.7,128.6
4/23/2016,201604230POR,LAC,240,0.448,0.426,0.205,0.261,21.6,67.3,44,41.7,11.6,6.5,9.2,100,92.7,101.1,POR,240,0.494,0.46,0.287,0.264,32.7,78.4,56,40.5,5.3,4.3,14.1,100,101.1,92.7
4/24/2016,201604240BOS,ATL,265,0.454,0.434,0.424,0.131,23.1,75.5,48.5,48.6,7.8,9.8,11.8,100,93,101.8,BOS,265,0.508,0.484,0.351,0.202,24.5,76.9,51.5,62.5,6.9,12.3,12,100,101.8,93
4/24/2016,201604240DET,CLE,240,0.535,0.494,0.419,0.198,22.2,81.6,49.4,44.4,7,1.9,5.1,100,116.5,114.2,DET,240,0.575,0.553,0.316,0.276,18.4,77.8,50.6,59.5,3.5,8,9.6,100,114.2,116.5
4/24/2016,201604240HOU,GSW,240,0.63,0.635,0.449,0.18,16.7,80,49.4,82.6,9.7,3.9,14.3,100,117.9,91.6,HOU,240,0.496,0.455,0.346,0.487,20,83.3,50.6,54.5,10.7,6.1,16,100,91.6,117.9
4/24/2016,201604240MEM,SAS,240,0.613,0.556,0.272,0.383,36.1,66.7,52.6,52.5,9,9.2,9.6,100,130.3,106.7,MEM,240,0.528,0.481,0.167,0.346,33.3,63.9,47.4,51.4,6.7,8.5,15.9,100,106.7,130.3
4/25/2016,201604250CHO,MIA,240,0.499,0.467,0.382,0.276,25,85.7,56.1,66.7,2.2,13.6,16.6,100,95.4,99.9,CHO,240,0.505,0.427,0.213,0.4,14.3,75,43.9,33.3,7.9,14.9,9.3,100,99.9,95.4
4/25/2016,201604250POR,LAC,240,0.436,0.399,0.298,0.333,19.2,66.7,42,53.3,10.9,7,8.5,100,91.5,106.8,POR,240,0.518,0.483,0.352,0.17,33.3,80.8,58,75,5.4,11.9,13.7,100,106.8,91.5
