DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
10/30/2012,201210300MIA,BOS,240,0.613,0.56,0.173,0.373,18.4,87.2,53.2,61.5,4.2,3.2,14.7,100,113.2,127,MIA,240,0.645,0.595,0.203,0.405,12.8,81.6,46.8,58.1,8.5,8.1,7.9,100,127,113.2
10/30/2012,201210300CLE,WAS,240,0.425,0.4,0.356,0.222,33.3,53.8,41.9,81.3,12.5,16.9,10.8,100,95.5,106.9,CLE,240,0.53,0.5,0.253,0.278,46.2,66.7,58.1,61.1,8,8.6,18.4,100,106.9,95.5
10/30/2012,201210300LAL,DAL,240,0.533,0.5,0.176,0.212,22.5,67.4,46.5,55,9.9,7.8,10.6,100,108.7,99.9,LAL,240,0.502,0.513,0.169,0.403,32.6,77.5,53.5,63.2,6.6,7.1,13.4,100,99.9,108.7
10/31/2012,201210310TOR,IND,240,0.529,0.506,0.141,0.205,25,71.2,52.3,59.5,3.3,13.5,17.5,100,98.8,96.6,TOR,240,0.443,0.396,0.187,0.209,28.8,75,47.7,54.5,13.2,11.9,9.1,100,96.6,98.8
10/31/2012,201210310PHI,DEN,240,0.404,0.398,0.205,0.125,32.7,73.1,53.5,57.6,9.7,8.3,17.7,100,80.8,90.4,PHI,240,0.446,0.394,0.294,0.247,26.9,67.3,46.5,60,14,15.7,13.7,100,90.4,80.8
10/31/2012,201210310DET,HOU,240,0.589,0.557,0.342,0.291,31.6,76.7,55.6,71.8,12.7,4.8,18.3,100,111,101.5,DET,240,0.531,0.481,0.203,0.329,23.3,68.4,44.4,60,12.7,7.7,15,100,101.5,111
10/31/2012,201210310CHI,SAC,240,0.478,0.44,0.202,0.19,25.6,67.4,46.5,41.2,10.5,7.1,17.3,100,91.6,98,CHI,240,0.497,0.43,0.114,0.418,32.6,74.4,53.5,63.6,8.4,14.9,16.1,100,98,91.6
10/31/2012,201210310POR,LAL,240,0.616,0.556,0.25,0.444,42.9,75,60,58.3,6.4,3.2,21.8,100,113.1,123.7,POR,240,0.608,0.56,0.241,0.337,25,57.1,40,45.2,10.7,9.3,11.2,100,123.7,113.1
10/31/2012,201210310UTA,DAL,240,0.487,0.441,0.259,0.306,16.3,61.5,39.6,62.5,8,6.7,14.2,100,93.6,112.5,UTA,240,0.526,0.461,0.157,0.472,38.5,83.7,60.4,63.2,10,12.7,11.5,100,112.5,93.6
10/31/2012,201210310LAC,MEM,240,0.464,0.395,0.163,0.349,35.4,77.1,53,72.7,14.4,6.8,15.4,100,94.5,103.7,LAC,240,0.582,0.547,0.203,0.392,22.9,64.6,47,65.8,12.3,12.5,20.2,100,103.7,94.5
