GAME_ID,AWAY,HOME,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,POINT_DIFF
200910270CLE,BOS,CLE,0.009865853658536317,0.007402439024390195,-0.04504878048780492,0.016487804878048684,0.3134146341463335,1.379268292682923,0.8414634146341058,5.218292682926837,0.20487804878049154,-1.0097560975609738,2.6890243902438993,-2.026829268292687,-0.1926829268292778,6.0
200910270POR,HOU,POR,-0.004951219512195015,-0.009414634146341472,0.015560975609756195,-0.016268292682926844,-6.26829268292683,0.4585365853658345,-1.602439024390243,1.3634146341463307,-0.32317073170731536,-1.4743902439024419,1.0182926829268286,-5.513414634146329,-4.010975609756102,-9.0
200910270LAL,LAC,LAL,-0.03675609756097575,-0.03317073170731699,0.008987804878048622,-0.026902439024390212,-4.190243902439018,-1.9060975609755815,-3.9548780487804507,0.92073170731706,-1.7731707317073182,0.8268292682926823,1.4841463414634166,-10.549999999999983,7.229268292682917,-7.0
200910270DAL,WAS,DAL,-0.02658536585365856,-0.02543902439024376,-0.06182926829268304,0.020634146341463322,1.3475609756097633,-3.0182926829268695,-1.9231707317073088,-2.0097560975610094,0.47195121951219576,-0.4170731707317037,1.1841463414634124,-5.220731707317128,5.104878048780435,11.0
200910280TOR,CLE,TOR,-0.015134146341463262,-0.03895121951219527,0.04789024390243904,0.17221951219512194,-8.015853658536582,7.41463414634147,-3.41463414634147,-1.6012195121951294,0.9670731707317106,9.335365853658537,1.0463414634146346,-7.319512195121916,-3.4914634146341683,-10.0
200910280BOS,CHA,BOS,-0.031975609756097256,-0.012170731707316973,-0.0513170731707317,-0.04463414634146351,8.91951219512194,-11.196341463414669,-3.7085365853658487,-1.976829268292697,-2.2987804878048808,-6.920731707317074,0.1743902439024403,-1.780487804878078,6.610975609756082,-33.0
200910280ORL,PHI,ORL,-0.025975609756097473,-0.03337804878048761,-0.17101219512195123,-0.011329268292682992,7.14268292682927,-4.641463414634146,0.37926829268294426,0.5109756097560876,1.406097560975609,0.5731707317073127,-0.17926829268292188,-0.8670731707317287,6.206097560975579,-14.0
200910280MIA,NYK,MIA,0.005670731707317134,0.003280487804878107,0.07732926829268297,-0.013841463414634103,-0.24512195121952018,-0.00609756097560421,-0.74390243902441,-0.2719512195121965,-1.0317073170731677,-5.35975609756097,0.9890243902439071,0.3585365853658118,3.1402439024389537,-22.0
200910280ATL,IND,ATL,-0.001609756097560977,-0.003195121951219515,-0.009414634146341666,-0.059109756097561195,-0.586585365853658,2.9341463414634177,0.8597560975609468,-0.4182926829268183,-0.9890243902439062,0.6914634146341445,0.6817073170731689,-1.5256097560975235,1.4329268292682968,-11.0
200910280GSW,HOU,GSW,-0.08630487804878068,-0.09762195121951228,0.011499999999999982,0.01328048780487806,-5.4280487804878135,-2.4975609756097157,-7.734146341463408,7.23780487804877,4.5439024390243885,-5.543902439024393,1.995121951219513,-19.842682926829283,-14.363414634146338,1.0
