DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,PTS
10/28/2008,200810280BOS,CLE,240,0.515,0.449,0.221,0.485,23.5,76.7,53.2,55.2,8.6,3.3,20.3,100,91.5,96.9,85,BOS,240,0.506,0.466,0.189,0.459,23.3,76.5,46.8,48.5,10.8,0,15.2,100,96.9,91.5,90
10/28/2008,200810280CHI,MIL,240,0.547,0.513,0.179,0.256,33.3,57.6,44.4,56.8,5.6,5.3,18,100,105.8,120.3,95,CHI,240,0.611,0.543,0.174,0.638,42.4,66.7,55.6,77.1,10,9.4,16.9,100,120.3,105.8,108
10/28/2008,200810280LAL,POR,240,0.421,0.405,0.286,0.167,24.5,77.5,47.3,65.5,9,4.3,11.7,100,85.3,107.7,76,LAL,240,0.552,0.513,0.127,0.228,22.5,75.5,52.7,51.4,9,11.7,14.7,100,107.7,85.3,96
10/29/2008,200810290PHI,TOR,240,0.537,0.506,0.198,0.21,23.3,50,37.1,66.7,9.5,7.8,9.2,100,112.8,99.8,95,PHI,240,0.436,0.375,0.238,0.333,50,76.7,62.9,51.7,3.6,12.3,15,100,99.8,112.8,84
10/29/2008,200810290ORL,ATL,240,0.497,0.471,0.233,0.36,39.1,67.3,54.1,44.7,10.8,11.3,12.3,100,106.5,91.5,99,ORL,240,0.43,0.391,0.287,0.31,32.7,60.9,45.9,31.3,9.7,16.7,13.2,100,91.5,106.5,85
10/29/2008,200810290DET,IND,240,0.589,0.522,0.179,0.433,15.6,70.2,48.1,54.5,7.4,10.3,20.8,100,99.4,105.8,94,DET,240,0.51,0.473,0.143,0.176,29.8,84.4,51.9,57.5,11.6,14.5,12.5,100,105.8,99.4,100
10/29/2008,200810290WAS,NJN,240,0.553,0.513,0.244,0.231,15.2,71.1,47.4,59.5,7.8,15,9.5,100,105.7,94.6,95,WAS,240,0.451,0.401,0.259,0.37,28.9,84.8,52.6,60,4.4,8.5,13.7,100,94.6,105.7,85
10/29/2008,200810290HOU,MEM,240,0.409,0.383,0.16,0.16,31.3,75.6,52.7,35.5,8.2,10,15.6,100,83.1,95.9,71,HOU,240,0.471,0.401,0.211,0.329,24.4,68.8,47.3,35.7,10.5,2.9,12.1,100,95.9,83.1,82
10/29/2008,200810290NYK,MIA,240,0.54,0.489,0.25,0.359,28.9,70.8,50.5,52.4,7.7,3.2,11.6,100,111.4,116.2,115,NYK,240,0.581,0.534,0.287,0.425,29.2,71.1,49.5,64.3,6.8,0,12.7,100,116.2,111.4,120
10/29/2008,200810290GSW,NOH,240,0.575,0.543,0.207,0.329,22.2,75.6,51.9,56.1,8.3,10.2,12.2,100,112.6,107.4,108,GSW,240,0.536,0.494,0.28,0.39,24.4,77.8,48.1,50,10.4,7.7,11.9,100,107.4,112.6,103
10/29/2008,200810290UTA,DEN,240,0.526,0.494,0.169,0.364,17.1,70,43.2,47.2,12.9,4.2,12.7,100,100.8,105.1,94,UTA,240,0.537,0.481,0.101,0.354,30,82.9,56.8,45.9,5.4,7.8,14.9,100,105.1,100.8,98
10/29/2008,200810290SAS,PHO,240,0.567,0.532,0.19,0.342,22.5,81.1,50.6,61.5,5.7,7.7,9.9,100,116.6,110.9,103,SAS,240,0.555,0.531,0.188,0.238,18.9,77.5,49.4,45,4.5,4.7,7.3,100,110.9,116.6,98
10/29/2008,200810290OKC,MIL,240,0.56,0.507,0.237,0.342,38.9,69,55.1,48.6,7.8,6,17.9,100,109.4,97.1,98,OKC,240,0.502,0.445,0.082,0.425,31,61.1,44.9,50,10,5.2,18,100,97.1,109.4,87
10/29/2008,200810290MIN,SAC,240,0.527,0.481,0.213,0.313,23.7,76.6,52.9,61.1,2.1,10.5,14.2,100,101.4,103.5,96,MIN,240,0.507,0.5,0.126,0.253,23.4,76.3,47.1,59.5,10.6,11.1,10.2,100,103.5,101.4,98
10/29/2008,200810290LAC,LAL,240,0.619,0.575,0.238,0.413,38.9,78.7,61.4,68.3,7.5,5.4,14.5,100,125,84.4,117,LAC,240,0.448,0.417,0.282,0.295,21.3,61.1,38.6,80,9.6,8.2,17,100,84.4,125,79
10/30/2008,200810300CLE,CHA,240,0.451,0.358,0.162,0.419,29.8,60.6,42.5,64,7.2,8,12.9,100,94.7,115.1,79,CLE,240,0.566,0.535,0.306,0.403,39.4,70.2,57.5,65.7,8.4,17.7,15,100,115.1,94.7,96
10/30/2008,200810300DAL,HOU,240,0.602,0.525,0.177,0.405,21.1,78.7,52.9,60.5,5.3,4.4,9.7,100,119.8,109.1,112,DAL,240,0.515,0.44,0.19,0.405,21.3,78.9,47.1,65.7,7.5,7.7,7.5,100,109.1,119.8,102
10/30/2008,200810300PHO,NOH,240,0.598,0.558,0.308,0.359,24.4,76.7,46.5,43.2,11,10,10,100,119.2,104.9,108,PHO,240,0.615,0.596,0.265,0.309,23.3,75.6,53.5,43.2,2.2,5.6,23.7,100,104.9,119.2,95
10/31/2008,200810310TOR,GSW,265,0.528,0.505,0.309,0.202,36.2,82.9,56.1,47.6,6.1,9.1,15,100,110.5,114.6,108,TOR,265,0.614,0.551,0.154,0.385,17.1,63.8,43.9,60,9.2,13.8,12.5,100,114.6,110.5,112
10/31/2008,200810310PHI,NYK,240,0.406,0.362,0.286,0.214,24.6,67.5,41,59.4,12.9,1.2,8.5,100,86.2,115,87,PHI,240,0.596,0.596,0.056,0.213,32.5,75.4,59,46.2,4,10,16.3,100,115,86.2,116
10/31/2008,200810310BOS,CHI,240,0.412,0.31,0.095,0.357,24.5,77.5,47.3,44,8,9.2,17.1,100,80.3,96.4,80,BOS,240,0.532,0.452,0.11,0.534,22.5,75.5,52.7,46.9,8,9.2,18.2,100,96.4,80.3,96
10/31/2008,200810310MIA,SAC,240,0.454,0.395,0.25,0.263,25.6,71.1,50,34.5,7.3,3.1,22.8,100,80.8,108.1,77,MIA,240,0.542,0.519,0.21,0.395,28.9,74.4,50,55.3,15.7,14,12.8,100,108.1,80.8,103
10/31/2008,200810310POR,SAS,240,0.664,0.625,0.235,0.221,17.2,66.7,45.6,63.2,1.2,0,15.8,100,120.5,121.7,99,POR,240,0.54,0.5,0.207,0.293,33.3,82.8,54.4,44.7,13.4,9.6,6.1,100,121.7,120.5,100
