GAME_ID,AWAY,A_TS%,A_eFG%,A_3PAr,A_FTr,A_ORB%,A_DRB%,A_TRB%,A_AST%,A_STL%,A_BL%,A_TOV%,A_ORtg,A_DRtg,HOME,H_TS%,H_eFG%,H_3PAr,H_FTr,H_ORB%,H_DRB%,H_TRB%,H_AST%,H_STL%,H_BL%,H_TOV%,H_ORtg,H_DRtg
201112300LAC,CHI,0.544,0.50675,0.2075,0.281,33.225,72.92500000000001,53.650000000000006,59.475,7.5,5.550000000000001,14.725,110.45,105.975,LAC,0.5379999999999999,0.5003333333333334,0.24733333333333332,0.38833333333333336,24.76666666666667,65.8,43.06666666666666,60.5,8.566666666666666,8.733333333333333,10.733333333333334,110.33333333333333,117.53333333333335
201112300MEM,HOU,0.5456666666666666,0.5116666666666667,0.334,0.20833333333333334,25.733333333333334,74.23333333333333,49.300000000000004,58.96666666666667,7.2,8.0,12.566666666666668,107.26666666666667,109.63333333333333,MEM,0.5233333333333333,0.4836666666666667,0.11433333333333334,0.3506666666666667,28.899999999999995,76.7,54.53333333333333,47.4,8.4,9.700000000000001,15.966666666666667,102.5,101.56666666666666
201112300NOH,PHO,0.49066666666666664,0.43966666666666665,0.24733333333333332,0.24733333333333332,22.333333333333332,68.69999999999999,46.29999999999999,61.366666666666674,5.666666666666667,7.433333333333333,11.9,98.26666666666665,100.26666666666667,NOH,0.4673333333333333,0.4143333333333334,0.17033333333333334,0.2976666666666667,33.1,74.89999999999999,54.133333333333326,42.266666666666666,7.733333333333334,12.566666666666668,11.066666666666668,101.03333333333335,98.83333333333333
201112300DAL,TOR,0.5513333333333333,0.5276666666666666,0.21666666666666667,0.19333333333333336,24.03333333333333,74.2,50.79999999999999,67.39999999999999,9.299999999999999,7.866666666666667,16.066666666666666,103.76666666666667,107.26666666666667,DAL,0.52375,0.46799999999999997,0.33299999999999996,0.3705,19.5,75.875,45.775000000000006,66.25,12.05,3.675,13.475,101.5,106.75000000000001
201112300MIN,MIA,0.56125,0.523,0.11274999999999999,0.35975,22.674999999999997,76.625,50.525000000000006,53.9,11.425,13.225,15.05,105.17500000000001,99.725,MIN,0.529,0.4816666666666667,0.26733333333333337,0.39433333333333326,28.333333333333332,76.56666666666668,52.36666666666667,53.4,6.966666666666666,2.766666666666667,18.033333333333335,99.26666666666667,102.3
201112310DET,IND,0.47775,0.417,0.16825,0.31675,27.275,77.9,51.425000000000004,55.849999999999994,11.225,10.65,12.075000000000001,97.65,93.35,DET,0.5075000000000001,0.47000000000000003,0.22450000000000003,0.19125000000000003,26.049999999999997,72.3,48.449999999999996,56.1,6.6000000000000005,4.0249999999999995,14.55,101.125,110.5
201112310GSW,PHI,0.56025,0.529,0.21225000000000002,0.30174999999999996,22.749999999999996,74.975,50.775,58.0,9.7,6.25,12.725000000000001,110.15,98.775,GSW,0.48875,0.45325000000000004,0.21250000000000002,0.28575,28.049999999999997,76.025,51.599999999999994,57.525000000000006,10.675,8.5,12.825000000000001,97.82499999999999,104.625
201112310HOU,ATL,0.521,0.475,0.2535,0.3335,22.35,80.3,52.75,55.65,5.5,8.85,12.75,101.95,98.30000000000001,HOU,0.5445,0.51325,0.3085,0.196,25.4,76.92500000000001,50.2,61.325,7.3500000000000005,8.35,12.425,107.0,105.69999999999999
201112310SAS,UTA,0.47750000000000004,0.42900000000000005,0.1825,0.30100000000000005,25.1,77.925,48.975,54.175,9.825,11.25,11.475000000000001,96.45,111.2,SAS,0.54,0.50525,0.253,0.268,26.724999999999998,72.80000000000001,51.699999999999996,58.05,6.4750000000000005,7.05,13.7,108.97500000000001,100.4
201112310OKC,PHO,0.4915,0.4405,0.25925,0.25075000000000003,23.25,70.27499999999999,45.99999999999999,59.60000000000001,6.625,8.75,11.65,99.225,103.35,OKC,0.5952,0.5382,0.2604,0.3988,22.619999999999997,70.66,50.12,56.15999999999999,7.42,10.120000000000001,17.259999999999998,108.8,103.05999999999999
201112310SAC,NYK,0.5309999999999999,0.45675000000000004,0.30325,0.43274999999999997,22.525,67.125,43.22500000000001,59.650000000000006,9.525,8.85,13.45,105.775,107.975,SAC,0.4815,0.44425000000000003,0.224,0.40549999999999997,34.825,67.075,50.2,42.075,5.475,5.125,12.5,101.85,114.19999999999999
201112310LAL,DEN,0.5525,0.50525,0.2795,0.34650000000000003,19.1,78.675,47.25,55.625,14.725000000000001,5.6,12.35,105.775,99.0,LAL,0.5262,0.4875999999999999,0.2232,0.295,29.879999999999995,73.30000000000001,53.44,59.32000000000001,7.3,11.2,13.540000000000001,105.8,97.5
201201010ORL,TOR,0.5585,0.519,0.20900000000000002,0.2485,22.2,75.10000000000001,50.599999999999994,68.525,8.125,6.95,14.975000000000001,105.5,109.875,ORL,0.55025,0.52225,0.32599999999999996,0.26175,24.875000000000004,77.975,50.4,54.875,4.175,8.9,12.55,111.35,103.225
201201010MIA,CHA,0.47874999999999995,0.447,0.20450000000000002,0.221,29.099999999999998,80.825,53.15,61.975,6.025,8.0,14.700000000000001,95.15,110.6,MIA,0.5868,0.5472,0.11779999999999999,0.3654,21.08,77.14,51.220000000000006,56.879999999999995,11.080000000000002,11.4,14.8,109.18000000000002,97.24
201201010WAS,BOS,0.5736000000000001,0.5298,0.18980000000000002,0.3218,22.639999999999997,73.76,48.06,64.56,6.8,9.879999999999999,15.780000000000001,107.36000000000001,109.33999999999999,WAS,0.467,0.41533333333333333,0.20833333333333334,0.2683333333333333,18.900000000000002,73.63333333333334,43.866666666666674,54.5,10.133333333333333,9.366666666666667,14.1,90.53333333333335,107.43333333333334
201201010CHI,MEM,0.48124999999999996,0.4415,0.1125,0.30475,28.4,72.65,51.425,48.05,9.075,8.675,15.75,94.7,105.15,CHI,0.5426,0.5042,0.197,0.2938,34.480000000000004,72.96000000000001,54.5,59.879999999999995,8.22,7.640000000000001,14.3,111.54,99.03999999999999
201201010DEN,LAL,0.5146666666666667,0.4763333333333333,0.22950000000000004,0.2913333333333333,28.816666666666663,75.50000000000001,52.86666666666667,58.48333333333334,7.45,10.583333333333334,13.483333333333334,103.58333333333333,98.21666666666665,DEN,0.5554,0.5,0.27440000000000003,0.3814,17.98,78.24,47.8,57.220000000000006,13.64,5.1,12.819999999999999,104.97999999999999,97.7
201201010LAC,POR,0.53575,0.48575,0.21325,0.28475,29.150000000000002,80.0,55.0,58.8,7.5,9.7,15.149999999999999,104.55,96.575,LAC,0.53925,0.50525,0.2655,0.37125,23.450000000000003,66.8,43.599999999999994,62.725,9.3,7.349999999999999,12.975000000000001,107.125,111.22500000000001
201201010MIN,DAL,0.514,0.4588,0.3288,0.351,18.4,73.3,44.480000000000004,64.72,12.0,5.8,14.080000000000002,98.8,106.64000000000001,MIN,0.52625,0.48175,0.26525,0.36624999999999996,30.5,78.92500000000001,54.45,50.474999999999994,7.1,3.5,17.1,101.0,98.725
201201010SAC,NOH,0.45449999999999996,0.41175000000000006,0.17,0.26825,35.6,75.175,55.449999999999996,48.375,6.9,10.225000000000001,12.425,97.92500000000001,100.725,SAC,0.487,0.44720000000000004,0.2334,0.37379999999999997,32.660000000000004,65.03999999999999,48.28,42.8,7.040000000000001,5.720000000000001,11.92,102.75999999999999,109.08
