DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
4/18/2009,200904180BOS,CHI,265,0.497,0.443,0.177,0.229,22.2,81.1,54.1,48.8,4.6,12,13.1,100,96.6,94.8,BOS,265,0.464,0.414,0.162,0.273,18.9,77.8,45.9,41,7.4,8.9,9.8,100,94.8,96.6
4/18/2009,200904180CLE,DET,240,0.504,0.474,0.154,0.154,24.3,78.6,47.7,41.7,2.6,5.5,7.8,100,107.6,130.7,CLE,240,0.623,0.564,0.214,0.386,21.4,75.7,52.3,64.9,5.1,7.6,4.7,100,130.7,107.6
4/18/2009,200904180SAS,DAL,240,0.614,0.571,0.218,0.218,30.3,70.7,52.7,33.3,6.2,4.5,7.6,100,130.1,120.2,SAS,240,0.562,0.537,0.173,0.148,29.3,69.7,47.3,47.4,2.5,0,9.4,100,120.2,130.1
4/18/2009,200904180POR,HOU,240,0.698,0.646,0.323,0.431,34.8,70.6,59.5,42.1,6.2,8.2,13.4,100,134.1,100.5,POR,240,0.445,0.423,0.131,0.19,29.4,65.2,40.5,34.3,5,6.8,8.1,100,100.5,134.1
4/19/2009,200904190ORL,PHI,240,0.563,0.556,0.15,0.25,20,81.1,51.4,48.8,4.5,6.9,10.1,100,112.5,110.3,ORL,240,0.563,0.52,0.237,0.329,18.9,80,48.6,48.6,3.4,4.4,10.3,100,110.3,112.5
4/19/2009,200904190ATL,MIA,240,0.42,0.394,0.324,0.169,12.2,68.2,41.2,46.2,11.3,7.8,19.1,100,72.5,101.9,ATL,240,0.518,0.487,0.179,0.256,31.8,87.8,58.8,63.9,11.3,8.3,16.4,100,101.9,72.5
4/19/2009,200904190DEN,NOH,240,0.477,0.429,0.269,0.295,21.3,67.6,41.7,65.5,8.7,5.6,15.4,100,91.1,122.6,DEN,240,0.631,0.58,0.28,0.44,32.4,78.7,58.3,65.8,8.7,14,16,100,122.6,91.1
4/19/2009,200904190LAL,UTA,240,0.488,0.408,0.149,0.402,39.2,78.8,54.8,82.4,10.7,0,12,100,106.8,120.7,LAL,240,0.656,0.604,0.208,0.444,21.2,60.8,45.2,55,8.5,12.2,16.5,100,120.7,106.8
4/20/2009,200904200BOS,CHI,240,0.62,0.556,0.25,0.363,21.6,57.1,41.9,50,7.4,17.5,10.6,100,121.8,124.9,BOS,240,0.551,0.526,0.167,0.26,42.9,78.4,58.1,55.3,9.5,6.7,10.1,100,124.9,121.8
4/20/2009,200904200SAS,DAL,240,0.511,0.444,0.25,0.319,12.5,71.9,38.9,58.6,10.4,6.6,10.9,100,97,121.3,SAS,240,0.607,0.576,0.228,0.215,28.1,87.5,61.1,45.2,5.8,9.3,13.1,100,121.3,97
