DATE,GAME_ID,AWAY,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,HOME,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
10/28/2014,201410280SAS,DAL,240,0.579,0.538,0.269,0.244,23.7,72.7,46.5,44.7,10.5,7.1,10.4,100,116.1,117.3,SAS,240,0.656,0.629,0.4,0.229,27.3,76.3,53.5,62.2,5.8,5.3,20.6,100,117.3,116.1
10/28/2014,201410280NOP,ORL,240,0.45,0.405,0.131,0.25,30.8,60.6,47.5,53.1,5.3,10.7,16.2,100,88.2,106.1,NOP,240,0.441,0.426,0.168,0.307,39.4,69.2,52.5,48.8,10.5,23.3,7.3,100,106.1,88.2
10/28/2014,201410280LAL,HOU,240,0.568,0.507,0.397,0.685,35.9,75,56.6,71,7.7,4.3,12,100,118.8,99,LAL,240,0.468,0.373,0.127,0.494,25,64.1,43.4,57.1,7.7,6.8,10.3,100,99,118.8
10/29/2014,201410290TOR,ATL,240,0.583,0.581,0.275,0.213,23.8,66.7,46.7,65,6.4,12.5,16.3,100,109.1,116.6,TOR,240,0.521,0.456,0.289,0.367,33.3,76.2,53.3,70.3,13.9,15.5,7.9,100,116.6,109.1
10/29/2014,201410290BOS,BRK,240,0.574,0.531,0.238,0.325,25.7,76.9,52.7,51.3,6,10.6,17.9,100,105.7,121.8,BOS,240,0.617,0.602,0.25,0.261,23.1,74.3,47.3,57.1,11.1,8.2,10.9,100,121.8,105.7
10/29/2014,201410290IND,PHI,240,0.445,0.416,0.236,0.337,29.4,65.9,45.7,50,10.6,8.9,9.7,100,96.7,109.5,IND,240,0.552,0.519,0.309,0.346,34.1,70.6,54.3,57.9,5.3,19.1,15.4,100,109.5,96.7
10/29/2014,201410290CHO,MIL,265,0.585,0.531,0.175,0.3,7.9,68.1,41.2,64.1,8.9,12.5,13.4,100,104.8,106.8,CHO,265,0.475,0.436,0.208,0.287,31.9,92.1,58.8,65.9,7.9,13.6,8.1,100,106.8,104.8
10/29/2014,201410290MIA,WAS,240,0.555,0.52,0.253,0.32,17.9,70.7,45,55.6,7.7,3.8,14.1,100,104.3,117.5,MIA,240,0.587,0.537,0.346,0.284,29.3,82.1,55,51.3,9.9,5.4,13.3,100,117.5,104.3
10/29/2014,201410290UTA,HOU,240,0.625,0.61,0.351,0.182,27.6,67.5,50.7,45,8,9.5,17.8,100,118.5,106,UTA,240,0.526,0.488,0.222,0.21,32.5,72.4,49.3,42.1,9.1,12,12.8,100,106,118.5
10/29/2014,201410290POR,OKC,240,0.481,0.42,0.198,0.321,32.6,69,50.6,57.6,10.1,8.6,12.3,100,100.2,119.4,POR,240,0.548,0.511,0.333,0.253,31,67.4,49.4,59,4.5,13.8,9.4,100,119.4,100.2
10/29/2014,201410290NYK,CHI,240,0.618,0.556,0.338,0.423,29.4,72.5,55.3,58.3,10.3,5.9,15.1,100,119.6,92,NYK,240,0.433,0.382,0.2,0.2,27.5,70.6,44.7,61.3,10.3,10.6,10.6,100,92,119.6
10/29/2014,201410290DEN,DET,240,0.428,0.405,0.31,0.226,17.8,72.5,46.9,48.4,4.2,8.2,14,100,82,92.3,DEN,240,0.451,0.388,0.282,0.365,27.5,82.2,53.1,56.7,7.3,6.9,13.2,100,92.3,82
