GAME_ID,AWAY,HOME,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,POINT_DIFF
201610250CLE,NYK,CLE,-0.03152439024390219,-0.04162195121951262,-0.09587804878048789,-0.005621951219512145,-1.598780487804877,-2.464634146341453,-1.9219512195122235,-2.7207317073170785,-1.0878048780487788,2.595121951219511,-0.1573170731707343,-6.398780487804885,3.120731707317134,-29.0
201610250GSW,SAS,GSW,-0.029609756097561002,-0.03708536585365829,-0.13830487804878036,-0.0042195121951220105,-0.3829268292682855,3.160975609756065,0.8170731707317174,-6.840243902439035,0.44634146341463854,0.1756097560975629,-1.2560975609756078,-4.139024390243918,-4.779268292682943,29.0
201610250POR,UTA,POR,-0.007707317073170961,-0.009463414634146239,-0.03501219512195136,0.018841463414634108,-0.054878048780491184,1.025609756097566,0.8353658536585442,-2.446341463414633,1.2987804878048772,1.5170731707317051,0.7475609756097548,-2.7292682926829173,-3.880487804878072,-9.0
201610260MIL,CHO,MIL,0.0077073170731706275,0.0019999999999996687,0.15898780487804873,0.004329268292682986,-4.808536585365868,6.52682926829263,0.36829268292683537,-1.4036585365853753,-1.103658536585363,-1.315853658536593,-2.5975609756097597,2.676829268292721,-4.6280487804878305,11.0
201610260TOR,DET,TOR,-0.030414634146341712,-0.012512195121950953,0.018195121951219584,-0.03241463414634155,2.2975609756097377,1.8426829268292835,0.6426829268292593,0.46707317073170174,-1.0609756097560972,-3.374390243902443,0.22317073170731305,-4.326829268292684,0.025609756097608738,-18.0
201610260PHI,OKC,PHI,0.04656097560975592,0.03671951219512193,-0.052121951219512075,0.022560975609755896,10.397560975609753,1.782926829268277,8.16219512195125,-3.512195121951244,-0.8451219512195101,-0.22926829268292792,-0.5695121951219448,14.11097560975611,-3.9390243902438584,6.0
201610260BOS,BRK,BOS,-0.003195121951219848,0.003402439024390469,-0.07437804878048773,-0.018463414634146302,-1.1378048780487724,1.3256097560975775,-0.023170731707303105,-2.7451219512195024,-1.3048780487804885,-0.02682926829268162,1.4256097560975647,-3.559756097560907,7.502439024390185,-5.0
201610260IND,DAL,IND,0.007585365853658654,0.0050487804878048825,0.06982926829268299,-0.0008048780487805995,-2.62926829268293,0.2475609756097441,-1.3987804878048635,4.048780487804862,-2.1085365853658535,-1.5317073170731765,-1.517073170731706,2.0158536585365994,3.9670731707316804,-9.0
201610260ORL,MIA,ORL,0.012170731707316973,0.008121951219512202,-0.033121951219512086,0.05020731707317072,0.4707317073170607,1.2097560975610122,2.1573170731707307,-5.274390243902403,-1.282926829268292,1.6890243902438993,0.17682926829268375,1.2731707317073102,-2.1231707317073614,12.0
201610260LAL,HOU,LAL,0.043695121951219495,0.0551707317073169,0.07976829268292701,0.06287804878048775,2.5646341463414437,-1.8841463414634063,0.9792682926829244,7.206097560975593,2.6500000000000004,2.2560975609756095,1.6987804878048802,6.937804878048738,-3.3036585365854023,-6.0
201610260NOP,DEN,NOP,-0.006268292682926946,-0.009280487804878168,0.0010487804878048235,0.022597560975609776,4.6048780487805026,-1.7231707317073273,2.281707317073206,2.4268292682926855,-0.24390243902439313,1.1207317073170717,0.9378048780487802,-0.051219512195061156,-0.6890243902440147,5.0
