10,,,,,,,,,,,,,,,,
712,518,1230,0.578861789,6805,5495,12300,55.32520325,,281,949,1230,0.228455285,2179,10121,12300,17.71544715
,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
708,522,1230,0.575609756,,,,,,249,981,1230,0.202439024,,,,
686,544,1230,0.557723577,,,,,,288,942,1230,0.234146341,,,,
646,584,1230,0.525203252,,,,,,222,1008,1230,0.180487805,,,,
678,552,1230,0.551219512,,,,,,286,944,1230,0.232520325,,,,
717,513,1230,0.582926829,,,,,,179,1051,1230,0.145528455,,,,
738,492,1230,0.6,,,,,,193,1037,1230,0.156910569,,,,
643,587,1230,0.522764228,,,,,,150,1080,1230,0.12195122,,,,
723,507,1230,0.587804878,,,,,,213,1017,1230,0.173170732,,,,
688,542,1230,0.559349593,,,,,,340,890,1230,0.276422764,,,,
678,552,1230,0.551219512,6905,5395,12300,56.13821138,,190,1040,1230,0.154471545,2310,9990,12300,18.7804878
,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
752,478,1230,0.611382114,,,,,,201,1029,1230,0.163414634,,,,
736,494,1230,0.598373984,,,,,,218,1012,1230,0.177235772,,,,
717,513,1230,0.582926829,,,,,,232,998,1230,0.188617886,,,,
734,496,1230,0.596747967,,,,,,265,965,1230,0.215447154,,,,
723,507,1230,0.587804878,,,,,,218,1012,1230,0.177235772,,,,
721,509,1230,0.586178862,,,,,,229,1001,1230,0.186178862,,,,
732,498,1230,0.595121951,,,,,,233,997,1230,0.189430894,,,,
741,489,1230,0.602439024,,,,,,221,1009,1230,0.179674797,,,,
715,515,1230,0.581300813,,,,,,226,1004,1230,0.183739837,,,,
745,485,1230,0.605691057,7316,4984,12300,59.4796748,,212,1018,1230,0.172357724,2255,10045,12300,18.33333333
,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,
643,587,1230,0.522764228,,,,,,299,931,1230,0.243089431,,,,
748,482,1230,0.608130081,,,,,,228,1002,1230,0.185365854,,,,
722,508,1230,0.58699187,,,,,,174,1056,1230,0.141463415,,,,
726,504,1230,0.590243902,,,,,,197,1033,1230,0.160162602,,,,
659,571,1230,0.535772358,,,,,,241,989,1230,0.195934959,,,,
731,499,1230,0.594308943,,,,,,237,993,1230,0.192682927,,,,
703,527,1230,0.571544715,,,,,,196,1034,1230,0.159349593,,,,
722,508,1230,0.58699187,,,,,,221,1009,1230,0.179674797,,,,
694,536,1230,0.564227642,,,,,,215,1015,1230,0.174796748,,,,
614,616,1230,0.499186992,6962,5338,12300,56.60162602,,116,1114,1230,0.094308943,2124,10176,12300,17.26829268
,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,
694,536,1230,0.564227642,,,,,,280,950,1230,0.227642276,,,,
729,501,1230,0.592682927,,,,,,218,1012,1230,0.177235772,,,,
729,501,1230,0.592682927,,,,,,224,1006,1230,0.182113821,,,,
742,488,1230,0.603252033,,,,,,190,1040,1230,0.154471545,,,,
723,507,1230,0.587804878,,,,,,239,991,1230,0.194308943,,,,
724,506,1230,0.588617886,,,,,,186,1044,1230,0.151219512,,,,
756,474,1230,0.614634146,,,,,,212,1018,1230,0.172357724,,,,
731,499,1230,0.594308943,,,,,,239,991,1230,0.194308943,,,,
720,510,1230,0.585365854,,,,,,201,1029,1230,0.163414634,,,,
746,484,1230,0.606504065,7294,5006,12300,59.30081301,,176,1054,1230,0.143089431,2165,10135,12300,17.60162602
,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
733,497,1230,0.595934959,,,,,,194,1036,1230,0.157723577,,,,
733,497,1230,0.595934959,,,,,,211,1019,1230,0.171544715,,,,
737,493,1230,0.599186992,,,,,,164,1066,1230,0.133333333,,,,
739,491,1230,0.600813008,,,,,,191,1039,1230,0.155284553,,,,
722,508,1230,0.58699187,,,,,,225,1005,1230,0.182926829,,,,
737,493,1230,0.599186992,,,,,,241,989,1230,0.195934959,,,,
730,500,1230,0.593495935,,,,,,221,1009,1230,0.179674797,,,,
731,499,1230,0.594308943,,,,,,247,983,1230,0.200813008,,,,
728,502,1230,0.591869919,,,,,,225,1005,1230,0.182926829,,,,
732,498,1230,0.595121951,7322,4978,12300,59.52845528,,158,1072,1230,0.128455285,2077,10223,12300,16.88617886
,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
724,506,1230,0.588617886,,,,,,238,992,1230,0.193495935,,,,
738,492,1230,0.6,,,,,,198,1032,1230,0.16097561,,,,
740,490,1230,0.601626016,,,,,,228,1002,1230,0.185365854,,,,
730,500,1230,0.593495935,,,,,,243,987,1230,0.197560976,,,,
736,494,1230,0.598373984,,,,,,186,1044,1230,0.151219512,,,,
733,497,1230,0.595934959,,,,,,215,1015,1230,0.174796748,,,,
697,533,1230,0.566666667,,,,,,210,1020,1230,0.170731707,,,,
726,504,1230,0.590243902,,,,,,207,1023,1230,0.168292683,,,,
734,496,1230,0.596747967,,,,,,246,984,1230,0.2,,,,
734,496,1230,0.596747967,7292,5008,12300,59.28455285,,193,1037,1230,0.156910569,2164,10136,12300,17.59349593
