10,,,,,,,,,,,,,,,,
690,540,1230,0.56097561,,,,,,280,950,1230,0.227642276,,,,
479,751,1230,0.389430894,,,,,,300,930,1230,0.243902439,,,,
638,592,1230,0.518699187,,,,,,359,871,1230,0.291869919,,,,
610,620,1230,0.495934959,,,,,,171,1059,1230,0.13902439,,,,
634,596,1230,0.515447154,,,,,,147,1083,1230,0.119512195,,,,
592,638,1230,0.481300813,,,,,,171,1059,1230,0.13902439,,,,
627,603,1230,0.509756098,,,,,,342,888,1230,0.27804878,,,,
573,657,1230,0.465853659,,,,,,164,1066,1230,0.133333333,,,,
644,586,1230,0.523577236,,,,,,119,1111,1230,0.096747967,,,,
643,587,1230,0.522764228,6130,6170,12300,49.83739837,,355,875,1230,0.288617886,2408,9892,12300,19.57723577
,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
600,630,1230,0.487804878,,,,,,114,1116,1230,0.092682927,,,,
713,517,1230,0.579674797,,,,,,270,960,1230,0.219512195,,,,
679,551,1230,0.55203252,,,,,,342,888,1230,0.27804878,,,,
655,575,1230,0.532520325,,,,,,380,850,1230,0.308943089,,,,
711,519,1230,0.57804878,,,,,,176,1054,1230,0.143089431,,,,
618,612,1230,0.502439024,,,,,,379,851,1230,0.308130081,,,,
685,545,1230,0.556910569,,,,,,290,940,1230,0.235772358,,,,
460,770,1230,0.37398374,,,,,,353,877,1230,0.28699187,,,,
462,768,1230,0.375609756,,,,,,355,875,1230,0.288617886,,,,
504,726,1230,0.409756098,6087,6213,12300,49.48780488,,319,911,1230,0.259349593,2978,9322,12300,24.21138211
,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,
654,576,1230,0.531707317,,,,,,216,1014,1230,0.175609756,,,,
611,619,1230,0.496747967,,,,,,352,878,1230,0.286178862,,,,
682,548,1230,0.554471545,,,,,,136,1094,1230,0.110569106,,,,
696,534,1230,0.565853659,,,,,,310,920,1230,0.25203252,,,,
684,546,1230,0.556097561,,,,,,242,988,1230,0.196747967,,,,
693,537,1230,0.563414634,,,,,,274,956,1230,0.222764228,,,,
655,575,1230,0.532520325,,,,,,233,997,1230,0.189430894,,,,
672,558,1230,0.546341463,,,,,,232,998,1230,0.188617886,,,,
717,513,1230,0.582926829,,,,,,258,972,1230,0.209756098,,,,
714,516,1230,0.580487805,6778,5522,12300,55.10569106,,237,993,1230,0.192682927,2490,9810,12300,20.24390244
,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
700,530,1230,0.569105691,,,,,,267,963,1230,0.217073171,,,,
629,601,1230,0.511382114,,,,,,244,986,1230,0.198373984,,,,
691,539,1230,0.561788618,,,,,,270,960,1230,0.219512195,,,,
626,604,1230,0.508943089,,,,,,198,1032,1230,0.16097561,,,,
637,593,1230,0.517886179,,,,,,172,1058,1230,0.139837398,,,,
686,544,1230,0.557723577,,,,,,203,1027,1230,0.16504065,,,,
700,530,1230,0.569105691,,,,,,236,994,1230,0.191869919,,,,
702,528,1230,0.570731707,,,,,,128,1102,1230,0.104065041,,,,
722,508,1230,0.58699187,,,,,,180,1050,1230,0.146341463,,,,
