730,500,1230,0.593495935,,,,
727,503,1230,0.591056911,,,,
732,498,1230,0.595121951,,,,
728,502,1230,0.591869919,,,,
726,504,1230,0.590243902,,,,
739,491,1230,0.600813008,,,,
730,500,1230,0.593495935,,,,
729,501,1230,0.592682927,,,,
729,501,1230,0.592682927,,,,
726,504,1230,0.590243902,,,,
,,,,,,,
,,,,,,,
663,567,1230,0.53902439,,,,
725,505,1230,0.589430894,,,,
724,506,1230,0.588617886,,,,
738,492,1230,0.6,,,,
735,495,1230,0.597560976,,,,
726,504,1230,0.590243902,,,,
726,504,1230,0.590243902,,,,
733,497,1230,0.595934959,,,,
732,498,1230,0.595121951,,,,
734,496,1230,0.596747967,,,,
,,,,,,,
,,,,,,,
718,512,1230,0.583739837,,,,
726,504,1230,0.590243902,,,,
736,494,1230,0.598373984,,,,
731,499,1230,0.594308943,,,,
736,494,1230,0.598373984,,,,
741,489,1230,0.602439024,,,,
731,499,1230,0.594308943,,,,
725,505,1230,0.589430894,,,,
733,497,1230,0.595934959,,,,
742,488,1230,0.603252033,,,,
,,,,,,,
,,,,,,,
730,500,1230,0.593495935,,,,
722,508,1230,0.58699187,,,,
717,513,1230,0.582926829,,,,
726,504,1230,0.590243902,,,,
727,503,1230,0.591056911,,,,
733,497,1230,0.595934959,,,,
722,508,1230,0.58699187,,,,
729,501,1230,0.592682927,,,,
736,494,1230,0.598373984,,,,
731,499,1230,0.594308943,,,,
,,,,,,,
,,,,,,,
731,499,1230,0.594308943,,,,
731,499,1230,0.594308943,,,,
30586,21074,51660,,,,,
59.20634921,,,128 NODES,,,,
-,,,,,,,
,,,,,,,
10,,,,,,,
514,716,1230,0.417886179,,,,
598,632,1230,0.486178862,,,,
570,660,1230,0.463414634,,,,
644,586,1230,0.523577236,,,,
626,604,1230,0.508943089,,,,
608,622,1230,0.494308943,,,,
611,619,1230,0.496747967,,,,
655,575,1230,0.532520325,,,,
684,546,1230,0.556097561,,,,
519,711,1230,0.42195122,6029,6271,12300,49.01626016
,,,,,,,
20,,,,,,,
687,543,1230,0.558536585,,,,
501,729,1230,0.407317073,,,,
581,649,1230,0.472357724,,,,
711,519,1230,0.57804878,,,,
680,550,1230,0.552845528,,,,
697,533,1230,0.566666667,,,,
687,543,1230,0.558536585,,,,
674,556,1230,0.54796748,,,,
748,482,1230,0.608130081,,,,
571,659,1230,0.464227642,6537,5763,12300,53.14634146
,,,,,,,
30,,,,,,,
717,513,1230,0.582926829,,,,
698,532,1230,0.567479675,,,,
598,632,1230,0.486178862,,,,
664,566,1230,0.539837398,,,,
694,536,1230,0.564227642,,,,
729,501,1230,0.592682927,,,,
735,495,1230,0.597560976,,,,
688,542,1230,0.559349593,,,,
595,635,1230,0.483739837,,,,
723,507,1230,0.587804878,6841,5459,12300,55.61788618
,,,,,,,
40,,,,,,,
685,545,1230,0.556910569,,,,
626,604,1230,0.508943089,,,,
681,549,1230,0.553658537,,,,
731,499,1230,0.594308943,,,,
675,555,1230,0.548780488,,,,
715,515,1230,0.581300813,,,,
644,586,1230,0.523577236,,,,
713,517,1230,0.579674797,,,,
682,548,1230,0.554471545,,,,
636,594,1230,0.517073171,6788,5512,12300,55.18699187
,,,,,,,
50,,,,,,,
680,550,1230,0.552845528,,,,
720,510,1230,0.585365854,,,,
734,496,1230,0.596747967,,,,
548,682,1230,0.445528455,,,,
586,644,1230,0.476422764,,,,
725,505,1230,0.589430894,,,,
707,523,1230,0.574796748,,,,
719,511,1230,0.584552846,,,,
717,513,1230,0.582926829,,,,
741,489,1230,0.602439024,6877,5423,12300,55.91056911
,,,,,,,
60,,,,,,,
736,494,1230,0.598373984,,,,
654,576,1230,0.531707317,,,,
723,507,1230,0.587804878,,,,
697,533,1230,0.566666667,,,,
730,500,1230,0.593495935,,,,
725,505,1230,0.589430894,,,,
734,496,1230,0.596747967,,,,
707,523,1230,0.574796748,,,,
736,494,1230,0.598373984,,,,
731,499,1230,0.594308943,7173,5127,12300,58.31707317
,,,,,,,
70,,,,,,,
676,554,1230,0.549593496,,,,
742,488,1230,0.603252033,,,,
690,540,1230,0.56097561,,,,
734,496,1230,0.596747967,,,,
660,570,1230,0.536585366,,,,
746,484,1230,0.606504065,,,,
726,504,1230,0.590243902,,,,
746,484,1230,0.606504065,,,,
729,501,1230,0.592682927,,,,
740,490,1230,0.601626016,7189,5111,12300,58.44715447
,,,,,,,
80,,,,,,,
730,500,1230,0.593495935,,,,
693,537,1230,0.563414634,,,,
728,502,1230,0.591869919,,,,
729,501,1230,0.592682927,,,,
745,485,1230,0.605691057,,,,
740,490,1230,0.601626016,,,,
743,487,1230,0.604065041,,,,
740,490,1230,0.601626016,,,,
739,491,1230,0.600813008,,,,
720,510,1230,0.585365854,7307,4993,12300,59.40650407
,,,,,,,
90,,,,,,,
730,500,1230,0.593495935,,,,
728,502,1230,0.591869919,,,,
710,520,1230,0.577235772,,,,
734,496,1230,0.596747967,,,,
729,501,1230,0.592682927,,,,
737,493,1230,0.599186992,,,,
725,505,1230,0.589430894,,,,
740,490,1230,0.601626016,,,,
723,507,1230,0.587804878,,,,
724,506,1230,0.588617886,7280,5020,12300,59.18699187
,,,,,,,
100,,,,,,,
719,511,1230,0.584552846,,,,
730,500,1230,0.593495935,,,,
727,503,1230,0.591056911,,,,
726,504,1230,0.590243902,,,,
706,524,1230,0.57398374,,,,
732,498,1230,0.595121951,,,,
729,501,1230,0.592682927,,,,
732,498,1230,0.595121951,,,,
723,507,1230,0.587804878,,,,
727,503,1230,0.591056911,7251,5049,12300,58.95121951
