10,,,,,,
806,424,1230,0.655284553,,,
797,433,1230,0.64796748,,,
795,435,1230,0.646341463,,,
807,423,1230,0.656097561,,,
794,436,1230,0.645528455,,,
792,438,1230,0.643902439,,,
789,441,1230,0.641463415,,,
807,423,1230,0.656097561,,,
798,432,1230,0.648780488,,,
794,436,1230,0.645528455,7979,12300,64.8699187
,,,,,,
20,,,,,,
794,436,1230,0.645528455,,,
797,433,1230,0.64796748,,,
798,432,1230,0.648780488,,,
802,428,1230,0.65203252,,,
801,429,1230,0.651219512,,,
802,428,1230,0.65203252,,,
789,441,1230,0.641463415,,,
798,432,1230,0.648780488,,,
798,432,1230,0.648780488,,,
794,436,1230,0.645528455,7973,12300,64.82113821
,,,,,,
30,,,,,,
800,430,1230,0.650406504,,,
789,441,1230,0.641463415,,,
800,430,1230,0.650406504,,,
799,431,1230,0.649593496,,,
794,436,1230,0.645528455,,,
785,445,1230,0.638211382,,,
797,433,1230,0.64796748,,,
802,428,1230,0.65203252,,,
804,426,1230,0.653658537,,,
803,427,1230,0.652845528,7973,12300,64.82113821
,,,,,,
40,,,,,,
796,434,1230,0.647154472,,,
800,430,1230,0.650406504,,,
797,433,1230,0.64796748,,,
793,437,1230,0.644715447,,,
796,434,1230,0.647154472,,,
801,429,1230,0.651219512,,,
793,437,1230,0.644715447,,,
794,436,1230,0.645528455,,,
793,437,1230,0.644715447,,,
798,432,1230,0.648780488,7961,12300,64.72357724
,,,,,,
50,,,,,,
797,433,1230,0.64796748,,,
798,432,1230,0.648780488,,,
798,432,1230,0.648780488,,,
799,431,1230,0.649593496,,,
793,437,1230,0.644715447,,,
801,429,1230,0.651219512,,,
802,428,1230,0.65203252,,,
796,434,1230,0.647154472,,,
798,432,1230,0.648780488,,,
795,435,1230,0.646341463,7977,12300,64.85365854
,,,,,,
60,,,,,,
793,437,1230,0.644715447,,,
797,433,1230,0.64796748,,,
793,437,1230,0.644715447,,,
792,438,1230,0.643902439,,,
792,438,1230,0.643902439,,,
801,429,1230,0.651219512,,,
794,436,1230,0.645528455,,,
798,432,1230,0.648780488,,,
793,437,1230,0.644715447,,,
792,438,1230,0.643902439,7945,12300,64.59349593
,,,,,,
70,,,,,,
794,436,1230,0.645528455,,,
797,433,1230,0.64796748,,,
799,431,1230,0.649593496,,,
799,431,1230,0.649593496,,,
803,427,1230,0.652845528,,,
796,434,1230,0.647154472,,,
794,436,1230,0.645528455,,,
792,438,1230,0.643902439,,,
800,430,1230,0.650406504,,,
801,429,1230,0.651219512,7975,12300,64.83739837
,,,,,,
80,,,,,,
795,435,1230,0.646341463,,,
793,437,1230,0.644715447,,,
798,432,1230,0.648780488,,,
