10,,,,,,,,,,,,,,
633,597,1230,0.514634146,,,,,199,1031,1230,0.161788618,,,
723,507,1230,0.587804878,,,,,173,1057,1230,0.140650407,,,
735,495,1230,0.597560976,,,,,164,1066,1230,0.133333333,,,
703,527,1230,0.571544715,,,,,190,1040,1230,0.154471545,,,
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415,,,
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
678,552,1230,0.551219512,,,,,188,1042,1230,0.152845528,,,
730,500,1230,0.593495935,,,,,175,1055,1230,0.142276423,,,
719,511,1230,0.584552846,7107,12300,57.7804878,,173,1057,1230,0.140650407,1784,12300,14.50406504
,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
730,500,1230,0.593495935,,,,,176,1054,1230,0.143089431,,,
791,439,1230,0.643089431,,,,,145,1085,1230,0.117886179,,,
768,462,1230,0.624390244,,,,,143,1087,1230,0.116260163,,,
727,503,1230,0.591056911,,,,,175,1055,1230,0.142276423,,,
727,503,1230,0.591056911,,,,,176,1054,1230,0.143089431,,,
665,565,1230,0.540650407,,,,,198,1032,1230,0.16097561,,,
723,507,1230,0.587804878,,,,,172,1058,1230,0.139837398,,,
701,529,1230,0.569918699,,,,,197,1033,1230,0.160162602,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
728,502,1230,0.591869919,7288,12300,59.25203252,,174,1056,1230,0.141463415,1730,12300,14.06504065
,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
720,510,1230,0.585365854,,,,,179,1051,1230,0.145528455,,,
674,556,1230,0.54796748,,,,,195,1035,1230,0.158536585,,,
797,433,1230,0.64796748,,,,,119,1111,1230,0.096747967,,,
757,473,1230,0.615447154,,,,,160,1070,1230,0.130081301,,,
686,544,1230,0.557723577,,,,,193,1037,1230,0.156910569,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
678,552,1230,0.551219512,,,,,196,1034,1230,0.159349593,,,
742,488,1230,0.603252033,,,,,166,1064,1230,0.13495935,,,
791,439,1230,0.643089431,,,,,127,1103,1230,0.103252033,,,
739,491,1230,0.600813008,7312,12300,59.44715447,,173,1057,1230,0.140650407,1682,12300,13.67479675
,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
730,500,1230,0.593495935,,,,,166,1064,1230,0.13495935,,,
800,430,1230,0.650406504,,,,,115,1115,1230,0.093495935,,,
716,514,1230,0.582113821,,,,,173,1057,1230,0.140650407,,,
761,469,1230,0.618699187,,,,,147,1083,1230,0.119512195,,,
719,511,1230,0.584552846,,,,,171,1059,1230,0.13902439,,,
727,503,1230,0.591056911,,,,,175,1055,1230,0.142276423,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
791,439,1230,0.643089431,,,,,141,1089,1230,0.114634146,,,
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415,,,
730,500,1230,0.593495935,7431,12300,60.41463415,,176,1054,1230,0.143089431,1612,12300,13.10569106
,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,
735,495,1230,0.597560976,,,,,170,1060,1230,0.138211382,,,
766,464,1230,0.622764228,,,,,142,1088,1230,0.115447154,,,
731,499,1230,0.594308943,,,,,175,1055,1230,0.142276423,,,
752,478,1230,0.611382114,,,,,162,1068,1230,0.131707317,,,
724,506,1230,0.588617886,,,,,175,1055,1230,0.142276423,,,
749,481,1230,0.608943089,,,,,161,1069,1230,0.130894309,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
801,429,1230,0.651219512,,,,,122,1108,1230,0.099186992,,,
808,422,1230,0.656910569,,,,,120,1110,1230,0.097560976,,,
740,490,1230,0.601626016,7534,12300,61.25203252,,173,1057,1230,0.140650407,1574,12300,12.79674797
,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,
778,452,1230,0.632520325,,,,,155,1075,1230,0.12601626,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
798,432,1230,0.648780488,,,,,100,1130,1230,0.081300813,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
727,503,1230,0.591056911,,,,,174,1056,1230,0.141463415,,,
659,571,1230,0.535772358,,,,,207,1023,1230,0.168292683,,,
727,503,1230,0.591056911,,,,,175,1055,1230,0.142276423,,,
740,490,1230,0.601626016,,,,,160,1070,1230,0.130081301,,,
727,503,1230,0.591056911,,,,,175,1055,1230,0.142276423,,,
772,458,1230,0.627642276,7384,12300,60.03252033,,150,1080,1230,0.12195122,1644,12300,13.36585366
,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,
729,501,1230,0.592682927,,,,,172,1058,1230,0.139837398,,,
784,446,1230,0.637398374,,,,,150,1080,1230,0.12195122,,,
793,437,1230,0.644715447,,,,,119,1111,1230,0.096747967,,,
728,502,1230,0.591869919,,,,,170,1060,1230,0.138211382,,,
800,430,1230,0.650406504,,,,,137,1093,1230,0.111382114,,,
727,503,1230,0.591056911,,,,,174,1056,1230,0.141463415,,,
725,505,1230,0.589430894,,,,,174,1056,1230,0.141463415,,,
765,465,1230,0.62195122,,,,,148,1082,1230,0.120325203,,,
750,480,1230,0.609756098,,,,,159,1071,1230,0.129268293,,,
741,489,1230,0.602439024,7542,12300,61.31707317,,161,1069,1230,0.130894309,1564,12300,12.71544715
,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,
728,502,1230,0.591869919,,,,,175,1055,1230,0.142276423,,,
790,440,1230,0.642276423,,,,,131,1099,1230,0.106504065,,,
735,495,1230,0.597560976,,,,,173,1057,1230,0.140650407,,,
786,444,1230,0.63902439,,,,,154,1076,1230,0.125203252,,,
792,438,1230,0.643902439,,,,,142,1088,1230,0.115447154,,,
759,471,1230,0.617073171,,,,,164,1066,1230,0.133333333,,,
741,489,1230,0.602439024,,,,,165,1065,1230,0.134146341,,,
735,495,1230,0.597560976,,,,,157,1073,1230,0.127642276,,,
