10,,,,,,,,,,,,,,
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415,,,
781,449,1230,0.63495935,7576,12300,61.59349593,,147,1083,1230,0.119512195,1582,12300,12.86178862
,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,
795,435,1230,0.646341463,,,,,144,1086,1230,0.117073171,,,
742,488,1230,0.603252033,,,,,160,1070,1230,0.130081301,,,
731,499,1230,0.594308943,,,,,172,1058,1230,0.139837398,,,
774,456,1230,0.629268293,,,,,151,1079,1230,0.122764228,,,
798,432,1230,0.648780488,,,,,136,1094,1230,0.110569106,,,
801,429,1230,0.651219512,,,,,127,1103,1230,0.103252033,,,
786,444,1230,0.63902439,,,,,151,1079,1230,0.122764228,,,
739,491,1230,0.600813008,,,,,169,1061,1230,0.137398374,,,
727,503,1230,0.591056911,,,,,174,1056,1230,0.141463415,,,
805,425,1230,0.654471545,7698,12300,62.58536585,,135,1095,1230,0.109756098,1519,12300,12.3495935
,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,
743,487,1230,0.604065041,,,,,163,1067,1230,0.132520325,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415,,,
743,487,1230,0.604065041,,,,,167,1063,1230,0.135772358,,,
776,454,1230,0.630894309,,,,,147,1083,1230,0.119512195,,,
804,426,1230,0.653658537,,,,,131,1099,1230,0.106504065,,,
741,489,1230,0.602439024,,,,,160,1070,1230,0.130081301,,,
785,445,1230,0.638211382,,,,,147,1083,1230,0.119512195,,,
805,425,1230,0.654471545,,,,,124,1106,1230,0.100813008,,,
795,435,1230,0.646341463,,,,,149,1081,1230,0.121138211,,,
783,447,1230,0.636585366,7703,12300,62.62601626,,135,1095,1230,0.109756098,1497,12300,12.17073171
,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,
728,502,1230,0.591869919,,,,,175,1055,1230,0.142276423,,,
731,499,1230,0.594308943,,,,,171,1059,1230,0.13902439,,,
750,480,1230,0.609756098,,,,,160,1070,1230,0.130081301,,,
765,465,1230,0.62195122,,,,,156,1074,1230,0.126829268,,,
803,427,1230,0.652845528,,,,,100,1130,1230,0.081300813,,,
792,438,1230,0.643902439,,,,,123,1107,1230,0.1,,,
731,499,1230,0.594308943,,,,,172,1058,1230,0.139837398,,,
793,437,1230,0.644715447,,,,,137,1093,1230,0.111382114,,,
809,421,1230,0.657723577,,,,,108,1122,1230,0.087804878,,,
794,436,1230,0.645528455,7696,12300,62.56910569,,133,1097,1230,0.108130081,1435,12300,11.66666667
,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
737,493,1230,0.599186992,,,,,167,1063,1230,0.135772358,,,
768,462,1230,0.624390244,,,,,157,1073,1230,0.127642276,,,
760,470,1230,0.617886179,,,,,160,1070,1230,0.130081301,,,
792,438,1230,0.643902439,,,,,147,1083,1230,0.119512195,,,
801,429,1230,0.651219512,,,,,107,1123,1230,0.08699187,,,
808,422,1230,0.656910569,,,,,118,1112,1230,0.095934959,,,
789,441,1230,0.641463415,,,,,149,1081,1230,0.121138211,,,
778,452,1230,0.632520325,,,,,152,1078,1230,0.123577236,,,
810,420,1230,0.658536585,,,,,123,1107,1230,0.1,,,
779,451,1230,0.633333333,7822,12300,63.59349593,,139,1091,1230,0.11300813,1419,12300,11.53658537
,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,
750,480,1230,0.609756098,,,,,160,1070,1230,0.130081301,,,
782,448,1230,0.635772358,,,,,155,1075,1230,0.12601626,,,
741,489,1230,0.602439024,,,,,159,1071,1230,0.129268293,,,
795,435,1230,0.646341463,,,,,115,1115,1230,0.093495935,,,
793,437,1230,0.644715447,,,,,147,1083,1230,0.119512195,,,
730,500,1230,0.593495935,,,,,175,1055,1230,0.142276423,,,
785,445,1230,0.638211382,,,,,151,1079,1230,0.122764228,,,
795,435,1230,0.646341463,,,,,128,1102,1230,0.104065041,,,
813,417,1230,0.66097561,,,,,122,1108,1230,0.099186992,,,
801,429,1230,0.651219512,7785,12300,63.29268293,,124,1106,1230,0.100813008,1436,12300,11.67479675
,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,
795,435,1230,0.646341463,,,,,122,1108,1230,0.099186992,,,
790,440,1230,0.642276423,,,,,108,1122,1230,0.087804878,,,
799,431,1230,0.649593496,,,,,130,1100,1230,0.105691057,,,
801,429,1230,0.651219512,,,,,125,1105,1230,0.101626016,,,
803,427,1230,0.652845528,,,,,104,1126,1230,0.084552846,,,
792,438,1230,0.643902439,,,,,136,1094,1230,0.110569106,,,
810,420,1230,0.658536585,,,,,134,1096,1230,0.108943089,,,
776,454,1230,0.630894309,,,,,152,1078,1230,0.123577236,,,
780,450,1230,0.634146341,,,,,157,1073,1230,0.127642276,,,
806,424,1230,0.655284553,7952,12300,64.6504065,,139,1091,1230,0.11300813,1307,12300,10.62601626
,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,
727,503,1230,0.591056911,,,,,174,1056,1230,0.141463415,,,
800,430,1230,0.650406504,,,,,129,1101,1230,0.104878049,,,
787,443,1230,0.639837398,,,,,146,1084,1230,0.118699187,,,
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415,,,
787,443,1230,0.639837398,,,,,145,1085,1230,0.117886179,,,
748,482,1230,0.608130081,,,,,156,1074,1230,0.126829268,,,
729,501,1230,0.592682927,,,,,173,1057,1230,0.140650407,,,
795,435,1230,0.646341463,,,,,141,1089,1230,0.114634146,,,
804,426,1230,0.653658537,,,,,100,1130,1230,0.081300813,,,
802,428,1230,0.65203252,7708,12300,62.66666667,,124,1106,1230,0.100813008,1462,12300,11.88617886
,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,
798,432,1230,0.648780488,,,,,101,1129,1230,0.082113821,,,
796,434,1230,0.647154472,,,,,126,1104,1230,0.102439024,,,
801,429,1230,0.651219512,,,,,139,1091,1230,0.11300813,,,
804,426,1230,0.653658537,,,,,119,1111,1230,0.096747967,,,
735,495,1230,0.597560976,,,,,173,1057,1230,0.140650407,,,
798,432,1230,0.648780488,,,,,135,1095,1230,0.109756098,,,
802,428,1230,0.65203252,,,,,124,1106,1230,0.100813008,,,
808,422,1230,0.656910569,,,,,103,1127,1230,0.083739837,,,
795,435,1230,0.646341463,,,,,109,1121,1230,0.088617886,,,
800,430,1230,0.650406504,7937,12300,64.52845528,,124,1106,1230,0.100813008,1253,12300,10.18699187
,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,
786,444,1230,0.63902439,,,,,149,1081,1230,0.121138211,,,
730,500,1230,0.593495935,,,,,173,1057,1230,0.140650407,,,
803,427,1230,0.652845528,,,,,117,1113,1230,0.095121951,,,
807,423,1230,0.656097561,,,,,133,1097,1230,0.108130081,,,
722,508,1230,0.58699187,,,,,177,1053,1230,0.143902439,,,
793,437,1230,0.644715447,,,,,93,1137,1230,0.075609756,,,
796,434,1230,0.647154472,,,,,142,1088,1230,0.115447154,,,
800,430,1230,0.650406504,,,,,115,1115,1230,0.093495935,,,
784,446,1230,0.637398374,,,,,148,1082,1230,0.120325203,,,
793,437,1230,0.644715447,7814,12300,63.52845528,,155,1075,1230,0.12601626,1402,12300,11.39837398
