10,,,,,,,,,,,
738,492,1230,0.6,,,,,169,1061,1230,0.137398374
716,514,1230,0.582113821,,,,,182,1048,1230,0.14796748
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
735,495,1230,0.597560976,,,,,180,1050,1230,0.146341463
761,469,1230,0.618699187,,,,,151,1079,1230,0.122764228
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
697,533,1230,0.566666667,,,,,188,1042,1230,0.152845528
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
729,501,1230,0.592682927,7292,12300,59.28455285,,174,1056,1230,0.141463415
,,,,,,,,,,,
20,,,,,,,,,,,
727,503,1230,0.591056911,,,,,176,1054,1230,0.143089431
728,502,1230,0.591869919,,,,,176,1054,1230,0.143089431
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
741,489,1230,0.602439024,,,,,170,1060,1230,0.138211382
728,502,1230,0.591869919,,,,,175,1055,1230,0.142276423
726,504,1230,0.590243902,,,,,177,1053,1230,0.143902439
682,548,1230,0.554471545,,,,,196,1034,1230,0.159349593
723,507,1230,0.587804878,,,,,172,1058,1230,0.139837398
709,521,1230,0.576422764,,,,,163,1067,1230,0.132520325
685,545,1230,0.556910569,7178,12300,58.35772358,,164,1066,1230,0.133333333
,,,,,,,,,,,
30,,,,,,,,,,,
728,502,1230,0.591869919,,,,,171,1059,1230,0.13902439
720,510,1230,0.585365854,,,,,162,1068,1230,0.131707317
739,491,1230,0.600813008,,,,,169,1061,1230,0.137398374
692,538,1230,0.562601626,,,,,194,1036,1230,0.157723577
729,501,1230,0.592682927,,,,,154,1076,1230,0.125203252
744,486,1230,0.604878049,,,,,163,1067,1230,0.132520325
747,483,1230,0.607317073,,,,,154,1076,1230,0.125203252
729,501,1230,0.592682927,,,,,170,1060,1230,0.138211382
772,458,1230,0.627642276,,,,,154,1076,1230,0.125203252
736,494,1230,0.598373984,7336,12300,59.64227642,,170,1060,1230,0.138211382
,,,,,,,,,,,
40,,,,,,,,,,,
728,502,1230,0.591869919,,,,,174,1056,1230,0.141463415
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
725,505,1230,0.589430894,,,,,175,1055,1230,0.142276423
729,501,1230,0.592682927,,,,,174,1056,1230,0.141463415
745,485,1230,0.605691057,,,,,162,1068,1230,0.131707317
774,456,1230,0.629268293,,,,,153,1077,1230,0.124390244
763,467,1230,0.620325203,,,,,159,1071,1230,0.129268293
735,495,1230,0.597560976,,,,,146,1084,1230,0.118699187
784,446,1230,0.637398374,7441,12300,60.49593496,,159,1071,1230,0.129268293
,,,,,,,,,,,
50,,,,,,,,,,,
752,478,1230,0.611382114,,,,,153,1077,1230,0.124390244
749,481,1230,0.608943089,,,,,171,1059,1230,0.13902439
795,435,1230,0.646341463,,,,,126,1104,1230,0.102439024
738,492,1230,0.6,,,,,172,1058,1230,0.139837398
746,484,1230,0.606504065,,,,,137,1093,1230,0.111382114
798,432,1230,0.648780488,,,,,139,1091,1230,0.11300813
725,505,1230,0.589430894,,,,,169,1061,1230,0.137398374
736,494,1230,0.598373984,,,,,162,1068,1230,0.131707317
721,509,1230,0.586178862,,,,,172,1058,1230,0.139837398
722,508,1230,0.58699187,7482,12300,60.82926829,,163,1067,1230,0.132520325
,,,,,,,,,,,
60,,,,,,,,,,,
768,462,1230,0.624390244,,,,,128,1102,1230,0.104065041
739,491,1230,0.600813008,,,,,157,1073,1230,0.127642276
782,448,1230,0.635772358,,,,,143,1087,1230,0.116260163
802,428,1230,0.65203252,,,,,124,1106,1230,0.100813008
762,468,1230,0.619512195,,,,,163,1067,1230,0.132520325
772,458,1230,0.627642276,,,,,145,1085,1230,0.117886179
767,463,1230,0.623577236,,,,,155,1075,1230,0.12601626
727,503,1230,0.591056911,,,,,174,1056,1230,0.141463415
721,509,1230,0.586178862,,,,,168,1062,1230,0.136585366
739,491,1230,0.600813008,7579,12300,61.61788618,,165,1065,1230,0.134146341
,,,,,,,,,,,
70,,,,,,,,,,,
726,504,1230,0.590243902,,,,,169,1061,1230,0.137398374
728,502,1230,0.591869919,,,,,169,1061,1230,0.137398374
789,441,1230,0.641463415,,,,,111,1119,1230,0.090243902
725,505,1230,0.589430894,,,,,174,1056,1230,0.141463415
781,449,1230,0.63495935,,,,,152,1078,1230,0.123577236
716,514,1230,0.582113821,,,,,166,1064,1230,0.13495935
725,505,1230,0.589430894,,,,,168,1062,1230,0.136585366
753,477,1230,0.612195122,,,,,149,1081,1230,0.121138211
743,487,1230,0.604065041,,,,,174,1056,1230,0.141463415
755,475,1230,0.613821138,7441,12300,60.49593496,,139,1091,1230,0.11300813
,,,,,,,,,,,
80,,,,,,,,,,,
773,457,1230,0.628455285,,,,,135,1095,1230,0.109756098
785,445,1230,0.638211382,,,,,114,1116,1230,0.092682927
780,450,1230,0.634146341,,,,,117,1113,1230,0.095121951
759,471,1230,0.617073171,,,,,127,1103,1230,0.103252033
772,458,1230,0.627642276,,,,,140,1090,1230,0.113821138
