0,72,51,0.585365854,50,73,0.585365854
1,81,42,0.658536585,43,80,0.658536585
2,75,48,0.609756098,52,71,0.609756098
3,82,41,0.666666667,47,76,0.666666667
4,83,40,0.674796748,50,73,0.674796748
5,85,38,0.691056911,50,73,0.691056911
6,79,44,0.642276423,56,67,0.642276423
7,71,52,0.577235772,52,71,0.577235772
8,83,40,0.674796748,45,78,0.674796748
9,75,48,0.609756098,56,67,0.609756098
,786,444,63.90243902,,,
