0,73,50,0.593495935,50,73,0.593495935
1,80,43,0.650406504,43,80,0.650406504
2,76,47,0.617886179,52,71,0.617886179
3,80,43,0.650406504,47,76,0.650406504
4,84,39,0.682926829,50,73,0.682926829
5,83,40,0.674796748,50,73,0.674796748
6,75,48,0.609756098,56,67,0.609756098
7,70,53,0.569105691,52,71,0.569105691
8,83,40,0.674796748,45,78,0.674796748
9,74,49,0.601626016,56,67,0.601626016
,778,452,63.25203252,,,
