GAME_ID,AWAY_TEAM,A_FG,A_FGA,A_3P,A_3PA,A_FT,A_FTA,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_AVG_PTS,AWAY_POINTS,HOME_TEAM,H_FG,H_FGA,H_3P,H_3PA,H_FT,H_FTA,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_AVG_PTS,HOME_POINTS
201411050MIL,CHI,35.8,75.6,8.2,21.8,22.4,28.8,8.6,34,42.6,21.6,6,7.6,15.2,21.2,102.2,95,MIL,35.8,84,7,19.2,15.2,19.2,12.2,32,44.2,21.4,10.4,6.4,17,24.4,93.8,86
201411050PHI,ORL,36.8,82.6,5.2,16,12.8,19,11.2,34.4,45.6,19.4,5.8,5.2,17,25.4,91.6,91,PHI,33.4,78.6,7.4,22.8,15.8,24.8,8.6,29.4,38,21.2,10.4,7.2,17.6,21.2,90,89
201411050PHO,MEM,35.6,79.4,5.4,15.2,17,22.8,9.4,32,41.4,20.2,8.8,2.8,14.2,21.8,93.6,102,PHO,37.8,83.2,7.8,24,18,22.2,9,33.2,42.2,19.2,6.4,5.2,12.6,23.4,101.4,91
201411050SAC,DEN,34.5,85,6.75,25.5,22.75,28.75,11.75,29.75,41.5,20.5,4.75,6.5,15.25,29.75,98.5,109,SAC,33.6,76.8,4,13.4,32.6,40,12.2,34.8,47,18,7.4,4.8,16.6,26,103.8,131
201411050SAS,ATL,37.66666667,80.33333333,9.333333333,22.33333333,14,20.33333333,7.666666667,31,38.66666667,26,10,6.333333333,14,23,98.66666667,92,SAS,33.33333333,72.33333333,9,23.33333333,19,25.66666667,8.333333333,36,44.33333333,22.66666667,5,5,17,20,94.66666667,94
201411050UTA,CLE,33.5,82.75,6.75,19,22.75,26.75,12.75,26.25,39,16,6.5,3.25,13.5,18.5,96.5,100,UTA,38.2,81.2,8.2,25.4,18.6,22.8,12.6,29.4,42,21.4,6.2,4.4,14.2,19.6,103.2,102
201411050WAS,IND,33.8,80.8,8.4,25.8,15.8,21.4,13,35.8,48.8,20.4,4.4,7.8,17.6,21.8,91.8,94,WAS,37.6,79.8,6.4,16,18.8,25,7.2,31,38.2,24,10,3.6,13.8,22.6,100.4,96
201411060HOU,SAS,32.75,76.75,7.25,22.5,18.5,24,9.25,34.25,43.5,21.25,6.75,4,16.25,21,91.25,81,HOU,34,73.5,13.5,31.33333333,22.83333333,32.33333333,10.33333333,33,43.33333333,21.16666667,8.333333333,5.666666667,17.66666667,23.83333333,104.3333333,98
201411060POR,DAL,41.6,84.8,8.2,23,15.4,19.4,9.6,28.6,38.2,21,6.4,5.4,11,18.8,106.8,87,POR,37.4,82.8,9.4,27.4,15.6,19.8,12.2,35.2,47.4,21.8,5.6,5.8,13.4,21,99.8,108
201411070BOS,IND,34.83333333,82,7.833333333,24.66666667,15.33333333,20,13.16666667,34.5,47.66666667,20,4,7.5,16.83333333,21,92.83333333,98,BOS,42,90.2,7.8,26.2,14.6,18.2,14.2,30,44.2,25,8.2,5,15.6,23.2,106.4,101
201411070BRK,NYK,35.5,82.16666667,7,16.5,13.33333333,17,12,27.5,39.5,22.5,6.333333333,3.5,13.16666667,24,91.33333333,99,BRK,39.8,81.4,9.4,22.6,15.8,20.2,8.8,33.8,42.6,19.6,6.4,4.8,14,22.2,104.8,110
201411070CHO,ATL,39,83.5,10.25,25,15.5,21.75,7.5,31,38.5,26.5,9.5,5.5,15.25,25.5,103.75,119,CHO,36.66666667,83.66666667,5.5,18.33333333,17.66666667,24.16666667,9.666666667,34.66666667,44.33333333,23.5,6.833333333,5.333333333,14.16666667,20.16666667,96.5,122
201411070DEN,CLE,34.8,83,6.6,19.8,23,28,11.4,28.2,39.6,17.8,6.2,3.2,12.4,17.6,99.2,110,DEN,35.6,85,7.6,26.2,20.2,26,11,30.6,41.6,20.8,4.8,6.2,14.8,28.2,99,101
201411070DET,MIL,35.83333333,82.83333333,6.666666667,19.33333333,15.66666667,19.83333333,11.66666667,31,42.66666667,22.16666667,10.33333333,6.333333333,16.33333333,23.5,94,95,DET,34,82.6,7.2,22,16,24.8,12.6,32.8,45.4,18.2,4.4,4.4,12,21.2,91.2,98
201411070OKC,MEM,35.33333333,79.66666667,6,15.66666667,16.5,21.83333333,9.333333333,31.5,40.83333333,20.33333333,9,3,13.16666667,20.5,93.16666667,91,OKC,33.5,75.33333333,6.666666667,21,16.83333333,24.66666667,9.833333333,33.5,43.33333333,19.83333333,5.333333333,3.333333333,16.83333333,22.83333333,90.5,89
201411070ORL,MIN,38.2,86,5,13.8,19.4,25.8,12.8,31.4,44.2,22,8.6,4.4,13.6,22.8,100.8,103,ORL,38.33333333,84,5.166666667,15,13.16666667,19,11.33333333,35.33333333,46.66666667,19.33333333,5.666666667,5.333333333,17.66666667,25.66666667,95,112
201411070PHI,CHI,36.5,76,8.833333333,22.16666667,23,29.66666667,9.166666667,33,42.16666667,22.16666667,5.666666667,7.333333333,15.5,21.16666667,104.8333333,118,PHI,35,80.66666667,8.166666667,24,16,24.83333333,10,28.66666667,38.66666667,22.5,9.833333333,6.333333333,16.66666667,22.5,94.16666667,115
201411070PHO,SAC,34.5,79.16666667,3.833333333,13.83333333,32.66666667,39.83333333,12.33333333,36.83333333,49.16666667,17.66666667,7.166666667,4.666666667,16.33333333,26.16666667,105.5,114,PHO,38.5,85.66666667,8.166666667,25.16666667,18,22.66666667,9,33.16666667,42.16666667,19.16666667,6.5,5.5,12.5,25,103.1666667,112
201411070TOR,WAS,36.33333333,80.33333333,5.833333333,16.5,19.16666667,26.16666667,8.666666667,31.5,40.16666667,23.16666667,9.5,3.833333333,13.66666667,23.66666667,97.66666667,84,TOR,36,83.33333333,6.666666667,22,26.66666667,34.5,11.33333333,28.33333333,39.66666667,18.33333333,7.833333333,4.666666667,9.333333333,23.33333333,105.3333333,103
201411070UTA,DAL,41.66666667,85.33333333,8.333333333,23.16666667,14.83333333,18.5,10.16666667,28.66666667,38.83333333,21.33333333,7.333333333,5,10.5,19.33333333,106.5,105,UTA,36.66666667,79,8.333333333,25.83333333,18,22.16666667,12,29.83333333,41.83333333,21,5.833333333,4.666666667,15.33333333,19.16666667,99.66666667,82
201411080ATL,NYK,36.14285714,82.42857143,7.142857143,17.14285714,12.57142857,16.14285714,12.14285714,28,40.14285714,23,5.714285714,3.857142857,13.42857143,24.71428571,92,96,ATL,37.8,83,10,24.4,18,24.6,8.4,30.6,39,24.8,9.6,5.4,13.8,23.8,103.6,103
201411080CHI,BOS,42,88.66666667,7.666666667,25,14.66666667,18.5,13,31.33333333,44.33333333,25,7.833333333,4.666666667,15,22.16666667,106.3333333,106,CHI,37.28571429,78.28571429,8.714285714,21.57142857,21,27.57142857,9.428571429,32.14285714,41.57142857,22.71428571,5.571428571,6.571428571,14.42857143,20.42857143,104.2857143,101
201411080HOU,GSW,39.4,80,9.4,24.4,19,23.6,9,35.2,44.2,24.8,10.2,6,21.6,23,107.2,98,HOU,33.42857143,75.28571429,13,32.85714286,22,30.71428571,11.14285714,32.57142857,43.71428571,20,9.142857143,4.857142857,18.28571429,22.85714286,101.8571429,87
201411080IND,WAS,36.71428571,80.42857143,5.285714286,15.71428571,18.85714286,25.71428571,9.285714286,32.14285714,41.42857143,23.14285714,9.285714286,3.857142857,13.71428571,23.85714286,97.57142857,97,IND,34.57142857,81.28571429,7.857142857,24.57142857,15.42857143,20.71428571,12.42857143,33.85714286,46.28571429,18.71428571,4.142857143,6.857142857,17,21.42857143,92.42857143,90
201411080LAC,POR,37.16666667,82.33333333,9.5,27,16.33333333,20.66666667,11.66666667,35,46.66666667,22.33333333,5,5.333333333,13.83333333,21.83333333,100.1666667,102,LAC,36.66666667,81.66666667,8.333333333,24.66666667,21.66666667,27.33333333,8.166666667,26.16666667,34.33333333,22.66666667,8.666666667,4.166666667,10.66666667,21.33333333,103.3333333,106
201411080MIA,MIN,37.66666667,86.16666667,4.833333333,14.16666667,19.16666667,25.33333333,13.5,31.5,45,20.5,8.666666667,4,14,21.83333333,99.33333333,92,MIA,36.16666667,77.16666667,8.5,23.16666667,20.83333333,27.5,9.5,29.16666667,38.66666667,22.66666667,8.666666667,2.833333333,13.83333333,21.83333333,101.6666667,102
201411080MIL,MEM,34.42857143,80,5.571428571,15.42857143,18.57142857,23.57142857,10.14285714,30.57142857,40.71428571,19.57142857,9,2.857142857,13.14285714,20.14285714,93,92,MIL,36.42857143,83.57142857,6.428571429,19.14285714,14.57142857,18.57142857,12.28571429,30.42857143,42.71428571,22.42857143,9.857142857,6,16.28571429,23.57142857,93.85714286,93
201411080SAS,NOP,37.2,88.4,5.6,19.8,17.2,24.2,14.2,32.8,47,21.2,7.8,7.8,11.4,21,97.2,100,SAS,33.4,77.4,6.8,21.6,19.2,25,10.8,33.8,44.6,20,6.2,4.6,16.6,20.2,92.8,99
201411090BRK,ORL,38.42857143,82.71428571,5.571428571,15,12.71428571,18.57142857,10.42857143,34,44.42857143,20.14285714,5.857142857,4.857142857,17.57142857,25.42857143,95.14285714,96,BRK,39.83333333,81.66666667,8.5,21.16666667,16.5,20.66666667,9.666666667,33.33333333,43,20.16666667,7,4.833333333,14,22,104.6666667,104
201411090DAL,MIA,37,77,8.571428571,23.14285714,19.57142857,26.42857143,9,29.57142857,38.57142857,23.85714286,8.428571429,2.857142857,13.71428571,22,102.1428571,105,DAL,40.71428571,85,8.428571429,24,15.14285714,19.28571429,10.85714286,28.28571429,39.14285714,21.42857143,7.428571429,5.285714286,10.85714286,18.71428571,105,96
201411090DET,UTA,36.14285714,78,8,24.28571429,19,24,11.57142857,30.42857143,42,20.85714286,6,4.285714286,14.71428571,19,99.28571429,97,DET,34.33333333,84.33333333,7,22.16666667,16.33333333,24.83333333,13.5,32.83333333,46.33333333,18.33333333,4.666666667,4,11.83333333,21.33333333,92,96
201411090LAL,CHO,36.42857143,83,5.142857143,17.71428571,17.85714286,24.57142857,10,33.57142857,43.57142857,22.28571429,6.571428571,4.571428571,13.71428571,19.85714286,95.85714286,92,LAL,37.5,84.16666667,5,15,22.83333333,30,12.5,27.16666667,39.66666667,20.83333333,7.5,3.5,13.83333333,26.66666667,102.8333333,107
201411090OKC,SAC,34.71428571,79.28571429,4.142857143,15.28571429,30.14285714,37.28571429,11.85714286,35.57142857,47.42857143,18.42857143,7.714285714,4.285714286,15.42857143,25.85714286,103.7142857,93,OKC,33.85714286,75.71428571,6.571428571,20.57142857,17.71428571,25,10,32.85714286,42.85714286,19.28571429,5.285714286,3.714285714,16.42857143,22.71428571,92,101
201411090PHO,GSW,38.33333333,78.16666667,9.666666667,24.33333333,18.83333333,23.16666667,8,34.83333333,42.83333333,23.33333333,10,6.166666667,22.33333333,23.5,105.1666667,95,PHO,37.85714286,84.71428571,8.714285714,25.85714286,19.28571429,24.14285714,9,32.71428571,41.71428571,18.85714286,6.857142857,5,13.71428571,24.14285714,103.7142857,107
201411090POR,DEN,35.66666667,86,7.166666667,24,20.66666667,26.66666667,12.16666667,31.66666667,43.83333333,19.66666667,4.833333333,6.333333333,14.83333333,27.16666667,99.16666667,100,POR,38.28571429,84.85714286,10.42857143,27.57142857,15.42857143,19.71428571,12.28571429,35,47.28571429,23,5.285714286,6.142857143,13.28571429,21.71428571,102.4285714,116
201411090TOR,PHI,34.71428571,81.57142857,8.428571429,25.42857143,15.42857143,23.85714286,10.14285714,27.42857143,37.57142857,22,10,6.285714286,16.71428571,22.57142857,93.28571429,88,TOR,37,82.28571429,6.714285714,21.28571429,26.71428571,33.85714286,10.28571429,29.28571429,39.57142857,19,8.428571429,5.142857143,10.85714286,22.42857143,107.4285714,120
201411100CHI,DET,34.28571429,83.71428571,7,21,16.28571429,24.85714286,12.85714286,33.42857143,46.28571429,18.42857143,4.714285714,4.285714286,12.28571429,21.28571429,91.85714286,91,CHI,37.5,79.5,8.5,21.375,20.5,26.625,9.375,33.125,42.5,22.625,5.625,6.75,13.875,20.25,104,102
201411100CLE,NOP,37.83333333,89.16666667,6.666666667,21,17.16666667,23.5,14.16666667,31.66666667,45.83333333,22.83333333,7.833333333,7.333333333,10.33333333,20.83333333,99.5,111,CLE,35.66666667,82.66666667,7.666666667,21,23.33333333,28.33333333,11.5,29,40.5,19.16666667,5.666666667,3.5,11.83333333,16.83333333,102.3333333,118
201411100IND,UTA,35.625,77.5,7.75,23.875,18.625,23.625,10.75,30.625,41.375,20.5,5.875,4.5,14.25,18.875,97.625,86,IND,35.125,82.375,7.625,23.375,15.125,20,12.5,33.5,46,18.375,4,6.375,15.75,21.125,93,97
201411100LAC,SAS,33.33333333,78.33333333,6,21.16666667,19.5,25.33333333,10.66666667,33,43.66666667,20,7,4.5,15.16666667,19.66666667,92.16666667,89,LAC,36.14285714,80.57142857,7.857142857,24.28571429,20.57142857,25.85714286,8.142857143,27.57142857,35.71428571,23.14285714,8.285714286,4.714285714,11.28571429,21.14285714,100.7142857,85
201411100NYK,ATL,36,81,10,24.83333333,19.5,25.16666667,8.5,30.33333333,38.83333333,24,9.166666667,5,14,22.5,101.5,91,NYK,36.125,82.5,7,18.25,11.875,15.625,12,28.125,40.125,23,5.5,3.625,13.625,24.875,91.125,85
