GAME_ID,AWAY_TEAM,A_FG,A_FGA,A_3P,A_3PA,A_FT,A_FTA,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_AVG_PTS,AWAY_POINTS,HOME_TEAM,H_FG,H_FGA,H_3P,H_3PA,H_FT,H_FTA,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_AVG_PTS,HOME_POINTS,WINNER
201610250CLE,NYK,36.85365854,83.97560976,7.43902439,21.48780488,17.20731707,21.37804878,10.36585366,34,44.36585366,20.51219512,5.695121951,5.682926829,12.65853659,19.70731707,98.35365854,90,CLE,38.67073171,84,10.73170732,29.6097561,16.25609756,21.74390244,10.64634146,33.86585366,44.51219512,22.69512195,6.719512195,3.865853659,12.87804878,20.31707317,104.3292683,110,1
201610250GSW,SAS,40.1097561,82.8902439,6.951219512,18.51219512,16.36585366,20.3902439,9.390243902,34.52439024,43.91463415,24.51219512,8.256097561,5.914634146,12.53658537,17.47560976,103.5365854,96,GSW,42.54878049,87.30487805,13.13414634,31.6097561,16.65853659,21.82926829,9.951219512,36.24390244,46.19512195,28.93902439,8.402439024,6.073170732,14.86585366,20.74390244,114.8902439,125,1
201610250POR,UTA,36.06097561,80.40243902,8.463414634,23.85365854,17.09756098,22.98780488,10.73170732,32.5,43.23170732,18.96341463,7.695121951,5.182926829,14.17073171,20.18292683,97.68292683,96,POR,38.62195122,85.85365854,10.53658537,28.48780488,17.36585366,23.03658537,11.56097561,33.92682927,45.48780488,21.31707317,6.853658537,4.634146341,14.07317073,21.73170732,105.1463415,107,1
201610260BOS,BRK,38.24390244,84.3902439,6.475609756,18.3902439,15.68292683,20.7195122,10.52439024,31.87804878,42.40243902,22.30487805,7.646341463,4.048780488,14.31707317,18,98.64634146,96,BOS,39.2195122,89.24390244,8.743902439,26.12195122,18.53658537,23.52439024,11.58536585,33.32926829,44.91463415,24.15853659,9.170731707,4.243902439,13.46341463,21.90243902,105.7195122,98,1
201610260IND,DAL,37.36585366,84.14634146,9.829268293,28.56097561,17.73170732,22.32926829,9.158536585,33.91463415,43.07317073,22.1097561,6.829268293,3.731707317,12.32926829,19.45121951,102.2926829,91,IND,38.31707317,85.18292683,8.085365854,23.03658537,17.43902439,22.82926829,10.32926829,33.8902439,44.2195122,21.23170732,9.048780488,4.768292683,14.34146341,20.01219512,102.1585366,97,1
201610260LAL,HOU,37.73170732,83.5,10.70731707,30.8902439,20.37804878,29.35365854,11.34146341,31.7195122,43.06097561,22.20731707,10.01219512,5.243902439,15.24390244,21.82926829,106.5487805,116,LAL,35.12195122,84.82926829,7.792682927,24.58536585,19.30487805,24.73170732,10.70731707,32.25609756,42.96341463,18.02439024,7.231707317,4.109756098,13.01219512,20.26829268,97.34146341,101,0
201610260MEM,MIN,37.74390244,81.31707317,5.548780488,16.42682927,21.37804878,26.98780488,10.01219512,31.54878049,41.56097561,23.36585366,8,4.573170732,14.35365854,20.68292683,102.4146341,144,MEM,36.81707317,83.64634146,6.146341463,18.54878049,19.31707317,24.68292683,11.17073171,30.45121951,41.62195122,20.69512195,8.829268293,4.268292683,12.69512195,21.74390244,99.09756098,104,0
201610260MIL,CHO,37.02439024,84.41463415,10.64634146,29.3902439,18.70731707,23.67073171,8.951219512,34.98780488,43.93902439,21.68292683,7.256097561,5.341463415,11.86585366,18.13414634,103.402439,117,MIL,38.35365854,82.19512195,5.365853659,15.57317073,16.97560976,22.7195122,10.46341463,31.20731707,41.67073171,23.1097561,8.195121951,5.792682927,14.63414634,20.67073171,99.04878049,92,0
201610260NOP,DEN,37.7195122,85.40243902,8,23.69512195,18.45121951,24.07317073,11.47560976,33.14634146,44.62195122,22.65853659,7.426829268,4.817073171,14.17073171,21.01219512,101.8902439,99,NOP,38.45121951,85.85365854,8.56097561,23.79268293,17.25609756,22.23170732,9.536585366,33.07317073,42.6097561,22.17073171,7.719512195,4.170731707,13.03658537,20.8902439,102.7195122,109,1
201610260ORL,MIA,38.41463415,81.67073171,6.073170732,18.04878049,17.14634146,23.03658537,9.841463415,34.2804878,44.12195122,20.84146341,6.743902439,6.475609756,13.23170732,18.31707317,100.0487805,88,ORL,39.53658537,86.82926829,7.756097561,22.17073171,15.23170732,20.1097561,10.2804878,33.03658537,43.31707317,23.57317073,8.207317073,5.085365854,13.59756098,20.74390244,102.0609756,103,1
201610260PHI,OKC,41.12195122,86.36585366,8.268292683,23.7195122,19.70731707,25.20731707,13.06097561,35.56097561,48.62195122,22.96341463,7.353658537,5.93902439,15.47560976,20.62195122,110.2195122,98,PHI,36.2195122,83.98780488,9.317073171,27.5,15.65853659,22.56097561,9.475609756,31.76829268,41.24390244,21.52439024,8.292682927,6.036585366,15.59756098,21.70731707,97.41463415,105,1
201610260PHO,SAC,40.03658537,86.37804878,8.048780488,22.42682927,18.46341463,25.47560976,10.58536585,33.65853659,44.24390244,24.5,8.93902439,4.487804878,15.53658537,20.43902439,106.5853659,81,PHO,37.20731707,85.58536585,9,25.82926829,17.45121951,23.23170732,11.5,33.32926829,44.82926829,20.74390244,7.707317073,3.817073171,16.56097561,22.65853659,100.8658537,114,1
201610260TOR,DET,37.93902439,86.42682927,9.024390244,26.19512195,17.06097561,25.54878049,12.45121951,33.86585366,46.31707317,19.43902439,6.987804878,3.707317073,12.96341463,18.98780488,101.9634146,112,TOR,36.65853659,81.32926829,8.634146341,23.35365854,20.75609756,26.70731707,10.19512195,33.2195122,43.41463415,18.73170732,7.756097561,5.475609756,12.12195122,19.63414634,102.7073171,103,0
201610270ATL,WAS,39.48780488,85.76829268,8.646341463,24.18292683,16.45121951,22.54878049,9.06097561,32.7804878,41.84146341,24.45121951,8.634146341,3.93902439,13.87804878,20.82926829,104.0731707,109,ATL,38.63414634,84.42682927,9.93902439,28.36585366,15.63414634,19.97560976,8.280487805,33.80487805,42.08536585,25.6097561,9.109756098,5.926829268,14.52439024,19.14634146,102.8414634,98,0
201610270CHI,BOS,48,89,11,32,15,18,12,35,47,36,13,9,19,20,122,122,CHI,38.59756098,87.43902439,7.93902439,21.37804878,16.51219512,20.97560976,11.06097561,35.23170732,46.29268293,22.80487805,6.036585366,5.731707317,13.32926829,18.84146341,101.6463415,115,0
201610270POR,LAC,38.30487805,82.42682927,9.719512195,26.70731707,18.17073171,26.24390244,8.792682927,33.25609756,42.04878049,22.84146341,8.646341463,5.609756098,12.3902439,21.29268293,104.5,105,POR,39,75,13,19,22,22,5,29,34,22,5,3,12,18,113,113,1
201610270SAC,SAS,47,98,12,24,23,26,21,34,55,25,13,3,13,19,129,129,SAC,44,86,6,21,19,26,10,31,41,24,5,5,13,20,113,113,0
201610280BRK,IND,47,93,10,19,26,34,8,44,52,30,11,6,16,23,130,130,BRK,43,97,15,44,16,20,15,29,44,22,8,3,16,19,117,117,0
201610280DAL,HOU,44,86,7,29,19,27,10,29,39,29,10,1,14,23,114,114,DAL,45,104,18,48,13,18,10,39,49,26,8,8,15,27,121,121,1
201610280DET,ORL,34,89,6,18,22,28,15,30,45,20,5,4,11,15,96,96,DET,35,84,4,22,17,22,8,32,40,17,8,0,13,24,91,91,0
201610280MIA,CHO,40,89,7,23,20,24,11,40,51,27,5,10,10,22,107,107,MIA,47,97,4,16,10,16,16,36,52,27,5,7,10,22,108,108,1
201610280NOP,GSW,40,85,7,33,13,18,8,27,35,24,11,6,16,19,100,100,NOP,38,92,3,19,23,26,5,28,33,31,16,5,11,29,102,102,1
201610280OKC,PHO,36,77,4,16,18,27,10,31,41,20,6,3,18,29,94,94,OKC,39,94,6,22,19,26,13,40,53,19,7,3,10,23,103,103,1
201610280TOR,CLE,45,94,13,35,14,19,11,40,51,31,12,5,14,22,117,117,TOR,41,86,3,18,24,29,14,37,51,17,8,0,11,22,109,109,0
201610280UTA,LAL,45,89,12,35,18,22,11,28,39,21,10,4,15,24,120,120,UTA,40,82,8,24,16,16,6,25,31,19,9,5,11,19,104,104,0
201610290CHI,IND,42,95.5,8.5,21.5,19.5,27,11,39.5,50.5,26,9,6,14.5,22.5,112,94,CHI,36,92,11,25,22,30,18,37,55,25,5,1,12,21,105,105,1
201610290CHO,BOS,43,82.5,9.5,27.5,15,21,7.5,34,41.5,29,9.5,7.5,15,22.5,110.5,99,CHO,37.5,90.5,7,22.5,20,24,12,38,50,23.5,7.5,9.5,9,21,102,97,0
201610290CLE,ORL,33.5,92,7,22,15,20,14.5,30,44.5,20,6.5,3.5,10,14,89,82,CLE,39,86.5,12.5,33.5,15,20.5,10,35.5,45.5,25.5,10,4,15.5,18.5,105.5,94,1
201610290DEN,POR,39,80,8.5,18.5,23,27,7,34,41,20,4.5,3.5,13,26,109.5,106,DEN,37,83,8,24,25,33,11,47,58,18,7,4,24,22,107,107,1
201610290MIL,BRK,40.5,92,12.5,38.5,16.5,20,13.5,34.5,48,21,7,3.5,16,21,110,103,MIL,39,92,3,16,15,20,10,36,46,23,4,5,8,22,96,96,0
201610290NYK,MEM,36,80,11,24,19,27,11,34,45,19,6,11,13,25,102,102,NYK,32,87,9,27,15,20,13,29,42,17,6,6,18,22,88,88,0
201610290PHI,ATL,44,88,12,26,14,18,14,38,52,28,13,7,21,19,114,114,PHI,36,84,7,24,18,25,5,38,43,21,5,10,13,22,97,97,0
201610290SAC,MIN,36,86,6,18,20,29,15,30,45,20,6,5,10,23,98,98,SAC,36,78,6,20.5,25.5,32,8,32.5,40.5,23,6,2.5,14,20.5,103.5,94,0
201610290SAS,NOP,42.5,96,4,20.5,19,24.5,8.5,32.5,41,30,12,5,12,26.5,108,114,SAS,41.5,88.5,9,21,23.5,26.5,15,32.5,47.5,24,11.5,5.5,11,22.5,115.5,102,0
201610300DET,MIL,40,90,5.5,19,17.5,22,9,36,45,24,9,5,11,22.5,103,110,DET,41.5,89.5,5.5,20.5,11,14,8.5,38,46.5,22,8,2,12.5,17.5,99.5,108,0
201610300HOU,DAL,40,92,13,38.5,16.5,21,8,33.5,41.5,19.5,9.5,5,12,24,109.5,98,HOU,38.5,78,11,30.5,22,29,7.5,32.5,40,25,8,1,16,22.5,110,106,1
201610300LAC,UTA,35.5,78.5,7,24.5,22,28,9.5,29.5,39,16.5,6.5,6,12.5,18.5,100,96,LAC,37,91,8,29,32,46,15,33,48,12,10,4,7,25,114,114,1
201610300MEM,WAS,40,94,6,20,13,18,12,28,40,25,14,4,19,20,99,99,MEM,36.5,83,10,24.5,20,26.5,11,31.5,42.5,19,4.5,6.5,12.5,27.5,103,104,1
201610300MIA,SAS,39.33333333,86.66666667,9.333333333,22,21.66666667,25.33333333,12,36.33333333,48.33333333,23,9.666666667,6,10.33333333,20,109.6666667,98,MIA,39.5,91.5,9,25,11.5,18,13.5,38.5,52,23,3.5,5.5,14.5,22.5,99.5,91,0
201610300OKC,LAL,38.5,86.5,10.5,29,17,21.5,11,30,41,18.5,8,5.5,14.5,26.5,104.5,89,OKC,39.5,95,5.5,21.5,23.5,32,13.5,41.5,55,16,9,3,16,23.5,108,113,1
201610300PHO,GSW,42,88,8,30.5,19,23,8.5,33.5,42,28,9.5,4,15,20.5,111,122,PHO,39,85.5,4.5,22,19.5,29.5,8.5,34,42.5,17.5,8.5,3,16.5,29,102,110,0
201610310ATL,SAC,37,80.33333333,7,22.33333333,23.33333333,29.66666667,9,28.33333333,37.33333333,23.33333333,6,3.333333333,13.66666667,21.66666667,104.3333333,106,ATL,43,86.5,8.5,23,14.5,20.5,10,39.5,49.5,29.5,12,7,16.5,16.5,109,104,0
201610310BRK,CHI,40.5,89,10,23,20.5,25.5,15.5,35.5,51,29.5,6.5,3.5,12,17.5,111.5,118,BRK,39.33333333,89.33333333,12,37,18.66666667,22.66666667,12.66666667,34.33333333,47,21.66666667,8.666666667,4.333333333,16.66666667,21.33333333,109.3333333,108,0
201610310LAC,PHO,38.33333333,87,5.666666667,22.33333333,19,28,9.333333333,35.66666667,45,18,9,4,14.66666667,28,101.3333333,100,LAC,35.5,87,7,28,23,33,14.5,34,48.5,14.5,9,4,10,19.5,101,88,0
201610310TOR,DEN,37.5,91.5,7,23.5,28,36,13.5,46,59.5,18.5,8.5,4.5,20.5,21.5,110,113,TOR,38,88,3.5,17,20.5,23.5,16,35,51,14.5,8.5,1.5,14.5,21,100,91,0
201611010CLE,HOU,37,79,11,30.66666667,19.33333333,26.33333333,8,34.33333333,42.33333333,22,7,2,16.33333333,22,104.3333333,93,CLE,38,87,12,34.66666667,17.33333333,23.66666667,11,32.66666667,43.66666667,22.66666667,9.333333333,4.666666667,13.33333333,21.33333333,105.3333333,105,1
201611010DET,NYK,36,81.5,7.5,24,20,29.5,9.5,32,41.5,20.5,5,5,15,23.5,99.5,111,DET,40.66666667,89,5.333333333,20.33333333,12.33333333,16,11,39.33333333,50.33333333,22.33333333,8,2.666666667,13.33333333,16.33333333,99,98,0
201611010IND,LAL,37.33333333,86.66666667,9.333333333,30,17.66666667,22.33333333,11,30,41,19,10.33333333,4.333333333,16.66666667,23.66666667,101.6666667,96,IND,42.33333333,93,8,20.33333333,15.66666667,21,10,34.66666667,44.66666667,28.66666667,8.666666667,6.333333333,14,20.33333333,108.3333333,101,1
201611010MIA,SAC,36.75,79,7.75,22.5,20.75,27,8.25,29.25,37.5,24,7,4,15,24.75,102,95,MIA,38.66666667,87.66666667,8.333333333,23.33333333,13.66666667,20.66666667,11,35.66666667,46.66666667,21.66666667,4.666666667,5.666666667,13.66666667,23,99.33333333,99,1
201611010MIN,MEM,37.33333333,84.66666667,11.66666667,26.66666667,19.66666667,26.33333333,11,33,44,20.66666667,6,5,13,27,106,112,MIN,36.5,78,6.5,20,21,30,11,29.5,40.5,19.5,6,5,10.5,24,100.5,103,0
201611010NOP,MIL,38,89,5,18.33333333,15.33333333,19.33333333,9.333333333,34,43.33333333,23.33333333,9.333333333,4.666666667,11.33333333,20.33333333,96.33333333,83,NOP,39,92.66666667,4,21,16.33333333,21.33333333,8,34.33333333,42.33333333,24.66666667,10,5,11,24,98.33333333,79,0
201611010PHI,ORL,35,89.33333333,7.333333333,24,15,22,14,32.33333333,46.33333333,20.33333333,6.333333333,4,13.33333333,17,92.33333333,99,PHI,32,82,6,21,14.5,20,4.5,36.5,41,18.5,7,7.5,16.5,21,84.5,72,0
201611010POR,GSW,39.66666667,86.33333333,8,30,22,26.33333333,8,34.33333333,42.33333333,27.66666667,8.333333333,4.333333333,15,21.33333333,109.3333333,106,POR,41,86,9,23,20.33333333,25,6.333333333,36,42.33333333,21,6.333333333,5,13.66666667,27.33333333,111.3333333,115,1
201611010SAS,UTA,33.33333333,76.66666667,7,22.66666667,18,23,8.666666667,31.66666667,40.33333333,17,7,4.666666667,14.33333333,19.66666667,91.66666667,75,SAS,38.75,85.5,9.5,21,21.75,25.5,12.5,34.75,47.25,22.25,8.25,5.75,11.5,21.5,108.75,106,1
201611020ATL,LAL,38,87.25,8.5,29.5,18.75,23,11,30.75,41.75,17.75,9.75,3.75,17.25,24,103.25,108,ATL,39.66666667,84,9.333333333,25.33333333,19.33333333,29.33333333,12.33333333,35,47.33333333,27.66666667,11.66666667,6.666666667,15.33333333,17.66666667,108,106,0
201611020BOS,CHI,42,89,10.33333333,24.33333333,19.33333333,23,14.66666667,38.66666667,53.33333333,28.33333333,7.333333333,5.333333333,14.33333333,19,113.6666667,118,BOS,41.66666667,82,11.33333333,28.66666667,13.66666667,19.66666667,6.333333333,35.33333333,41.66666667,27.66666667,7.666666667,7,14.33333333,23.66666667,108.3333333,104,0
201611020BRK,DET,40.75,89,6,18.5,12.25,17.25,10.75,39,49.75,21.5,7.75,3.25,12.5,16.25,99.75,102,BRK,37.75,91,10.25,35.5,18.25,22.25,13.5,33,46.5,19.75,9.5,4,16.25,19.75,104,88,0
201611020CHO,PHI,34.66666667,81.66666667,7,20.66666667,13.66666667,18.66666667,5.333333333,36,41.33333333,21.66666667,6.333333333,7.666666667,16,20.66666667,90,101,CHO,35.66666667,86.66666667,7.666666667,25.66666667,21.66666667,27,10,36,46,23,7.666666667,8.333333333,8.666666667,19.66666667,100.6666667,98,0
201611020LAC,OKC,41.33333333,95,6.666666667,23,20.33333333,27,12.33333333,39.33333333,51.66666667,20.33333333,11,4,17,23,109.6666667,113,LAC,37,84.66666667,6.666666667,24,25.33333333,34.66666667,11.33333333,35.66666667,47,16.66666667,8.666666667,4,12,20.66666667,106,116,1
201611020MEM,NOP,38.25,90,5.25,22.25,20.25,26.25,8.25,34,42.25,24.25,10.75,5,11.5,22.25,102,113,MEM,34.75,82.25,9.75,26,20.25,27,10.25,30.75,41,18,8.75,4.75,14.75,25.75,99.5,80,0
201611020NYK,HOU,38.5,81.75,12.5,34,18.75,26,8.75,31,39.75,24,6.5,2,14,22.75,108.25,120,NYK,35.66666667,83,7.333333333,23.33333333,17.33333333,24.66666667,9,33,42,19.66666667,5.333333333,6.333333333,13.66666667,22.33333333,96,89,0
201611020PHO,POR,40,86,10.25,27,19.25,24,6.25,33.5,39.75,21.5,7.75,4.75,14.75,24.75,109.5,104,PHO,37.5,86.25,5.5,20.5,20,28.75,9.5,35.25,44.75,18.25,9.5,3,16,29.25,100.5,98,0
201611020UTA,DAL,37.33333333,90,12.33333333,36,16.66666667,20.66666667,9.666666667,32.33333333,42,18.66666667,9,4.333333333,11,21.66666667,103.6666667,92,UTA,34.5,76.5,9,24.75,17.25,21.75,7,33,40,18.25,6.5,5.5,13.25,19.75,95.25,106,1
201611020WAS,TOR,39,88,3.666666667,16.66666667,20,24,14.33333333,34,48.33333333,15,8,4,12,23.33333333,101.6666667,105,WAS,39,90,5.5,22.5,17.5,21.5,10,30,40,22,11,4,16.5,21.5,101,103,0
201611030CLE,BOS,41.5,83.25,12,29.5,13,19,7.25,33.75,41,27.75,8.25,6.25,13.75,23.75,108,107,CLE,39.25,86,13,34,19.5,25.5,11.25,33,44.25,22.5,8,4,12.75,21.25,111,128,1
201611030GSW,OKC,39.5,92.25,6.25,22.25,18.25,25.25,11.75,40,51.75,18.75,10.25,4,18,23.25,103.5,85,GSW,42.25,87,8.5,29,20.75,25.5,7.75,35.25,43,29.75,9.75,4.25,15.25,20.75,113.75,127,1
201611030MIL,IND,42,91.5,8.5,22.25,17.5,23,10.25,34,44.25,26.25,9,6.75,14.25,20.25,110,115,MIL,39.5,89.5,6.25,21.75,16.25,19.75,9.75,35,44.75,25,9.25,4.75,12.25,21.5,101.5,117,1
201611030MIN,DEN,36,88,7.666666667,23,27.66666667,35.66666667,12.66666667,42.33333333,55,17,6.333333333,6,16.33333333,20.33333333,107.3333333,102,MIN,38.66666667,78,8.333333333,20,20,27.66666667,10.66666667,33,43.66666667,22.66666667,7.333333333,5,14,23.33333333,105.6666667,116,1
201611030ORL,SAC,36.2,81,7.2,22.6,21.2,27,8.4,32.2,40.6,21.6,6.4,4,15,24.4,100.8,96,ORL,36.75,90.25,7,24.25,14.5,20.75,13.5,31,44.5,22.5,6.5,4.5,12.5,16.5,95,103,1
201611040BRK,CHO,36.5,84.75,9,27.75,20.75,26.75,9.75,35.75,45.5,23.5,7.75,7,10.25,19,102.75,109,BRK,38.4,88,10.8,33.8,17.4,21.2,11.8,34.4,46.2,21.2,9.6,3.8,16.8,20.4,105,109,1
201611040CHI,NYK,36,83.5,7.5,22.5,17.25,24.75,8.5,31.5,40,19.25,6.5,6.25,14.25,22.25,96.75,99,CHI,40.25,87,9.5,23.25,20.25,25,14.75,37.5,52.25,26.5,7.25,5.75,15.5,19,110.25,100,1
201611040DAL,POR,40.4,89,10.6,28.2,19.2,23.4,7,35.4,42.4,22.2,7.8,5.4,14.6,24.4,110.6,115,DAL,36.25,86.75,11,33.5,14.5,18,8.75,31.75,40.5,18.5,7.75,4.25,11.25,21.25,98,81,0
201611040LAL,GSW,43,87.4,9.6,29.2,19.8,24.4,9.2,34.4,43.6,29.2,9.6,6.2,15.2,20.2,115.4,122,LAL,40,87.8,8.6,28,18.6,22.4,11,30.8,41.8,19,10,4.8,16.8,24.2,107.2,123,1
201611040MEM,LAC,36.25,85.25,6.75,23.5,21,30.5,10.5,35,45.5,18,9.75,4.25,13.25,20.25,100.25,83,MEM,34.4,84.6,9.4,26.2,19.2,25.6,10.8,32.4,43.2,18.4,9.4,4.8,15.2,25,97.4,89,1
201611040NOP,PHO,38.8,89.6,5.4,19.6,21,29,10.4,37.2,47.6,17.6,9.6,3.4,15.2,27.4,104,118,NOP,36.6,88.2,6.4,24.6,18.6,24.2,7.6,34.8,42.4,22.8,10.2,5.8,13.4,23,98.2,83,0
201611040TOR,MIA,38.25,87.25,9.5,24.75,15.5,22.75,9.75,36.5,46.25,22.25,6,6.5,14,22.5,101.5,108,TOR,40,85.25,5.25,18.75,19.25,24.25,11.75,32.25,44,16.5,10,3.5,12.25,23.5,104.5,113,1
201611040UTA,SAS,37.6,83.6,8.8,20.8,21.2,24.6,10.8,33.8,44.6,21.6,7.8,5.6,11,20.2,105.2,91,UTA,34.6,76.6,9.6,24.8,16.8,22.6,7,33.2,40.2,18.2,6.4,5,13,20,95.6,97,1
201611040WAS,ATL,40,84.25,9.75,27,20.25,29.25,11.75,33,44.75,28.25,11.25,5.25,16,18,110,116,WAS,40,84,4.666666667,18.33333333,17,22.33333333,8.666666667,30,38.66666667,21.66666667,10,4.333333333,17.66666667,21,101.6666667,103,0
201611050ATL,HOU,39.2,83.2,13,35.2,18.8,26.2,10.8,31.8,42.6,24.2,7.6,3.2,15,22.4,110.2,118,ATL,38.4,84,8.8,26.6,20.8,30.6,11.4,33.8,45.2,27,11.4,4.8,16.4,19.2,106.4,92,0
201611050DET,DEN,36.75,86.25,7.25,22.75,25.25,33,11.25,41,52.25,18.75,7.25,5,17.25,21.25,106,102,DET,40,88.8,6.6,19.8,13.4,18,10.6,36.8,47.4,21.4,8.4,3.8,12.6,16.6,100,101,0
201611050IND,CHI,39.6,86.4,9.2,23.2,20.6,25.4,14.8,35.4,50.2,24.2,6.6,5.4,14.8,18.4,109,104,IND,41.2,89.4,8.8,22.4,18.2,23.8,10.2,31.6,41.8,26.8,10,6.2,15.6,20.8,109.4,107,1
201611050MIL,SAC,36.5,80.83333333,7.166666667,21.83333333,19.5,25.33333333,8.833333333,31.5,40.33333333,20.83333333,6.666666667,3.5,14.83333333,24.16666667,99.66666667,94,MIL,41,88,7.4,22.8,16.8,20.6,10.2,33.8,44,26.4,9.4,5,14,21.8,106.2,125,1
201611050OKC,MIN,37.75,80.5,8.5,20.5,20,27,11.5,32,43.5,22,7.5,4.75,14.5,23,104,99,OKC,38.6,91.2,7,23.2,17.8,25.8,12,37.6,49.6,19,9.8,4.4,17.6,22.6,102,96,0
201611050ORL,WAS,37.75,83,4.75,18.75,19.75,25.5,9.25,31.25,40.5,19.5,9.25,4,18,21.5,100,95,ORL,37,89,7.6,25.4,14.8,21.2,13.4,31,44.4,22.8,6.2,4.4,12.8,16,96.4,102,1
201611050PHI,CLE,39.6,85.6,13.2,34,22,27.8,10.4,33.4,43.8,22.8,7.6,4.4,11.8,20.8,114.4,128,PHI,34.5,82.75,8.25,25,13.5,17.75,6,34.25,40.25,22,6.75,6.25,16.25,21.5,90.75,93,0
201611050SAS,LAC,35.4,85.2,7,24.2,22.2,31,10.6,35.2,45.8,18.2,11.2,4.6,12.8,20.8,100,99,SAS,37.5,83.5,8.333333333,20.66666667,21,24.16666667,10.5,34.83333333,45.33333333,20.83333333,8,6,11,21,104.3333333,100,1
201611060BOS,DEN,35.6,87.8,7.2,23.2,23.6,30.4,12.2,39.2,51.4,18,7.4,4.4,17,20,102,86,BOS,42.4,85.8,11.8,30,14.2,19.6,7.8,32.8,40.6,27.2,7.4,6.2,12.6,24.6,110.8,122,1
201611060DAL,MIL,41,87,8.5,24.5,17.5,21.33333333,11.33333333,34.16666667,45.5,26.66666667,9.833333333,5.833333333,14.16666667,21.83333333,108,117,DAL,35.8,86,10.8,32.4,15,18.4,8.4,32.8,41.2,18.4,7.2,4,11.4,21.2,97.4,95,0
201611060LAL,PHO,39,90.16666667,5.833333333,20.33333333,21.5,28.83333333,10.66666667,38.83333333,49.5,17.66666667,9.166666667,3.166666667,15.16666667,27.33333333,105.3333333,112,LAL,40.83333333,89,8.5,28.33333333,18.66666667,22.16666667,11.83333333,31.5,43.33333333,20.16666667,9.833333333,4.833333333,16.66666667,23.33333333,108.8333333,117,1
201611060MEM,POR,39.66666667,87.5,10.83333333,28.66666667,19.5,23.83333333,7,35.33333333,42.33333333,22,8,5,14.5,23.66666667,109.6666667,105,MEM,33.83333333,84.5,9.333333333,26.16666667,18.83333333,25,11.16666667,32.83333333,44,19.66666667,8.5,5.5,15.66666667,25.5,95.83333333,88,0
201611060NYK,UTA,33.83333333,77.16666667,9.833333333,25,16.5,22.83333333,7.333333333,33.16666667,40.5,17.66666667,6.5,4.833333333,12.83333333,19.83333333,94,86,NYK,38,84.6,7.8,22.2,17,24,9,31,40,21.8,6.6,5.4,12.4,22.4,100.8,117,1
201611060TOR,SAC,36,81.28571429,7.571428571,22.71428571,18.85714286,24.42857143,9.428571429,30.28571429,39.71428571,21.71428571,6.857142857,3.428571429,14.71428571,23.42857143,98.42857143,91,TOR,39.4,85,5.4,20,18.6,23,12,33.2,45.2,16,9.4,3.8,12.8,22,102.8,96,1
201611070CHI,ORL,36,87.16666667,7.833333333,25.83333333,15.16666667,22.16666667,12.83333333,31.33333333,44.16666667,22.5,5.833333333,4.666666667,12,16,95,88,CHI,38.66666667,85.16666667,8.666666667,22.33333333,20.5,25.33333333,14.5,34,48.5,23,6.833333333,5.333333333,15,17.5,106.5,94,1
201611070CHO,IND,42,88.83333333,9.333333333,23,16.33333333,21.83333333,9.833333333,31,40.83333333,26.83333333,9.666666667,6.666666667,14.83333333,20.66666667,109.6666667,111,CHO,36.4,85,9.2,28.2,20,26.2,9.2,37,46.2,23.6,7.6,6.2,11.4,18.8,102,99,0
201611070GSW,NOP,37.66666667,89.16666667,7,25.5,18,24.83333333,7.333333333,35.16666667,42.5,23.66666667,9.666666667,7,12.5,22.66666667,100.3333333,111,GSW,42.33333333,87.16666667,8.833333333,29.66666667,18.83333333,23.66666667,9.166666667,33.83333333,43,28.66666667,10.16666667,5.666666667,16,19,112.3333333,97,0
201611070LAC,DET,40,88,6.666666667,19.83333333,13.83333333,18.66666667,10.33333333,37,47.33333333,21.5,8.5,4.666666667,12.66666667,16.5,100.5,103,LAC,37.33333333,86.16666667,7.333333333,24,20.66666667,28.16666667,10,35,45,19.16666667,10.66666667,4.833333333,12,20.5,102.6666667,116,1
201611070OKC,MIA,37.4,87.4,9.4,25.4,14.4,21.2,10.2,35.4,45.6,21.6,6.8,6.2,13.8,22.4,98.6,87,OKC,39.66666667,90.33333333,7,22,17.33333333,25.5,11.83333333,36.33333333,48.16666667,19.83333333,9.666666667,5.166666667,16.66666667,22.33333333,103.6666667,112,1
201611070PHI,UTA,34.42857143,76.85714286,9.571428571,25,18.42857143,24.57142857,7.285714286,32.28571429,39.57142857,18.14285714,6.428571429,4.714285714,12.42857143,19.71428571,96.85714286,114,PHI,35.6,83.6,9.4,27.6,12.2,16.6,5.8,35.4,41.2,21.8,7.2,6.8,16.4,21.8,92.8,101,0
201611070WAS,HOU,38.83333333,83.5,12.83333333,35.33333333,17.5,24,11,31.66666667,42.66666667,23.83333333,7.833333333,3.833333333,16.83333333,23,108,97,WAS,37,83.6,5,18.4,18.2,23.8,10.2,32,42.2,17.8,8.2,4.2,16.4,21.8,97.2,86,0
201611080BRK,MIN,36.8,81.2,7.6,20.2,20.4,27.4,12.6,30.4,43,20,7.4,5.4,15,22.2,101.6,92,BRK,37.83333333,87.83333333,10.5,34.16666667,17.16666667,21.16666667,11,35.16666667,46.16666667,21,10,3.833333333,16.5,20.66666667,103.3333333,95,1
