GAME_ID,AWAY_TEAM,A_FG,A_FGA,A_3P,A_3PA,A_FT,A_FTA,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_AVG_PTS,AWAY_POINTS,HOME_TEAM,H_FG,H_FGA,H_3P,H_3PA,H_FT,H_FTA,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_AVG_PTS,HOME_POINTS
201810160BOS,PHI,40.84146341,86.56097561,10.98780488,29.81707317,17.13414634,22.7804878,10.8902439,36.53658537,47.42682927,27.08536585,8.317073171,5.12195122,15.86585366,22.08536585,109.804878,130,BOS,38.30487805,85.06097561,11.45121951,30.3902439,15.95121951,20.69512195,9.353658537,35.09756098,44.45121951,22.46341463,7.365853659,4.548780488,13.31707317,19.73170732,104.0121951,110
201810160GSW,OKC,39.8902439,88.06097561,10.74390244,30.37804878,17.32926829,24.20731707,12.48780488,32.57317073,45.06097561,21.34146341,9.06097561,5.024390244,13.43902439,20.15853659,107.8536585,137,GSW,42.79268293,85.13414634,11.29268293,28.90243902,16.58536585,20.34146341,8.426829268,35.08536585,43.51219512,29.29268293,8,7.463414634,14.98780488,19.59756098,113.4634146,79
201810170CHO,MIL,39.7195122,83.01219512,8.756097561,24.68292683,18.2804878,23.35365854,8.390243902,31.45121951,39.84146341,23.23170732,8.804878049,5.402439024,13.14634146,21.36585366,106.4756098,95,CHO,38.98780488,86.65853659,10.04878049,27.23170732,20.19512195,27.02439024,10.08536585,35.37804878,45.46341463,21.58536585,6.817073171,4.548780488,12.32926829,17.18292683,108.2195122,119
201810170DET,BRK,38.24390244,86.75609756,12.69512195,35.65853659,17.41463415,22.56097561,9.658536585,34.7804878,44.43902439,23.67073171,6.243902439,4.756097561,14.23170732,20.58536585,106.597561,97,DET,39.12195122,86.93902439,10.80487805,28.93902439,14.7195122,19.76829268,10.12195122,33.6097561,43.73170732,22.7804878,7.658536585,3.865853659,12.75609756,18.3902439,103.7682927,119
201810170HOU,NOP,42.68292683,88.30487805,10.20731707,28.19512195,16.14634146,20.92682927,8.682926829,35.65853659,44.34146341,26.76829268,8.012195122,5.914634146,14.41463415,19.14634146,111.7195122,122,HOU,38.70731707,84.2195122,15.31707317,42.31707317,19.62195122,25.13414634,9.012195122,34.45121951,43.46341463,21.54878049,8.524390244,4.780487805,13.17073171,19.47560976,112.3536585,83
201810170IND,MEM,36.74390244,82.7804878,9.243902439,26.24390244,16.59756098,21.12195122,9.5,31.02439024,40.52439024,21.54878049,7.475609756,4.829268293,14.41463415,23.17073171,99.32926829,123,IND,40.79268293,86.37804878,9.036585366,24.51219512,14.93902439,19.18292683,9.609756098,32.73170732,42.34146341,22.18292683,8.792682927,4.146341463,12.76829268,18.82926829,105.5609756,93
201810170LAC,DEN,40.70731707,86.6097561,11.46341463,30.92682927,17.12195122,22.31707317,11,33.51219512,44.51219512,25.1097561,7.646341463,4.926829268,14.32926829,18.69512195,110,106,LAC,40.26829268,85.41463415,9.475609756,26.7804878,18.97560976,25.54878049,10.14634146,33.73170732,43.87804878,22.34146341,7.658536585,4.548780488,14.07317073,19.97560976,108.9878049,100
201810170NYK,ATL,38.17073171,85.54878049,11.18292683,31.02439024,15.82926829,20.17073171,9.06097561,32.84146341,41.90243902,23.73170732,7.780487805,4.243902439,15,19.58536585,103.3536585,113,NYK,40.65853659,87.7195122,8.207317073,23.34146341,14.93902439,18.98780488,10.47560976,33.56097561,44.03658537,23.31707317,6.731707317,5.134146341,14.19512195,20.51219512,104.4634146,110
201810170ORL,MIA,38.82926829,85.32926829,11.01219512,30.56097561,14.74390244,19.52439024,9.304878049,34.15853659,43.46341463,22.70731707,7.56097561,5.329268293,13.63414634,20.09756098,103.4146341,116,ORL,38.80487805,85.87804878,10.29268293,29.32926829,15.5,20.46341463,8.804878049,32.82926829,41.63414634,23.42682927,7.585365854,4.87804878,13.93902439,19.25609756,103.402439,101
201810170PHO,DAL,38.14634146,85.87804878,11.79268293,32.7804878,14.23170732,18.65853659,8.12195122,33.13414634,41.25609756,22.65853659,7.048780488,3.780487805,11.75609756,19.24390244,102.3170732,97,PHO,38.45121951,87.08536585,9.304878049,27.87804878,17.7195122,23.92682927,10.26829268,33.85365854,44.12195122,21.25609756,6.93902439,4.512195122,15.06097561,22.03658537,103.9268293,124
201810170SAC,UTA,38.2804878,82.8902439,10.81707317,29.57317073,16.76829268,21.53658537,9.024390244,34.23170732,43.25609756,22.42682927,8.634146341,5.12195122,14.08536585,19.6097561,104.1463415,93,SAC,38.76829268,86.13414634,9,23.98780488,12.29268293,16.7195122,9.475609756,31.43902439,40.91463415,21.56097561,7.841463415,4.146341463,13.20731707,19.98780488,98.82926829,96
201810170SAS,MIN,41.03658537,86.13414634,8.024390244,22.5,19.41463415,24.14634146,10.34146341,31.62195122,41.96341463,22.69512195,8.402439024,4.207317073,11.74390244,18.23170732,109.5121951,112,SAS,39.04878049,85.35365854,8.487804878,24.1097561,16.14634146,20.91463415,10.35365854,33.86585366,44.2195122,22.7804878,7.658536585,5.609756098,12.68292683,17.17073171,102.7317073,98
201810170TOR,CLE,40.37804878,84.75609756,11.96341463,32.14634146,18.14634146,23.2804878,8.463414634,33.67073171,42.13414634,23.36585366,7.097560976,3.804878049,13.30487805,18.58536585,110.8658537,98,TOR,41.25609756,87.42682927,11.80487805,32.98780488,17.34146341,21.82926829,9.756097561,34.23170732,43.98780488,24.32926829,7.634146341,6.097560976,12.74390244,21.74390244,111.6585366,109
201810180PHI,CHI,38.65853659,88.84146341,11.04878049,31.08536585,14.56097561,19.19512195,9.634146341,35.03658537,44.67073171,23.45121951,7.634146341,3.524390244,13.29268293,19.15853659,102.9268293,87,PHI,34,87,5,26,14,23,6,41,47,18,8,5,16,20,87,87
