Team,GAME_ID,AWAY_TEAM,MP,A_FG,A_FGA,FG%,A_3P,A_3PA,3P%,A_FT,A_FTA,FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_PTS,HOME_TEAM,MP,H_FG,H_FGA,FG%,H_3P,3H_PA,3P%,H_FT,H_FTA,FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_PTS,WINNER
10/30/2013,201310300NYK,MIL,240,34,74,0.459,5,16,0.313,10,12,0.833,5,26,31,19,10,4,23,22,83,NYK,240,36,71,0.507,3,13,0.231,15,17,0.882,6,28,34,17,12,6,22,16,90,
10/30/2013,201310300PHI,MIA,240,42,85,0.494,16,40,0.4,10,13,0.769,7,24,31,30,7,0,19,25,110,PHI,240,43,80,0.538,8,21,0.381,20,24,0.833,8,32,40,24,16,1,18,21,114,
10/30/2013,201310300PHO,POR,240,33,81,0.407,8,26,0.308,17,24,0.708,11,28,39,19,5,5,13,14,91,PHO,240,43,83,0.518,4,19,0.211,14,18,0.778,11,36,47,18,8,5,15,17,104,
10/30/2013,201310300SAC,DEN,240,34,79,0.43,5,15,0.333,15,17,0.882,8,33,41,19,3,11,18,21,88,SAC,240,33,81,0.407,8,21,0.381,16,23,0.696,11,30,41,13,8,7,14,26,90,
10/30/2013,201310300SAS,MEM,240,39,93,0.419,8,15,0.533,8,15,0.533,11,33,44,24,6,3,14,15,94,SAS,240,40,76,0.526,11,20,0.55,10,16,0.625,4,36,40,25,3,6,15,18,101,
10/30/2013,201310300TOR,BOS,240,32,66,0.485,3,13,0.231,20,29,0.69,7,26,33,15,10,7,22,27,87,TOR,240,38,86,0.442,5,17,0.294,12,23,0.522,19,29,48,15,9,6,17,25,93,
10/30/2013,201310300UTA,OKC,240,33,81,0.407,6,19,0.316,29,33,0.879,10,35,45,9,15,4,13,24,101,UTA,240,36,79,0.456,6,22,0.273,20,30,0.667,10,34,44,25,6,5,22,28,98,
10/31/2013,201310310CHI,NYK,240,31,86,0.36,9,24,0.375,10,14,0.714,13,29,42,20,12,8,15,24,81,CHI,240,31,76,0.408,3,16,0.188,17,19,0.895,13,35,48,20,5,3,18,16,82,
10/31/2013,201310310LAC,GSW,240,40,76,0.526,12,21,0.571,23,33,0.697,10,23,33,26,7,2,24,35,115,LAC,240,42,85,0.494,9,28,0.321,33,50,0.66,16,28,44,27,15,4,18,30,126,
11/1/2013,201311010ATL,TOR,240,40,88,0.455,7,23,0.304,8,14,0.571,10,32,42,15,5,6,12,25,95,ATL,240,36,77,0.468,10,23,0.435,20,31,0.645,7,30,37,24,7,3,13,12,102,
11/1/2013,201311010BOS,MIL,240,35,84,0.417,6,15,0.4,29,34,0.853,17,24,41,18,10,7,7,24,105,BOS,240,34,76,0.447,4,16,0.25,26,38,0.684,18,34,52,13,5,7,17,29,98,
11/1/2013,201311010BRK,MIA,240,32,67,0.478,7,14,0.5,29,36,0.806,4,26,30,24,10,2,15,29,100,BRK,240,33,68,0.485,8,16,0.5,27,39,0.692,7,33,40,21,5,5,18,29,101,
11/1/2013,201311010CHA,CLE,240,32,84,0.381,4,18,0.222,16,22,0.727,11,31,42,14,9,1,17,29,84,CHA,240,33,73,0.452,3,12,0.25,21,34,0.618,5,32,37,21,7,8,15,20,90,
11/1/2013,201311010DEN,POR,240,44,103,0.427,14,22,0.636,11,15,0.733,16,39,55,25,3,5,7,25,113,DEN,240,36,99,0.364,6,18,0.333,20,34,0.588,20,35,55,14,6,5,4,19,98,
11/1/2013,201311010HOU,DAL,240,38,100,0.38,9,27,0.333,20,25,0.8,16,27,43,20,9,7,14,37,105,HOU,240,34,73,0.466,11,29,0.379,34,51,0.667,13,38,51,17,11,4,22,20,113,
11/1/2013,201311010LAL,SAS,240,38,94,0.404,5,21,0.238,10,14,0.714,12,38,50,20,7,0,12,18,91,LAL,240,30,82,0.366,8,27,0.296,17,24,0.708,8,38,46,22,4,7,12,19,85,
11/1/2013,201311010MEM,DET,265,42,89,0.472,7,21,0.333,17,24,0.708,15,26,41,21,10,6,19,26,108,MEM,265,40,77,0.519,6,18,0.333,25,30,0.833,6,32,38,25,13,4,20,21,111,
11/1/2013,201311010MIN,OKC,240,29,83,0.349,7,31,0.226,16,19,0.842,14,28,42,16,5,6,21,28,81,MIN,240,33,77,0.429,8,20,0.4,26,33,0.788,9,35,44,21,14,2,15,21,100,
11/1/2013,201311010ORL,NOP,240,32,92,0.348,6,12,0.5,20,26,0.769,17,27,44,16,7,5,12,21,90,ORL,240,39,70,0.557,11,22,0.5,21,27,0.778,5,39,44,22,11,7,18,19,110,
11/1/2013,201311010PHO,UTA,240,31,85,0.365,5,17,0.294,17,27,0.63,22,31,53,20,3,1,20,20,84,PHO,240,31,83,0.373,6,22,0.273,19,24,0.792,16,30,46,15,10,10,16,24,87,
11/1/2013,201311010SAC,LAC,240,35,70,0.5,12,24,0.5,28,34,0.824,10,29,39,26,4,5,15,29,110,SAC,240,36,79,0.456,6,17,0.353,23,32,0.719,10,25,35,21,7,5,9,27,101,
11/1/2013,201311010WAS,PHI,240,48,94,0.511,6,23,0.261,7,14,0.5,9,37,46,26,8,6,19,17,109,WAS,240,41,94,0.436,9,26,0.346,11,17,0.647,15,31,46,23,14,6,17,16,102,
11/2/2013,201311020DAL,MEM,240,37,87,0.425,3,16,0.188,22,26,0.846,17,34,51,20,6,2,17,34,99,DAL,240,32,80,0.4,7,19,0.368,40,46,0.87,14,31,45,18,12,4,11,20,111,
11/2/2013,201311020GSW,SAC,240,30,87,0.345,6,26,0.231,21,24,0.875,16,32,48,16,9,1,14,18,87,GSW,240,39,76,0.513,11,27,0.407,9,12,0.75,5,39,44,28,8,7,18,22,98,
11/2/2013,201311020IND,CLE,240,29,83,0.349,3,15,0.2,13,15,0.867,6,31,37,11,15,1,16,25,74,IND,240,32,77,0.416,10,28,0.357,15,20,0.75,10,41,51,24,6,6,20,16,89,
11/2/2013,201311020MIL,TOR,240,31,78,0.397,7,23,0.304,28,38,0.737,18,42,60,19,6,0,17,22,97,MIL,240,37,84,0.44,6,17,0.353,10,18,0.556,6,32,38,25,7,5,13,26,90,
11/2/2013,201311020NOP,CHA,240,30,80,0.375,3,21,0.143,21,36,0.583,14,27,41,13,8,4,13,22,84,NOP,240,37,75,0.493,7,13,0.538,24,28,0.857,8,35,43,30,10,18,17,26,105,
11/2/2013,201311020PHI,CHI,240,42,93,0.452,3,14,0.214,17,19,0.895,17,34,51,28,8,5,18,14,104,PHI,240,42,86,0.488,11,22,0.5,12,18,0.667,10,29,39,24,8,6,15,18,107,
11/2/2013,201311020POR,SAS,240,47,94,0.5,6,12,0.5,5,8,0.625,12,23,35,24,6,2,12,25,105,POR,240,45,81,0.556,8,20,0.4,17,19,0.895,7,32,39,29,3,7,16,15,115,
11/2/2013,201311020UTA,HOU,240,34,67,0.507,9,22,0.409,27,35,0.771,9,31,40,16,6,7,18,23,104,UTA,240,34,81,0.42,4,22,0.182,21,27,0.778,15,24,39,12,9,6,15,25,93,
11/3/2013,201311030DET,BOS,240,31,74,0.419,3,16,0.188,12,12,1,8,29,37,15,15,3,23,22,77,DET,240,34,76,0.447,2,13,0.154,17,29,0.586,15,29,44,16,15,7,21,15,87,
11/3/2013,201311030LAL,ATL,240,40,90,0.444,9,22,0.409,14,26,0.538,10,42,52,26,9,3,11,22,103,LAL,240,38,89,0.427,9,25,0.36,20,24,0.833,6,47,53,27,5,7,13,24,105,
11/3/2013,201311030MIA,WAS,240,35,82,0.427,12,30,0.4,11,16,0.688,17,24,41,22,8,2,20,26,93,MIA,240,37,70,0.529,11,27,0.407,18,27,0.667,8,24,32,32,9,6,16,18,103,
11/3/2013,201311030NYK,MIN,240,35,79,0.443,10,27,0.37,29,38,0.763,10,33,43,23,9,1,12,16,109,NYK,240,40,89,0.449,9,32,0.281,11,13,0.846,14,35,49,21,7,3,16,26,100,
11/3/2013,201311030OKC,PHO,240,32,80,0.4,14,37,0.378,18,22,0.818,12,31,43,21,11,3,23,23,96,OKC,240,35,82,0.427,2,18,0.111,31,37,0.838,10,31,41,20,8,4,15,22,103,
11/3/2013,201311030ORL,BRK,240,34,89,0.382,4,17,0.235,14,15,0.933,11,31,42,23,5,8,12,23,86,ORL,240,42,89,0.472,7,17,0.412,16,22,0.727,13,41,54,19,7,4,15,19,107,
11/4/2013,201311040CLE,MIN,240,34,94,0.362,5,28,0.179,19,24,0.792,12,31,43,21,16,5,17,15,92,CLE,240,39,85,0.459,5,16,0.313,10,11,0.909,11,38,49,22,10,12,23,24,93,
11/4/2013,201311040LAC,HOU,240,41,82,0.5,7,25,0.28,29,43,0.674,13,33,46,21,7,3,15,22,118,LAC,240,49,94,0.521,15,38,0.395,24,28,0.857,9,29,38,33,7,7,10,29,137,
11/4/2013,201311040MEM,BOS,240,33,70,0.471,7,20,0.35,15,18,0.833,4,28,32,14,9,6,17,21,88,MEM,240,36,74,0.486,5,15,0.333,18,22,0.818,9,27,36,23,6,2,18,19,95,
11/4/2013,201311040PHI,GSW,240,41,92,0.446,15,38,0.395,13,20,0.65,13,41,54,28,18,7,22,24,110,PHI,240,31,88,0.352,5,25,0.2,23,37,0.622,14,38,52,19,9,3,24,18,90,
11/5/2013,201311050BRK,UTA,240,31,82,0.378,4,18,0.222,22,30,0.733,19,28,47,17,6,3,20,24,88,BRK,240,40,78,0.513,4,11,0.364,20,32,0.625,11,28,39,23,11,3,15,27,104,
11/5/2013,201311050DAL,LAL,240,39,88,0.443,12,31,0.387,14,20,0.7,9,26,35,21,9,4,14,12,104,DAL,240,49,94,0.521,13,27,0.481,12,14,0.857,10,40,50,34,10,3,12,14,123,
11/5/2013,201311050DEN,SAS,240,40,86,0.465,4,16,0.25,18,20,0.9,8,31,39,27,14,9,16,22,102,DEN,240,35,83,0.422,9,19,0.474,15,20,0.75,10,35,45,22,4,4,22,23,94,
11/5/2013,201311050DET,IND,240,38,73,0.521,9,21,0.429,14,23,0.609,4,41,45,26,6,9,18,21,99,DET,240,33,87,0.379,5,25,0.2,20,25,0.8,13,29,42,13,10,6,14,24,91,
11/5/2013,201311050NOP,PHO,240,39,78,0.5,12,25,0.48,14,22,0.636,7,34,41,25,10,4,15,20,104,NOP,240,37,85,0.435,10,18,0.556,14,19,0.737,8,32,40,26,12,11,13,20,98,
11/5/2013,201311050NYK,CHA,240,30,71,0.423,8,21,0.381,34,42,0.81,16,35,51,17,9,5,22,25,102,NYK,240,35,82,0.427,8,28,0.286,19,23,0.826,11,22,33,12,11,4,14,27,97,
11/5/2013,201311050POR,HOU,240,41,75,0.547,6,22,0.273,28,34,0.824,10,37,47,17,6,3,20,27,116,POR,240,36,87,0.414,10,31,0.323,19,29,0.655,11,19,30,22,9,6,14,28,101,
11/5/2013,201311050SAC,ATL,240,39,81,0.481,8,22,0.364,19,26,0.731,9,27,36,26,11,7,14,15,105,SAC,240,35,80,0.438,10,31,0.323,20,21,0.952,10,29,39,22,10,4,18,26,100,
11/5/2013,201311050TOR,MIA,240,41,83,0.494,10,23,0.435,12,14,0.857,10,28,38,31,7,4,11,27,104,TOR,240,31,72,0.431,6,21,0.286,27,33,0.818,13,27,40,15,4,1,15,21,95,
11/6/2013,201311060BOS,UTA,240,37,80,0.463,1,10,0.1,12,18,0.667,11,31,42,14,8,4,20,22,87,BOS,240,40,89,0.449,7,20,0.35,10,14,0.714,10,32,42,22,5,4,14,18,97,
11/6/2013,201311060CHA,TOR,240,35,79,0.443,7,16,0.438,13,15,0.867,11,27,38,18,2,3,12,27,90,CHA,240,36,73,0.493,3,15,0.2,17,30,0.567,10,27,37,24,5,8,8,19,92,
11/6/2013,201311060IND,CHI,240,26,73,0.356,5,15,0.333,23,27,0.852,11,29,40,15,4,5,17,20,80,IND,240,36,86,0.419,7,18,0.389,18,21,0.857,17,35,52,21,9,7,14,24,97,
11/6/2013,201311060MEM,NOP,240,38,78,0.487,4,13,0.308,19,21,0.905,13,26,39,16,10,5,13,17,99,MEM,240,34,71,0.479,4,15,0.267,12,14,0.857,7,22,29,17,5,5,18,20,84,
11/6/2013,201311060MIL,CLE,240,38,85,0.447,12,28,0.429,16,22,0.727,12,27,39,20,10,2,9,21,104,MIL,240,36,72,0.5,13,23,0.565,24,26,0.923,9,32,41,25,3,4,14,18,109,
11/6/2013,201311060MIN,GSW,240,42,84,0.5,8,20,0.4,14,20,0.7,9,40,49,23,12,11,21,29,106,MIN,240,34,90,0.378,4,16,0.25,21,27,0.778,10,30,40,22,6,3,19,19,93,
11/6/2013,201311060OKC,DAL,240,36,85,0.424,9,23,0.391,12,14,0.857,11,25,36,17,12,2,21,16,93,OKC,240,43,79,0.544,5,13,0.385,16,23,0.696,10,34,44,28,10,5,23,17,107,
11/6/2013,201311060ORL,LAC,240,36,95,0.379,3,19,0.158,15,21,0.714,15,36,51,20,9,5,13,19,90,ORL,240,40,82,0.488,5,16,0.313,13,17,0.765,7,44,51,21,7,4,15,17,98,
11/6/2013,201311060PHI,WAS,240,43,98,0.439,18,33,0.545,12,16,0.75,10,30,40,32,10,5,11,20,116,PHI,240,39,83,0.47,6,18,0.333,18,26,0.692,11,39,50,26,5,3,20,15,102,
11/6/2013,201311060SAS,PHO,240,42,85,0.494,7,19,0.368,5,9,0.556,5,38,43,14,7,5,18,17,96,SAS,240,41,85,0.482,6,16,0.375,11,15,0.733,6,33,39,25,5,7,14,17,99,
11/7/2013,201311070DEN,ATL,240,43,94,0.457,8,26,0.308,13,19,0.684,13,33,46,31,11,9,11,23,107,DEN,240,42,86,0.488,14,25,0.56,11,17,0.647,10,35,45,28,4,8,16,18,109,
11/7/2013,201311070HOU,LAL,240,36,92,0.391,16,35,0.457,11,15,0.733,13,34,47,26,8,6,24,36,99,HOU,240,29,77,0.377,7,27,0.259,33,52,0.635,8,36,44,17,12,7,17,17,98,
11/7/2013,201311070MIA,LAC,240,36,73,0.493,8,24,0.333,17,21,0.81,9,29,38,22,8,1,17,30,97,MIA,240,38,71,0.535,5,16,0.313,21,33,0.636,8,22,30,27,6,3,16,23,102,
11/8/2013,201311080CHA,NYK,240,42,90,0.467,12,26,0.462,5,9,0.556,12,25,37,25,5,9,12,22,101,CHA,240,31,76,0.408,4,16,0.25,25,30,0.833,10,31,41,13,4,8,14,15,91,
11/8/2013,201311080CHI,UTA,240,25,85,0.294,7,20,0.35,16,25,0.64,17,23,40,18,13,4,17,21,73,CHI,240,38,72,0.528,3,8,0.375,18,25,0.72,11,37,48,26,12,6,20,24,97,
11/8/2013,201311080DET,OKC,240,37,82,0.451,6,17,0.353,39,44,0.886,17,35,52,22,9,9,13,22,119,DET,240,39,91,0.429,11,31,0.355,21,27,0.778,16,26,42,22,10,6,13,27,110,
11/8/2013,201311080IND,TOR,240,32,81,0.395,6,18,0.333,14,16,0.875,15,27,42,16,7,6,15,22,84,IND,240,36,78,0.462,6,21,0.286,13,16,0.813,9,29,38,20,5,6,15,19,91,
11/8/2013,201311080MIN,DAL,240,44,90,0.489,10,22,0.455,10,15,0.667,14,26,40,21,9,7,17,21,108,MIN,240,41,89,0.461,8,20,0.4,26,30,0.867,16,28,44,26,8,6,14,15,116,
11/8/2013,201311080NOP,LAL,240,31,80,0.388,6,19,0.316,17,26,0.654,12,36,48,19,2,4,14,18,85,NOP,240,38,87,0.437,3,9,0.333,17,22,0.773,11,39,50,25,10,8,8,22,96,
11/8/2013,201311080ORL,BOS,240,34,95,0.358,2,14,0.143,21,26,0.808,19,31,50,19,11,5,11,24,91,ORL,240,33,83,0.398,4,20,0.2,19,29,0.655,16,40,56,19,4,4,20,24,89,
11/8/2013,201311080PHI,CLE,240,30,90,0.333,9,26,0.346,10,14,0.714,18,25,43,22,9,4,13,12,79,PHI,240,40,84,0.476,7,21,0.333,7,9,0.778,12,35,47,25,5,8,17,18,94,
11/8/2013,201311080PHO,DEN,240,36,80,0.45,8,22,0.364,23,28,0.821,7,30,37,17,11,2,20,26,103,PHO,240,40,83,0.482,9,20,0.45,25,32,0.781,11,37,48,21,11,3,20,22,114,
11/8/2013,201311080POR,SAC,240,36,86,0.419,6,22,0.273,13,15,0.867,8,23,31,20,11,1,11,24,91,POR,240,39,80,0.488,10,23,0.435,16,18,0.889,11,36,47,28,4,5,17,18,104,
11/8/2013,201311080SAS,GSW,240,29,71,0.408,8,20,0.4,8,10,0.8,6,39,45,16,7,4,19,20,74,SAS,240,31,79,0.392,5,19,0.263,9,18,0.5,11,31,42,19,9,3,12,18,76,
11/8/2013,201311080WAS,BRK,265,41,88,0.466,6,24,0.25,20,29,0.69,11,40,51,23,11,3,21,27,108,WAS,265,41,88,0.466,10,24,0.417,20,26,0.769,7,29,36,28,10,4,16,19,112,
11/9/2013,201311090ATL,ORL,240,38,82,0.463,8,17,0.471,10,18,0.556,9,27,36,22,9,2,17,24,94,ATL,240,43,90,0.478,6,19,0.316,12,17,0.706,7,32,39,36,9,6,12,15,104,
11/9/2013,201311090BRK,IND,240,37,80,0.463,7,14,0.5,15,20,0.75,11,31,42,24,9,3,13,18,96,BRK,240,35,76,0.461,8,19,0.421,13,16,0.813,7,31,38,20,9,2,15,21,91,
11/9/2013,201311090CLE,PHI,290,47,99,0.475,11,27,0.407,20,23,0.87,9,35,44,24,10,3,19,22,125,CLE,290,46,102,0.451,13,31,0.419,22,29,0.759,14,36,50,28,10,10,18,21,127,
11/9/2013,201311090HOU,LAC,240,42,88,0.477,9,24,0.375,14,23,0.609,15,30,45,26,10,7,13,28,107,HOU,240,35,78,0.449,7,26,0.269,17,27,0.63,10,32,42,21,10,5,18,23,94,
11/9/2013,201311090MEM,GSW,240,33,78,0.423,10,30,0.333,14,26,0.538,9,24,33,17,8,3,17,24,90,MEM,240,42,79,0.532,5,13,0.385,19,25,0.76,8,36,44,25,8,5,16,23,108,
11/9/2013,201311090MIA,BOS,240,46,89,0.517,10,21,0.476,9,12,0.75,11,28,39,24,4,5,12,25,111,MIA,240,41,71,0.577,5,10,0.5,23,34,0.676,4,27,31,26,4,7,10,13,110,
11/9/2013,201311090MIL,DAL,240,33,78,0.423,6,19,0.316,19,21,0.905,12,35,47,17,11,5,19,18,91,MIL,240,31,81,0.383,11,23,0.478,10,16,0.625,11,31,42,16,7,2,20,21,83,
11/9/2013,201311090SAC,POR,240,36,82,0.439,9,20,0.45,15,22,0.682,19,33,52,25,6,2,12,17,96,SAC,240,36,78,0.462,3,12,0.25,10,14,0.714,8,25,33,17,7,2,10,20,85,
11/9/2013,201311090TOR,UTA,240,34,77,0.442,3,18,0.167,20,24,0.833,12,25,37,20,7,5,14,24,91,TOR,240,40,83,0.482,10,25,0.4,25,29,0.862,13,27,40,23,8,4,12,20,115,
11/10/2013,201311100LAL,MIN,240,44,90,0.489,10,20,0.5,15,19,0.789,12,41,53,29,14,5,21,15,113,LAL,240,35,92,0.38,10,26,0.385,10,18,0.556,16,30,46,24,8,8,18,16,90,
11/10/2013,201311100NYK,SAS,240,41,76,0.539,12,28,0.429,26,30,0.867,9,42,51,22,5,4,13,19,120,NYK,240,31,82,0.378,6,22,0.273,21,29,0.724,9,24,33,16,6,1,10,22,89,
11/10/2013,201311100OKC,WAS,265,40,88,0.455,12,29,0.414,13,26,0.5,7,34,41,23,5,7,12,19,105,OKC,265,41,92,0.446,6,20,0.3,18,22,0.818,16,42,58,21,7,8,17,20,106,
11/10/2013,201311100PHO,NOP,240,39,88,0.443,4,13,0.308,12,13,0.923,14,29,43,20,6,3,15,20,94,PHO,240,38,78,0.487,7,22,0.318,18,23,0.783,10,30,40,14,10,11,14,16,101,
11/11/2013,201311110BOS,ORL,240,39,85,0.459,7,18,0.389,20,23,0.87,14,23,37,27,7,4,18,18,105,BOS,240,51,85,0.6,5,12,0.417,13,15,0.867,8,28,36,28,11,7,13,19,120,
11/11/2013,201311110CHA,ATL,240,35,76,0.461,10,27,0.37,23,28,0.821,6,35,41,26,7,3,13,22,103,CHA,240,33,81,0.407,5,13,0.385,23,29,0.793,10,30,40,22,4,0,14,24,94,
11/11/2013,201311110CHI,CLE,240,31,75,0.413,5,14,0.357,14,20,0.7,11,27,38,13,7,11,18,22,81,CHI,240,34,83,0.41,4,16,0.25,24,26,0.923,14,27,41,24,9,7,11,21,96,
11/11/2013,201311110HOU,TOR,290,38,114,0.333,8,25,0.32,20,27,0.741,20,31,51,10,12,5,13,38,104,HOU,290,37,84,0.44,7,26,0.269,29,47,0.617,13,46,59,21,8,14,23,30,110,
11/11/2013,201311110IND,MEM,240,31,75,0.413,4,8,0.5,13,19,0.684,7,25,32,19,6,4,10,20,79,IND,240,37,76,0.487,6,19,0.316,15,18,0.833,9,36,45,25,5,9,13,22,95,
11/11/2013,201311110LAC,MIN,240,40,96,0.417,11,29,0.379,16,18,0.889,16,29,45,27,7,2,12,25,107,LAC,240,44,80,0.55,4,16,0.25,17,28,0.607,6,37,43,30,9,2,14,17,109,
11/11/2013,201311110PHI,SAS,240,44,89,0.494,13,28,0.464,8,11,0.727,11,39,50,29,9,2,12,15,109,PHI,240,34,82,0.415,5,19,0.263,12,16,0.75,11,29,40,19,4,9,15,12,85,
11/11/2013,201311110POR,DET,240,42,91,0.462,3,14,0.214,16,21,0.762,18,24,42,20,10,2,8,13,103,POR,240,42,82,0.512,11,23,0.478,14,15,0.933,13,31,44,23,7,2,15,16,109,
11/11/2013,201311110UTA,DEN,240,36,80,0.45,5,17,0.294,23,27,0.852,13,39,52,18,5,1,14,28,100,UTA,240,31,77,0.403,3,17,0.176,16,23,0.696,9,26,35,11,4,6,14,22,81,
11/12/2013,201311120DAL,WAS,240,33,75,0.44,9,26,0.346,20,29,0.69,11,33,44,24,12,4,19,20,95,DAL,240,41,84,0.488,10,26,0.385,13,19,0.684,11,31,42,25,9,2,15,20,105,
11/12/2013,201311120GSW,DET,240,37,87,0.425,3,18,0.167,18,27,0.667,16,18,34,16,12,4,12,25,95,GSW,240,42,70,0.6,8,16,0.5,21,26,0.808,10,33,43,28,5,3,23,25,113,
11/12/2013,201311120LAL,NOP,240,34,84,0.405,3,10,0.3,24,33,0.727,9,22,31,23,11,3,13,20,95,LAL,240,44,79,0.557,11,20,0.55,17,21,0.81,9,44,53,33,7,4,19,31,116,
11/12/2013,201311120MIA,MIL,240,33,79,0.418,11,30,0.367,18,21,0.857,8,26,34,19,10,1,18,15,95,MIA,240,46,79,0.582,12,23,0.522,14,24,0.583,5,35,40,29,9,7,13,17,118,
11/13/2013,201311130ATL,NYK,240,37,88,0.42,12,34,0.353,9,13,0.692,8,29,37,24,11,3,3,19,95,ATL,240,35,77,0.455,5,24,0.208,16,21,0.762,8,39,47,22,1,6,15,15,91,
11/13/2013,201311130BOS,CHA,240,30,82,0.366,3,12,0.25,26,30,0.867,12,38,50,16,8,5,11,20,89,BOS,240,29,77,0.377,7,21,0.333,18,25,0.72,10,35,45,15,5,2,15,26,83,
11/13/2013,201311130DEN,LAL,240,37,94,0.394,8,21,0.381,17,26,0.654,19,32,51,20,4,9,14,27,99,DEN,240,40,100,0.4,6,21,0.286,25,37,0.676,23,35,58,23,11,8,8,20,111,
11/13/2013,201311130LAC,OKC,240,35,75,0.467,6,16,0.375,27,33,0.818,8,27,35,27,12,3,22,29,103,LAC,240,39,86,0.453,6,28,0.214,27,34,0.794,18,32,50,30,15,4,22,23,111,
11/13/2013,201311130MEM,TOR,240,31,67,0.463,8,15,0.533,33,39,0.846,9,28,37,14,12,6,13,21,103,MEM,240,35,82,0.427,6,21,0.286,11,17,0.647,11,29,40,24,6,5,17,24,87,
11/13/2013,201311130MIN,CLE,240,36,87,0.414,5,16,0.313,18,21,0.857,10,27,37,18,4,1,11,18,95,MIN,240,45,82,0.549,11,22,0.5,23,26,0.885,8,41,49,34,5,5,9,20,124,
11/13/2013,201311130ORL,MIL,240,33,74,0.446,5,13,0.385,20,22,0.909,7,32,39,16,9,7,18,19,91,ORL,240,35,82,0.427,9,26,0.346,15,21,0.714,13,32,45,20,7,8,15,17,94,
11/13/2013,201311130PHI,HOU,265,43,96,0.448,15,41,0.366,16,25,0.64,13,37,50,34,8,15,19,27,117,PHI,265,43,103,0.417,11,25,0.44,26,34,0.765,15,35,50,29,12,8,13,23,123,
11/13/2013,201311130POR,PHO,240,37,86,0.43,5,15,0.333,10,13,0.769,10,31,41,16,11,1,14,21,89,POR,240,35,84,0.417,6,15,0.4,14,23,0.609,14,37,51,15,5,3,16,13,90,
11/13/2013,201311130SAC,BRK,240,31,82,0.378,3,13,0.231,21,27,0.778,10,42,52,14,2,7,15,23,86,SAC,240,41,94,0.436,8,24,0.333,17,23,0.739,12,38,50,26,8,3,6,23,107,
11/13/2013,201311130SAS,WAS,240,33,91,0.363,5,15,0.333,8,11,0.727,12,32,44,15,11,3,9,11,79,SAS,240,39,77,0.506,8,22,0.364,6,8,0.75,5,42,47,28,6,4,17,14,92,
11/13/2013,201311130UTA,NOP,240,42,85,0.494,5,12,0.417,16,20,0.8,11,23,34,19,13,3,13,30,105,UTA,240,37,72,0.514,9,22,0.409,28,39,0.718,14,30,44,23,9,7,21,19,111,
