Team,GAME_ID,AWAY_TEAM,MP,A_FG,A_FGA,FG%,A_3P,A_3PA,3P%,A_FT,A_FTA,FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_PTS,HOME_TEAM,MP,H_FG,H_FGA,FG%,H_3P,3H_PA,3P%,H_FT,H_FTA,FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_PTS,WINNER
12/10/2013,201312100IND,MIA,240,33,77,0.429,4,21,0.19,14,20,0.7,6,27,33,20,13,6,12,21,84,IND,240,34,67,0.507,5,15,0.333,17,25,0.68,9,34,43,22,7,2,21,21,90,
12/10/2013,201312100LAL,PHO,240,44,85,0.518,7,23,0.304,19,21,0.905,10,33,43,24,6,3,13,22,114,LAL,240,39,80,0.488,5,19,0.263,25,32,0.781,7,26,33,22,7,3,11,20,108,
12/10/2013,201312100TOR,SAS,240,45,82,0.549,13,23,0.565,13,16,0.813,8,28,36,30,8,3,14,18,116,TOR,240,38,83,0.458,10,23,0.435,17,19,0.895,11,27,38,23,6,3,17,18,103,
12/11/2013,201312110BOS,LAC,240,34,76,0.447,6,17,0.353,22,34,0.647,8,29,37,20,9,6,13,17,96,BOS,240,33,80,0.413,6,17,0.353,16,19,0.842,8,32,40,20,5,5,16,23,88,
12/11/2013,201312110CHA,ORL,240,38,90,0.422,7,19,0.368,9,9,1,14,38,52,18,6,4,14,17,92,CHA,240,31,84,0.369,4,17,0.235,17,18,0.944,9,32,41,23,6,7,10,14,83,
12/11/2013,201312110GSW,DAL,240,37,88,0.42,8,23,0.348,11,14,0.786,8,35,43,24,9,4,11,15,93,GSW,240,37,86,0.43,12,28,0.429,9,15,0.6,14,36,50,20,6,6,18,18,95,
12/11/2013,201312110MEM,OKC,240,40,71,0.563,9,18,0.5,27,33,0.818,8,34,42,22,8,5,21,27,116,MEM,240,34,81,0.42,6,15,0.4,26,34,0.765,9,24,33,17,11,3,12,25,100,
12/11/2013,201312110MIL,SAS,240,46,88,0.523,4,17,0.235,13,17,0.765,17,35,52,25,8,2,15,21,109,MIL,240,29,84,0.345,2,15,0.133,17,23,0.739,16,21,37,16,7,4,12,18,77,
12/11/2013,201312110MIN,PHI,240,39,74,0.527,9,20,0.45,12,14,0.857,5,32,37,22,7,7,26,25,99,MIN,240,37,96,0.385,7,20,0.35,25,29,0.862,17,28,45,23,9,2,13,15,106,
12/11/2013,201312110NOP,DET,265,42,96,0.438,5,21,0.238,17,27,0.63,15,28,43,17,10,6,13,19,106,NOP,265,38,84,0.452,9,23,0.391,26,32,0.813,16,35,51,23,10,7,15,22,111,
12/11/2013,201312110NYK,CHI,240,24,72,0.333,6,21,0.286,24,29,0.828,16,32,48,12,9,7,22,19,78,NYK,240,31,76,0.408,5,19,0.263,16,19,0.842,10,29,39,17,16,7,13,21,83,
12/11/2013,201312110SAC,UTA,240,48,89,0.539,13,23,0.565,13,15,0.867,12,27,39,35,7,8,6,27,122,SAC,240,35,78,0.449,4,13,0.308,27,33,0.818,13,27,40,13,2,4,12,20,101,
12/12/2013,201312120BRK,LAC,240,26,70,0.371,6,24,0.25,35,52,0.673,9,34,43,15,6,1,14,20,93,BRK,240,33,74,0.446,8,20,0.4,28,30,0.933,5,37,42,18,5,0,13,31,102,
12/12/2013,201312120POR,HOU,240,40,94,0.426,5,20,0.25,19,24,0.792,15,33,48,16,11,6,8,23,104,POR,240,39,89,0.438,8,27,0.296,25,30,0.833,15,37,52,22,4,7,14,20,111,
12/13/2013,201312130ATL,WAS,265,42,100,0.42,4,14,0.286,11,18,0.611,18,42,60,26,4,3,17,20,99,ATL,265,38,89,0.427,7,21,0.333,18,24,0.75,11,35,46,27,10,1,15,14,101,
12/13/2013,201312130BOS,NYK,240,32,80,0.4,5,21,0.238,17,19,0.895,9,29,38,20,7,1,6,19,86,BOS,240,33,68,0.485,7,21,0.333,17,25,0.68,6,36,42,17,1,5,15,19,90,
12/13/2013,201312130DEN,UTA,240,38,84,0.452,8,21,0.381,19,20,0.95,11,33,44,24,6,6,10,21,103,DEN,240,36,85,0.424,7,21,0.333,14,24,0.583,12,34,46,22,7,11,8,23,93,
12/13/2013,201312130DET,BRK,240,36,79,0.456,12,23,0.522,15,20,0.75,7,31,38,24,4,4,12,25,99,DET,240,39,83,0.47,3,10,0.3,22,31,0.71,9,34,43,23,2,4,13,21,103,
12/13/2013,201312130GSW,HOU,240,39,79,0.494,12,29,0.414,26,35,0.743,7,25,32,20,10,3,15,23,116,GSW,240,43,90,0.478,6,22,0.273,20,24,0.833,19,37,56,22,6,6,18,30,112,
12/13/2013,201312130IND,CHA,240,39,83,0.47,4,12,0.333,12,17,0.706,8,30,38,19,5,4,11,19,94,IND,240,36,76,0.474,8,21,0.381,19,25,0.76,6,38,44,19,6,10,12,21,99,
12/13/2013,201312130MIL,CHI,240,34,81,0.42,7,24,0.292,16,19,0.842,17,27,44,26,8,6,15,22,91,MIL,240,33,74,0.446,4,10,0.4,20,25,0.8,13,25,38,18,6,8,14,19,90,
12/13/2013,201312130NOP,MEM,240,40,80,0.5,6,15,0.4,12,17,0.706,12,30,42,24,3,2,11,17,98,NOP,240,39,76,0.513,9,22,0.409,17,20,0.85,8,23,31,22,3,5,6,12,104,
12/13/2013,201312130OKC,LAL,240,36,87,0.414,7,25,0.28,18,31,0.581,15,26,41,26,7,4,19,17,97,OKC,240,47,99,0.475,8,25,0.32,20,23,0.87,20,39,59,34,14,8,14,25,122,
12/13/2013,201312130ORL,CLE,240,42,87,0.483,8,21,0.381,17,20,0.85,7,37,44,18,6,3,10,16,109,ORL,240,37,85,0.435,11,30,0.367,15,16,0.938,8,37,45,22,7,5,12,21,100,
12/13/2013,201312130PHO,SAC,240,38,87,0.437,6,19,0.316,25,29,0.862,17,26,43,12,11,4,15,22,107,PHO,240,41,83,0.494,12,24,0.5,22,29,0.759,16,27,43,20,11,9,16,20,116,
12/13/2013,201312130SAS,MIN,240,38,88,0.432,11,23,0.478,23,26,0.885,10,31,41,22,9,4,12,12,110,SAS,240,48,87,0.552,10,22,0.455,11,13,0.846,7,35,42,32,8,7,13,18,117,
12/13/2013,201312130TOR,PHI,240,37,84,0.44,9,23,0.391,17,21,0.81,12,30,42,19,7,5,17,18,100,TOR,240,39,82,0.476,10,25,0.4,20,24,0.833,10,37,47,24,8,5,15,19,108,
12/14/2013,201312140CHA,LAL,240,30,77,0.39,7,20,0.35,21,23,0.913,8,32,40,19,4,8,15,11,88,CHA,240,39,89,0.438,2,13,0.154,5,8,0.625,12,34,46,22,10,9,13,16,85,
12/14/2013,201312140CHI,TOR,240,40,83,0.482,5,15,0.333,14,18,0.778,7,36,43,26,5,11,11,17,99,CHI,240,31,86,0.36,6,18,0.333,9,12,0.75,10,31,41,19,5,9,15,20,77,
12/14/2013,201312140DAL,MIL,240,36,81,0.444,5,17,0.294,16,19,0.842,8,34,42,15,8,4,16,15,93,DAL,240,42,88,0.477,10,24,0.417,12,18,0.667,12,33,45,25,9,3,16,18,106,
12/14/2013,201312140MIA,CLE,240,39,84,0.464,10,29,0.345,19,25,0.76,12,27,39,18,7,1,15,20,107,MIA,240,42,76,0.553,8,21,0.381,22,30,0.733,9,31,40,24,10,9,14,21,114,
12/14/2013,201312140NYK,ATL,240,40,66,0.606,15,32,0.469,11,11,1,6,28,34,22,6,1,27,24,106,NYK,240,44,87,0.506,8,19,0.421,15,18,0.833,15,17,32,19,14,1,11,16,111,
12/14/2013,201312140PHI,POR,240,52,93,0.559,21,37,0.568,14,20,0.7,15,31,46,41,9,8,18,16,139,PHI,240,39,87,0.448,9,15,0.6,18,26,0.692,9,24,33,26,9,5,14,15,105,
12/14/2013,201312140UTA,SAS,240,41,88,0.466,8,20,0.4,10,12,0.833,11,44,55,24,6,1,10,15,100,UTA,240,35,89,0.393,6,20,0.3,8,11,0.727,8,34,42,17,5,11,9,17,84,
12/14/2013,201312140WAS,LAC,240,39,69,0.565,9,21,0.429,26,31,0.839,5,29,34,27,9,3,10,20,113,WAS,240,40,81,0.494,3,14,0.214,14,20,0.7,9,24,33,21,6,3,13,26,97,
12/15/2013,201312150DEN,NOP,240,37,85,0.435,7,24,0.292,12,19,0.632,9,23,32,23,10,8,13,23,93,DEN,240,37,85,0.435,7,24,0.292,21,28,0.75,15,36,51,23,7,7,16,24,102,
12/15/2013,201312150DET,POR,265,41,99,0.414,7,26,0.269,22,26,0.846,15,32,47,24,9,3,10,21,111,DET,265,44,94,0.468,3,15,0.2,18,27,0.667,18,35,53,19,5,5,14,22,109,
12/15/2013,201312150MEM,MIN,240,35,79,0.443,12,26,0.462,19,25,0.76,10,34,44,22,7,5,9,17,101,MEM,240,37,83,0.446,5,15,0.333,14,20,0.7,13,34,47,17,5,2,9,20,93,
12/15/2013,201312150OKC,ORL,240,37,82,0.451,7,24,0.292,17,26,0.654,9,36,45,19,7,2,14,18,98,OKC,240,39,87,0.448,5,19,0.263,18,20,0.9,11,34,45,23,10,7,13,19,101,
12/15/2013,201312150PHO,GSW,240,34,80,0.425,11,22,0.5,23,33,0.697,11,39,50,19,6,4,20,25,102,PHO,240,35,79,0.443,13,27,0.481,23,34,0.676,5,40,45,17,13,5,12,24,106,
12/15/2013,201312150SAC,HOU,240,31,75,0.413,7,27,0.259,22,38,0.579,11,31,42,15,6,5,17,26,91,SAC,240,39,81,0.481,3,13,0.231,25,30,0.833,7,36,43,17,8,6,15,25,106,
12/16/2013,201312160ATL,LAL,240,39,82,0.476,5,21,0.238,17,21,0.81,12,31,43,18,6,4,14,16,100,ATL,240,45,92,0.489,11,27,0.407,13,15,0.867,15,29,44,34,10,6,10,18,114,
12/16/2013,201312160BOS,MIN,240,37,98,0.378,8,29,0.276,15,26,0.577,19,32,51,22,6,0,7,20,97,BOS,240,38,86,0.442,7,21,0.333,18,23,0.783,14,36,50,19,3,3,12,25,101,
12/16/2013,201312160BRK,PHI,240,37,90,0.411,8,30,0.267,12,20,0.6,8,31,39,21,14,0,19,24,94,BRK,240,47,78,0.603,21,35,0.6,15,26,0.577,4,38,42,35,10,2,20,20,130,
12/16/2013,201312160CHI,ORL,240,33,83,0.398,5,12,0.417,12,16,0.75,9,45,54,21,4,3,11,20,83,CHI,240,28,81,0.346,5,18,0.278,21,26,0.808,7,38,45,19,4,5,5,20,82,
12/16/2013,201312160IND,DET,240,38,88,0.432,7,20,0.35,18,28,0.643,20,35,55,14,3,7,8,20,101,IND,240,35,81,0.432,6,17,0.353,20,27,0.741,9,31,40,18,5,4,7,20,96,
12/16/2013,201312160LAC,SAS,240,37,76,0.487,6,18,0.333,12,21,0.571,9,27,36,20,8,3,22,27,92,LAC,240,39,76,0.513,11,23,0.478,26,35,0.743,9,34,43,19,12,4,18,20,115,
12/16/2013,201312160MIA,UTA,240,39,84,0.464,5,18,0.278,11,17,0.647,11,22,33,17,7,2,14,20,94,MIA,240,45,71,0.634,6,15,0.4,21,26,0.808,6,35,41,28,10,8,14,14,117,
12/16/2013,201312160NYK,WAS,240,39,72,0.542,11,18,0.611,13,17,0.765,6,35,41,21,4,3,19,25,102,NYK,240,33,79,0.418,11,30,0.367,24,31,0.774,9,26,35,21,9,6,9,20,101,
12/17/2013,201312170CHA,SAC,240,30,80,0.375,4,15,0.267,23,28,0.821,9,33,42,18,8,4,15,23,87,CHA,240,35,78,0.449,8,17,0.471,17,24,0.708,5,37,42,26,9,6,15,26,95,
12/17/2013,201312170CLE,POR,240,41,92,0.446,15,33,0.455,22,25,0.88,18,38,56,26,2,5,14,16,119,CLE,240,48,102,0.471,9,17,0.529,11,16,0.688,13,31,44,26,6,1,6,17,116,
12/17/2013,201312170DEN,OKC,240,43,88,0.489,5,22,0.227,14,20,0.7,12,41,53,19,10,5,18,22,105,DEN,240,36,87,0.414,5,19,0.263,16,22,0.727,13,30,43,25,9,3,15,20,93,
12/17/2013,201312170GSW,NOP,240,33,88,0.375,5,18,0.278,22,30,0.733,12,32,44,22,8,3,10,20,93,GSW,240,41,91,0.451,5,20,0.25,17,24,0.708,17,41,58,25,6,2,12,23,104,
12/17/2013,201312170MEM,LAL,240,37,75,0.493,7,22,0.318,15,19,0.789,4,33,37,16,8,10,14,18,96,MEM,240,37,91,0.407,5,16,0.313,13,17,0.765,18,31,49,20,10,2,14,18,92,
12/18/2013,201312180ATL,SAC,240,40,84,0.476,6,15,0.4,21,25,0.84,7,26,33,25,6,1,13,20,107,ATL,240,47,81,0.58,15,25,0.6,15,18,0.833,9,35,44,38,7,6,16,21,124,
12/18/2013,201312180BOS,DET,240,41,88,0.466,10,27,0.37,15,20,0.75,13,23,36,22,14,4,16,18,107,BOS,240,40,81,0.494,6,18,0.333,20,22,0.909,8,33,41,22,8,1,18,20,106,
12/18/2013,201312180BRK,WAS,240,38,88,0.432,12,20,0.6,25,30,0.833,19,32,51,19,9,6,16,22,113,BRK,240,39,74,0.527,9,21,0.429,20,24,0.833,5,26,31,28,8,5,14,24,107,
12/18/2013,201312180DAL,MEM,240,37,93,0.398,8,18,0.444,9,14,0.643,22,21,43,23,11,2,15,25,91,DAL,240,40,73,0.548,5,15,0.333,20,23,0.87,11,31,42,25,11,10,15,16,105,
12/18/2013,201312180HOU,CHI,240,38,79,0.481,5,12,0.417,13,23,0.565,9,24,33,26,8,2,17,19,94,HOU,240,44,82,0.537,8,22,0.364,13,16,0.813,9,28,37,23,8,5,13,22,109,
12/18/2013,201312180LAC,NOP,240,37,93,0.398,7,20,0.35,14,20,0.7,18,37,55,26,6,1,11,22,95,LAC,240,33,78,0.423,11,29,0.379,31,36,0.861,11,38,49,25,4,8,9,16,108,
12/18/2013,201312180MIA,IND,240,32,73,0.438,5,14,0.357,25,28,0.893,6,30,36,13,9,2,14,21,94,MIA,240,37,77,0.481,5,21,0.238,18,22,0.818,5,32,37,21,11,0,12,20,97,
12/18/2013,201312180MIL,NYK,290,38,101,0.376,17,41,0.415,14,19,0.737,14,37,51,26,11,6,12,31,107,MIL,290,34,82,0.415,8,22,0.364,25,35,0.714,13,41,54,13,4,5,20,25,101,
12/18/2013,201312180MIN,POR,240,40,94,0.426,14,40,0.35,15,19,0.789,10,35,45,19,5,4,13,27,109,MIN,240,46,93,0.495,7,19,0.368,21,26,0.808,12,41,53,27,8,1,10,19,120,
12/18/2013,201312180ORL,UTA,240,33,82,0.402,8,21,0.381,12,15,0.8,11,36,47,19,5,10,16,17,86,ORL,240,28,86,0.326,7,15,0.467,19,20,0.95,13,35,48,12,7,6,10,18,82,
12/18/2013,201312180PHO,SAS,240,41,87,0.471,7,18,0.389,19,24,0.792,14,32,46,23,10,4,18,17,108,PHO,240,38,82,0.463,7,15,0.467,18,24,0.75,13,29,42,16,8,7,19,24,101,
12/18/2013,201312180TOR,CHA,265,37,81,0.457,8,15,0.533,22,34,0.647,7,33,40,18,7,1,20,24,104,TOR,265,41,96,0.427,6,26,0.231,14,20,0.7,16,34,50,22,10,4,15,28,102,
12/19/2013,201312190GSW,SAS,240,40,89,0.449,11,27,0.407,13,19,0.684,9,30,39,21,10,2,19,11,104,GSW,240,42,90,0.467,8,31,0.258,10,11,0.909,13,34,47,26,14,4,24,21,102,
12/19/2013,201312190OKC,CHI,240,29,77,0.377,8,29,0.276,29,39,0.744,11,29,40,20,8,6,16,16,95,OKC,240,43,84,0.512,9,15,0.6,12,14,0.857,8,35,43,26,12,7,16,27,107,
12/20/2013,201312200ATL,UTA,240,35,94,0.372,3,18,0.167,12,15,0.8,17,32,49,21,6,8,15,17,85,ATL,240,45,86,0.523,10,26,0.385,18,24,0.75,10,36,46,32,10,7,10,20,118,
12/20/2013,201312200CLE,MIL,265,40,100,0.4,10,29,0.345,21,25,0.84,14,38,52,22,7,7,11,23,111,CLE,265,39,100,0.39,11,28,0.393,25,27,0.926,18,38,56,18,5,12,12,22,114,
12/20/2013,201312200DAL,TOR,265,42,91,0.462,11,21,0.524,14,18,0.778,14,32,46,17,9,3,15,14,109,DAL,265,46,91,0.505,10,21,0.476,6,10,0.6,11,34,45,31,13,3,15,17,108,
12/20/2013,201312200DEN,PHO,240,35,88,0.398,12,34,0.353,21,31,0.677,9,35,44,19,9,8,11,20,103,DEN,240,35,85,0.412,4,17,0.235,25,29,0.862,11,42,53,18,5,7,16,27,99,
12/20/2013,201312200DET,CHA,240,44,84,0.524,3,10,0.3,25,28,0.893,10,33,43,19,12,10,12,17,116,DET,240,42,90,0.467,12,23,0.522,10,17,0.588,18,26,44,18,7,10,17,17,106,
12/20/2013,201312200IND,HOU,240,32,84,0.381,4,22,0.182,13,24,0.542,12,24,36,10,11,6,14,18,81,IND,240,43,81,0.531,12,26,0.462,16,22,0.727,9,41,50,29,11,7,17,21,114,
12/20/2013,201312200LAL,MIN,240,33,95,0.347,5,22,0.227,20,25,0.8,22,27,49,21,10,2,16,16,91,LAL,240,42,78,0.538,7,19,0.368,13,15,0.867,7,36,43,27,7,9,19,19,104,
12/20/2013,201312200MIA,SAC,240,43,74,0.581,7,22,0.318,10,24,0.417,7,25,32,25,14,1,20,16,103,MIA,240,51,83,0.614,10,23,0.435,10,14,0.714,7,32,39,32,15,3,17,16,122,
12/20/2013,201312200PHI,BRK,265,42,85,0.494,15,33,0.455,21,30,0.7,5,31,36,36,10,5,16,18,120,PHI,265,51,100,0.51,9,29,0.31,10,15,0.667,12,37,49,36,8,2,17,21,121,
12/21/2013,201312210BOS,WAS,240,41,87,0.471,8,21,0.381,16,22,0.727,12,35,47,24,10,7,11,19,106,BOS,240,42,87,0.483,4,20,0.2,11,18,0.611,11,29,40,25,5,2,12,14,99,
12/21/2013,201312210CHA,UTA,240,32,83,0.386,10,21,0.476,14,18,0.778,12,32,44,19,9,3,7,18,88,CHA,240,36,83,0.434,2,12,0.167,11,16,0.688,14,36,50,16,1,9,11,17,85,
12/21/2013,201312210CHI,CLE,240,36,90,0.4,4,18,0.222,8,9,0.889,11,25,36,21,6,4,9,20,84,CHI,240,37,69,0.536,10,15,0.667,16,24,0.667,9,40,49,27,4,5,21,14,100,
12/21/2013,201312210DET,HOU,240,44,79,0.557,9,23,0.391,17,23,0.739,5,40,45,33,4,4,14,19,114,DET,240,40,89,0.449,1,12,0.083,16,26,0.615,11,26,37,22,8,8,8,17,97,
12/21/2013,201312210GSW,LAL,240,26,80,0.325,4,20,0.2,27,33,0.818,12,38,50,11,8,5,24,18,83,GSW,240,38,98,0.388,12,31,0.387,14,19,0.737,16,39,55,19,14,5,16,24,102,
12/21/2013,201312210LAC,DEN,240,31,88,0.352,6,30,0.2,23,29,0.793,15,35,50,16,12,3,18,26,91,LAC,240,39,86,0.453,13,33,0.394,21,31,0.677,11,35,46,26,9,8,17,20,112,
12/21/2013,201312210MIL,PHI,240,38,93,0.409,10,23,0.435,20,22,0.909,17,27,44,25,6,1,17,22,106,MIL,240,43,82,0.524,7,25,0.28,23,25,0.92,9,34,43,23,9,9,13,20,116,
12/21/2013,201312210NYK,MEM,240,39,82,0.476,1,9,0.111,16,19,0.842,13,43,56,17,5,3,16,16,95,NYK,240,33,79,0.418,6,22,0.273,15,23,0.652,6,23,29,21,12,6,7,15,87,
12/21/2013,201312210ORL,SAC,240,39,79,0.494,12,23,0.522,15,23,0.652,12,32,44,17,8,4,15,23,105,ORL,240,39,82,0.476,8,20,0.4,14,23,0.609,11,31,42,17,8,6,17,24,100,
12/21/2013,201312210PHO,DAL,240,44,91,0.484,3,17,0.176,17,23,0.739,13,23,36,25,10,8,11,15,108,PHO,240,44,86,0.512,15,30,0.5,20,22,0.909,15,30,45,19,8,1,18,22,123,
12/21/2013,201312210POR,NOP,240,44,94,0.468,6,17,0.353,13,19,0.684,16,32,48,22,5,3,11,21,107,POR,240,43,98,0.439,8,29,0.276,16,18,0.889,17,28,45,23,3,3,7,21,110,
12/21/2013,201312210SAS,OKC,240,43,88,0.489,12,27,0.444,15,18,0.833,10,38,48,22,6,9,12,23,113,SAS,240,35,82,0.427,9,19,0.474,21,26,0.808,7,30,37,25,7,4,11,18,100,
12/22/2013,201312220IND,BOS,240,32,84,0.381,6,14,0.429,9,13,0.692,6,35,41,16,6,9,16,22,79,IND,240,41,83,0.494,9,19,0.474,15,22,0.682,9,44,53,28,8,5,13,18,106,
12/22/2013,201312220LAC,MIN,265,45,96,0.469,6,22,0.273,20,27,0.741,19,35,54,27,4,3,19,23,116,LAC,265,46,97,0.474,7,29,0.241,21,27,0.778,16,29,45,24,14,1,13,23,120,
12/22/2013,201312220OKC,TOR,240,36,91,0.396,8,20,0.4,24,29,0.828,12,30,42,22,7,2,13,29,104,OKC,240,28,76,0.368,7,23,0.304,35,36,0.972,13,34,47,17,7,7,19,28,98,
12/23/2013,201312230BRK,IND,240,38,83,0.458,9,28,0.321,18,19,0.947,8,38,46,16,12,3,17,20,103,BRK,240,29,76,0.382,6,26,0.231,22,25,0.88,9,27,36,21,6,4,18,19,86,
12/23/2013,201312230CHA,MIL,265,42,97,0.433,10,28,0.357,16,17,0.941,12,39,51,29,8,8,12,23,110,CHA,265,43,99,0.434,10,17,0.588,15,20,0.75,9,34,43,30,2,7,8,17,111,
12/23/2013,201312230CLE,DET,240,46,96,0.479,10,24,0.417,13,18,0.722,18,32,50,27,11,5,14,20,115,CLE,240,34,88,0.386,8,28,0.286,16,24,0.667,13,26,39,20,5,4,19,16,92,
12/23/2013,201312230DEN,GSW,240,36,84,0.429,7,16,0.438,10,18,0.556,11,31,42,17,4,8,15,18,89,DEN,240,31,81,0.383,3,13,0.231,16,21,0.762,12,35,47,16,7,10,17,17,81,
12/23/2013,201312230HOU,DAL,240,40,79,0.506,11,22,0.5,20,23,0.87,9,24,33,23,13,4,11,22,111,HOU,240,38,70,0.543,7,19,0.368,21,29,0.724,8,28,36,23,5,1,17,18,104,
12/23/2013,201312230MEM,UTA,240,35,75,0.467,11,24,0.458,13,15,0.867,8,30,38,24,4,7,13,16,94,MEM,240,39,83,0.47,11,20,0.55,15,20,0.75,11,29,40,24,9,7,6,15,104,
12/23/2013,201312230MIA,ATL,265,44,91,0.484,17,34,0.5,14,19,0.737,13,33,46,29,7,4,18,26,119,MIA,265,46,91,0.505,10,29,0.345,19,29,0.655,13,31,44,20,8,6,13,19,121,
12/23/2013,201312230ORL,NYK,240,39,86,0.453,10,21,0.476,15,19,0.789,9,38,47,19,3,4,9,21,103,ORL,240,37,89,0.416,8,25,0.32,16,22,0.727,12,32,44,24,4,4,9,21,98,
12/23/2013,201312230PHO,LAL,240,30,81,0.37,6,20,0.3,24,37,0.649,8,31,39,12,5,3,11,19,90,PHO,240,42,90,0.467,14,32,0.438,19,25,0.76,13,49,62,24,5,7,15,22,117,
12/23/2013,201312230SAC,NOP,240,41,83,0.494,8,17,0.471,23,27,0.852,15,30,45,28,13,2,16,26,113,SAC,240,31,74,0.419,7,17,0.412,31,42,0.738,16,27,43,15,9,6,22,22,100,
12/23/2013,201312230SAS,TOR,240,37,81,0.457,7,21,0.333,18,25,0.72,11,29,40,21,4,5,13,21,99,SAS,240,41,91,0.451,9,23,0.391,21,27,0.778,16,34,50,27,7,7,13,22,112,
12/25/2013,201312250BRK,CHI,240,36,74,0.486,5,17,0.294,18,20,0.9,11,34,45,20,10,3,15,22,95,BRK,240,25,71,0.352,5,17,0.294,23,31,0.742,13,26,39,11,7,5,16,19,78,
12/25/2013,201312250GSW,LAC,240,40,81,0.494,4,18,0.222,19,23,0.826,6,32,38,22,6,9,13,24,103,GSW,240,40,95,0.421,10,24,0.417,15,22,0.682,16,33,49,27,8,4,13,22,105,
12/25/2013,201312250LAL,MIA,240,41,80,0.513,9,27,0.333,10,17,0.588,7,36,43,29,9,2,12,20,101,LAL,240,33,79,0.418,14,36,0.389,15,26,0.577,12,35,47,15,8,4,17,19,95,
12/25/2013,201312250NYK,OKC,240,45,84,0.536,13,24,0.542,20,26,0.769,8,38,46,32,8,3,10,21,123,NYK,240,38,90,0.422,6,23,0.261,12,19,0.632,12,30,42,23,5,2,12,22,94,
12/25/2013,201312250SAS,HOU,240,45,86,0.523,12,24,0.5,9,18,0.5,11,39,50,28,3,9,10,16,111,SAS,240,37,91,0.407,5,20,0.25,19,23,0.826,14,32,46,18,6,9,9,13,98,
12/26/2013,201312260CLE,ATL,290,51,103,0.495,11,34,0.324,14,19,0.737,10,32,42,33,13,5,21,24,127,CLE,290,49,94,0.521,8,21,0.381,19,26,0.731,11,34,45,22,9,8,22,19,125,
12/26/2013,201312260DAL,SAS,240,37,75,0.493,7,16,0.438,35,42,0.833,8,38,46,22,9,6,18,25,116,DAL,240,39,85,0.459,5,17,0.294,24,31,0.774,9,32,41,18,12,6,14,26,107,
12/26/2013,201312260HOU,MEM,240,38,93,0.409,5,18,0.278,11,20,0.55,20,29,49,20,6,4,9,30,92,HOU,240,31,71,0.437,5,24,0.208,33,40,0.825,7,34,41,17,3,7,9,19,100,
12/26/2013,201312260POR,LAC,265,49,110,0.445,8,20,0.4,6,12,0.5,12,36,48,24,11,5,5,22,112,POR,265,42,96,0.438,13,36,0.361,19,22,0.864,15,45,60,29,2,2,16,10,116,
12/27/2013,201312270BRK,MIL,240,33,88,0.375,9,32,0.281,18,25,0.72,12,31,43,20,7,7,9,26,93,BRK,240,34,79,0.43,12,26,0.462,24,32,0.75,9,40,49,22,5,4,10,23,104,
12/27/2013,201312270CHA,OKC,240,33,80,0.413,8,25,0.32,15,24,0.625,10,38,48,19,2,5,11,18,89,CHA,240,30,80,0.375,9,23,0.391,16,20,0.8,9,34,43,20,5,5,8,18,85,
12/27/2013,201312270GSW,PHO,240,32,89,0.36,4,23,0.174,18,23,0.783,16,25,41,12,9,4,17,22,86,GSW,240,45,85,0.529,8,20,0.4,17,24,0.708,15,41,56,32,9,4,21,25,115,
12/27/2013,201312270MIN,WAS,240,38,83,0.458,8,21,0.381,14,17,0.824,9,26,35,18,3,1,12,25,98,MIN,240,42,85,0.494,5,15,0.333,31,38,0.816,14,30,44,20,10,2,4,12,120,
12/27/2013,201312270NOP,DEN,240,33,82,0.402,6,23,0.261,17,24,0.708,11,31,42,19,10,4,17,15,89,NOP,240,42,89,0.472,11,24,0.458,10,15,0.667,15,38,53,28,10,8,16,21,105,
12/27/2013,201312270NYK,TOR,240,31,73,0.425,10,28,0.357,23,33,0.697,15,35,50,21,6,4,16,20,95,NYK,240,30,79,0.38,10,19,0.526,13,21,0.619,13,29,42,19,11,5,16,29,83,
12/27/2013,201312270ORL,DET,240,39,95,0.411,5,18,0.278,9,18,0.5,19,29,48,16,6,5,15,22,92,ORL,240,45,85,0.529,4,14,0.286,15,23,0.652,12,37,49,26,10,2,13,19,109,
12/27/2013,201312270SAC,MIA,265,38,86,0.442,11,32,0.344,16,21,0.762,4,31,35,23,9,5,16,23,103,SAC,265,41,83,0.494,5,20,0.25,21,25,0.84,10,41,51,23,5,4,22,21,108,
12/27/2013,201312270UTA,LAL,240,40,80,0.5,7,23,0.304,16,23,0.696,8,29,37,16,8,4,14,19,103,UTA,240,40,88,0.455,9,23,0.391,16,20,0.8,11,32,43,25,9,3,15,18,105,
12/28/2013,201312280ATL,CHA,265,45,104,0.433,10,26,0.385,16,22,0.727,12,43,55,26,6,4,10,27,116,ATL,265,37,91,0.407,16,39,0.41,28,34,0.824,6,46,52,29,8,6,12,16,118,
12/28/2013,201312280BOS,CLE,240,37,79,0.468,9,18,0.5,17,24,0.708,10,30,40,17,5,4,15,21,100,BOS,240,38,83,0.458,9,25,0.36,18,25,0.72,13,30,43,22,9,5,15,18,103,
12/28/2013,201312280CHI,DAL,240,41,78,0.526,13,26,0.5,10,11,0.909,7,32,39,26,8,7,16,20,105,CHI,240,32,74,0.432,3,17,0.176,16,19,0.842,7,27,34,22,9,3,15,17,83,
