Team,GAME_ID,AWAY_TEAM,MP,A_FG,A_FGA,FG%,A_3P,A_3PA,3P%,A_FT,A_FTA,FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_PTS,HOME_TEAM,MP,H_FG,H_FGA,FG%,H_3P,3H_PA,3P%,H_FT,H_FTA,FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_PTS,WINNER
1/21/2015,201501210MEM,TOR,240,27,85,0.318,5,28,0.179,27,32,0.844,21,29,50,14,6,6,14,25,86,MEM,240,34,74,0.459,1,7,0.143,23,29,0.793,9,36,45,15,6,8,13,24,92,
1/21/2015,201501210MIN,DAL,240,39,76,0.513,11,27,0.407,9,14,0.643,6,36,42,26,6,3,10,13,98,MIN,240,31,89,0.348,2,15,0.133,11,15,0.733,16,27,43,22,6,1,10,11,75,
1/21/2015,201501210NOP,LAL,240,28,77,0.364,6,20,0.3,18,21,0.857,10,31,41,16,12,4,16,21,80,NOP,240,38,83,0.458,3,16,0.188,17,21,0.81,10,35,45,21,8,5,15,12,96,
1/21/2015,201501210PHI,NYK,240,37,91,0.407,7,20,0.35,17,20,0.85,18,34,52,26,6,6,11,22,98,PHI,240,29,79,0.367,8,23,0.348,25,32,0.781,15,28,43,20,7,13,14,19,91,
1/21/2015,201501210PHO,POR,240,39,87,0.448,13,32,0.406,22,28,0.786,10,34,44,21,8,4,14,18,113,PHO,240,47,92,0.511,9,27,0.333,15,24,0.625,11,39,50,24,11,1,13,21,118,
1/21/2015,201501210SAC,BRK,240,37,79,0.468,5,20,0.25,24,30,0.8,10,33,43,22,7,6,14,24,103,SAC,240,39,84,0.464,5,18,0.278,17,24,0.708,10,32,42,22,5,2,14,19,100,
1/21/2015,201501210WAS,OKC,265,40,102,0.392,6,29,0.207,19,23,0.826,11,46,57,21,5,5,10,21,105,WAS,265,38,100,0.38,7,30,0.233,20,26,0.769,13,45,58,23,8,3,9,20,103,
1/22/2015,201501220CHI,SAS,240,30,81,0.37,6,21,0.286,15,18,0.833,9,30,39,17,4,5,12,24,81,CHI,240,36,76,0.474,6,19,0.316,26,32,0.813,8,38,46,19,7,8,10,16,104,
1/22/2015,201501220LAC,BRK,240,33,88,0.375,4,21,0.19,14,25,0.56,15,25,40,17,11,3,12,14,84,LAC,240,49,83,0.59,11,25,0.44,14,21,0.667,9,39,48,41,8,9,14,17,123,
1/22/2015,201501220MIL,UTA,240,32,71,0.451,14,31,0.452,23,28,0.821,12,31,43,25,9,3,22,15,101,MIL,240,42,92,0.457,5,13,0.385,10,12,0.833,15,25,40,26,11,5,12,25,99,
1/22/2015,201501220POR,BOS,240,39,87,0.448,7,19,0.368,5,7,0.714,10,37,47,23,8,5,16,19,90,POR,240,33,89,0.371,9,28,0.321,14,19,0.737,13,32,45,16,8,6,10,13,89,
1/23/2015,201501230ATL,OKC,240,36,87,0.414,10,26,0.385,11,18,0.611,9,27,36,23,11,7,11,16,93,ATL,240,40,83,0.482,10,25,0.4,13,13,1,10,37,47,27,6,5,16,13,103,
1/23/2015,201501230CLE,CHO,240,36,89,0.404,2,16,0.125,16,24,0.667,12,30,42,27,6,5,11,22,90,CLE,240,46,89,0.517,15,28,0.536,22,28,0.786,11,45,56,29,7,5,11,19,129,
1/23/2015,201501230DAL,CHI,240,38,78,0.487,9,16,0.563,17,20,0.85,15,32,47,22,8,5,21,18,102,DAL,240,37,82,0.451,6,18,0.333,18,18,1,9,21,30,16,12,8,12,16,98,
1/23/2015,201501230DEN,BOS,240,37,75,0.493,9,21,0.429,17,27,0.63,8,33,41,20,8,6,14,24,100,DEN,240,37,89,0.416,6,21,0.286,19,26,0.731,17,31,48,20,8,2,12,19,99,
1/23/2015,201501230GSW,SAC,240,34,82,0.415,4,17,0.235,29,34,0.853,11,32,43,19,12,3,19,17,101,GSW,240,45,94,0.479,17,40,0.425,19,22,0.864,12,34,46,32,13,8,17,22,126,
1/23/2015,201501230MIA,IND,240,32,78,0.41,3,15,0.2,20,23,0.87,8,29,37,14,9,3,18,22,87,MIA,240,36,75,0.48,4,17,0.235,13,15,0.867,4,32,36,20,8,0,16,25,89,
1/23/2015,201501230MIN,NOP,240,40,80,0.5,3,4,0.75,9,14,0.643,6,31,37,17,7,9,13,16,92,MIN,240,35,84,0.417,2,9,0.222,12,17,0.706,9,29,38,27,3,4,13,18,84,
1/23/2015,201501230NYK,ORL,240,44,87,0.506,7,27,0.259,11,19,0.579,8,31,39,27,10,4,14,19,106,NYK,240,43,91,0.473,10,25,0.4,17,21,0.81,12,37,49,29,6,4,14,18,113,
1/23/2015,201501230PHI,TOR,240,33,80,0.413,6,24,0.25,19,24,0.792,13,29,42,19,11,5,14,17,91,PHI,240,31,81,0.383,9,29,0.31,15,18,0.833,15,33,48,21,9,6,18,19,86,
1/23/2015,201501230PHO,HOU,240,44,84,0.524,10,27,0.37,15,20,0.75,6,35,41,24,7,6,14,21,113,PHO,240,42,91,0.462,10,30,0.333,17,24,0.708,13,31,44,21,4,6,12,23,111,
1/23/2015,201501230SAS,LAL,240,33,83,0.398,5,13,0.385,14,20,0.7,8,32,40,18,4,4,8,21,85,SAS,240,36,84,0.429,7,24,0.292,20,27,0.741,12,40,52,19,5,4,10,16,99,
1/24/2015,201501240CHO,NYK,240,28,79,0.354,6,15,0.4,9,18,0.5,14,40,54,20,4,6,14,28,71,CHO,240,25,76,0.329,2,7,0.286,24,37,0.649,10,31,41,9,7,13,9,19,76,
1/24/2015,201501240MEM,PHI,240,31,81,0.383,9,24,0.375,12,22,0.545,15,33,48,18,7,2,23,19,83,MEM,240,37,79,0.468,6,14,0.429,21,25,0.84,9,38,47,24,10,7,18,20,101,
1/24/2015,201501240MIL,DET,240,31,86,0.36,6,25,0.24,18,25,0.72,16,30,46,14,11,2,19,14,86,MIL,240,41,81,0.506,11,17,0.647,8,10,0.8,9,36,45,33,6,6,20,21,101,
1/24/2015,201501240POR,WAS,240,40,82,0.488,5,15,0.333,11,14,0.786,2,39,41,24,8,3,12,19,96,POR,240,35,87,0.402,13,31,0.419,20,20,1,8,36,44,22,8,1,12,14,103,
1/24/2015,201501240UTA,BRK,240,29,75,0.387,5,15,0.333,10,16,0.625,8,21,29,17,10,9,17,17,73,UTA,240,42,79,0.532,13,29,0.448,11,14,0.786,6,37,43,23,9,5,15,13,108,
1/25/2015,201501250ATL,MIN,240,37,71,0.521,6,16,0.375,20,25,0.8,11,26,37,24,4,2,13,18,100,ATL,240,45,80,0.563,10,28,0.357,12,18,0.667,8,21,29,30,8,5,10,20,112,
1/25/2015,201501250CHI,MIA,240,38,84,0.452,1,13,0.077,19,23,0.826,13,41,54,19,6,13,10,15,96,CHI,240,31,87,0.356,7,24,0.292,15,19,0.789,14,29,43,15,5,10,9,16,84,
1/25/2015,201501250CLE,OKC,240,37,94,0.394,10,30,0.333,14,18,0.778,10,32,42,26,6,6,8,23,98,CLE,240,36,82,0.439,16,36,0.444,20,29,0.69,11,37,48,17,5,8,11,14,108,
1/25/2015,201501250DEN,WAS,265,48,90,0.533,4,14,0.286,17,23,0.739,10,40,50,29,5,2,17,27,117,DEN,265,41,101,0.406,12,29,0.414,21,28,0.75,14,31,45,26,7,3,9,24,115,
1/25/2015,201501250GSW,BOS,240,41,95,0.432,10,28,0.357,19,27,0.704,13,35,48,23,5,3,14,21,111,GSW,240,42,89,0.472,8,23,0.348,22,25,0.88,9,38,47,29,9,3,13,20,114,
1/25/2015,201501250LAL,HOU,240,35,87,0.402,13,44,0.295,16,21,0.762,11,35,46,22,13,4,14,23,99,LAL,240,34,79,0.43,1,13,0.077,18,25,0.72,13,40,53,20,4,2,21,18,87,
1/25/2015,201501250NOP,DAL,240,39,81,0.481,9,24,0.375,19,25,0.76,13,25,38,20,5,6,9,19,106,NOP,240,40,79,0.506,8,17,0.471,21,25,0.84,11,29,40,27,9,3,9,25,109,
1/25/2015,201501250ORL,IND,240,43,83,0.518,8,20,0.4,12,18,0.667,9,38,47,27,8,5,14,23,106,ORL,240,38,78,0.487,6,17,0.353,17,23,0.739,3,30,33,22,7,5,12,21,99,
1/25/2015,201501250PHO,LAC,240,43,87,0.494,10,23,0.435,24,36,0.667,14,36,50,28,7,5,11,20,120,PHO,240,34,80,0.425,10,29,0.345,22,27,0.815,5,26,31,23,5,8,11,25,100,
1/25/2015,201501250SAS,MIL,240,39,82,0.476,8,17,0.471,9,13,0.692,13,29,42,29,12,5,17,26,95,SAS,240,35,83,0.422,5,22,0.227,26,30,0.867,14,27,41,22,9,6,15,17,101,
1/25/2015,201501250TOR,DET,240,41,90,0.456,12,34,0.353,16,23,0.696,14,30,44,24,5,2,14,21,110,TOR,240,43,81,0.531,5,15,0.333,23,29,0.793,6,31,37,23,9,5,8,21,114,
1/26/2015,201501260LAC,DEN,240,40,83,0.482,8,21,0.381,10,15,0.667,8,30,38,26,7,4,10,15,98,LAC,240,38,80,0.475,7,19,0.368,19,22,0.864,10,35,45,25,10,8,13,17,102,
1/26/2015,201501260MEM,ORL,240,37,78,0.474,4,12,0.333,16,25,0.64,13,31,44,14,8,3,17,22,94,MEM,240,36,76,0.474,7,18,0.389,24,26,0.923,7,32,39,25,11,6,15,17,103,
1/26/2015,201501260NOP,PHI,240,28,81,0.346,2,15,0.133,16,21,0.762,13,25,38,15,7,9,12,19,74,NOP,240,39,86,0.453,7,16,0.438,14,19,0.737,17,35,52,28,10,11,11,17,99,
1/26/2015,201501260OKC,MIN,240,29,85,0.341,2,13,0.154,24,32,0.75,15,35,50,13,9,5,13,17,84,OKC,240,36,86,0.419,4,20,0.2,16,24,0.667,14,38,52,17,9,11,15,23,92,
1/26/2015,201501260UTA,BOS,240,35,74,0.473,8,19,0.421,21,23,0.913,5,32,37,18,8,3,14,15,99,UTA,240,35,82,0.427,9,24,0.375,11,19,0.579,10,29,39,18,9,10,14,23,90,
1/27/2015,201501270DAL,MEM,240,42,79,0.532,10,21,0.476,15,20,0.75,9,31,40,23,6,0,13,17,109,DAL,240,38,78,0.487,7,26,0.269,7,10,0.7,8,27,35,20,8,3,16,20,90,
1/27/2015,201501270DET,CLE,240,39,93,0.419,9,34,0.265,16,17,0.941,13,34,47,19,9,4,9,20,103,DET,240,35,83,0.422,8,24,0.333,17,23,0.739,16,35,51,21,4,8,18,17,95,
1/27/2015,201501270GSW,CHI,265,42,98,0.429,8,29,0.276,21,23,0.913,19,42,61,19,6,6,21,18,113,GSW,265,48,113,0.425,9,33,0.273,6,12,0.5,15,33,48,31,9,2,13,15,111,
1/27/2015,201501270IND,TOR,240,34,73,0.466,9,26,0.346,27,34,0.794,8,34,42,21,9,6,10,27,104,IND,240,34,82,0.415,7,18,0.389,16,23,0.696,11,32,43,22,4,3,14,22,91,
1/27/2015,201501270LAL,WAS,240,38,78,0.487,4,16,0.25,18,27,0.667,9,42,51,19,8,2,16,18,98,LAL,240,37,87,0.425,5,20,0.25,13,16,0.813,8,30,38,17,9,4,11,19,92,
1/27/2015,201501270MIA,MIL,240,39,71,0.549,9,16,0.563,22,30,0.733,4,30,34,25,7,3,12,22,109,MIA,240,38,75,0.507,7,20,0.35,19,26,0.731,5,28,33,20,5,1,12,23,102,
1/28/2015,201501280ATL,BRK,240,39,87,0.448,9,24,0.375,15,18,0.833,9,26,35,26,6,5,8,20,102,ATL,240,38,82,0.463,12,33,0.364,25,26,0.962,12,33,45,29,4,4,11,18,113,
1/28/2015,201501280CLE,POR,240,35,80,0.438,10,31,0.323,14,17,0.824,11,28,39,18,5,5,8,20,94,CLE,240,34,85,0.4,15,37,0.405,16,18,0.889,14,32,46,16,3,1,8,15,99,
1/28/2015,201501280HOU,DAL,240,35,82,0.427,10,25,0.4,14,16,0.875,10,36,46,16,10,7,23,16,94,HOU,240,36,88,0.409,14,35,0.4,13,15,0.867,11,28,39,21,14,7,16,19,99,
1/28/2015,201501280MIN,BOS,240,42,91,0.462,7,23,0.304,7,9,0.778,9,30,39,22,9,4,13,22,98,MIN,240,38,77,0.494,6,16,0.375,28,32,0.875,6,39,45,18,6,4,11,11,110,
1/28/2015,201501280NOP,DEN,240,39,85,0.459,10,17,0.588,5,7,0.714,8,31,39,30,4,7,8,22,93,NOP,240,32,82,0.39,3,15,0.2,18,24,0.75,17,31,48,15,2,6,9,15,85,
1/28/2015,201501280NYK,OKC,240,34,85,0.4,5,22,0.227,19,22,0.864,10,37,47,10,7,7,13,22,92,NYK,240,40,91,0.44,8,17,0.471,12,17,0.706,11,40,51,29,8,6,10,17,100,
1/28/2015,201501280PHI,DET,240,23,75,0.307,2,20,0.1,21,23,0.913,14,24,38,15,12,5,17,16,69,PHI,240,37,78,0.474,7,21,0.333,8,12,0.667,13,35,48,27,11,10,19,19,89,
1/28/2015,201501280PHO,WAS,240,37,88,0.42,8,18,0.444,16,23,0.696,15,35,50,13,2,3,13,16,98,PHO,240,40,88,0.455,11,29,0.379,15,18,0.833,7,34,41,23,10,2,9,16,106,
1/28/2015,201501280SAS,CHO,240,34,83,0.41,6,18,0.333,12,14,0.857,8,35,43,23,7,4,12,17,86,SAS,240,35,83,0.422,10,29,0.345,15,18,0.833,10,39,49,23,7,8,14,14,95,
1/28/2015,201501280TOR,SAC,240,35,73,0.479,7,17,0.412,25,29,0.862,6,25,31,17,6,4,17,18,102,TOR,240,43,84,0.512,17,34,0.5,16,19,0.842,11,28,39,29,12,4,16,24,119,
1/28/2015,201501280UTA,LAC,240,34,76,0.447,9,26,0.346,17,25,0.68,10,27,37,13,7,6,8,20,94,UTA,240,35,81,0.432,5,24,0.208,14,20,0.7,16,31,47,17,2,6,9,18,89,
1/29/2015,201501290IND,NYK,240,34,81,0.42,5,16,0.313,9,13,0.692,6,27,33,22,3,6,10,18,82,IND,240,42,79,0.532,6,18,0.333,13,18,0.722,8,41,49,25,4,4,11,16,103,
1/29/2015,201501290LAL,CHI,290,43,104,0.413,6,25,0.24,26,32,0.813,17,32,49,26,9,6,11,21,118,LAL,290,50,106,0.472,3,9,0.333,20,25,0.8,18,36,54,26,5,8,13,27,123,
1/29/2015,201501290MEM,DEN,240,29,87,0.333,2,26,0.077,9,10,0.9,10,37,47,19,6,5,16,19,69,MEM,240,39,88,0.443,3,16,0.188,18,27,0.667,13,44,57,17,8,4,9,11,99,
1/29/2015,201501290ORL,MIL,240,45,87,0.517,12,25,0.48,13,18,0.722,7,31,38,29,16,8,15,24,115,ORL,240,37,82,0.451,5,18,0.278,21,30,0.7,14,35,49,14,8,4,23,18,100,
1/30/2015,201501300ATL,POR,240,39,87,0.448,11,30,0.367,10,11,0.909,9,37,46,25,7,3,17,20,99,ATL,240,40,84,0.476,11,23,0.478,14,22,0.636,7,35,42,26,12,4,13,17,105,
1/30/2015,201501300BOS,HOU,240,35,84,0.417,8,30,0.267,15,20,0.75,12,38,50,22,6,4,16,18,93,BOS,240,32,90,0.356,7,24,0.292,16,23,0.696,14,34,48,14,8,5,11,23,87,
1/30/2015,201501300BRK,TOR,265,47,92,0.511,7,26,0.269,26,30,0.867,9,36,45,22,5,3,9,21,127,BRK,265,49,101,0.485,4,19,0.211,20,26,0.769,14,36,50,19,7,4,7,20,122,
1/30/2015,201501300CLE,SAC,240,30,84,0.357,3,18,0.167,27,32,0.844,14,36,50,15,10,3,16,19,90,CLE,240,38,80,0.475,11,31,0.355,14,22,0.636,7,37,44,22,11,5,17,24,101,
1/30/2015,201501300MIA,DAL,240,34,82,0.415,13,29,0.448,12,20,0.6,13,36,49,24,10,4,10,13,93,MIA,240,29,88,0.33,9,29,0.31,5,10,0.5,17,35,52,18,6,3,16,17,72,
1/30/2015,201501300NOP,LAC,240,42,92,0.457,7,28,0.25,12,17,0.706,9,29,38,20,5,4,5,21,103,NOP,240,36,86,0.419,13,25,0.52,23,26,0.885,14,37,51,26,5,3,8,15,108,
1/30/2015,201501300PHI,MIN,240,34,76,0.447,5,14,0.357,21,25,0.84,11,27,38,24,8,4,21,18,94,PHI,240,37,74,0.5,8,23,0.348,21,25,0.84,7,27,34,27,13,9,14,16,103,
1/30/2015,201501300PHO,CHI,240,36,87,0.414,4,18,0.222,17,27,0.63,12,37,49,20,6,3,11,18,93,PHO,240,39,90,0.433,6,22,0.273,15,17,0.882,11,39,50,16,7,5,13,21,99,
1/30/2015,201501300UTA,GSW,240,37,86,0.43,8,27,0.296,18,25,0.72,11,30,41,21,8,2,13,19,100,UTA,240,42,94,0.447,9,25,0.36,17,28,0.607,17,38,55,21,10,6,11,20,110,
1/31/2015,201501310ATL,PHI,240,31,81,0.383,14,35,0.4,9,15,0.6,10,34,44,21,7,4,14,26,85,ATL,240,34,78,0.436,10,28,0.357,13,18,0.722,8,36,44,20,6,5,12,16,91,
1/31/2015,201501310DEN,CHO,240,44,93,0.473,0,11,0,16,25,0.64,10,47,57,32,10,11,10,18,104,DEN,240,33,92,0.359,5,24,0.208,15,20,0.75,8,36,44,21,2,8,12,19,86,
1/31/2015,201501310DET,HOU,240,39,87,0.448,11,32,0.344,12,19,0.632,11,28,39,23,10,3,13,29,101,DET,240,41,82,0.5,10,25,0.4,22,35,0.629,12,32,44,28,8,8,12,11,114,
1/31/2015,201501310GSW,PHO,240,33,91,0.363,9,26,0.346,12,17,0.706,15,37,52,22,10,5,20,17,87,GSW,240,40,87,0.46,12,32,0.375,14,18,0.778,9,35,44,27,11,8,15,20,106,
1/31/2015,201501310IND,SAC,240,34,80,0.425,5,15,0.333,26,29,0.897,9,37,46,16,8,1,12,27,99,IND,240,33,80,0.413,5,25,0.2,23,25,0.92,9,31,40,22,8,5,14,22,94,
1/31/2015,201501310MEM,OKC,240,27,78,0.346,6,20,0.3,14,18,0.778,12,35,47,15,5,4,17,19,74,MEM,240,34,91,0.374,3,11,0.273,14,17,0.824,20,34,54,22,11,5,11,18,85,
1/31/2015,201501310MIL,POR,240,33,89,0.371,9,31,0.29,13,18,0.722,11,33,44,19,11,3,16,15,88,MIL,240,37,82,0.451,8,21,0.381,13,14,0.929,9,41,50,22,12,8,17,19,95,
1/31/2015,201501310MIN,CLE,240,42,87,0.483,10,32,0.313,12,19,0.632,18,34,52,16,8,6,13,19,106,MIN,240,34,82,0.415,6,13,0.462,16,21,0.762,12,23,35,19,6,1,12,14,90,
1/31/2015,201501310ORL,DAL,240,42,74,0.568,11,21,0.524,13,22,0.591,3,33,36,26,9,4,12,20,108,ORL,240,33,78,0.423,8,24,0.333,19,24,0.792,11,31,42,21,9,3,15,24,93,
1/31/2015,201501310SAS,LAC,240,40,91,0.44,8,22,0.364,17,18,0.944,16,40,56,20,12,7,15,23,105,SAS,240,28,75,0.373,10,30,0.333,19,28,0.679,4,32,36,18,11,3,17,17,85,
1/31/2015,201501310WAS,TOR,265,44,88,0.5,11,26,0.423,21,30,0.7,6,28,34,26,7,8,13,29,120,WAS,265,37,79,0.468,10,24,0.417,32,41,0.78,12,28,40,26,8,6,22,24,116,
2/1/2015,201502010BOS,MIA,240,32,77,0.416,4,21,0.19,15,21,0.714,10,36,46,18,7,9,16,18,83,BOS,240,30,81,0.37,4,19,0.211,11,18,0.611,8,32,40,24,7,3,13,19,75,
2/1/2015,201502010NYK,LAL,240,27,76,0.355,7,16,0.438,19,23,0.826,10,36,46,15,7,3,14,15,80,NYK,240,37,84,0.44,10,22,0.455,8,13,0.615,11,30,41,18,7,3,10,21,92,
2/2/2015,201502020BRK,LAC,240,42,89,0.472,8,23,0.348,8,25,0.32,15,37,52,23,6,1,12,22,100,BRK,240,41,83,0.494,12,27,0.444,8,18,0.444,10,35,45,21,4,0,16,27,102,
2/2/2015,201502020CLE,PHI,240,31,78,0.397,12,33,0.364,10,14,0.714,11,26,37,23,16,7,21,22,84,CLE,240,35,78,0.449,12,27,0.444,15,22,0.682,11,32,43,22,8,6,18,17,97,
2/2/2015,201502020DAL,MIN,240,34,82,0.415,3,13,0.231,23,26,0.885,16,31,47,18,10,2,15,22,94,DAL,240,39,84,0.464,10,31,0.323,12,18,0.667,12,31,43,27,11,10,15,18,100,
2/2/2015,201502020NOP,ATL,240,40,89,0.449,7,22,0.318,13,17,0.765,9,23,32,19,6,3,6,15,100,NOP,240,43,86,0.5,9,23,0.391,20,23,0.87,17,35,52,30,5,10,13,15,115,
2/2/2015,201502020OKC,ORL,240,38,90,0.422,6,23,0.261,15,18,0.833,14,30,44,23,5,1,13,21,97,OKC,240,37,75,0.493,8,20,0.4,22,26,0.846,8,32,40,25,10,5,13,20,104,
2/2/2015,201502020PHO,MEM,240,36,83,0.434,3,11,0.273,27,34,0.794,16,30,46,19,12,4,14,17,102,PHO,240,42,84,0.5,6,16,0.375,11,18,0.611,11,27,38,18,12,6,16,25,101,
2/2/2015,201502020TOR,MIL,240,33,80,0.413,7,16,0.438,9,17,0.529,7,37,44,24,8,6,12,18,82,TOR,240,25,78,0.321,7,27,0.259,18,22,0.818,13,33,46,14,7,3,15,19,75,
2/2/2015,201502020WAS,CHO,240,37,79,0.468,4,15,0.267,14,19,0.737,6,36,42,21,6,3,11,18,92,WAS,240,33,81,0.407,6,15,0.4,16,19,0.842,10,33,43,19,7,3,12,23,88,
2/3/2015,201502030DET,MIA,240,35,74,0.473,6,14,0.429,15,23,0.652,8,27,35,23,1,6,8,14,91,DET,240,42,88,0.477,9,20,0.45,15,18,0.833,14,31,45,27,7,5,6,17,108,
2/3/2015,201502030NYK,BOS,240,42,77,0.545,6,24,0.25,18,23,0.783,11,28,39,23,6,0,15,11,108,NYK,240,41,83,0.494,7,20,0.35,8,11,0.727,12,23,35,22,7,2,13,18,97,
2/3/2015,201502030PHI,DEN,240,33,85,0.388,12,31,0.387,20,28,0.714,8,29,37,26,13,3,14,29,98,PHI,240,31,70,0.443,11,27,0.407,32,42,0.762,7,42,49,26,10,9,20,22,105,
2/3/2015,201502030POR,UTA,240,39,85,0.459,6,13,0.462,18,26,0.692,14,27,41,18,8,4,10,23,102,POR,240,36,76,0.474,7,23,0.304,24,34,0.706,12,33,45,18,8,6,14,20,103,
2/3/2015,201502030SAC,GSW,240,46,91,0.505,10,23,0.435,19,26,0.731,14,35,49,33,13,5,11,23,121,SAC,240,35,79,0.443,7,16,0.438,19,24,0.792,6,28,34,17,7,4,18,21,96,
2/4/2015,201502040ATL,WAS,240,34,77,0.442,4,16,0.25,24,30,0.8,5,36,41,19,7,2,12,24,96,ATL,240,38,80,0.475,11,25,0.44,18,27,0.667,9,37,46,24,7,2,14,22,105,
2/4/2015,201502040BOS,DEN,240,33,80,0.413,4,24,0.167,30,33,0.909,14,34,48,18,9,6,15,19,100,BOS,240,40,99,0.404,12,28,0.429,12,17,0.706,19,32,51,27,10,3,13,21,104,
2/4/2015,201502040GSW,DAL,240,41,98,0.418,10,30,0.333,22,28,0.786,14,28,42,24,8,1,8,19,114,GSW,240,45,86,0.523,19,38,0.5,19,25,0.76,10,36,46,29,5,5,13,22,128,
2/4/2015,201502040HOU,CHI,240,31,89,0.348,8,25,0.32,20,26,0.769,18,42,60,16,3,5,12,17,90,HOU,240,38,92,0.413,8,27,0.296,17,23,0.739,11,36,47,18,6,8,6,19,101,
2/4/2015,201502040IND,DET,240,43,87,0.494,12,24,0.5,11,15,0.733,12,23,35,23,7,2,10,18,109,IND,240,46,77,0.597,12,21,0.571,10,18,0.556,8,29,37,28,5,4,11,15,114,
2/4/2015,201502040MIL,LAL,265,39,93,0.419,9,28,0.321,18,25,0.72,18,35,53,22,3,2,16,25,105,MIL,265,41,82,0.5,11,26,0.423,20,22,0.909,5,30,35,25,10,7,11,22,113,
2/4/2015,201502040MIN,MIA,240,39,80,0.488,7,16,0.438,16,24,0.667,15,32,47,18,11,3,18,23,101,MIN,240,37,72,0.514,6,11,0.545,22,27,0.815,3,29,32,27,10,3,14,24,102,
2/4/2015,201502040NOP,OKC,240,45,85,0.529,5,15,0.333,7,11,0.636,12,36,48,21,3,11,14,20,102,NOP,240,37,97,0.381,7,25,0.28,10,13,0.769,19,29,48,23,7,3,10,14,91,
2/4/2015,201502040SAS,ORL,240,42,84,0.5,10,21,0.476,9,14,0.643,5,34,39,27,6,1,12,16,103,SAS,240,44,84,0.524,14,32,0.438,8,14,0.571,6,35,41,32,7,4,11,12,110,
2/4/2015,201502040TOR,BRK,240,40,81,0.494,9,19,0.474,20,23,0.87,10,29,39,24,7,1,8,17,109,TOR,240,35,79,0.443,10,33,0.303,13,18,0.722,9,29,38,22,3,4,9,16,93,
2/4/2015,201502040UTA,MEM,240,38,80,0.475,6,13,0.462,18,22,0.818,11,27,38,26,7,4,9,21,100,UTA,240,33,73,0.452,7,23,0.304,17,26,0.654,9,31,40,15,6,3,12,19,90,
2/5/2015,201502050CHO,WAS,240,35,84,0.417,5,10,0.5,12,17,0.706,9,28,37,20,2,5,12,26,87,CHO,240,33,76,0.434,6,25,0.24,22,27,0.815,12,38,50,15,5,15,14,19,94,
2/5/2015,201502050CLE,LAC,240,38,91,0.418,5,22,0.227,13,20,0.65,14,29,43,24,9,1,12,29,94,CLE,240,31,72,0.431,8,30,0.267,35,44,0.795,14,38,52,23,10,4,18,21,105,
2/5/2015,201502050POR,PHO,240,34,88,0.386,6,23,0.261,13,17,0.765,11,31,42,20,11,2,16,21,87,POR,240,40,90,0.444,8,31,0.258,20,23,0.87,13,44,57,21,7,7,14,14,108,
2/5/2015,201502050SAC,DAL,240,41,96,0.427,12,34,0.353,7,10,0.7,8,40,48,25,9,7,9,19,101,SAC,240,29,79,0.367,3,21,0.143,17,22,0.773,7,42,49,13,5,8,17,18,78,
2/6/2015,201502060ATL,GSW,240,47,103,0.456,12,33,0.364,10,15,0.667,19,32,51,31,7,7,14,24,116,ATL,240,38,77,0.494,15,27,0.556,33,37,0.892,4,34,38,28,13,4,13,19,124,
2/6/2015,201502060BOS,PHI,240,35,79,0.443,11,25,0.44,15,31,0.484,11,33,44,22,6,3,17,19,96,BOS,240,39,86,0.453,10,27,0.37,19,25,0.76,11,42,53,27,8,4,10,24,107,
2/6/2015,201502060BRK,NYK,240,34,89,0.382,6,24,0.25,14,17,0.824,13,27,40,23,8,3,5,22,88,BRK,240,37,74,0.5,3,11,0.273,15,22,0.682,10,37,47,23,1,10,14,19,92,
2/6/2015,201502060DET,DEN,240,33,85,0.388,5,22,0.227,17,22,0.773,11,32,43,22,7,5,13,24,88,DET,240,37,82,0.451,4,24,0.167,20,26,0.769,11,40,51,23,4,4,16,16,98,
2/6/2015,201502060HOU,MIL,240,48,95,0.505,4,17,0.235,11,15,0.733,11,30,41,29,10,3,13,23,111,HOU,240,41,81,0.506,15,32,0.469,20,29,0.69,10,32,42,32,11,5,17,17,117,
2/6/2015,201502060IND,CLE,240,40,89,0.449,11,35,0.314,8,12,0.667,15,28,43,18,6,3,15,20,99,IND,240,37,79,0.468,8,21,0.381,21,26,0.808,9,32,41,26,9,2,8,14,103,
2/6/2015,201502060MIN,MEM,240,36,69,0.522,2,12,0.167,15,20,0.75,2,28,30,19,11,5,18,19,89,MIN,240,35,81,0.432,5,17,0.294,15,17,0.882,12,31,43,17,8,1,16,21,90,
2/6/2015,201502060OKC,NOP,240,40,83,0.482,11,20,0.55,25,30,0.833,11,35,46,26,5,5,17,22,116,OKC,240,40,89,0.449,8,24,0.333,25,28,0.893,10,30,40,19,11,8,13,23,113,
2/6/2015,201502060ORL,LAL,265,39,97,0.402,11,26,0.423,8,13,0.615,15,28,43,27,12,8,14,13,97,ORL,265,43,83,0.518,5,15,0.333,12,14,0.857,10,38,48,26,9,6,18,13,103,
2/6/2015,201502060PHO,UTA,240,37,80,0.463,7,20,0.35,12,18,0.667,6,37,43,23,8,4,14,16,93,PHO,240,38,84,0.452,14,27,0.519,10,14,0.714,10,34,44,20,10,5,11,16,100,
