Team,GAME_ID,AWAY_TEAM,MP,A_FG,A_FGA,FG%,A_3P,A_3PA,3P%,A_FT,A_FTA,FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOB,A_PF,A_PTS,HOME_TEAM,MP,H_FG,H_FGA,FG%,H_3P,3H_PA,3P%,H_FT,H_FTA,FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOB,H_PF,H_PTS,WINNER
12/9/2014,201412090MEM,DAL,240,38,85,0.447,18,40,0.45,11,14,0.786,12,31,43,19,4,7,16,22,105,MEM,240,41,85,0.482,7,14,0.5,25,29,0.862,12,29,41,20,10,1,5,17,114,
12/9/2014,201412090NOP,NYK,240,37,78,0.474,9,19,0.474,10,13,0.769,6,24,30,19,8,8,13,20,93,NOP,240,40,80,0.5,4,15,0.267,20,26,0.769,12,31,43,22,7,8,11,14,104,
12/9/2014,201412090OKC,MIL,240,34,84,0.405,4,21,0.19,29,35,0.829,9,22,31,19,8,2,14,25,101,OKC,240,41,82,0.5,4,21,0.19,28,34,0.824,15,39,54,23,10,6,20,28,114,
12/9/2014,201412090PHO,MIA,240,43,80,0.538,9,17,0.529,8,12,0.667,9,25,34,25,14,4,11,14,103,PHO,240,37,77,0.481,17,35,0.486,6,9,0.667,10,27,37,24,7,5,22,20,97,
12/9/2014,201412090UTA,SAS,240,39,84,0.464,4,20,0.2,14,23,0.609,11,26,37,23,12,8,13,21,96,UTA,240,40,80,0.5,4,14,0.286,16,22,0.727,8,35,43,18,5,7,18,23,100,
12/10/2014,201412100ATL,PHI,240,30,72,0.417,6,25,0.24,13,22,0.591,7,32,39,21,10,10,18,18,79,ATL,240,38,91,0.418,10,30,0.333,9,13,0.692,16,36,52,26,15,1,14,16,95,
12/10/2014,201412100CHI,BRK,240,29,88,0.33,3,14,0.214,19,24,0.792,15,29,44,16,9,5,11,25,80,CHI,240,37,79,0.468,8,22,0.364,23,32,0.719,15,42,57,21,6,11,15,18,105,
12/10/2014,201412100CHO,BOS,240,38,87,0.437,5,23,0.217,6,10,0.6,6,39,45,26,3,1,14,27,87,CHO,240,35,84,0.417,3,14,0.214,23,29,0.793,7,37,44,18,5,3,10,14,96,
12/10/2014,201412100DAL,NOP,240,40,88,0.455,7,18,0.389,20,24,0.833,16,29,45,16,5,3,11,20,107,DAL,240,44,83,0.53,9,21,0.429,15,17,0.882,5,24,29,17,5,5,8,18,112,
12/10/2014,201412100DEN,MIA,240,30,82,0.366,7,22,0.318,15,21,0.714,16,26,42,18,1,6,10,20,82,DEN,240,38,85,0.447,8,23,0.348,18,27,0.667,17,33,50,21,7,4,10,18,102,
12/10/2014,201412100GSW,HOU,240,37,90,0.411,9,35,0.257,10,15,0.667,12,32,44,15,9,2,15,17,93,GSW,240,40,81,0.494,8,23,0.348,17,20,0.85,6,37,43,21,9,5,15,16,105,
12/10/2014,201412100IND,LAC,240,42,88,0.477,7,24,0.292,12,14,0.857,10,40,50,25,7,7,12,17,103,IND,240,35,89,0.393,9,27,0.333,17,22,0.773,12,31,43,27,6,1,11,18,96,
12/10/2014,201412100MIN,POR,240,31,80,0.388,10,35,0.286,10,12,0.833,11,27,38,20,7,10,20,25,82,MIN,240,32,81,0.395,1,12,0.083,25,33,0.758,20,36,56,22,13,3,18,19,90,
12/10/2014,201412100ORL,WAS,240,41,81,0.506,5,12,0.417,4,9,0.444,8,33,41,26,5,5,9,13,91,ORL,240,38,84,0.452,7,15,0.467,6,9,0.667,8,31,39,13,7,7,8,12,89,
12/10/2014,201412100SAS,NYK,240,37,76,0.487,6,15,0.4,15,17,0.882,10,26,36,22,4,1,17,25,95,SAS,240,37,73,0.507,10,19,0.526,25,30,0.833,8,27,35,22,10,4,9,16,109,
12/11/2014,201412110OKC,CLE,240,31,85,0.365,9,28,0.321,23,30,0.767,15,33,48,20,5,4,14,20,94,OKC,240,38,87,0.437,7,26,0.269,20,22,0.909,11,35,46,22,9,11,11,23,103,
12/11/2014,201412110SAC,HOU,265,38,95,0.4,15,44,0.341,22,31,0.71,14,28,42,18,13,3,14,27,113,SAC,265,39,84,0.464,8,18,0.444,23,34,0.676,11,33,44,22,8,4,21,23,109,
12/12/2014,201412120ATL,ORL,240,30,77,0.39,9,26,0.346,12,16,0.75,9,37,46,14,3,4,18,27,81,ATL,240,29,78,0.372,9,29,0.31,20,27,0.741,5,37,42,24,12,3,12,12,87,
12/12/2014,201412120BOS,NYK,240,40,81,0.494,6,16,0.375,15,18,0.833,11,29,40,26,13,5,13,20,101,BOS,240,37,85,0.435,7,22,0.318,14,18,0.778,12,29,41,28,3,3,17,18,95,
12/12/2014,201412120BRK,PHI,240,22,69,0.319,11,28,0.393,15,20,0.75,10,27,37,18,10,4,23,20,70,BRK,240,36,81,0.444,5,20,0.25,11,17,0.647,13,34,47,25,16,5,17,15,88,
12/12/2014,201412120CHI,POR,240,43,88,0.489,12,24,0.5,8,11,0.727,11,26,37,20,3,5,10,17,106,CHI,240,44,88,0.5,5,15,0.333,22,28,0.786,14,33,47,18,5,3,7,11,115,
12/12/2014,201412120MEM,CHO,290,41,98,0.418,6,17,0.353,19,27,0.704,13,36,49,16,8,11,14,29,107,MEM,290,39,85,0.459,6,13,0.462,29,38,0.763,7,40,47,21,7,9,20,22,113,
12/12/2014,201412120MIN,OKC,240,45,88,0.511,6,24,0.25,15,20,0.75,16,31,47,23,11,6,17,23,111,MIN,240,36,78,0.462,1,7,0.143,19,29,0.655,9,22,31,21,11,9,15,16,92,
12/12/2014,201412120NOP,CLE,240,44,89,0.494,8,22,0.364,18,23,0.783,11,29,40,22,6,6,6,19,114,NOP,240,44,79,0.557,12,28,0.429,19,25,0.76,6,33,39,21,5,6,7,15,119,
12/12/2014,201412120PHO,DET,240,40,84,0.476,4,15,0.267,21,27,0.778,13,34,47,17,11,3,18,18,105,PHO,240,39,83,0.47,10,31,0.323,15,19,0.789,10,27,37,16,11,5,17,24,103,
12/12/2014,201412120SAS,LAL,265,44,96,0.458,12,24,0.5,12,15,0.8,14,35,49,27,11,4,14,19,112,SAS,265,42,90,0.467,12,31,0.387,14,21,0.667,12,35,47,23,10,5,19,16,110,
12/12/2014,201412120TOR,IND,240,33,80,0.413,8,22,0.364,20,23,0.87,6,33,39,24,4,7,12,22,94,TOR,240,38,91,0.418,10,26,0.385,20,22,0.909,16,36,52,21,2,3,10,23,106,
12/12/2014,201412120UTA,MIA,240,36,72,0.5,7,20,0.35,21,31,0.677,7,28,35,19,6,3,9,16,100,UTA,240,34,77,0.442,8,28,0.286,19,22,0.864,12,32,44,16,4,6,11,18,95,
12/12/2014,201412120WAS,LAC,240,32,75,0.427,6,20,0.3,26,31,0.839,12,25,37,14,7,2,18,20,96,WAS,240,39,80,0.488,9,16,0.563,17,21,0.81,9,28,37,28,10,6,14,25,104,
12/13/2014,201412130CHO,BRK,240,42,72,0.583,16,23,0.696,14,20,0.7,4,39,43,29,4,4,13,24,114,CHO,240,31,79,0.392,8,22,0.364,17,27,0.63,9,25,34,16,3,4,6,19,87,
12/13/2014,201412130DAL,GSW,240,37,83,0.446,10,32,0.313,21,27,0.778,9,36,45,21,7,7,13,24,105,DAL,240,36,89,0.404,5,25,0.2,21,30,0.7,17,36,53,14,11,0,15,23,98,
12/13/2014,201412130HOU,DEN,240,36,96,0.375,7,28,0.25,17,26,0.654,15,36,51,24,7,7,15,26,96,HOU,240,39,88,0.443,10,34,0.294,20,34,0.588,13,39,52,20,8,7,14,21,108,
12/13/2014,201412130IND,POR,240,40,90,0.444,5,17,0.294,10,12,0.833,11,35,46,21,9,5,12,21,95,IND,240,34,88,0.386,4,15,0.267,13,16,0.813,12,37,49,16,8,2,13,18,85,
12/13/2014,201412130MIL,LAC,240,39,91,0.429,14,29,0.483,14,19,0.737,10,25,35,24,8,3,12,24,106,MIL,240,43,76,0.566,7,11,0.636,18,24,0.75,6,33,39,25,3,4,15,19,111,
12/13/2014,201412130ORL,ATL,240,35,84,0.417,8,27,0.296,21,24,0.875,9,32,41,24,4,4,10,19,99,ORL,240,37,74,0.5,10,21,0.476,16,21,0.762,7,29,36,26,6,6,15,15,100,
12/13/2014,201412130PHI,MEM,265,45,93,0.484,11,26,0.423,19,27,0.704,9,33,42,33,9,4,14,24,120,PHI,265,40,82,0.488,11,28,0.393,24,34,0.706,10,35,45,22,11,4,16,24,115,
12/13/2014,201412130SAC,DET,240,35,79,0.443,6,20,0.3,19,23,0.826,8,35,43,22,10,9,13,18,95,SAC,240,33,93,0.355,11,29,0.379,13,19,0.684,22,33,55,21,4,7,16,18,90,
12/14/2014,201412140DEN,SAS,240,34,74,0.459,5,16,0.313,26,35,0.743,11,32,43,26,9,11,13,20,99,DEN,240,34,83,0.41,8,16,0.5,15,21,0.714,15,30,45,20,10,4,21,29,91,
12/14/2014,201412140MIA,CHI,240,33,71,0.465,9,18,0.5,18,21,0.857,8,36,44,21,4,8,19,18,93,MIA,240,28,80,0.35,4,22,0.182,15,18,0.833,13,27,40,12,13,5,13,22,75,
12/14/2014,201412140MIN,LAL,240,34,81,0.42,5,17,0.294,27,34,0.794,11,34,45,22,10,5,11,17,100,MIN,240,38,90,0.422,3,10,0.3,15,20,0.75,14,32,46,25,6,3,14,21,94,
12/14/2014,201412140NOP,GSW,265,44,86,0.512,11,24,0.458,29,35,0.829,8,38,46,22,7,9,19,19,128,NOP,265,47,101,0.465,8,27,0.296,20,25,0.8,12,32,44,22,14,6,13,27,122,
12/14/2014,201412140NYK,TOR,265,36,78,0.462,9,24,0.375,14,18,0.778,9,33,42,24,14,2,23,25,95,NYK,265,29,78,0.372,9,29,0.31,23,28,0.821,12,31,43,15,11,4,22,22,90,
12/14/2014,201412140OKC,PHO,240,34,99,0.343,7,31,0.226,13,18,0.722,14,26,40,21,11,3,10,22,88,OKC,240,39,80,0.488,4,18,0.222,30,34,0.882,14,49,63,20,7,5,18,19,112,
12/14/2014,201412140WAS,UTA,240,30,78,0.385,5,17,0.294,19,28,0.679,12,33,45,13,8,7,17,18,84,WAS,240,41,84,0.488,4,13,0.308,7,12,0.583,10,31,41,20,11,9,15,21,93,
12/15/2014,201412150ATL,CHI,240,35,93,0.376,6,29,0.207,10,14,0.714,15,42,57,18,3,6,14,17,86,ATL,240,36,83,0.434,7,21,0.333,14,17,0.824,5,35,40,26,10,7,9,17,93,
12/15/2014,201412150CLE,CHO,240,38,83,0.458,5,16,0.313,7,14,0.5,5,32,37,22,4,5,10,14,88,CLE,240,38,83,0.458,9,24,0.375,12,17,0.706,8,35,43,28,10,5,10,14,97,
12/15/2014,201412150IND,LAL,240,29,88,0.33,10,26,0.385,23,29,0.793,11,27,38,14,10,5,9,20,91,IND,240,40,83,0.482,7,17,0.412,23,27,0.852,11,42,53,21,7,2,13,20,110,
12/15/2014,201412150LAC,DET,240,35,83,0.422,8,27,0.296,13,22,0.591,17,24,41,23,10,3,17,19,91,LAC,240,43,80,0.538,12,24,0.5,15,20,0.75,12,29,41,35,9,3,14,21,113,
12/15/2014,201412150PHI,BOS,240,38,86,0.442,6,25,0.24,23,35,0.657,16,36,52,26,15,5,22,23,105,PHI,240,33,93,0.355,4,28,0.143,17,21,0.81,16,32,48,19,11,9,22,28,87,
12/15/2014,201412150PHO,MIL,240,35,73,0.479,8,16,0.5,18,22,0.818,5,28,33,23,10,1,21,27,96,PHO,240,30,75,0.4,12,38,0.316,22,27,0.815,16,26,42,17,12,5,20,24,94,
12/15/2014,201412150POR,SAS,240,38,78,0.487,4,11,0.364,15,22,0.682,9,33,42,19,5,4,15,21,95,POR,240,41,89,0.461,7,18,0.389,19,22,0.864,11,35,46,18,8,2,11,19,108,
12/15/2014,201412150TOR,ORL,240,36,74,0.486,4,15,0.267,6,8,0.75,6,30,36,13,5,7,19,19,82,TOR,240,37,83,0.446,11,30,0.367,10,15,0.667,12,27,39,25,8,4,11,14,95,
12/16/2014,201412160BRK,MIA,240,33,72,0.458,9,24,0.375,20,26,0.769,7,34,41,20,9,2,18,23,95,BRK,240,30,77,0.39,8,28,0.286,23,32,0.719,11,26,37,25,9,2,17,26,91,
12/16/2014,201412160MEM,GSW,240,39,95,0.411,9,31,0.29,11,12,0.917,15,34,49,18,9,11,14,19,98,MEM,240,42,92,0.457,5,14,0.357,16,19,0.842,10,38,48,24,9,4,12,16,105,
12/16/2014,201412160NOP,UTA,240,45,90,0.5,5,15,0.333,16,19,0.842,18,19,37,19,6,7,15,18,111,NOP,240,47,79,0.595,8,16,0.5,17,18,0.944,9,23,32,24,9,9,16,20,119,
12/16/2014,201412160NYK,DAL,240,42,83,0.506,15,33,0.455,8,8,1,10,31,41,30,9,4,17,14,107,NYK,240,37,84,0.44,5,21,0.238,8,10,0.8,10,25,35,23,11,5,12,13,87,
12/16/2014,201412160SAC,OKC,240,41,87,0.471,6,20,0.3,16,24,0.667,12,29,41,18,9,9,10,20,104,SAC,240,36,84,0.429,5,18,0.278,15,17,0.882,13,35,48,21,7,3,17,21,92,
12/16/2014,201412160WAS,MIN,240,36,81,0.444,3,8,0.375,20,35,0.571,11,30,41,17,7,5,9,18,95,WAS,240,43,86,0.5,10,17,0.588,13,18,0.722,10,36,46,29,7,8,10,25,109,
12/17/2014,201412170BOS,ORL,240,37,85,0.435,5,19,0.263,13,15,0.867,10,26,36,17,8,1,12,16,92,BOS,240,44,80,0.55,7,19,0.368,14,18,0.778,7,35,42,25,9,8,14,16,109,
12/17/2014,201412170CHO,PHO,240,43,82,0.524,9,25,0.36,16,21,0.762,8,35,43,22,4,7,8,15,111,CHO,240,40,86,0.465,10,24,0.417,16,22,0.727,8,27,35,22,6,3,6,16,106,
12/17/2014,201412170CLE,ATL,240,49,76,0.645,16,28,0.571,13,16,0.813,6,34,40,36,3,5,9,17,127,CLE,240,37,82,0.451,8,30,0.267,16,21,0.762,10,23,33,24,3,0,8,17,98,
12/17/2014,201412170DEN,HOU,265,35,85,0.412,8,28,0.286,37,48,0.771,10,45,55,17,7,5,16,23,115,DEN,265,40,99,0.404,13,30,0.433,18,23,0.783,16,35,51,30,8,1,15,36,111,
12/17/2014,201412170DET,DAL,240,40,79,0.506,10,22,0.455,27,35,0.771,9,36,45,29,9,4,14,15,117,DET,240,40,89,0.449,13,33,0.394,13,19,0.684,10,32,42,22,9,4,11,27,106,
12/17/2014,201412170LAC,IND,240,40,90,0.444,4,19,0.211,16,23,0.696,14,29,43,27,6,4,12,30,100,LAC,240,34,78,0.436,6,18,0.333,28,45,0.622,14,37,51,20,7,4,12,15,102,
12/17/2014,201412170MIA,UTA,240,35,66,0.53,14,25,0.56,21,24,0.875,6,32,38,23,4,5,18,26,105,MIA,240,27,70,0.386,4,17,0.235,29,40,0.725,8,23,31,10,10,0,11,24,87,
12/17/2014,201412170POR,MIL,240,37,77,0.481,7,19,0.368,16,22,0.727,5,27,32,16,8,0,13,25,97,POR,240,41,87,0.471,7,23,0.304,15,29,0.517,16,36,52,25,4,3,14,19,104,
12/17/2014,201412170SAS,MEM,315,48,107,0.449,10,27,0.37,11,14,0.786,13,45,58,29,12,6,12,27,117,SAS,315,43,105,0.41,17,35,0.486,13,27,0.481,19,41,60,31,6,11,14,16,116,
12/17/2014,201412170TOR,BRK,240,35,81,0.432,9,27,0.333,10,22,0.455,14,29,43,20,3,8,13,16,89,TOR,240,41,80,0.513,10,20,0.5,13,19,0.684,11,31,42,24,6,4,9,21,105,
12/18/2014,201412180CHI,NYK,240,38,82,0.463,6,9,0.667,15,19,0.789,14,27,41,19,7,6,16,24,97,CHI,240,34,75,0.453,12,23,0.522,23,30,0.767,11,21,32,23,9,8,11,17,103,
12/18/2014,201412180GSW,OKC,240,41,86,0.477,11,25,0.44,16,24,0.667,8,35,43,17,5,4,15,15,109,GSW,240,48,94,0.511,12,31,0.387,6,10,0.6,10,29,39,32,9,7,9,15,114,
12/18/2014,201412180HOU,NOP,240,38,82,0.463,5,18,0.278,18,22,0.818,12,33,45,21,4,8,12,17,99,HOU,240,33,86,0.384,6,25,0.24,18,23,0.783,12,31,43,19,8,4,11,18,90,
12/18/2014,201412180SAC,MIL,240,37,75,0.493,13,23,0.565,21,27,0.778,5,22,27,24,7,2,16,26,108,SAC,240,38,67,0.567,6,14,0.429,25,33,0.758,4,31,35,24,5,0,21,23,107,
12/19/2014,201412190BOS,MIN,240,42,93,0.452,6,12,0.5,8,16,0.5,15,22,37,23,8,5,13,13,98,BOS,240,48,85,0.565,8,23,0.348,10,14,0.714,12,31,43,29,9,6,13,20,114,
12/19/2014,201412190CLE,BRK,240,37,78,0.474,9,24,0.375,8,12,0.667,4,33,37,23,8,8,16,26,91,CLE,240,31,77,0.403,9,24,0.375,24,29,0.828,11,33,44,22,7,4,16,16,95,
12/19/2014,201412190DEN,LAC,240,39,85,0.459,3,18,0.167,25,33,0.758,13,26,39,21,14,4,11,22,106,DEN,240,38,80,0.475,11,29,0.379,22,30,0.733,9,31,40,30,6,1,21,24,109,
12/19/2014,201412190DET,TOR,240,42,88,0.477,8,27,0.296,18,24,0.75,9,38,47,24,4,5,8,16,110,DET,240,41,94,0.436,8,25,0.32,10,15,0.667,14,35,49,28,5,7,11,20,100,
12/19/2014,201412190LAL,OKC,240,37,86,0.43,8,21,0.381,22,29,0.759,11,31,42,21,5,8,7,16,104,LAL,240,41,85,0.482,10,25,0.4,11,15,0.733,5,38,43,28,3,5,10,21,103,
12/19/2014,201412190MEM,CHI,240,32,73,0.438,10,26,0.385,29,33,0.879,8,43,51,17,2,3,9,18,103,MEM,240,37,94,0.394,2,13,0.154,21,24,0.875,14,31,45,12,4,6,4,25,97,
12/19/2014,201412190MIA,WAS,240,39,79,0.494,3,14,0.214,24,33,0.727,13,23,36,24,6,3,9,17,105,MIA,240,40,75,0.533,9,19,0.474,14,19,0.737,5,29,34,22,7,3,15,27,103,
12/19/2014,201412190ORL,UTA,240,39,73,0.534,4,11,0.364,19,24,0.792,7,35,42,24,4,5,15,14,101,ORL,240,37,83,0.446,12,22,0.545,8,12,0.667,9,25,34,28,6,2,12,22,94,
12/19/2014,201412190PHI,CHO,240,43,98,0.439,10,24,0.417,13,17,0.765,17,28,45,25,10,3,14,17,109,PHI,240,32,71,0.451,12,26,0.462,15,17,0.882,2,33,35,23,6,12,24,17,91,
12/19/2014,201412190SAS,POR,315,47,110,0.427,13,35,0.371,22,23,0.957,15,43,58,18,12,5,14,24,129,SAS,315,45,109,0.413,8,20,0.4,21,26,0.808,17,43,60,24,8,4,16,22,119,
12/20/2014,201412200CHO,UTA,240,33,85,0.388,8,31,0.258,12,15,0.8,13,26,39,18,3,5,9,15,86,CHO,240,42,87,0.483,9,22,0.409,11,16,0.688,15,34,49,21,8,3,5,14,104,
12/20/2014,201412200DAL,SAS,240,32,77,0.416,3,13,0.231,26,26,1,12,36,48,10,6,2,19,20,93,DAL,240,37,86,0.43,9,26,0.346,16,20,0.8,13,27,40,18,10,3,12,24,99,
12/20/2014,201412200DEN,IND,240,27,88,0.307,7,23,0.304,12,17,0.706,11,39,50,17,5,2,14,24,73,DEN,240,30,82,0.366,2,16,0.125,14,19,0.737,9,40,49,14,7,7,16,20,76,
12/20/2014,201412200HOU,ATL,240,38,74,0.514,10,26,0.385,18,24,0.75,4,33,37,26,7,9,15,15,104,HOU,240,34,86,0.395,15,43,0.349,14,18,0.778,15,28,43,27,8,4,16,25,97,
12/20/2014,201412200LAC,MIL,240,43,81,0.531,8,24,0.333,8,15,0.533,10,36,46,29,6,1,18,26,102,LAC,240,37,81,0.457,12,26,0.462,20,27,0.741,11,30,41,29,10,4,12,18,106,
12/20/2014,201412200NOP,POR,240,48,90,0.533,9,25,0.36,9,15,0.6,10,35,45,25,11,3,13,25,114,NOP,240,30,85,0.353,3,15,0.2,25,28,0.893,20,28,48,15,7,6,16,11,88,
12/20/2014,201412200NYK,PHO,240,35,78,0.449,10,25,0.4,19,23,0.826,12,31,43,15,10,3,14,12,99,NYK,240,35,88,0.398,7,22,0.318,13,16,0.813,17,28,45,17,11,4,14,21,90,
12/21/2014,201412210BRK,DET,240,40,91,0.44,9,27,0.333,16,26,0.615,18,32,50,26,10,6,13,22,105,BRK,240,40,76,0.526,8,20,0.4,22,29,0.759,3,34,37,29,9,4,15,18,110,
12/21/2014,201412210CLE,MEM,240,39,86,0.453,1,16,0.063,12,15,0.8,12,26,38,25,8,3,9,16,91,CLE,240,46,76,0.605,7,14,0.5,6,10,0.6,4,29,33,34,2,4,14,19,105,
12/21/2014,201412210MIA,BOS,240,33,83,0.398,6,23,0.261,12,15,0.8,14,28,42,22,6,4,15,18,84,MIA,240,37,78,0.474,6,21,0.286,20,26,0.769,6,32,38,18,9,3,8,14,100,
12/21/2014,201412210MIN,IND,240,42,84,0.5,6,19,0.316,10,14,0.714,8,28,36,25,9,6,13,17,100,MIN,240,36,77,0.468,5,11,0.455,19,24,0.792,9,34,43,23,8,1,16,19,96,
12/21/2014,201412210OKC,NOP,240,43,90,0.478,7,20,0.35,8,10,0.8,10,29,39,33,11,7,9,17,101,OKC,240,38,83,0.458,5,20,0.25,18,24,0.75,16,31,47,17,7,5,16,13,99,
12/21/2014,201412210ORL,PHI,240,35,82,0.427,6,23,0.261,20,25,0.8,15,37,52,20,8,6,19,19,96,ORL,240,35,84,0.417,7,23,0.304,11,20,0.55,13,30,43,21,11,6,14,22,88,
12/21/2014,201412210SAC,LAL,240,33,87,0.379,10,26,0.385,25,30,0.833,18,29,47,14,8,2,16,29,101,SAC,240,38,79,0.481,7,23,0.304,25,36,0.694,10,34,44,15,8,7,14,25,108,
12/21/2014,201412210TOR,NYK,240,40,82,0.488,5,14,0.357,23,26,0.885,8,24,32,27,6,5,11,22,108,TOR,240,42,86,0.488,14,33,0.424,20,27,0.741,16,27,43,24,7,4,10,24,118,
12/21/2014,201412210WAS,PHO,240,40,78,0.513,6,17,0.353,18,25,0.72,12,33,45,13,3,8,17,24,104,WAS,240,34,83,0.41,3,14,0.214,21,29,0.724,15,27,42,11,11,4,11,23,92,
12/22/2014,201412220CHI,TOR,240,44,100,0.44,9,30,0.3,23,32,0.719,18,19,37,15,10,3,7,30,120,CHI,240,40,74,0.541,6,12,0.5,43,47,0.915,12,29,41,20,4,13,15,20,129,
12/22/2014,201412220CHO,DEN,240,31,82,0.378,2,18,0.111,18,24,0.75,9,28,37,11,6,4,13,20,82,CHO,240,43,80,0.538,8,19,0.421,16,24,0.667,6,38,44,23,6,6,12,21,110,
12/22/2014,201412220DAL,ATL,240,40,81,0.494,7,19,0.368,18,27,0.667,6,37,43,26,6,6,17,21,105,DAL,240,39,90,0.433,11,28,0.393,13,20,0.65,13,34,47,23,12,5,15,23,102,
12/22/2014,201412220GSW,SAC,240,43,90,0.478,8,17,0.471,14,21,0.667,9,30,39,31,5,5,13,17,108,GSW,240,49,91,0.538,9,25,0.36,21,24,0.875,10,35,45,36,9,6,12,19,128,
12/22/2014,201412220HOU,POR,240,34,76,0.447,10,27,0.37,17,18,0.944,5,30,35,19,9,5,22,23,95,HOU,240,41,87,0.471,13,36,0.361,15,20,0.75,7,35,42,22,14,3,16,22,110,
12/22/2014,201412220MEM,UTA,240,34,75,0.453,9,19,0.474,20,27,0.741,10,39,49,20,0,5,11,15,97,MEM,240,38,86,0.442,7,23,0.304,8,9,0.889,5,29,34,22,4,3,4,18,91,
12/22/2014,201412220SAS,LAC,240,43,86,0.5,10,24,0.417,22,29,0.759,11,25,36,23,10,5,10,22,118,SAS,240,49,77,0.636,13,23,0.565,14,22,0.636,2,31,33,37,6,2,11,19,125,
12/23/2014,201412230ATL,LAC,240,37,92,0.402,11,29,0.379,19,28,0.679,16,35,51,26,10,5,10,23,104,ATL,240,34,76,0.447,12,23,0.522,27,35,0.771,9,34,43,28,6,3,14,21,107,
12/23/2014,201412230BRK,DEN,240,36,82,0.439,7,25,0.28,17,22,0.773,14,37,51,15,4,4,18,15,96,BRK,240,43,91,0.473,6,23,0.261,10,14,0.714,12,27,39,21,10,3,9,19,102,
12/23/2014,201412230CLE,MIN,240,39,88,0.443,4,13,0.308,22,29,0.759,16,24,40,25,13,9,18,23,104,CLE,240,44,84,0.524,12,24,0.5,25,31,0.806,12,26,38,24,11,6,17,23,125,
12/23/2014,201412230IND,NOP,240,33,83,0.398,4,20,0.2,14,19,0.737,9,37,46,15,4,2,15,18,84,IND,240,39,78,0.5,5,15,0.333,13,18,0.722,3,35,38,24,9,12,9,19,96,
12/23/2014,201412230LAL,GSW,240,39,84,0.464,12,26,0.462,15,17,0.882,11,28,39,20,8,2,19,18,105,LAL,240,46,89,0.517,12,26,0.462,11,17,0.647,13,29,42,28,11,10,16,15,115,
12/23/2014,201412230MIA,PHI,240,33,77,0.429,5,19,0.263,20,27,0.741,14,28,42,11,13,11,16,20,91,MIA,240,33,80,0.413,8,26,0.308,13,18,0.722,14,25,39,13,10,6,20,19,87,
12/23/2014,201412230MIL,CHO,240,36,82,0.439,8,21,0.381,28,36,0.778,11,32,43,21,6,5,12,21,108,MIL,240,39,82,0.476,8,21,0.381,15,20,0.75,9,31,40,25,7,6,20,25,101,
12/23/2014,201412230OKC,POR,265,38,91,0.418,17,31,0.548,22,24,0.917,9,37,46,22,6,2,14,20,115,OKC,265,46,101,0.455,6,19,0.316,13,15,0.867,13,40,53,20,8,5,11,28,111,
12/23/2014,201412230ORL,BOS,240,33,85,0.388,7,23,0.304,22,29,0.759,9,36,45,22,10,4,12,21,95,ORL,240,39,83,0.47,7,18,0.389,15,23,0.652,7,38,45,23,7,4,14,21,100,
12/23/2014,201412230PHO,DAL,240,41,88,0.466,9,25,0.36,24,29,0.828,14,35,49,22,4,1,20,27,115,PHO,240,44,97,0.454,13,33,0.394,23,32,0.719,14,30,44,30,12,3,12,26,124,
12/23/2014,201412230WAS,CHI,240,39,85,0.459,5,17,0.294,16,24,0.667,8,44,52,20,5,7,10,14,99,WAS,240,38,89,0.427,5,9,0.556,10,16,0.625,7,34,41,21,7,5,8,17,91,
12/25/2014,201412250CHI,LAL,240,36,92,0.391,5,16,0.313,16,21,0.762,16,23,39,18,9,8,4,21,93,CHI,240,42,86,0.488,10,24,0.417,19,25,0.76,20,37,57,27,1,7,13,12,113,
12/25/2014,201412250LAC,GSW,240,34,80,0.425,6,28,0.214,12,22,0.545,8,36,44,24,11,4,16,21,86,LAC,240,34,87,0.391,9,32,0.281,23,31,0.742,11,39,50,18,10,4,13,20,100,
12/25/2014,201412250MIA,CLE,240,32,72,0.444,6,26,0.231,21,33,0.636,11,26,37,16,8,4,15,15,91,MIA,240,40,84,0.476,7,21,0.333,14,17,0.824,12,31,43,27,8,3,11,26,101,
12/25/2014,201412250NYK,WAS,240,44,86,0.512,7,16,0.438,7,10,0.7,13,32,45,25,4,3,10,20,102,NYK,240,36,80,0.45,4,22,0.182,15,19,0.789,6,30,36,17,5,4,7,15,91,
12/25/2014,201412250SAS,OKC,240,42,81,0.519,9,15,0.6,21,38,0.553,16,31,47,25,9,6,14,20,114,SAS,240,42,81,0.519,7,23,0.304,15,21,0.714,10,28,38,33,8,5,16,26,106,
12/26/2014,201412260ATL,MIL,240,40,79,0.506,8,19,0.421,19,23,0.826,6,34,40,28,15,6,15,19,107,ATL,240,31,76,0.408,4,23,0.174,11,14,0.786,8,30,38,20,8,4,22,19,77,
12/26/2014,201412260BOS,BRK,240,41,83,0.494,7,21,0.333,20,28,0.714,13,30,43,19,9,3,15,10,109,BOS,240,45,87,0.517,9,24,0.375,8,11,0.727,5,32,37,32,8,3,14,23,107,
12/26/2014,201412260DAL,LAL,240,36,99,0.364,11,29,0.379,15,20,0.75,24,39,63,20,8,6,16,23,98,DAL,240,42,83,0.506,5,18,0.278,13,24,0.542,6,34,40,20,9,6,13,21,102,
