0,221,148,0.598915989
1,230,139,0.623306233
2,230,139,0.623306233
3,220,149,0.596205962
4,222,147,0.601626016
5,221,148,0.598915989
6,228,141,0.617886179
7,217,152,0.588075881
8,222,147,0.601626016
9,219,150,0.593495935
,2230,1460,60.43360434
