0,244,134,0.645502646,1728.610312,3780,0.457304315,1546.363636,3780,0.409090909
1,209,169,0.552910053,1157.76233,3780,0.306286331,973.6363636,3780,0.257575758
2,227,151,0.600529101,1496.77521,3780,0.395972278,515.4545455,3780,0.136363636
3,235,143,0.621693122,802.5447159,3780,0.212313417,916.3636364,3780,0.242424242
4,234,144,0.619047619,1312.122835,3780,0.347122443,782.7272727,3780,0.207070707
5,239,139,0.632275132,1114.396627,3780,0.294813922,935.4545455,3780,0.247474747
6,238,140,0.62962963,1932.782233,3780,0.511318051,610.9090909,3780,0.161616162
7,247,131,0.653439153,1616.285045,3780,0.427588636,381.8181818,3780,0.101010101
8,257,121,0.67989418,1891.741008,3780,0.500460584,1317.272727,3780,0.348484848
9,226,152,0.597883598,1596.981648,3780,0.422481917,897.2727273,3780,0.237373737
,2356,1424,62.32804233,14650.00196,37800,27.9313659,8877.272727,37800,19.01840491
