0,819,411,0.665853659,694.3479387,12300,0.056451052,128.1818182,12300,0.010421286,,,
1,808,422,0.656910569,727.8958537,12300,0.059178525,1140,12300,0.092682927,,,
2,770,460,0.62601626,662.4920432,12300,0.053861142,1044.545455,12300,0.084922395,,,
3,813,417,0.66097561,643.3489156,12300,0.05230479,758.1818182,12300,0.061640798,,,
4,807,423,0.656097561,573.1692857,12300,0.046599129,395.4545455,12300,0.032150776,,,
5,807,423,0.656097561,531.1020161,12300,0.043179026,1063.636364,12300,0.086474501,,,
6,793,437,0.644715447,516.1665786,12300,0.041964762,510,12300,0.041463415,,,
7,794,436,0.645528455,602.4664385,12300,0.048981011,-272.7272727,12300,-0.022172949,,,
8,765,465,0.62195122,901.9457385,12300,0.073328922,834.5454545,12300,0.067849224,,,
9,767,463,0.623577236,196.0988081,12300,0.015942993,1082.727273,12300,0.088026608,,,
,7943,4357,64.57723577,6049.033617,123000,4.687391643,6684.545455,123000,5.154465732,,,
0,811,419,0.659349593,565.5754673,12300,0.045981745,1044.545455,12300,0.084922395,,,
0,816,414,0.663414634,643.218182,12300,0.052294161,910.9090909,12300,0.07405765,,,
0,782,448,0.635772358,411.2383353,12300,0.033434011,128.1818182,12300,0.010421286,,,
-,,,,,,,,,,,,
0,767,463,0.623577236,780.409529,12300,0.063447929,872.7272727,12300,0.070953437,,,
0,770,460,0.62601626,686.3337016,12300,0.055799488,891.8181818,12300,0.072505543,,,
0,815,415,0.662601626,-17.35090825,1220,-0.014222056,261.8181818,12300,0.021286031,,,
386.5821087,1240,0.311759765,1626.582109,,,,,,,,,
106.9841047,1230,0.086978947,1768.060508,,,,,,,,,
85.19822883,1230,0.069266853,1890.528494,,,,,,,,,
50.4393165,1230,0.041007574,1968.054482,,,,,,,,,
191.5772892,1230,0.155753894,2274.586631,,,,,,,,,
122.5185222,1230,0.099608555,2501.154917,,,,,,,,,
-20.6509377,1230,-0.01678938,2459.162076,,,,,,,,,
-180.1676211,1230,-0.146477741,2098.949571,,,,,,,,,
-66.63504243,1230,-0.054174831,1985.239333,,,,,,,,,
