0,248,130,0.656084656,2375.868308,3780,0.628536589,1317.272727,3780,0.348484848
1,226,152,0.597883598,1202.112207,3780,0.318019102,1069.090909,3780,0.282828283
2,221,157,0.584656085,1517.865484,3780,0.401551715,248.1818182,3780,0.065656566
3,230,148,0.608465608,728.6422101,3780,0.192762489,706.3636364,3780,0.186868687
4,236,142,0.624338624,1317.184162,3780,0.348461419,725.4545455,3780,0.191919192
5,236,142,0.624338624,864.1264243,3780,0.228604874,782.7272727,3780,0.207070707
6,246,132,0.650793651,2243.075469,3780,0.593406209,763.6363636,3780,0.202020202
7,249,129,0.658730159,1713.394888,3780,0.453279071,668.1818182,3780,0.176767677
8,231,147,0.611111111,2391.861092,3780,0.632767485,1260,3780,0.333333333
9,222,156,0.587301587,1452.930311,3780,0.384373098,1011.818182,3780,0.267676768
,2345,1435,62.03703704,15807.06056,37800,29.48690041,8552.727273,37800,18.45140033
