0,251,127,0.664021164,1912.105897,3780,0.505848121,1584.545455,3780,0.419191919
1,229,149,0.605820106,1295.592005,3780,0.342749208,1011.818182,3780,0.267676768
2,227,151,0.600529101,1220.145173,3780,0.322789728,286.3636364,3780,0.075757576
3,246,132,0.650793651,1480.636824,3780,0.391702863,897.2727273,3780,0.237373737
4,229,149,0.605820106,871.0629915,3780,0.230439945,897.2727273,3780,0.237373737
5,245,133,0.648148148,1512.588226,3780,0.400155615,897.2727273,3780,0.237373737
6,240,138,0.634920635,1127.817043,3780,0.298364297,916.3636364,3780,0.242424242
7,243,135,0.642857143,1199.893474,3780,0.317432136,992.7272727,3780,0.262626263
8,265,113,0.701058201,2492.981701,3780,0.659518969,1298.181818,3780,0.343434343
9,226,152,0.597883598,1584.246768,3780,0.419112901,1050,3780,0.277777778
,2401,1379,63.51851852,14697.0701,37800,27.99598163,9831.818182,37800,20.64128257
