0,251,127,0.664021164,2017.916312,3780,0.533840294,1527.272727,3780,0.404040404
1,228,150,0.603174603,1315.421662,3780,0.347995149,1069.090909,3780,0.282828283
2,217,161,0.574074074,2018.815491,3780,0.534078172,477.2727273,3780,0.126262626
3,249,129,0.658730159,1563.951877,3780,0.413743883,897.2727273,3780,0.237373737
4,235,143,0.621693122,1374.856168,3780,0.363718563,897.2727273,3780,0.237373737
5,236,142,0.624338624,879.9231276,3780,0.232783896,973.6363636,3780,0.257575758
6,242,136,0.64021164,2150.48661,3780,0.568911802,1011.818182,3780,0.267676768
7,246,132,0.650793651,1400.092481,3780,0.370394836,1011.818182,3780,0.267676768
8,252,126,0.666666667,1436.750186,3780,0.380092642,1336.363636,3780,0.353535354
9,222,156,0.587301587,1533.334199,3780,0.405643968,878.1818182,3780,0.232323232
,2378,1402,62.91005291,15691.54811,37800,29.33463073,10080,37800,21.05263158
