0,243,135,0.642857143,1751.129416,3780,0.46326175,1298.181818,3780,0.343434343
1,225,153,0.595238095,1149.869783,3780,0.304198355,1107.272727,3780,0.292929293
2,228,150,0.603174603,1359.211039,3780,0.35957964,458.1818182,3780,0.121212121
3,245,133,0.648148148,1163.192342,3780,0.307722842,954.5454545,3780,0.252525253
4,234,144,0.619047619,1340.911724,3780,0.354738551,515.4545455,3780,0.136363636
5,250,128,0.661375661,1762.259096,3780,0.46620611,668.1818182,3780,0.176767677
6,240,138,0.634920635,2440.639842,3780,0.645671916,859.0909091,3780,0.227272727
7,216,162,0.571428571,1582.009108,3780,0.418520928,840,3780,0.222222222
8,254,124,0.671957672,1506.724088,3780,0.398604256,1336.363636,3780,0.353535354
9,220,158,0.582010582,1669.425224,3780,0.441646885,649.0909091,3780,0.171717172
,2355,1425,62.3015873,15725.37166,37800,29.37928532,8686.363636,37800,18.68583162
